OBJECTID,JoinID,JoinID 1910,Valid in 1910,Geometry Check 1910,FULL_STREE,ST Name Alternate 1910,HNYC Street Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,ED Left 1910,ED Right 1910,Name
13943,G00013812,G00013943,1,1,DEAN,NA,DEAN,1049,1115,1048,1116,621,621,DEAN
13944,G00013813,G00013944,1,1,SACKETT,NA,SACKETT,301,353,308,360,209,209,SACKETT
13945,G00013814,G00013945,1,1,AVE H,NA,AVE H,715,717,NA,NA,1029,1030,AVE H
13946,G00013815,G00013946,1,1,NOSTRAND AVE,NA,NOSTRAND AVE,1679,1695,1678,1694,1404,1404,NOSTRAND AVE
13947,G00013816,G00013947,1,1,SUMMIT,NA,SUMMIT,81,115,84,124,75,76,SUMMIT
13948,G00013817,G00013948,1,1,SUYDAM PL,NA,SUYDAM PL,1,23,2,34,705,705,SUYDAM PL
13949,G00013818,G00013949,1,1,50,NA,50,1801,1887,1802,1850,1061,1061,50
13950,G00013819,G00013950,1,1,JOHNSON,NA,JOHNSON,13,39,6,40,35,39,JOHNSON
13951,G00013820,G00013951,1,1,NEW UTRECHT AVE,NA,NEW UTRECHT AVE,7701,7713,7702,7724,1408,1074,NEW UTRECHT AVE
13952,G00013821,G00013952,1,1,STERLING PL,NA,STERLING PL,1701,1775,1702,1776,646,664,STERLING PL
13953,G00013822,G00013953,1,1,CONEY IS AVE,NA,CONEY IS AVE,NA,NA,744,754,1024,1023,CONEY IS AVE
13954,G00013823,G00013954,1,1,CATON AVE,NA,CATON AVE,NA,NA,NA,NA,922,923,CATON AVE
13955,G00013824,G00013955,1,1,WYCKOFF AVE,NA,WYCKOFF AVE,NA,NA,NA,NA,NA,NA,WYCKOFF AVE
13956,G00013825,G00013956,1,1,W 9,NA,W 9,1901,1995,1902,1996,1031,1031,W 9
13957,G00013826,G00013957,1,1,ESSEX,NA,ESSEX,NA,NA,NA,NA,983,984,ESSEX
13958,G00013827,G00013958,1,1,65,NA,65,601,681,602,682,1096,1096,65
13959,G00013828,G00013959,1,1,BAUGHMAN PL,NA,BAUGHMAN PL,15,35,8,20,1000,1000,BAUGHMAN PL
13960,G00013829,G00013960,1,1,E 17,NA,E 17,443,501,436,510,1014,1014,E 17
13961,G00013830,G00013961,1,1,BERGEN,NA,BERGEN,2139,2157,2148,2158,643,641,BERGEN
13962,G00013831,G00013962,1,1,BELMONT AVE,NA,BELMONT AVE,1041,1063,1042,1064,980,980,BELMONT AVE
13963,G00013832,G00013963,1,1,6 AVE,NA,6 AVE,243,265,238,258,567,533,6 AVE
13964,G00013833,G00013964,1,1,SAINT MARKS AVE,NA,SAINT MARKS AVE,343,367,360,380,181,181,SAINT MARKS AVE
13965,G00013834,G00013965,1,1,32,NA,32,NA,NA,NA,NA,131,131,32
13966,G00013835,G00013966,1,1,TROY AVE,NA,TROY AVE,307,337,314,334,667,668,TROY AVE
13967,G00013836,G00013967,1,1,VILLAGE E RD,NA,VILLAGE RD,1,47,2,48,1037,1037,VILLAGE RD
13968,G00013837,G00013968,1,1,11 AVE,NA,11 AVE,5501,5521,5502,5520,1411,1411,11 AVE
13969,G00013838,G00013969,1,1,FLATBUSH AVE,NA,FLATBUSH AVE,NA,NA,NA,NA,1001,1001,FLATBUSH AVE
13970,G00013839,G00013970,1,1,15 AVE,NA,15 AVE,6401,6425,6402,6426,1059,1059,15 AVE
13971,G00013840,G00013971,1,1,21 AVE,BAY 27,21 AVE,NA,NA,6302,6322,1058,1058,21 AVE
13972,G00013841,G00013972,1,1,AVE V,NA,AVE V,NA,NA,NA,NA,1006,1004,AVE V
13973,G00013842,G00013973,1,1,GARVEY BLVD,NA,SUMNER AVE,409,425,404,424,611,611,SUMNER AVE
13974,G00013843,G00013974,1,1,AVE S,NA,AVE S,NA,NA,NA,NA,1001,1001,AVE S
13975,G00013844,G00013975,1,1,DE GRAW,NA,DE GRAW,287,339,308,356,208,209,DE GRAW
13976,G00013845,G00013976,1,1,STILLWELL AVE,W 14,STILLWELL AVE,NA,NA,NA,NA,1038,1049,STILLWELL AVE
13977,G00013846,G00013977,1,1,7 AVE,NA,7 AVE,127,159,126,154,567,567,7 AVE
13978,G00013847,G00013978,1,1,JEROME,NA,JEROME,553,601,554,602,809,809,JEROME
13979,G00013848,G00013979,1,1,SULLIVAN,NA,SULLIVAN,53,93,46,88,243,243,SULLIVAN
13980,G00013849,G00013980,1,1,E 105,NA,E 105,1131,1157,1132,1158,988,988,E 105
13981,G00013850,G00013981,1,1,FLATLAND AVE,NA,FLATLAND AVE,NA,NA,NA,NA,985,985,FLATLAND AVE
13982,G00013851,G00013982,1,1,E 58,NA,E 58,NA,NA,NA,NA,990,990,E 58
13983,G00013852,G00013983,1,1,W 8,NA,W 8,1401,1481,1402,1482,1030,1030,W 8
13984,G00013853,G00013984,1,1,E 56,NA,E 56,NA,NA,NA,NA,1000,1000,E 56
13985,G00013854,G00013985,1,1,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,468,500,768,771,JAMAICA AVE
13986,G00013855,G00013986,1,1,LOGAN,NA,LOGAN,811,881,812,882,983,983,LOGAN
13987,G00013856,G00013987,1,1,E 13,NA,E 13,1301,1323,1302,1326,1009,1009,E 13
13988,G00013857,G00013988,1,1,E 23,NA,DELANCEY PL,1201,1285,1202,1286,1008,1008,DELANCEY PL
13989,G00013858,G00013989,1,1,21 AVE,BAY 27,21 AVE,7801,7823,7802,7822,1057,1057,21 AVE
13990,G00013859,G00013990,1,1,BUSHWICK AVE,NA,BUSHWICK AVE,25,45,26,46,413,315,BUSHWICK AVE
13991,G00013860,G00013991,1,1,FLEET ALY,NA,FLEET ALY,2,12,1,11,17,17,FLEET ALY
13992,G00013861,G00013992,1,1,FARRAGUT RD,NA,FARRAGUT RD,3101,3121,3100,3124,998,998,FARRAGUT RD
13993,G00013862,G00013993,1,1,HENDRIX,NA,HENDRIX,483,513,484,526,788,789,HENDRIX
13994,G00013863,G00013994,1,1,W PROSPECT,NA,W PROSPECT,NA,NA,58,69,NA,569,W PROSPECT
13995,G00013864,G00013995,1,1,13 AVE,NA,13 AVE,7501,7523,7502,7524,1072,1072,13 AVE
13996,G00013865,G00013996,1,1,WASHINGTON AVE,NA,WASHINGTON AVE,33,87,38,90,81,82,WASHINGTON AVE
13997,G00013866,G00013997,1,1,GRANT AVE,NA,GRANT AVE,143,167,140,156,970,970,GRANT AVE
13998,G00013867,G00013998,1,1,E 77,NA,E 77,NA,NA,NA,NA,990,990,E 77
13999,G00013868,G00013999,1,1,17 AVE,NA,17 AVE,8101,8125,8100,8124,1074,1074,17 AVE
14000,G00013869,G00014000,1,1,AINSLIE,NA,AINSLIE,283,303,288,310,315,316,AINSLIE
14001,G00013870,G00014001,1,1,E 83,NA,E 83,1101,1181,1102,1182,989,989,E 83
14003,G00013871,G00014003,1,1,OCEAN PKWY,NA,OCEAN PKWY,29,37,NA,NA,921,921,OCEAN PKWY
14004,G00013872,G00014004,1,1,PAUL PL,NA,PAUL PL,NA,NA,NA,NA,927,927,PAUL PL
14006,G00013873,G00014006,1,1,OCEAN AVE,NA,OCEAN AVE,NA,NA,NA,NA,1004,1033,OCEAN AVE
14007,G00013874,G00014007,1,1,SAINT JOHNS PL,NA,SAINT JOHNS PL,631,655,630,652,656,657,SAINT JOHNS PL
14008,G00013875,G00014008,1,1,87,NA,87,301,385,302,374,1084,1084,87
14009,G00013876,G00014009,1,1,E 21,NA,E 21,501,583,502,582,1013,1013,E 21
14010,G00013877,G00014010,1,1,WYTHE AVE,NA,WYTHE AVE,237,251,270,284,284,283,WYTHE AVE
14011,G00013878,G00014011,1,1,5 AVE,NA,5 AVE,7501,7525,7502,7526,1086,1086,5 AVE
14012,G00013879,G00014012,1,1,ESPLANADE,NA,ESPLANADE,NA,NA,NA,NA,1034,NA,ESPLANADE
14013,G00013880,G00014013,1,1,E 31,NA,E 31,615,675,616,676,998,998,E 31
14014,G00013881,G00014014,1,1,GERRITSEN AVE,NA,GERRITSEN AVE,NA,NA,NA,NA,1001,1005,GERRITSEN AVE
14015,G00013882,G00014015,1,1,AVE H,NA,AVE H,1901,1917,1902,1924,1010,1010,AVE H
14016,G00013883,G00014016,1,1,MARCY AVE,NA,MARCY AVE,NA,NA,700,714,583,580,MARCY AVE
14017,G00013884,G00014017,1,1,AVE U,NA,AVE U,NA,NA,NA,NA,1001,1002,AVE U
14018,G00013885,G00014018,1,1,AVE T,NA,AVE T,6501,6523,6502,6524,1000,1000,AVE T
14019,G00013886,G00014019,1,1,83,NA,83,1501,1583,1502,1584,1074,1074,83
14020,G00013887,G00014020,1,1,RIVERDALE AVE,NA,RIVERDALE AVE,389,405,380,408,804,804,RIVERDALE AVE
14021,G00013888,G00014021,1,1,BR 7 LN,NA,BR 7 LN,NA,NA,NA,NA,1035,1035,BR 7 LN
14022,G00013889,G00014022,1,1,STERLING PL,NA,STERLING PL,1169,1191,1166,1192,651,661,STERLING PL
14023,G00013890,G00014023,1,1,E 35,NA,E 35,443,561,472,562,994,994,E 35
14024,G00013891,G00014024,1,1,CLINTON AVE,NA,CLINTON AVE,159,213,166,220,91,91,CLINTON AVE
14025,G00013892,G00014025,1,1,E NEW YORK AVE,NA,E NEW YORK AVE,1303,1325,NA,NA,665,726,E NEW YORK AVE
14026,G00013893,G00014026,1,1,LINWOOD,NA,LINWOOD,525,567,522,568,784,785,LINWOOD
14027,G00013894,G00014027,1,1,MONTROSE AVE,NA,MONTROSE AVE,47,81,48,82,325,327,MONTROSE AVE
14029,G00013895,G00014029,1,1,IRVING AVE,NA,IRVING AVE,331,343,330,348,881,875,IRVING AVE
14030,G00013896,G00014030,1,1,12 AVE,NA,12 AVE,NA,NA,NA,NA,1067,1067,12 AVE
14031,G00013897,G00014031,1,1,AVE L,NA,AVE L,NA,NA,NA,NA,989,989,AVE L
14032,G00013898,G00014032,1,1,SUTTER AVE,NA,SUTTER AVE,951,979,950,974,785,785,SUTTER AVE
14033,G00013899,G00014033,1,1,BAY 17,NA,BAY 17,171,209,168,214,1056,1056,BAY 17
14034,G00013900,G00014034,1,1,MANHATTAN AVE,NA,MANHATTAN AVE,163,177,168,180,331,331,MANHATTAN AVE
14035,G00013901,G00014035,1,1,E 95,NA,E 95,NA,1352,1404,NA,988,988,E 95
14036,G00013902,G00014036,1,1,4 AVE,NA,4 AVE,453,467,NA,NA,542,528,4 AVE
14037,G00013903,G00014037,1,1,BEVERLEY RD,NA,BEVERLEY RD,5403,5421,5404,5422,990,990,BEVERLEY RD
14039,G00013904,G00014039,1,1,63,NA,63,1423,1455,1426,1456,1059,1059,63
14040,G00013905,G00014040,1,1,WILLIAMS AVE,NA,WILLIAMS AVE,NA,NA,NA,NA,986,986,WILLIAMS AVE
14041,G00013906,G00014041,1,1,KINGSHIGWY,NA,KINGSHIGWY,NA,NA,NA,NA,990,990,KINGSHIGWY
14042,G00013907,G00014042,1,1,DE KALB AVE,NA,DE KALB AVE,535,551,528,550,486,487,DE KALB AVE
14043,G00013908,G00014043,1,1,AVE M,NA,AVE M,5201,5223,5202,5224,1000,1000,AVE M
14044,G00013909,G00014044,1,1,3 AVE,NA,3 AVE,6749,6755,6802,6804,1101,1101,3 AVE
14045,G00013910,G00014045,1,1,WOODBINE,NA,WOODBINE,NA,NA,NA,NA,883,883,WOODBINE
14046,G00013911,G00014046,1,1,KENSINGTON,NA,KENSINGTON,NA,NA,NA,NA,1034,1034,KENSINGTON
14047,G00013912,G00014047,1,1,SURF AVE,NA,SURF AVE,2502,2526,2501,2525,1042,1046,SURF AVE
14048,G00013913,G00014048,1,1,FRANKLIN AVE,NA,FRANKLIN AVE,323,341,316,334,106,105,FRANKLIN AVE
14049,G00013914,G00014049,1,1,14 AVE,NA,14 AVE,NA,NA,NA,NA,1077,1078,14 AVE
14050,G00013915,G00014050,1,1,11 AVE,NA,11 AVE,6201,6223,6202,6224,1068,1068,11 AVE
14051,G00013916,G00014051,1,1,BRG,NA,BRG,19,37,20,36,41,19,BRG
14052,G00013917,G00014052,1,1,STILLWELL AVE,W 14,STILLWELL AVE,NA,NA,NA,NA,1038,1049,STILLWELL AVE
14053,G00013918,G00014053,1,1,BROADWAY,NA,BROADWAY,403,419,NA,NA,322,443,BROADWAY
14054,G00013919,G00014054,1,1,FILLMORE AVE,NA,FILLMORE AVE,5501,5523,5502,5524,1001,1001,FILLMORE AVE
14055,G00013920,G00014055,1,1,BKLYN AVE,NA,BKLYN AVE,75,95,78,96,626,625,BKLYN AVE
14056,G00013921,G00014056,1,1,BLAKE AVE,NA,BLAKE AVE,937,953,938,954,786,786,BLAKE AVE
14057,G00013922,G00014057,1,1,77,NA,77,401,473,400,474,1086,1086,77
14058,G00013923,G00014058,1,1,THROOP AVE,NA,THROOP AVE,561,579,592,606,611,609,THROOP AVE
14059,G00013924,G00014059,1,1,HARMAN,NA,HARMAN,45,119,44,120,826,866,HARMAN
14060,G00013925,G00014060,1,1,5 AVE,NA,5 AVE,259,277,270,284,533,535,5 AVE
14061,G00013926,G00014061,1,1,HEMLOCK,NA,HEMLOCK,115,127,114,126,967,967,HEMLOCK
14062,G00013927,G00014062,1,1,E 24,MANSFIELD,MANSFIELD PL,1801,1879,1802,1880,1006,1006,MANSFIELD PL
14063,G00013928,G00014063,1,1,NEW UTRECHT AVE,NA,NEW UTRECHT AVE,6201,6217,6202,6226,1059,1069,NEW UTRECHT AVE
14064,G00013929,G00014064,1,1,OCEAN PKWY,NA,OCEAN PKWY,2301,2331,NA,NA,1037,1037,OCEAN PKWY
14065,G00013930,G00014065,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,NA,NA,3516,3538,970,971,ATLANTIC AVE
14066,G00013931,G00014066,1,1,NEW YORK AVE,NA,NEW YORK AVE,993,1075,994,1076,992,993,NEW YORK AVE
14067,G00013932,G00014067,1,1,80,NA,80,1401,1471,1402,1472,1074,1074,80
14068,G00013933,G00014068,1,1,BERGEN,NA,BERGEN,1941,2009,1942,2010,640,640,BERGEN
14069,G00013934,G00014069,1,1,WILSON AVE,NA,HAMBURG AVE,473,507,474,492,908,900,HAMBURG AVE
14070,G00013935,G00014070,1,1,CORTELYOU RD,NA,CORTELYOU RD,2301,2321,2302,2322,1015,1015,CORTELYOU RD
14071,G00013936,G00014071,1,1,LIBERTY AVE,NA,LIBERTY AVE,1125,1141,1122,1142,976,976,LIBERTY AVE
14073,G00013937,G00014073,1,1,JAY,NA,JAY,195,213,202,226,37,37,JAY
14074,G00013938,G00014074,1,1,LOTT AVE,NA,LOTT AVE,NA,NA,NA,NA,962,962,LOTT AVE
14075,G00013939,G00014075,1,1,AVE T,NA,AVE T,3401,3423,3402,3424,1001,1001,AVE T
14076,G00013940,G00014076,1,1,CYPRESS AVE,NA,CYPRESS AVE,3802,3826,3801,3825,1044,1044,CYPRESS AVE
14077,G00013941,G00014077,1,1,AVE P,NA,AVE P,155,177,156,178,1031,1031,AVE P
14078,G00013942,G00014078,1,1,CONGRESS,NA,CONGRESS,61,99,62,100,54,54,CONGRESS
14079,G00013943,G00014079,1,1,ARLINGTON AVE,NA,ARLINGTON AVE,269,285,264,278,772,775,ARLINGTON AVE
14080,G00013944,G00014080,1,1,E 23,DELAMER,DELANCEY PL,1801,1879,1802,1880,1006,1006,DELANCEY PL
14081,G00013945,G00014081,1,1,E PLZ,NA,E PLZ,NA,NA,NA,NA,192,192,E PLZ
14082,G00013946,G00014082,1,1,UNION,NA,UNION,545,599,506,560,213,214,UNION
14083,G00013947,G00014083,1,1,E 40,NA,E 40,1235,1255,1240,1250,999,999,E 40
14084,G00013948,G00014084,1,1,NEW YORK AVE,NA,NEW YORK AVE,NA,NA,NA,NA,1008,1008,NEW YORK AVE
14085,G00013949,G00014085,1,1,FLATLAND AVE,NA,FLATLAND AVE,NA,NA,NA,NA,986,986,FLATLAND AVE
14086,G00013950,G00014086,1,1,PARKSIDE AVE,NA,PARKSIDE AVE,201,205,180,214,931,928,PARKSIDE AVE
14087,G00013951,G00014087,1,1,6 AVE,NA,6 AVE,7215,7225,7302,7308,1097,1086,6 AVE
14088,G00013952,G00014088,1,1,HICKS,NA,HICKS,61,77,68,84,3,3,HICKS
14089,G00013953,G00014089,1,1,AVE K,NA,AVE K,NA,NA,NA,NA,989,989,AVE K
14090,G00013954,G00014090,1,1,E 93,NA,E 93,NA,NA,NA,NA,987,987,E 93
14091,G00013955,G00014091,1,1,BUSHWICK AVE,NA,BUSHWICK AVE,527,561,518,570,816,814,BUSHWICK AVE
14092,G00013956,G00014092,1,1,AVE H,NA,AVE H,4101,4123,4102,4124,996,999,AVE H
14093,G00013957,G00014093,1,1,KINGSHIGWY,NA,KINGSHIGWY,NA,NA,NA,NA,1008,1008,KINGSHIGWY
14094,G00013958,G00014094,1,1,BR BEACH AVE,NA,BR BEACH AVE,NA,NA,NA,NA,1035,1035,BR BEACH AVE
14095,G00013959,G00014095,1,1,W 8,NA,W 8,NA,NA,NA,NA,1040,1047,W 8
14096,G00013960,G00014096,1,1,FLUSHING AVE,NA,FLUSHING AVE,1231,1237,1232,1266,416,865,FLUSHING AVE
14097,G00013961,G00014097,1,1,FLATLANDS 4,NA,FLATLANDS 4,NA,NA,NA,NA,988,988,FLATLANDS 4
14098,G00013962,G00014098,1,1,BENSON AVE,NA,BENSON AVE,2027,2049,2028,2050,1053,1053,BENSON AVE
14099,G00013963,G00014099,1,1,E 8,NA,E 8,279,345,278,346,1023,1023,E 8
14100,G00013964,G00014100,1,1,AVE S,NA,AVE S,299,321,306,328,1031,1031,AVE S
14101,G00013965,G00014101,1,1,HEWES,NA,HEWES,249,309,234,292,443,443,HEWES
14102,G00013966,G00014102,1,1,LEE AVE,NA,LEE AVE,263,289,258,276,448,447,LEE AVE
14103,G00013967,G00014103,1,1,77,NA,77,2101,2171,2102,2168,1057,1057,77
14104,G00013968,G00014104,1,1,DUMONT AVE,NA,DUMONT AVE,1061,1083,1062,1084,784,810,DUMONT AVE
14105,G00013969,G00014105,1,1,70,NA,70,NA,NA,802,884,1087,1087,70
14106,G00013970,G00014106,1,1,MIDDLETON,NA,MIDDLETON,NA,NA,NA,NA,451,451,MIDDLETON
14107,G00013971,G00014107,1,1,AVE T,NA,AVE T,NA,NA,1202,1218,1006,1032,AVE T
14108,G00013972,G00014108,1,1,GRAND,NA,GRAND,11,15,12,16,275,260,GRAND
14109,G00013973,G00014109,1,1,CEDAR,NA,CEDAR,1,33,2,34,821,822,CEDAR
14110,G00013974,G00014110,1,1,WILLOUGHBY AVE,NA,WILLOUGHBY AVE,11,19,12,20,467,468,WILLOUGHBY AVE
14111,G00013975,G00014111,1,1,HENRY,NA,HENRY,335,355,328,340,57,53,HENRY
14112,G00013976,G00014112,1,1,DRIGGS AVE,NA,DRIGGS AVE,273,279,262,280,406,389,DRIGGS AVE
14113,G00013977,G00014113,1,1,CHURCH AVE,NA,CHURCH AVE,NA,NA,NA,NA,961,961,CHURCH AVE
14114,G00013978,G00014114,1,1,WATERBURY,NA,WATERBURY,85,111,86,106,418,417,WATERBURY
14115,G00013979,G00014115,1,1,AVE K,NA,AVE K,NA,NA,NA,NA,1000,1000,AVE K
14116,G00013980,G00014116,1,1,NOSTRAND AVE,NA,NOSTRAND AVE,NA,NA,2894,2942,1001,1001,NOSTRAND AVE
14117,G00013981,G00014117,1,1,DITMAS AVE,NA,DITMAS AVE,2225,2227,2222,2238,1013,1013,DITMAS AVE
14118,G00013982,G00014118,1,1,BENSON AVE,NA,BENSON AVE,1749,1761,1750,1762,1056,1056,BENSON AVE
14119,G00013983,G00014119,1,1,EVERGREEN AVE,NA,EVERGREEN AVE,105,113,134,142,835,818,EVERGREEN AVE
14120,G00013984,G00014120,1,1,LOTT AVE,NA,LOTT AVE,NA,NA,NA,NA,964,964,LOTT AVE
14121,G00013985,G00014121,1,1,CHESTER AVE,NA,CHESTER AVE,25,47,26,48,923,923,CHESTER AVE
14122,G00013986,G00014122,1,1,OCEAN AVE,NA,OCEAN AVE,101,199,100,198,1034,1034,OCEAN AVE
14123,G00013987,G00014123,1,0,FRONT AVE,NA,FRONT AVE,NA,NA,NA,NA,428,428,FRONT AVE
14124,G00013988,G00014124,1,1,COLUMBIA,NA,COLUMBIA,359,377,356,380,252,246,COLUMBIA
14125,G00013989,G00014125,1,1,KENT AVE,NA,KENT AVE,497,523,496,524,429,429,KENT AVE
14126,G00013990,G00014126,1,1,E 94,NA,E 94,1341,1405,1340,1412,988,988,E 94
14127,G00013991,G00014127,1,1,AVE V,NA,AVE V,1901,1915,1902,1910,1032,1407,AVE V
14128,G00013992,G00014128,1,1,AVE L,NA,AVE L,3001,3023,3002,3024,1008,1008,AVE L
14129,G00013993,G00014129,1,1,CATON PL,NA,CATON PL,51,57,58,NA,921,921,CATON PL
14130,G00013994,G00014130,1,1,AVE R,NA,AVE R,1403,1423,1404,1424,1007,1006,AVE R
14131,G00013995,G00014131,1,1,PACIFIC,NA,PACIFIC,1505,1575,1460,1528,627,627,PACIFIC
14132,G00013996,G00014132,1,1,E 19,NA,E 19,2101,2183,2102,2184,1032,1032,E 19
14133,G00013997,G00014133,1,1,E 92,NA,E 92,NA,NA,NA,NA,987,987,E 92
14134,G00013998,G00014134,1,1,SHORE RD,NA,SHORE RD,8601,8625,NA,NA,1083,1083,SHORE RD
14135,G00013999,G00014135,1,1,S 11,NA,S 11,13,37,14,38,271,271,S 11
14136,G00014000,G00014136,1,1,PENN,NA,PENN,153,211,170,224,440,440,PENN
14137,G00014001,G00014137,1,1,AVE H,NA,AVE H,4701,4723,4702,4724,999,999,AVE H
14138,G00014002,G00014138,1,1,55,NA,55,1017,1083,1014,1084,1411,1411,55
14139,G00014003,G00014139,1,1,FULTON,NA,FULTON,2837,2861,2838,2862,767,766,FULTON
14140,G00014004,G00014140,1,1,OCEAN AVE,NA,OCEAN AVE,449,475,446,470,927,927,OCEAN AVE
14141,G00014005,G00014141,1,1,BERRIMAN,NA,BERRIMAN,759,819,760,820,983,983,BERRIMAN
14142,G00014006,G00014142,1,1,EAST PKWY,NA,EAST PKWY,453,539,NA,NA,658,658,EAST PKWY
14143,G00014007,G00014143,1,1,HOWARD AVE,NA,HOWARD AVE,571,665,NA,NA,726,726,HOWARD AVE
14144,G00014008,G00014144,1,1,MARCY AVE,NA,MARCY AVE,195,213,210,238,442,436,MARCY AVE
14145,G00014009,G00014145,1,1,HOLMES LN,NA,HOLMES LN,NA,NA,NA,NA,988,988,HOLMES LN
14146,G00014010,G00014146,1,1,E 59,NA,E 59,NA,NA,NA,NA,990,990,E 59
14147,G00014011,G00014147,1,1,OVINGTON AVE,NA,OVINGTON AVE,411,479,406,468,1097,1097,OVINGTON AVE
14148,G00014012,G00014148,1,1,HANSON PL,NA,HANSON PL,63,81,62,80,238,238,HANSON PL
14149,G00014013,G00014149,1,1,BAINBRIDGE,NA,BAINBRIDGE,423,491,426,494,697,706,BAINBRIDGE
14150,G00014014,G00014150,1,1,10 AVE,NA,10 AVE,4801,4823,4802,4824,1089,1089,10 AVE
14151,G00014015,G00014151,1,1,LIVONIA AVE,NA,LIVONIA AVE,505,527,506,528,805,805,LIVONIA AVE
14152,G00014016,G00014152,1,1,JAMAICA AVE,NA,JAMAICA AVE,NA,NA,392,408,768,770,JAMAICA AVE
14153,G00014017,G00014153,1,1,W 10,NA,W 10,1601,1675,1602,1684,1031,1031,W 10
14154,G00014018,G00014154,1,1,46,NA,46,801,871,802,872,146,146,46
14155,G00014019,G00014155,1,1,NOSTRAND AVE,NA,NOSTRAND AVE,1839,1871,1842,1858,1405,1405,NOSTRAND AVE
14156,G00014020,G00014156,1,1,GATES AVE,NA,GATES AVE,1193,1273,1194,1278,887,888,GATES AVE
14157,G00014021,G00014157,1,1,CROPSEY AVE,NA,CROPSEY AVE,1425,1447,NA,NA,1077,1077,CROPSEY AVE
14158,G00014022,G00014158,1,1,UNION AVE,NA,UNION AVE,3,5,2,12,323,329,UNION AVE
14159,G00014023,G00014159,1,1,HANCOCK,NA,HANCOCK,379,439,374,432,610,610,HANCOCK
14160,G00014024,G00014160,1,1,NEWPORT,NA,NEWPORT,NA,NA,NA,NA,804,804,NEWPORT
14161,G00014025,G00014161,1,1,HEGEMAN AVE,NA,HEGEMAN AVE,731,753,732,754,809,984,HEGEMAN AVE
14162,G00014026,G00014162,1,1,QUINCY,NA,QUINCY,451,511,476,542,589,590,QUINCY
14163,G00014027,G00014163,1,1,TAAFFE PL,NA,TAAFFE PL,45,83,44,90,86,83,TAAFFE PL
14164,G00014028,G00014164,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,1385,1403,NA,NA,614,625,ATLANTIC AVE
14165,G00014029,G00014165,1,1,E 18,NA,E 18,2637,2689,2638,2690,1033,1033,E 18
14166,G00014030,G00014166,1,1,16,NA,16,51,117,50,104,525,524,16
14167,G00014031,G00014167,1,1,BROADWAY,NA,BROADWAY,87,119,92,136,269,270,BROADWAY
14168,G00014032,G00014168,1,1,BEVERLEY RD,AVE B,AVE B,NA,NA,NA,NA,991,991,AVE B
14169,G00014033,G00014169,1,1,BERGEN,NA,BERGEN,747,781,746,778,167,181,BERGEN
14170,G00014034,G00014170,1,1,AVE D,NA,AVE D,2401,2423,2400,2414,1012,1012,AVE D
14171,G00014035,G00014171,1,1,E 4,NA,E 4,149,189,150,190,922,922,E 4
14172,G00014036,G00014172,1,1,ELDERT,NA,ELDERT,57,113,58,114,901,902,ELDERT
14173,G00014037,G00014173,1,1,N HENRY,NA,N HENRY,1,33,2,34,407,408,N HENRY
14174,G00014038,G00014174,1,1,W 12,NA,W 12,2131,2171,2122,2184,1038,1038,W 12
14175,G00014039,G00014175,1,1,SARATOGA AVE,NA,SARATOGA AVE,513,601,512,602,728,726,SARATOGA AVE
14176,G00014040,G00014176,1,1,50,NA,50,1301,1379,1300,1380,1409,1062,50
14177,G00014041,G00014177,1,1,HERKIMER,NA,HERKIMER,535,611,534,616,616,615,HERKIMER
14178,G00014042,G00014178,1,1,BUSHWICK AVE,NA,BUSHWICK AVE,NA,NA,662,678,820,820,BUSHWICK AVE
14179,G00014043,G00014179,1,1,PARK PL,NA,PARK PL,NA,NA,990,1080,653,653,PARK PL
14180,G00014044,G00014180,1,1,MC KINLEY AVE,NA,MC KINLEY AVE,NA,NA,NA,NA,971,976,MC KINLEY AVE
14181,G00014045,G00014181,1,1,THROOP AVE,NA,THROOP AVE,585,599,608,622,612,609,THROOP AVE
14182,G00014046,G00014182,1,1,ESSEX,NA,ESSEX,NA,NA,NA,NA,983,984,ESSEX
14183,G00014047,G00014183,1,1,EAST PKWY,NA,EAST PKWY,NA,NA,188,224,195,195,EAST PKWY
14184,G00014048,G00014184,1,1,60,NA,60,405,475,414,484,160,1095,60
14185,G00014049,G00014185,1,1,GRAND,NA,GRAND,21,29,22,30,275,260,GRAND
14186,G00014050,G00014186,1,1,PIERREPONT,NA,PIERREPONT PIER,17,31,16,36,4,6,PIERREPONT PIER
14187,G00014051,G00014187,1,1,BEDFORD AVE,NA,BEDFORD AVE,2501,2575,2502,2574,1012,1012,BEDFORD AVE
14188,G00014052,G00014188,1,1,E 36,NA,E 36,2101,2183,2102,2184,1001,1001,E 36
14189,G00014053,G00014189,1,1,E 49,NA,E 49,1543,1605,1544,1610,1000,1000,E 49
14190,G00014054,G00014190,1,1,79,NA,79,1901,1983,1902,1984,1057,1057,79
14191,G00014055,G00014191,1,1,RUTLAND RD,NA,RUTLAND RD,NA,NA,NA,NA,941,941,RUTLAND RD
14192,G00014056,G00014192,1,1,NEWKIRK AVE,NA,NEWKIRK AVE,NA,NA,NA,NA,1025,1025,NEWKIRK AVE
14193,G00014057,G00014193,1,1,AVE Q,NA,AVE Q,NA,NA,NA,NA,1001,1001,AVE Q
