OBJECTID,JoinID,JoinID 1910,Valid in 1910,Geometry Check 1910,FULL_STREE,ST Name Alternate 1910,HNYC Street Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,ED Left 1910,ED Right 1910,Name
15077,G00014936,G00015077,1,1,12 AVE,NA,12 AVE,4001,4023,4002,4024,1066,1066,12 AVE
15078,G00014937,G00015078,1,1,AVE H,NA,AVE H,NA,NA,NA,NA,998,998,AVE H
15079,G00014938,G00015079,1,1,JEFFERSON AVE,NA,JEFFERSON AVE,643,709,642,694,617,617,JEFFERSON AVE
15080,G00014939,G00015080,1,1,BROADWAY,NA,BROADWAY,1071,1091,1070,1092,821,522,BROADWAY
15081,G00014940,G00015081,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,363,431,346,408,583,584,LEXINGTON AVE
15082,G00014941,G00015082,1,1,CT,NA,CT,219,223,212,220,197,58,CT
15083,G00014942,G00015083,1,1,E 14,NA,E 14,2501,2579,2502,2580,1033,1033,E 14
15084,G00014943,G00015084,1,1,20 AVE,BAY 24,20 AVE,5101,5123,NA,NA,1060,1060,20 AVE
15085,G00014944,G00015085,1,1,17 AVE,NA,17 AVE,5501,5523,5502,5524,1060,1060,17 AVE
15086,G00014945,G00015086,1,1,CLARENDON RD,NA,CLARENDON RD,4101,4123,4102,4124,992,994,CLARENDON RD
15087,G00014946,G00015087,1,1,COOPER,NA,COOPER,101,149,102,150,913,913,COOPER
15088,G00014947,G00015088,1,1,88,NA,88,527,541,536,556,1080,1080,88
15089,G00014948,G00015089,1,1,FLUSHING AVE,NA,FLUSHING AVE,NA,NA,NA,NA,416,842,FLUSHING AVE
15090,G00014949,G00015090,1,1,DITMAS AVE,NA,DITMAS AVE,NA,NA,NA,NA,990,990,DITMAS AVE
15091,G00014950,G00015091,1,1,DITMAS AVE,NA,DITMAS AVE,NA,NA,NA,NA,990,990,DITMAS AVE
15092,G00014951,G00015092,1,1,46,NA,46,1213,1269,1214,1268,1410,1410,46
15093,G00014952,G00015093,1,1,E 53,NA,E 53,NA,NA,NA,NA,954,954,E 53
15094,G00014953,G00015094,1,1,ALBANY AVE,NA,ALBANY AVE,1783,1855,1784,1856,999,999,ALBANY AVE
15095,G00014954,G00015095,1,1,PROSPECT PL,NA,PROSPECT PL,615,681,610,690,622,622,PROSPECT PL
15096,G00014955,G00015096,1,1,OCEANVIEW AVE,NA,OCEANVIEW AVE,NA,NA,NA,NA,1035,1035,OCEANVIEW AVE
15097,G00014956,G00015097,1,1,GREENE AVE,NA,GREENE AVE,231,297,218,280,101,102,GREENE AVE
15098,G00014957,G00015098,1,1,JOHNSON AVE,NA,JOHNSON AVE,383,453,406,482,416,425,JOHNSON AVE
15099,G00014958,G00015099,1,1,VARICK,NA,VARICK,21,47,26,52,376,376,VARICK
15100,G00014959,G00015100,1,1,FLATLAND AVE,NA,FLATLAND AVE,9801,9823,9802,9824,987,988,FLATLAND AVE
15101,G00014960,G00015101,1,1,COLONIAL RD,1 AVE,COLONIAL RD,NA,NA,8202,8220,1083,1083,COLONIAL RD
15102,G00014961,G00015102,1,1,GATES AVE,NA,GATES AVE,1353,1421,1352,1420,874,874,GATES AVE
15103,G00014962,G00015103,1,1,AVE M,NA,AVE M,NA,NA,NA,NA,988,988,AVE M
15104,G00014963,G00015104,1,1,E 23,NA,DELANCEY PL,1317,1379,1316,1378,1008,1008,DELANCEY PL
15105,G00014964,G00015105,1,1,BEVERLEY RD,NA,BEVERLEY RD,NA,NA,NA,NA,1019,1020,BEVERLEY RD
15106,G00014965,G00015106,1,1,STARR,NA,STARR,1,49,2,50,834,832,STARR
15107,G00014966,G00015107,1,1,MINNA,NA,MINNA,129,203,130,198,923,923,MINNA
15108,G00014967,G00015108,1,1,LAKE,NA,LAKE,113,189,112,178,1031,1031,LAKE
15109,G00014968,G00015109,1,1,HEGEMAN AVE,NA,HEGEMAN AVE,683,705,684,706,808,985,HEGEMAN AVE
15110,G00014969,G00015110,1,1,E 4,NA,E 4,NA,NA,762,800,1028,1028,E 4
15111,G00014970,G00015111,1,1,59,NA,59,NA,NA,NA,NA,1030,1030,59
15112,G00014971,G00015112,1,1,SUTTER AVE,NA,SUTTER AVE,1175,1199,1176,1198,980,980,SUTTER AVE
15113,G00014972,G00015113,1,1,AVE T,NA,AVE T,NA,NA,NA,NA,1001,1001,AVE T
15114,G00014973,G00015114,1,1,E 6,NA,E 6,2521,2525,NA,NA,1037,1037,E 6
15115,G00014974,G00015115,1,1,AVE J,NA,AVE J,9501,9531,9502,9532,987,988,AVE J
15116,G00014975,G00015116,1,1,NASSAU,NA,NASSAU,169,195,164,184,47,48,NASSAU
15117,G00014976,G00015117,1,1,SHEFFIELD AVE,NA,SHEFFIELD AVE,501,559,502,560,806,806,SHEFFIELD AVE
15118,G00014977,G00015118,1,1,AVE X,NA,AVE X,385,407,386,408,1037,1037,AVE X
15119,G00014978,G00015119,1,1,E NEW YORK AVE,NA,E NEW YORK AVE,1833,1837,1824,1828,725,751,E NEW YORK AVE
15120,G00014979,G00015120,1,1,WARWICK,NA,WARWICK,585,621,576,622,786,787,WARWICK
15121,G00014980,G00015121,1,1,HERKIMER,NA,HERKIMER,1371,1401,1372,1390,722,722,HERKIMER
15122,G00014981,G00015122,1,1,9 AVE,NA,9 AVE,6601,6623,6602,6624,1087,1087,9 AVE
15123,G00014982,G00015123,1,1,BLISS TER,NA,BLISS TER,NA,NA,NA,NA,1100,1100,BLISS TER
15124,G00014983,G00015124,1,1,E 46,NA,E 46,NA,NA,NA,NA,995,995,E 46
15125,G00014984,G00015125,1,1,SUTTER AVE,NA,SUTTER AVE,NA,NA,NA,NA,980,980,SUTTER AVE
15126,G00014985,G00015126,1,1,EMPIRE BLVD,NA,MALBONE,NA,NA,76,136,682,682,MALBONE
15127,G00014986,G00015127,1,1,SUYDAM,NA,SUYDAM,149,197,158,204,832,831,SUYDAM
15128,G00014987,G00015128,1,1,PENNSYLVAN AVE,NA,PENNSYLVAN AVE,141,187,140,186,755,755,PENNSYLVAN AVE
15129,G00014988,G00015129,1,1,AVE Y,NA,AVE Y,1501,1523,1502,1524,1407,1033,AVE Y
15130,G00014989,G00015130,1,1,AVE K,NA,AVE K,3601,3623,3602,3624,1008,1008,AVE K
15131,G00014990,G00015131,1,1,NEWKIRK AVE,NA,NEWKIRK AVE,2301,2329,2302,2332,1013,1013,NEWKIRK AVE
15132,G00014991,G00015132,1,1,PENN,NA,PENN,1,39,NA,38,437,437,PENN
15133,G00014992,G00015133,1,1,CHURCH AVE,NA,CHURCH AVE,5801,5823,5802,5824,953,990,CHURCH AVE
15134,G00014993,G00015134,1,1,PRESIDENT,NA,PRESIDENT,823,881,820,878,568,568,PRESIDENT
15135,G00014994,G00015135,1,1,LINDEN BLVD,NA,LINDEN AVE,939,961,940,958,953,953,LINDEN AVE
15136,G00014995,G00015136,1,1,MONROE PL,NA,MONROE PL,2,52,1,51,5,5,MONROE PL
15137,G00014996,G00015137,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,NA,NA,2592,2610,752,754,ATLANTIC AVE
15138,G00014997,G00015138,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,771,827,726,790,684,684,LEXINGTON AVE
15139,G00014998,G00015139,1,1,E 8,NA,E 8,1031,1097,1032,1098,1030,1030,E 8
15140,G00014999,G00015140,1,1,NEWJERSEY AVE,NA,NEWJERSEY AVE,NA,NA,NA,NA,807,806,NEWJERSEY AVE
15141,G00015000,G00015141,1,1,WILLIAMS AVE,NA,WILLIAMS AVE,NA,NA,672,708,803,803,WILLIAMS AVE
15142,G00015001,G00015142,1,1,HERZL,NA,HERZL,NA,NA,604,606,962,962,HERZL
15143,G00015002,G00015143,1,1,55,NA,55,1101,1183,1104,1184,1411,1411,55
15144,G00015003,G00015144,1,1,VOORHEES AVE,NA,VOORHEES AVE,NA,NA,NA,NA,1003,1003,VOORHEES AVE
15145,G00015004,G00015145,1,1,E 57,NA,E 57,NA,NA,NA,NA,990,990,E 57
15146,G00015005,G00015146,1,1,E 7,NA,E 7,1205,1275,1204,1274,1030,1030,E 7
15147,G00015006,G00015147,1,1,E NEW YORK AVE,NA,E NEW YORK AVE,NA,NA,NA,NA,949,949,E NEW YORK AVE
15148,G00015007,G00015148,1,1,NICHOLS AVE,NA,NICHOLS AVE,NA,NA,NA,NA,970,970,NICHOLS AVE
15149,G00015008,G00015149,1,1,E 7,NA,E 7,NA,NA,NA,NA,1037,1037,E 7
15150,G00015009,G00015150,1,1,LYNCH,NA,LYNCH,1,19,NA,NA,438,438,LYNCH
15151,G00015010,G00015151,1,1,JUDGE,NA,JUDGE,1,27,2,26,413,415,JUDGE
15152,G00015011,G00015152,1,1,GEORGIA AVE,NA,GEORGIA AVE,NA,NA,NA,NA,986,986,GEORGIA AVE
15153,G00015012,G00015153,1,1,1,NA,1,527,569,534,572,569,569,1
15154,G00015013,G00015154,1,1,FILLMORE AVE,NA,FILLMORE AVE,NA,NA,NA,NA,1001,1001,FILLMORE AVE
15155,G00015014,G00015155,1,1,BROADWAY,NA,BROADWAY,995,1011,994,1012,820,518,BROADWAY
15156,G00015015,G00015156,1,1,19,NA,19,171,239,170,238,121,122,19
15157,G00015016,G00015157,1,1,71,NA,71,NA,NA,NA,NA,1408,1408,71
15158,G00015017,G00015158,1,1,AVE J,NA,AVE J,1701,1721,1704,1720,1406,1406,AVE J
15159,G00015018,G00015159,1,1,4 AVE,NA,4 AVE,25,43,NA,NA,162,32,4 AVE
15160,G00015019,G00015160,1,1,KINGSHIGWY,NA,KINGSHIGWY,NA,NA,NA,NA,999,999,KINGSHIGWY
15161,G00015020,G00015161,1,1,5 AVE,NA,5 AVE,5001,5023,5002,5026,147,149,5 AVE
15162,G00015021,G00015162,1,1,UTICA AVE,NA,UTICA AVE,NA,NA,436,440,949,949,UTICA AVE
15163,G00015022,G00015163,1,1,N 12,NA,N 12,NA,NA,144,178,280,280,N 12
15164,G00015023,G00015164,1,1,GRANT AVE,NA,GRANT AVE,543,581,542,582,981,981,GRANT AVE
15165,G00015024,G00015165,1,1,BEDFORD AVE,NA,BEDFORD AVE,2201,2231,NA,NA,1016,1016,BEDFORD AVE
15166,G00015025,G00015166,1,1,CENTRE,NA,CENTRE,179,215,178,216,258,258,CENTRE
15167,G00015026,G00015167,1,1,HENRY,NA,HENRY,369,373,366,372,57,56,HENRY
15168,G00015027,G00015168,1,1,25 AVE,NA,25 AVE,NA,NA,8700,8772,1049,1050,25 AVE
15169,G00015028,G00015169,1,1,E 40,NA,E 40,221,303,220,302,992,992,E 40
15170,G00015029,G00015170,1,1,STERLING PL,NA,STERLING PL,857,939,858,940,655,659,STERLING PL
15171,G00015030,G00015171,1,1,JEROME AVE,NA,JEROME AVE,2011,2023,2012,2024,1004,1004,JEROME AVE
15172,G00015031,G00015172,1,1,RUTLEDGE AVE,NA,RUTLEDGE AVE,301,331,302,332,443,444,RUTLEDGE AVE
15173,G00015032,G00015173,1,1,WASHINGTON,NA,WASHINGTON,61,89,60,80,17,17,WASHINGTON
15174,G00015033,G00015174,1,1,VAN SICLEN AVE,NA,VAN SICLEN AVE,NA,NA,NA,NA,985,985,VAN SICLEN AVE
15175,G00015034,G00015175,1,1,EUCLID AVE,NA,EUCLID AVE,333,355,332,356,975,975,EUCLID AVE
15176,G00015035,G00015176,1,1,LEXINGTON AVE,NA,LEXINGTON AVE,1,55,2,64,102,102,LEXINGTON AVE
15177,G00015036,G00015177,1,1,LORIMER,NA,LORIMER,7,65,8,66,447,448,LORIMER
15178,G00015037,G00015178,1,1,76,NA,76,1301,1369,NA,NA,1072,1072,76
15179,G00015038,G00015179,1,1,MALCOLM X BLVD,NA,REID AVE,265,279,278,298,694,619,REID AVE
15180,G00015039,G00015180,1,1,E 95,NA,E 95,NA,NA,NA,NA,988,988,E 95
15181,G00015040,G00015181,1,1,E 108,NA,E 108,NA,NA,NA,NA,988,988,E 108
15182,G00015041,G00015182,1,1,PARK PL,NA,PARK PL,NA,NA,NA,NA,176,176,PARK PL
15183,G00015042,G00015183,1,1,BR 8,NA,BR 8,NA,NA,NA,NA,1035,1035,BR 8
15184,G00015043,G00015184,1,1,STEWART AVE,NA,STEWART AVE,NA,NA,NA,NA,416,416,STEWART AVE
15185,G00015044,G00015185,1,1,AVE D,NA,AVE D,3701,3723,3700,3722,994,1405,AVE D
15186,G00015045,G00015186,1,1,MC KIBBIN,NA,MC KIBBIN,283,299,282,300,421,422,MC KIBBIN
15187,G00015046,G00015187,1,1,9 AVE,NA,9 AVE,5901,5923,5902,5924,1088,1094,9 AVE
15188,G00015047,G00015188,1,1,ELTON,NA,ELTON,1,25,2,28,771,771,ELTON
15189,G00015048,G00015189,1,1,84,NA,84,NA,NA,NA,NA,1049,1049,84
15190,G00015049,G00015190,1,1,5 AVE,NA,5 AVE,9101,9127,9102,9126,1080,1081,5 AVE
15191,G00015050,G00015191,1,1,S 5,NA,S 5,285,313,294,334,274,274,S 5
15192,G00015051,G00015192,1,1,ALBEMARLE RD,NA,ALBEMARLE RD,1695,1721,1700,1722,1017,1018,ALBEMARLE RD
15193,G00015052,G00015193,1,1,31,NA,31,177,225,170,226,130,131,31
15194,G00015053,G00015194,1,1,E 18,NA,E 18,1331,1403,1334,1404,1009,1009,E 18
15195,G00015054,G00015195,1,1,BEDFORD AVE,NA,BEDFORD AVE,4621,4705,4622,4706,1004,1004,BEDFORD AVE
15196,G00015055,G00015196,1,1,SAINT EDWARDS,NA,SAINT EDWARDS,99,117,98,116,225,224,SAINT EDWARDS
15197,G00015056,G00015197,1,1,MENAHAN,NA,RALPH,115,177,106,162,869,870,RALPH
15198,G00015057,G00015198,1,1,OCEAN PKWY,NA,OCEAN PKWY,NA,NA,338,416,1023,1022,OCEAN PKWY
15199,G00015058,G00015199,1,1,BEDFORD AVE,NA,BEDFORD AVE,2005,2033,2006,2034,934,929,BEDFORD AVE
15200,G00015059,G00015200,1,1,PACIFIC,NA,PACIFIC,1219,1287,1194,1252,623,623,PACIFIC
15201,G00015060,G00015201,1,1,LINDEN BLVD,NA,LINDEN AVE,867,889,868,890,953,953,LINDEN AVE
15202,G00015061,G00015202,1,1,SAINT CHARLES PL,NA,SAINT CHARLES PL,1,27,2,28,657,657,SAINT CHARLES PL
15203,G00015062,G00015203,1,1,RODNEY,NA,RODNEY,315,335,334,346,268,320,RODNEY
15204,G00015063,G00015204,1,1,FRANKLIN,NA,FRANKLIN,115,127,144,158,384,383,FRANKLIN
15205,G00015064,G00015205,1,1,LENOX RD,NA,LENOX RD,399,421,400,422,937,937,LENOX RD
15206,G00015065,G00015206,1,1,NOSTRAND AVE,NA,NOSTRAND AVE,NA,NA,3042,3052,1001,1001,NOSTRAND AVE
15207,G00015066,G00015207,1,1,PITKIN AVE,NA,PITKIN AVE,2247,2271,2248,2270,782,783,PITKIN AVE
15208,G00015067,G00015208,1,1,CORTELYOU RD,NA,CORTELYOU RD,801,817,800,812,1023,1023,CORTELYOU RD
15209,G00015068,G00015209,1,1,6 AVE,NA,6 AVE,675,689,654,670,549,122,6 AVE
15210,G00015069,G00015210,1,1,TILLARY,NA,TILLARY,69,89,68,90,38,38,TILLARY
15211,G00015070,G00015211,1,1,FLATLAND AVE,NA,FLATLAND AVE,NA,NA,NA,NA,986,986,FLATLAND AVE
15212,G00015071,G00015212,1,1,E 34,NA,E 34,NA,NA,NA,NA,1008,1008,E 34
15213,G00015072,G00015213,1,1,70,NA,70,2201,2175,2102,2174,1057,1057,70
15214,G00015073,G00015214,1,1,BR BEACH AVE,NA,BR BEACH AVE,NA,NA,NA,NA,1035,1035,BR BEACH AVE
15215,G00015074,G00015215,1,1,E 18,NA,E 18,2301,2379,2302,2384,1407,1407,E 18
15216,G00015075,G00015216,1,1,E 45,NA,E 45,339,409,340,410,945,945,E 45
15217,G00015076,G00015217,1,1,MALTA,NA,MALTA,NA,NA,NA,NA,986,986,MALTA
15218,G00015077,G00015218,1,1,LORING AVE,NA,VIENNA AVE,NA,NA,NA,NA,982,983,VIENNA AVE
15219,G00015078,G00015219,1,1,84,NA,84,301,383,NA,NA,1084,1084,84
15220,G00015079,G00015220,1,1,AUTUMN AVE,NA,RAILROAD AVE,1,105,2,120,967,967,RAILROAD AVE
15221,G00015080,G00015221,1,1,DEAN,NA,DEAN,79,131,78,132,24,25,DEAN
15222,G00015081,G00015222,1,1,BEDFORD AVE,NA,E 25,NA,NA,NA,NA,1004,1004,E 25
15223,G00015082,G00015223,1,1,CLERMONT AVE,NA,CLERMONT AVE,447,515,448,516,475,473,CLERMONT AVE
15224,G00015083,G00015224,1,1,E 15,NA,E 15,2202,2270,2203,2263,1407,1407,E 15
15225,G00015084,G00015225,1,1,AVE I,NA,AVE I,NA,NA,NA,NA,1011,1008,AVE I
15226,G00015085,G00015226,1,1,S 3,NA,S 3,89,127,96,130,262,262,S 3
15227,G00015086,G00015227,1,1,DWIGHT,NA,DWIGHT,111,139,112,128,247,247,DWIGHT
15228,G00015087,G00015228,1,1,WILLOUGHBY AVE,NA,WILLOUGHBY AVE,409,423,410,424,485,486,WILLOUGHBY AVE
15229,G00015088,G00015229,1,1,HICKS,NA,HICKS,267,331,260,314,9,9,HICKS
15230,G00015089,G00015230,1,1,CONEY IS AVE,NA,CONEY IS AVE,2125,2143,NA,NA,1006,1031,CONEY IS AVE
15231,G00015090,G00015231,1,1,GEORGIA AVE,NA,GEORGIA AVE,429,487,430,488,806,806,GEORGIA AVE
15232,G00015091,G00015232,1,1,E 22,ELMORE,ELMORE PL,2401,2481,2402,2474,1004,1004,ELMORE PL
15233,G00015092,G00015233,1,1,MAC DONALD AVE,NA,MAC DONALD AVE,NA,NA,2190,2264,1037,1038,MAC DONALD AVE
15234,G00015093,G00015234,1,1,E 14,NA,E 14,1601,1665,1602,1666,1007,1007,E 14
15235,G00015094,G00015235,1,1,LORIMER,NA,LORIMER,693,713,694,714,297,300,LORIMER
15236,G00015095,G00015236,1,1,JACKSON,NA,JACKSON,189,221,194,210,410,411,JACKSON
15237,G00015096,G00015237,1,1,SUTTER AVE,NA,SUTTER AVE,1091,1109,1092,1110,979,979,SUTTER AVE
15238,G00015097,G00015238,1,1,73,NA,73,217,279,222,276,1098,1098,73
15239,G00015098,G00015239,1,1,E 19,NA,E 19,1313,1325,1314,1324,1009,1009,E 19
15240,G00015099,G00015240,1,1,82,NA,82,2001,2083,2002,2072,1053,1053,82
15241,G00015100,G00015241,1,1,BAY RIDGE PKWY,NA,75,1713,1771,1700,1772,1408,1408,75
15242,G00015101,G00015242,1,1,ELDERT LN,NA,ELDERT LN,541,587,540,576,981,981,ELDERT LN
15243,G00015102,G00015243,1,1,ASHFORD,NA,ASHFORD,461,509,462,504,786,786,ASHFORD
15244,G00015103,G00015244,1,1,WALLABOUT,NA,WALLABOUT,NA,NA,182,244,447,447,WALLABOUT
15245,G00015104,G00015245,1,1,11 AVE,NA,11 AVE,4901,4921,4902,4924,1067,1067,11 AVE
15246,G00015105,G00015246,1,1,ATLANTIC AVE,NA,ATLANTIC AVE,4300,4320,4301,4321,1043,1043,ATLANTIC AVE
15247,G00015106,G00015247,1,1,CARROLL,NA,CARROLL,1697,1717,1730,1740,666,680,CARROLL
15248,G00015107,G00015248,1,1,LINDEN BLVD,NA,LINDEN AVE,375,383,NA,NA,937,937,LINDEN AVE
15249,G00015108,G00015249,1,0,WEST DR,NA,WEST DR,NA,NA,NA,NA,NA,NA,WEST DR
15250,G00015109,G00015250,1,1,FOSTER AVE,NA,FOSTER AVE,2601,2623,2602,2624,1012,998,FOSTER AVE
15251,G00015110,G00015251,1,1,AINSLIE,NA,AINSLIE,207,241,214,246,314,314,AINSLIE
15252,G00015111,G00015252,1,1,GRAVSND NK RD,NA,GRAVSND NK RD,NA,NA,NA,NA,1407,1407,GRAVSND NK RD
15253,G00015112,G00015253,1,1,HEWES,NA,HEWES,337,353,322,340,322,323,HEWES
15254,G00015113,G00015254,1,1,THROOP AVE,NA,THROOP AVE,435,453,462,480,590,585,THROOP AVE
15255,G00015114,G00015255,1,1,LAFAYETTE AVE,NA,LAFAYETTE AVE,273,289,260,280,98,98,LAFAYETTE AVE
15256,G00015115,G00015256,1,1,SUTTER AVE,NA,SUTTER AVE,NA,NA,NA,NA,744,794,SUTTER AVE
15257,G00015116,G00015257,1,1,E 29,NA,E 29,909,983,910,984,1008,1008,E 29
15258,G00015117,G00015258,1,1,E 7,NA,E 7,1297,1371,1298,1370,1030,1030,E 7
15259,G00015118,G00015259,1,1,FOSTER AVE,NA,FOSTER AVE,NA,NA,NA,NA,1013,1011,FOSTER AVE
15260,G00015119,G00015260,1,1,BOGART,NA,BOGART,185,215,194,224,417,417,BOGART
15261,G00015120,G00015261,1,1,BATH AVE,NA,BATH AVE,NA,NA,1750,1776,1056,1056,BATH AVE
15262,G00015121,G00015262,1,1,N 10,NA,N 10,189,221,196,212,289,289,N 10
15263,G00015122,G00015263,1,1,LINWOOD,NA,LINWOOD,137,189,140,190,772,772,LINWOOD
15264,G00015123,G00015264,1,1,OCEANVIEW AVE,NA,OCEANVIEW AVE,NA,NA,NA,NA,1035,1035,OCEANVIEW AVE
15265,G00015124,G00015265,1,1,E 15,NA,E 15,853,897,846,882,1406,1406,E 15
15266,G00015125,G00015266,1,1,LINDEN,NA,LINDEN,59,83,60,82,890,889,LINDEN
15267,G00015126,G00015267,1,1,4 AVE,NA,4 AVE,NA,NA,204,222,213,213,4 AVE
15268,G00015127,G00015268,1,1,BELMONT AVE,NA,BELMONT AVE,815,833,818,834,978,979,BELMONT AVE
15269,G00015128,G00015269,1,1,SURF AVE,NA,SURF AVE,1102,1200,1101,1199,1041,1047,SURF AVE
15270,G00015129,G00015270,1,1,15 AVE,NA,15 AVE,4901,4919,4900,4912,1409,1409,15 AVE
15271,G00015130,G00015271,1,1,VERMONT,NA,VERMONT,NA,NA,NA,NA,985,985,VERMONT
15272,G00015131,G00015272,1,1,FLATLAND AVE,NA,FLATLAND AVE,NA,NA,NA,NA,999,1000,FLATLAND AVE
15273,G00015132,G00015273,1,1,85,NA,85,2501,2509,2502,2532,1049,1049,85
15274,G00015133,G00015274,1,1,BEDFORD AVE,NA,BEDFORD AVE,351,371,364,382,270,269,BEDFORD AVE
15275,G00015134,G00015275,1,1,BUSHWICK AVE,NA,BUSHWICK AVE,147,169,146,168,418,337,BUSHWICK AVE
15276,G00015135,G00015276,1,1,UNION AVE,NA,UNION AVE,155,173,166,180,308,309,UNION AVE
15277,G00015136,G00015277,1,1,HARRISON ALY,NA,HARRISON ALY,1,19,2,20,42,42,HARRISON ALY
15278,G00015137,G00015278,1,1,68,NA,68,1701,1779,1702,1782,1058,1408,68
15279,G00015138,G00015279,1,1,CARROLL,NA,CARROLL,NA,NA,NA,NA,195,195,CARROLL
15280,G00015139,G00015280,1,1,IRVING AVE,NA,IRVING AVE,NA,NA,NA,NA,416,842,IRVING AVE
15281,G00015140,G00015281,1,1,KINGSTON AVE,NA,KINGSTON AVE,233,251,NA,NA,661,660,KINGSTON AVE
15282,G00015141,G00015282,1,1,THOMAS BOYLAND,NA,HOPKINSON AVE,71,89,70,88,699,699,HOPKINSON AVE
15283,G00015142,G00015283,1,1,MONROE,NA,MONROE,401,457,418,478,591,591,MONROE
15284,G00015143,G00015284,1,1,BEDFORD AVE,NA,BEDFORD AVE,405,427,420,444,272,272,BEDFORD AVE
15285,G00015144,G00015285,1,1,HANCOCK,NA,HANCOCK,1313,1387,1314,1388,908,908,HANCOCK
15286,G00015145,G00015286,1,1,RALPH AVE,NA,RALPH AVE,NA,NA,NA,NA,1000,1000,RALPH AVE
15287,G00015146,G00015287,1,1,HOYT,NA,HOYT,419,437,406,428,221,219,HOYT
15288,G00015147,G00015288,1,1,BLAKE AVE,NA,BLAKE AVE,819,839,NA,NA,788,788,BLAKE AVE
15289,G00015148,G00015289,1,1,11,NA,11,NA,NA,NA,NA,528,527,11
15290,G00015149,G00015290,1,1,E 80,NA,E 80,NA,NA,NA,NA,990,990,E 80
15291,G00015150,G00015291,1,1,MACDONOUGH,NA,MCDONOUGH,213,285,222,296,613,613,MCDONOUGH
15292,G00015151,G00015292,1,1,FLATLANDS 3,NA,FLATLANDS 3,NA,NA,NA,NA,988,988,FLATLANDS 3
15293,G00015152,G00015293,1,1,AVE Q,NA,AVE Q,NA,NA,NA,NA,1001,1001,AVE Q
15295,G00015153,G00015295,1,1,WORTMAN AVE,NA,WORTMAN AVE,NA,NA,NA,NA,982,982,WORTMAN AVE
15296,G00015154,G00015296,1,1,KEAP,NA,KEAP,NA,NA,NA,NA,307,307,KEAP
15297,G00015155,G00015297,1,1,77,NA,77,1401,1469,1402,1472,1074,1074,77
15298,G00015156,G00015298,1,1,FORD LN,NA,FORD LN,NA,NA,NA,NA,1005,1005,FORD LN
15299,G00015157,G00015299,1,1,AVE V,NA,AVE V,NA,NA,NA,NA,1006,1004,AVE V
15300,G00015158,G00015300,1,1,13 AVE,NA,13 AVE,6701,6731,6702,6732,1070,1070,13 AVE
15301,G00015159,G00015301,1,1,82,NA,82,401,483,402,480,1085,1085,82
15302,G00015160,G00015302,1,1,NEWKIRK AVE,NA,NEWKIRK AVE,2335,2339,NA,NA,1012,1012,NEWKIRK AVE
15303,G00015161,G00015303,1,1,E 57,NA,E 57,1301,1383,1302,1384,1000,1000,E 57
15304,G00015162,G00015304,1,1,BLAKE AVE,NA,BLAKE AVE,1269,1291,1270,1292,980,980,BLAKE AVE
15305,G00015163,G00015305,1,1,MARLBOROUGH RD,NA,MARLBOROUGH RD,157,225,156,228,1019,1019,MARLBOROUGH RD
15306,G00015164,G00015306,1,1,LORRAINE,NA,LORRAINE,1,47,2,48,247,247,LORRAINE
15307,G00015165,G00015307,1,1,KINGSTON AVE,NA,KINGSTON AVE,59,77,64,74,627,625,KINGSTON AVE
15308,G00015166,G00015308,1,1,JEFFERSON AVE,NA,JEFFERSON AVE,1373,1449,1374,1450,883,908,JEFFERSON AVE
15309,G00015167,G00015309,1,0,WEST DR,NA,WEST DR,NA,NA,NA,NA,NA,NA,WEST DR
15310,G00015168,G00015310,1,1,79,NA,79,1401,1483,1402,1472,1074,1074,79
15311,G00015169,G00015311,1,1,DORCHESTER RD,NA,DORCHESTER RD,1705,1725,NA,NA,1014,1014,DORCHESTER RD
15312,G00015170,G00015312,1,1,58,NA,58,2113,2161,2104,2162,1060,1058,58
15313,G00015171,G00015313,1,1,CENTRAL AVE,NA,CENTRAL AVE,87,105,88,110,836,835,CENTRAL AVE
15314,G00015172,G00015314,1,1,MARLBOROUGH RD,NA,MARLBOROUGH RD,79,121,80,120,1019,1019,MARLBOROUGH RD
15315,G00015173,G00015315,1,1,STAGG WALK,NA,STAGG WALK,89,127,82,116,330,331,STAGG WALK
15316,G00015174,G00015316,1,1,AVE V,NA,AVE V,NA,NA,NA,NA,1005,1005,AVE V
15317,G00015175,G00015317,1,1,BEDFORD AVE,NA,BEDFORD AVE,1949,1973,1950,1974,933,930,BEDFORD AVE
15318,G00015176,G00015318,1,1,WASHINGTON AVE,NA,WASHINGTON AVE,NA,NA,NA,NA,195,195,WASHINGTON AVE
15319,G00015177,G00015319,1,1,RUBY,NA,RUBY,NA,NA,NA,NA,976,976,RUBY
15320,G00015178,G00015320,1,1,CONEY IS AVE,NA,CONEY ISLAND RD,2219,2313,NA,NA,1006,1031,CONEY ISLAND RD
15321,G00015179,G00015321,1,1,MAC DONALD AVE,NA,MAC DONALD AVE,2471,2581,2472,2582,1037,1038,MAC DONALD AVE
15322,G00015180,G00015322,1,1,E 53,NA,E 53,1263,1323,1264,1324,1000,1000,E 53
15323,G00015181,G00015323,1,1,ROCHESTER AVE,NA,ROCHESTER AVE,221,241,228,244,663,663,ROCHESTER AVE
