OBJECTID,GlobalID,JoinID,State,City,Borough,StreetModern,Valid 1850,GeoCheck 1850,ST Direction 1850,ST Name 1850,Left Low 1850,Left High 1850,Right Low 1850,Right High 1850,Issue 1850,Parity Left 1850,Parity Right 1850,ST Unopened 1850,ST Name Alt 1850,HNYC St Name 1850,JoinID 1850,Valid 1880,GeoCheck 1880,ST Direction 1880,ST Name 1880,Left Low 1880,Left High 1880,Right Low 1880,Right High 1880,Issue 1880,Parity Left 1880,Parity Right 1880,ST Unopened 1880,ST Name Alt 1880,HNYC St Name 1880,JoinID 1880,Valid 1910,GeoCheck 1910,ST Direction 1910,ST Name 1910,Left Low 1910,Left High 1910,Right Low 1910,Right High 1910,Issue 1910,Parity Left 1910,Parity Right 1910,ST Unopened 1910,ST Name Alt 1910,HNYC Street Name 1910,JoinID 1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate,Creator,EditDate,Editor,Issue_General,Ward Right 1850,ED Left 1880,ED Right 1880,ED Left 1910,ED Right 1910,Ward Left 1850
10379,7bdd16db-c3db-48e5-9838-cc9c4e7f571a,G00020379,NY,New York,Manhattan,,1,1,,E 119 ST,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,562.234090073799,7/25/2019 8:46:09 PM,amv2173_columbia,7/15/2020 5:45:46 PM,hnyc_columbia,,12,644,643,,,12
10380,e7100966-28c7-4177-b18d-17f848547f16,G00020380,NY,New York,Manhattan,,1,1,,TWELFTH AVE ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,283.858176431458,7/25/2019 8:46:47 PM,rse2121_columbia,7/15/2020 5:45:47 PM,hnyc_columbia,,12,531,531,,,12
10381,71ef93e6-8b26-42ca-9227-51d313b93228,G00020381,NY,New York,Manhattan,,1,1,,,,,,,,,,,,,,1,1,,W 135 ST,600,636,601,631,,,,,,W 135 ST,,0,1,,,,,,,,,,,,,,901.752329762568,7/16/2019 11:10:25 PM,amv2173_columbia,7/16/2019 11:10:26 PM,amv2173_columbia,901.701153784374,7/25/2019 8:46:47 PM,rse2121_columbia,7/15/2020 5:45:47 PM,hnyc_columbia,,12,531,531,,,12
10382,a8d1d29b-0f97-47ad-b097-886a95e7a606,G00020382,NY,New York,Manhattan,,1,1,,,,,,,,,,,,,,1,1,,W 135 ST,,,,,,,,,,W 135 ST,,0,1,,,,,,,,,,,,,,901.752329762568,7/16/2019 11:10:25 PM,amv2173_columbia,7/16/2019 11:10:26 PM,amv2173_columbia,0.0534413401413759,7/25/2019 8:46:48 PM,rse2121_columbia,7/15/2020 5:45:47 PM,hnyc_columbia,,12,531,531,,,12
10383,3cdbadd6-8119-4d5d-91bd-0c1580ffde29,G00020383,NY,New York,Manhattan,,1,1,,TWELFTH AVE ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,280.359715307556,7/25/2019 8:46:48 PM,rse2121_columbia,7/15/2020 5:45:47 PM,hnyc_columbia,,12,531,531,,,12
10384,303292ba-472c-4c88-bba0-a5998fd712be,G00020384,NY,New York,Manhattan,,1,1,,W 136 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,902.19674255469,7/25/2019 8:46:49 PM,rse2121_columbia,7/15/2020 5:45:47 PM,hnyc_columbia,G,12,531,531,,,12
10385,bcea2428-e4c3-49a7-b7c6-d51815562497,G00020385,NY,New York,Manhattan,,1,1,,TWELFTH AVE ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,260.789115995188,7/25/2019 8:46:50 PM,rse2121_columbia,7/15/2020 5:45:48 PM,hnyc_columbia,,12,531,531,,,None
10386,1ddfd2ce-c1c9-4a18-9760-7ee47ee064a0,G00020386,NY,New York,Manhattan,,1,1,,,,,,,,,,,,,,1,1,,W 137 ST,600,624,601,611,,,,,,W 137 ST,,0,1,,,,,,,,,,,,,,902.717138180133,7/16/2019 11:10:26 PM,amv2173_columbia,7/16/2019 11:10:27 PM,amv2173_columbia,902.717138180133,7/25/2019 8:46:50 PM,rse2121_columbia,7/15/2020 5:45:48 PM,hnyc_columbia,G,12,531,531,,,12
10388,c038709a-51ec-41c1-b9a3-a31d18f0524a,G00020388,NY,New York,Manhattan,,1,1,,AVE B,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,266.905226039497,7/25/2019 8:48:08 PM,amv2173_columbia,7/15/2020 5:45:48 PM,hnyc_columbia,,None,635,635,,,None
10389,ee2aa39a-a844-4ac3-99db-f6d5d6600669,G00020389,NY,New York,Manhattan,,1,1,,E 117 ST,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,719.151145970249,7/25/2019 8:48:08 PM,amv2173_columbia,7/15/2020 5:45:48 PM,hnyc_columbia,,12,635,635,,,12
10390,a6c2fe49-e15a-4660-b27a-8ff0fa35ccfd,G00020390,NY,New York,Manhattan,,1,1,,AVE B,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,263.760729748295,7/25/2019 8:48:08 PM,amv2173_columbia,7/15/2020 5:45:48 PM,hnyc_columbia,,None,643,643,,,None
10391,43698788-cf3e-48c3-9ad2-710d2f58289d,G00020391,NY,New York,Manhattan,,1,1,,E 118 ST,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,717.946047936292,7/25/2019 8:48:08 PM,amv2173_columbia,7/15/2020 5:45:49 PM,hnyc_columbia,,12,643,635,,,12
10392,5b6502f1-67ea-4257-b539-4124077211ac,G00020392,NY,New York,Manhattan,,1,1,,E 118 ST,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,717.400408687198,7/25/2019 8:48:09 PM,amv2173_columbia,7/15/2020 5:45:49 PM,hnyc_columbia,,12,643,643,,,12
10393,41671552-042a-4965-a497-93ebfef48d00,G00020393,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,259.492206066922,7/25/2019 8:49:52 PM,rse2121_columbia,7/15/2020 5:45:49 PM,hnyc_columbia,,12,530,530,,,12
10395,68cce52e-9819-43a0-b404-5bb2f26369e2,G00020395,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,260.995283593612,7/25/2019 8:49:53 PM,rse2121_columbia,7/15/2020 5:45:49 PM,hnyc_columbia,,12,530,530,,,12
10396,3e87eb34-f979-407f-b175-c498832a84ef,G00020396,NY,New York,Manhattan,,1,1,,W 129 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,917.916332067728,7/25/2019 8:49:53 PM,rse2121_columbia,7/15/2020 5:45:49 PM,hnyc_columbia,"G, slightly misaligned with geo from other years",12,530,531,,,12
10397,2c1e0663-d3f4-4663-b4c0-33ba758e379f,G00020397,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,259.639970721176,7/25/2019 8:49:54 PM,rse2121_columbia,7/15/2020 5:45:49 PM,hnyc_columbia,,12,531,531,,,12
10398,769b1289-84fe-42de-b187-ab7caefcb20c,G00020398,NY,New York,Manhattan,,1,1,,W 113 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,591.311762275397,7/25/2019 8:49:54 PM,rse2121_columbia,7/15/2020 5:45:50 PM,hnyc_columbia,"G, slightly misaligned with geo from other years",12,531,531,,,12
10399,e17cfdf4-37aa-45c0-b46e-84bb8059de04,G00020399,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,251.556722385144,7/25/2019 8:49:54 PM,rse2121_columbia,7/15/2020 5:45:50 PM,hnyc_columbia,,12,531,531,,,12
10400,9add820f-7c4b-4d08-af3a-1261cd35fbae,G00020400,NY,New York,Manhattan,,1,1,,W 131 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,914.863136813167,7/25/2019 8:49:55 PM,rse2121_columbia,7/15/2020 5:45:50 PM,hnyc_columbia,,12,531,531,,,12
10401,bc7104dd-73e2-4ee9-b3c2-53fdccaa1056,G00020401,NY,New York,Manhattan,,1,1,,W 113 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,885.380176411509,7/25/2019 8:49:55 PM,rse2121_columbia,7/15/2020 5:45:50 PM,hnyc_columbia,"G, slightly misaligned with geo from other years",12,531,531,,,12
10402,bfa17086-0ee5-4f3c-84f5-9ef88a9e7c0c,G00020402,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,269.429125174919,7/25/2019 8:49:55 PM,rse2121_columbia,7/15/2020 5:45:50 PM,hnyc_columbia,,12,531,531,,,12
10403,112eb206-9cb7-4e67-a679-eedd2723e756,G00020403,NY,New York,Manhattan,,1,1,,W 132 ST,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,914.44781298333,7/25/2019 8:49:56 PM,rse2121_columbia,7/15/2020 5:45:50 PM,hnyc_columbia,,12,531,531,,,12
10404,619094ce-e2c2-42f6-b001-bfdf768f9204,G00020404,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,257.603543420128,7/25/2019 8:49:56 PM,rse2121_columbia,7/15/2020 5:45:51 PM,hnyc_columbia,,12,531,531,,,12
10405,49c6e5b5-d948-4654-a963-f2bf7a702a88,G00020405,NY,New York,Manhattan,,1,1,,W 133 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,913.40490084523,7/25/2019 8:49:56 PM,rse2121_columbia,7/15/2020 5:45:51 PM,hnyc_columbia,G,12,531,531,,,12
10406,d46ba238-33eb-4671-acae-de6ddd15a7ba,G00020406,NY,New York,Manhattan,,1,1,,W 132 ST,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,886.982188592985,7/25/2019 8:49:56 PM,rse2121_columbia,7/15/2020 5:45:51 PM,hnyc_columbia,,12,531,531,,,12
10407,372115b6-5ba9-4a94-bc78-7767fb47e87e,G00020407,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,259.645260705449,7/25/2019 8:49:56 PM,rse2121_columbia,7/15/2020 5:45:51 PM,hnyc_columbia,,12,531,531,,,12
10412,4f88e41b-76aa-4718-91d6-b3dbbf1eb1f6,G00020412,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,301.751755906338,7/25/2019 8:49:57 PM,rse2121_columbia,7/15/2020 5:45:52 PM,hnyc_columbia,,12,531,531,,,12
10414,589e52bb-f630-4fea-862d-cf60ae108b40,G00020414,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,254.695379075691,7/25/2019 8:49:58 PM,rse2121_columbia,7/15/2020 5:45:52 PM,hnyc_columbia,,12,531,531,,,12
10416,dc7f88bb-9a95-44d3-80c4-4b05fa3366d0,G00020416,NY,New York,Manhattan,,1,1,,W 134 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,1789.12154467884,7/25/2019 8:49:58 PM,rse2121_columbia,7/15/2020 5:45:52 PM,hnyc_columbia,"G, slightly misaligned with geo from other years",12,531,531,,,12
10419,e3eaf475-2763-4f4d-a4e7-23270a1097bd,G00020419,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,262.123642282809,7/25/2019 8:50:43 PM,rse2121_columbia,7/15/2020 5:45:52 PM,hnyc_columbia,,12,531,531,,,12
10421,4b9e3d4f-30d7-4388-9bbb-86575377557f,G00020421,NY,New York,Manhattan,,1,1,,NINTH AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,262.983368162905,7/25/2019 8:50:44 PM,rse2121_columbia,7/15/2020 5:45:52 PM,hnyc_columbia,,12,531,531,,,12
10425,230b9d98-2885-4514-bef1-4c56c62d4850,G00020425,NY,New York,Manhattan,,1,1,,W 137 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,553.957588810072,7/25/2019 8:51:47 PM,rse2121_columbia,7/15/2020 5:45:53 PM,hnyc_columbia,ALIGNMENT,12,531,531,,,12
10427,99091fbd-b3cd-4a28-afe6-52d340a90f43,G00020427,NY,New York,Manhattan,,1,1,,W 137 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,353.757945336607,7/25/2019 8:51:48 PM,rse2121_columbia,7/15/2020 5:45:53 PM,hnyc_columbia,,12,531,531,,,12
10428,96b0bd75-510b-491a-af90-f49d69e999ca,G00020428,NY,New York,Manhattan,,1,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,265.512930495275,7/25/2019 8:51:48 PM,rse2121_columbia,7/15/2020 5:45:53 PM,hnyc_columbia,ALIGNMENT AND TOPOLOGY,12,531,531,,,12
10430,9bd50749-77b8-4581-8af4-6b787bd8bac1,G00020430,NY,New York,Manhattan,,1,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,193.728347176388,7/25/2019 8:52:44 PM,amv2173_columbia,7/15/2020 5:45:53 PM,hnyc_columbia,,12,536,536,,,12
10431,0571f03b-e813-4f0f-913d-b0848137f87a,G00020431,NY,New York,Manhattan,,1,1,,W 137 ST,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,731.151162655258,7/25/2019 8:52:45 PM,amv2173_columbia,7/15/2020 5:45:53 PM,hnyc_columbia,,12,536,536,,,12
10432,abca10d7-77e3-46af-bf0a-d1052142d80c,G00020432,NY,New York,Manhattan,,1,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,515.233992667668,7/25/2019 8:52:45 PM,amv2173_columbia,7/15/2020 5:45:53 PM,hnyc_columbia,,12,536,536,,,12
10433,6a7df3ee-2ad4-4b0a-b675-c3772ca56f66,G00020433,NY,New York,Manhattan,,1,1,,W 138 ST,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,288.419544846591,7/25/2019 8:52:45 PM,amv2173_columbia,7/15/2020 5:45:54 PM,hnyc_columbia,,12,536,536,,,12
10434,fd060a9c-f155-4a92-bb5e-1044e4795115,G00020434,NY,New York,Manhattan,,1,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,194.462147569119,7/25/2019 8:52:45 PM,amv2173_columbia,7/15/2020 5:45:54 PM,hnyc_columbia,,12,536,536,,,12
10435,69e0687b-4d77-4476-9b84-95061c9e0b5c,G00020435,NY,New York,Manhattan,,1,1,,W 137 ST,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,166.972507910883,7/25/2019 8:52:46 PM,amv2173_columbia,7/15/2020 5:45:54 PM,hnyc_columbia,,12,536,536,,,12
10436,0f9fd480-28e3-423b-b672-8458446e8072,G00020436,NY,New York,Manhattan,,1,1,,W 138 ST,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,611.456685429682,7/25/2019 8:52:46 PM,amv2173_columbia,7/15/2020 5:45:54 PM,hnyc_columbia,,12,536,536,,,12
10437,afacbf07-38fa-4561-a411-be4e57a2211a,G00020437,NY,New York,Manhattan,,1,1,,EIGHT AVE,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,260.053418218943,7/25/2019 8:53:19 PM,amv2173_columbia,7/15/2020 5:45:54 PM,hnyc_columbia,,12,531,536,,,12
10439,c5c70522-4a71-4dc0-b106-35d075687ee3,G00000223A,NY,New York,Manhattan,SAINT NICHOLAS AVE,1,1,,,,,,,,,,,,,,1,1,,,,,,,G,,,,,ST NICHOLAS AVENUE,,1,1,,ST NICHOLAS AVENUE,,,,,A,,,,,ST NICHOLAS AVENUE,G00000223,285.301524317504,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:20:12 AM,amv2173_columbia,11.9778886644496,7/25/2019 8:53:57 PM,rse2121_columbia,7/15/2020 5:45:54 PM,hnyc_columbia,,12,531,531,649,649,12
10440,c39a2c55-c4ff-4d7f-ba86-0fdcdc69dde0,G00020440,NY,New York,Manhattan,,1,1,,W 135 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,464.284484537977,7/25/2019 8:53:57 PM,rse2121_columbia,7/15/2020 5:45:55 PM,hnyc_columbia,G,12,531,531,,,12
10441,c5051de8-dafd-4ed7-b4b0-2d077b7525f6,G00020441,NY,New York,Manhattan,,1,1,,W 135 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,445.785470840343,7/25/2019 8:53:58 PM,rse2121_columbia,7/15/2020 5:45:55 PM,hnyc_columbia,,12,531,531,,,12
10442,22b0fc33-978d-4179-aedc-365b4c345625,G00000223,NY,New York,Manhattan,SAINT NICHOLAS AVE,1,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,ST NICHOLAS AVENUE,,1,1,,ST NICHOLAS AVENUE,,,,,A,,,,,ST NICHOLAS AVENUE,G00000223,285.301524317504,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:20:12 AM,amv2173_columbia,273.32363565375,7/25/2019 8:53:58 PM,rse2121_columbia,7/15/2020 5:45:55 PM,hnyc_columbia,TOPOLOGY,12,531,531,649,649,12
10444,9f2d92f6-e2ef-4a00-948e-7131881e7436,G00020444,NY,New York,Manhattan,,1,1,,W 136 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,509.967769959286,7/25/2019 8:53:58 PM,rse2121_columbia,7/15/2020 5:45:55 PM,hnyc_columbia,,12,531,531,,,12
10445,c793351a-d52e-4123-9862-464556634247,G00020445,NY,New York,Manhattan,,1,1,,W 136 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,398.401885748204,7/25/2019 8:53:59 PM,rse2121_columbia,7/15/2020 5:45:55 PM,hnyc_columbia,"G, slightly misaligned with geo from other years",12,531,531,,,12
10446,8bbe1a8a-695c-4d80-bd7b-9ba32fb76dca,G00005851,NY,New York,Manhattan,SAINT NICHOLAS AVE,1,1,,,,,,,,,,,,,,1,1,,,,,,,A,,,,,ST NICHOLAS AVENUE,,1,1,,ST NICHOLAS AVENUE,,,,,A,,,,,ST NICHOLAS AVENUE,G00005851,262.639636052419,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:20:22 AM,amv2173_columbia,262.63912804399,7/25/2019 8:53:59 PM,rse2121_columbia,7/15/2020 5:45:56 PM,hnyc_columbia,,12,531,531,648,648,12
10447,1f1fa5af-6ab7-4889-9550-336b64775ab8,G00001770,NY,New York,Manhattan,SAINT NICHOLAS AVE,1,1,,,,,,,,,,,,,,1,1,,,,,456,480,,,,,,ST NICHOLAS AVENUE,,1,1,,ST NICHOLAS AVENUE,,,458,484,,,,,,ST NICHOLAS AVENUE,G00001770,263.874023161293,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:20:15 AM,amv2173_columbia,263.874023156286,7/25/2019 8:56:26 PM,rse2121_columbia,7/15/2020 5:45:56 PM,hnyc_columbia,,12,531,531,536,536,12
10449,375fb97f-5ca0-445d-a8a6-86bb4f51e7e7,G00020449,NY,New York,Manhattan,,1,1,,W 134 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,416.762291380997,7/25/2019 8:56:26 PM,rse2121_columbia,7/15/2020 5:45:56 PM,hnyc_columbia,G,12,531,531,,,12
10450,dc6bff6b-e841-427e-8028-03a7c9f1dd01,G00020450,NY,New York,Manhattan,,1,1,,W 134 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,495.18694101016,7/25/2019 8:56:27 PM,rse2121_columbia,7/15/2020 5:45:56 PM,hnyc_columbia,,12,531,531,,,12
10451,daea67ac-340c-4b03-8144-14f237e3f739,G00003599,NY,New York,Manhattan,SAINT NICHOLAS AVE,1,1,,,,,,,,,,,,,,1,1,,,,,482,490,,,,,,ST NICHOLAS AVENUE,,1,1,,ST NICHOLAS AVENUE,,,486,490,,,,,,ST NICHOLAS AVENUE,G00003599,287.119039483689,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:20:18 AM,amv2173_columbia,287.119039491659,7/25/2019 8:56:27 PM,rse2121_columbia,7/15/2020 5:45:56 PM,hnyc_columbia,,12,531,531,649,649,12
10452,b79f7311-2abf-418a-9e53-87c14514ce43,G00005571,NY,New York,Manhattan,AMSTERDAM AVE,1,1,,TENTH AVE ,,,,,,,,,,,,1,1,,TENTH AVE,1420,1434,1421,1437,,,,,,TENTH AVE,,1,1,,,1418,1436,1421,1439,,,,,,AMSTERDAM AVE,G00005571,260.197439326819,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:17:46 AM,amv2173_columbia,260.197439326876,7/25/2019 9:01:11 PM,rse2121_columbia,7/15/2020 5:45:56 PM,hnyc_columbia,,12,531,531,716,645,12
10453,dab4909a-d70f-4750-b195-f7894a6d5d59,G00020453,NY,New York,Manhattan,,1,1,,W 131 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,886.089301024888,7/25/2019 9:01:11 PM,rse2121_columbia,7/15/2020 5:45:57 PM,hnyc_columbia,"G, slightly misaligned with geo from other years",12,531,531,,,12
10454,ee733baf-f9b5-4b6e-9a8b-6fa6a1237e8b,G00006791,NY,New York,Manhattan,AMSTERDAM AVE,1,1,,TENTH AVE ,,,,,,,,,,,,1,1,,TENTH AVE,1436,1458,,,,,,,,TENTH AVE,,1,1,,,1438,1458,1441,1459,,,,,,AMSTERDAM AVE,G00006791,264.69141079853,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:17:49 AM,amv2173_columbia,264.69141081159,7/25/2019 9:01:11 PM,rse2121_columbia,7/15/2020 5:45:57 PM,hnyc_columbia,,12,531,531,715,644,12
10457,90d6ff80-1533-4171-952b-a6433010aefa,G00020457,NY,New York,Manhattan,,1,1,,W 129 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,883.44779558288,7/25/2019 9:03:07 PM,rse2121_columbia,7/15/2020 5:45:57 PM,hnyc_columbia,"G, slightly misaligned with geo from other years",12,530,531,,,12
10458,0c21d70a-9fdf-4b5e-ac3e-32b0b17a822d,G00002025,NY,New York,Manhattan,AMSTERDAM AVE,1,1,,TENTH AVE ,,,,,,,,,,,,1,1,,TENTH AVE,1392,1418,1393,1419,,,,,,TENTH AVE,,1,1,,,1402,1416,1401,1419,,,,,,AMSTERDAM AVE,G00002025,260.014837530975,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:17:44 AM,amv2173_columbia,260.01483751789,7/25/2019 9:03:08 PM,rse2121_columbia,7/15/2020 5:45:57 PM,hnyc_columbia,,12,531,531,718,640,12
10460,e0d321c7-9775-4b9c-9d79-baa5e57d7e50,G00006804,NY,New York,Manhattan,AMSTERDAM AVE,1,1,,TENTH AVE ,,,,,,,,,,,,1,1,,TENTH AVE,,,,,A,,,,,TENTH AVE,,1,1,,,,,,,A,,,,,AMSTERDAM AVE,G00006804,279.207399817639,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:17:51 AM,amv2173_columbia,279.20739981769,7/25/2019 9:07:09 PM,rse2121_columbia,7/15/2020 5:45:57 PM,hnyc_columbia,TOPOLOGY,12,531,531,1644,648,12
10461,6eb29c20-4c86-457f-b322-3c929d89e903,G00020461,NY,New York,Manhattan,,1,1,,W 137 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,893.767050631068,7/25/2019 9:07:10 PM,rse2121_columbia,7/15/2020 5:45:58 PM,hnyc_columbia,G,12,531,531,,,12
10462,ab2205ac-a567-4fbd-a591-2982895c5e5b,G00006807,NY,New York,Manhattan,AMSTERDAM AVE,1,1,,TENTH AVE ,,,,,,,,,,,,1,1,,TENTH AVE,,,,,A,,,,,TENTH AVE,,1,1,,,,,,,A,,,,,AMSTERDAM AVE,G00006807,243.726596168627,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:17:52 AM,amv2173_columbia,243.72630912909,7/25/2019 9:07:10 PM,rse2121_columbia,7/15/2020 5:45:58 PM,hnyc_columbia,,12,531,531,1644,648,12
10463,273cef66-b0a6-4e43-a4b2-760404e34753,G00020463,NY,New York,Manhattan,,1,1,,W 137 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,900.155497521865,7/25/2019 9:07:11 PM,rse2121_columbia,7/15/2020 5:45:58 PM,hnyc_columbia,G,12,531,531,,,12
10464,dc6734eb-f6c3-4bf5-853e-386adc57f3b3,G00005397,NY,New York,Manhattan,AMSTERDAM AVE,1,1,,TENTH AVE ,,,,,,,,,,,,1,1,,TENTH AVE,1500,1518,,,,,,,,TENTH AVE,,1,1,,,1500,1518,,,,,,,,AMSTERDAM AVE,G00005397,297.648047092774,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:17:45 AM,amv2173_columbia,297.648334193415,7/25/2019 9:07:52 PM,rse2121_columbia,7/15/2020 5:45:58 PM,hnyc_columbia,,12,531,531,711,649,12
10465,d77195df-7da5-47db-81f8-b9ff9babc3a1,G00020465,NY,New York,Manhattan,,1,1,,W 135 ST ,,,,,,,,,,,,0,1,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,891.211146606222,7/25/2019 9:07:53 PM,rse2121_columbia,7/15/2020 5:45:58 PM,hnyc_columbia,"G, slightly misaligned with geo from other years",12,531,531,,,12
10466,0d8e4d80-d622-40ee-b64c-6144c1eff7b0,G00000273,NY,New York,Manhattan,AMSTERDAM AVE,1,1,,TENTH AVE ,,,,,,,,,,,,1,1,,TENTH AVE,1520,1538,1521,1533,,,,,,TENTH AVE,,1,1,,,1520,1538,1521,1533,,,,,,AMSTERDAM AVE,G00000273,259.362837100561,7/10/2019 11:07:10 PM,dpm2159_columbia,7/13/2019 2:17:42 AM,amv2173_columbia,259.362837100561,7/25/2019 9:07:53 PM,rse2121_columbia,7/15/2020 5:45:59 PM,hnyc_columbia,,12,531,531,1644,649,12
