XCoord,YCoord,OBJECTID,MN_STREET1910_FULL_STREE,MN_STREET1910_Y1910NAMESTREET,MN_STREET1910_Y1910LEFT_LOW,MN_STREET1910_Y1910LEFT_HIGH,MN_STREET1910_Y1910RIGHT_LOW,MN_STREET1910_Y1910RIGHT_HIGH,MN_STREET1910_JOINID,MN_STREET1910_Y1910NAMEALT,MN_STREET1910_MINUS_ED_ED,MN_STREET1910_PLUS_ED_ED
988122.04805827,220754.34985718,6582,AMSTERDAM AVE,NULL,60,74,61,75,G00004727,NULL,1377,1312
988576.29694568,220650.86813115,6583,NULL,W 63 ST,100,162,101,185,NULL,NULL,1312,1313
988247.40525977,220978.68840830,6584,AMSTERDAM AVE,NULL,60,74,61,75,G00004727,NULL,1376,1313
999108.35343895,235064.07160716,6585,ADAM POWELL BLVD,NULL,2180,2198,NULL,NULL,G00031247,NULL,543,546
999197.72006299,235166.03447737,6586,W  130 ST,NULL,NULL,NULL,NULL,NULL,G00013425,NULL,543,543
999232.28366521,235291.10928501,6587,ADAM POWELL BLVD,NULL,2180,2198,NULL,NULL,G00031247,NULL,543,542
998793.08015381,235397.11062023,6588,W  130 ST,NULL,200,270,201,267,G00013425,NULL,543,543
998856.58211949,234613.83858696,6589,ADAM POWELL BLVD,NULL,2140,2154,NULL,NULL,G00012364,NULL,549,548
998941.71989749,234713.84616000,6590,W  128 ST,NULL,NULL,NULL,NULL,NULL,G00006802,NULL,549,545
998981.78507473,234837.12729817,6591,ADAM POWELL BLVD,NULL,2140,2154,NULL,NULL,G00012364,NULL,545,547
998538.61363518,234939.42206710,6592,W  128 ST,NULL,200,282,201,281,G00006802,NULL,549,545
1000815.19684447,235159.81565519,6593,NULL,W 133 ST,2,74,3,75,NULL,NULL,502,503
997321.91905414,231719.34894689,6594,ADAM POWELL BLVD,NULL,NULL,NULL,NULL,NULL,G00012655,NULL,566,570
997367.54888414,231695.89262898,6595,SAINT NICHLAS AVE,NULL,NULL,NULL,100,110,G00025743,NULL,570,570
997389.83886580,231844.13216189,6596,ADAM POWELL BLVD,NULL,NULL,NULL,1919,1919,G00020959,NULL,566,570
997294.39803880,231790.78959418,6597,ADAM POWELL BLVD,NULL,1902,1906,NULL,NULL,G00031521,NULL,566,570
997356.52019884,231847.24419635,6598,SAINT NICHLAS AVE,NULL,121,139,NULL,NULL,G00001525,NULL,566,570
997360.17996843,231917.61790731,6599,ADAM POWELL BLVD,NULL,1902,1906,NULL,NULL,G00031521,NULL,566,570
997353.37207522,231921.39742731,6600,SAINT NICHLAS AVE,NULL,121,139,NULL,NULL,G00001525,NULL,566,565
997359.49427427,231933.77076215,6601,W  116 ST,NULL,200,262,201,263,G00014073,NULL,566,565
997345.63353910,232103.15832065,6602,SAINT NICHLAS AVE,NULL,121,139,NULL,NULL,G00001525,NULL,565,565
996979.38676676,232144.78756452,6603,W  116 ST,NULL,200,262,201,263,G00014073,NULL,566,565
997413.18809434,230146.45205836,6604,LENOX AVE,NULL,NULL,NULL,NULL,NULL,G00004020,NULL,578,507
997434.79185989,230135.67380060,6605,SAINT NICHLAS AVE,NULL,1,7,NULL,NULL,G00024145,NULL,578,507
997474.81964055,230254.53840727,6606,LENOX AVE,NULL,NULL,NULL,NULL,NULL,G00004020,NULL,578,507
997430.14127864,230279.74667519,6607,SAINT NICHLAS AVE,NULL,1,7,NULL,NULL,G00024145,NULL,578,578
998710.68186060,228307.80196423,6608,PARK AVE,NULL,1432,1452,NULL,NULL,G00008396,NULL,463,403
998814.34886009,228410.20422823,6609,E  107 ST,NULL,NULL,NULL,NULL,NULL,G00005046,NULL,406,403
998842.40887572,228545.30317599,6610,PARK AVE,NULL,1432,1452,NULL,NULL,G00008396,NULL,461,406
998573.02465560,228544.78475798,6611,E  107 ST,NULL,49,87,50,86,G00005046,NULL,461,463
998442.02183808,227825.82556777,6612,PARK AVE,NULL,1400,1418,NULL,NULL,G00011494,NULL,467,399
998541.45063808,227921.38469421,6613,E  105 ST,NULL,NULL,NULL,NULL,NULL,G00010525,NULL,464,467
998300.09245868,228054.26884269,6614,E  105 ST,NULL,51,81,52,80,G00010525,NULL,464,467
998574.17655618,228063.31738102,6615,PARK AVE,NULL,1418,1430,NULL,NULL,G00016642,NULL,464,403
998046.61904830,227595.54485856,6616,NULL,E 103 ST,27,79,46,66,NULL,NULL,468,469
982764.86762368,207709.61809506,6617,NULL,BLEECKER ST,NULL,NULL,1,7,NULL,NULL,164,164
982706.04375838,207629.92156810,6618,NULL,BANK ST,84,88,NULL,NULL,NULL,NULL,166,164
982702.11085943,207773.85484322,6619,NULL,BETHUNE ST,NULL,NULL,NULL,NULL,NULL,NULL,164,164
981143.49406197,201059.86367806,6620,NULL,NULL,324,334,323,333,NULL,NULL,32,32
981263.45461601,201170.14085252,6621,HARRISON ST,NULL,23,33,28,38,G00028147,NULL,32,32
981175.76893181,201301.35761765,6622,NULL,NULL,336,348,335,347,NULL,NULL,32,32
981294.00163497,201405.08920152,6623,NULL,FRANKLIN ST,193,203,194,198,NULL,NULL,32,32
981207.73966839,201540.57547911,6624,NULL,NULL,350,364,349,363,NULL,NULL,32,32
981325.78798872,201648.53983010,6625,NO MOORE ST,NULL,76,88,75,85,G00013143,NULL,32,32
981239.57736718,201778.79875594,6626,NULL,NULL,366,378,365,377,NULL,NULL,32,32
981356.78563014,201880.95980489,6627,NULL,BEACH ST,64,66,63,67,NULL,NULL,32,36
981271.92851639,202020.86438072,6628,NULL,NULL,380,396,379,395,NULL,NULL,36,36
980855.29926435,199504.37417094,6629,NULL,WASHINGTON ST,224,240,223,239,NULL,NULL,13,13
980976.98996585,199562.14948189,6630,NULL,PARK PL,82,88,79,91,NULL,NULL,13,13
980899.38595439,199736.68030081,6631,NULL,WASHINGTON ST,242,256,241,255,NULL,NULL,13,13
981020.49332372,199790.06585677,6632,MURRAY ST,NULL,88,94,87,95,G00006750,NULL,13,13
980944.89619801,199976.48756398,6633,NULL,WASHINGTON ST,256,270,252,271,NULL,NULL,13,13
981069.18121847,200045.15786627,6634,WARREN ST,NULL,97,105,98,106,G00016424,NULL,13,13
980993.34360768,200231.77215839,6635,NULL,WASHINGTON ST,274,286,273,285,NULL,NULL,13,13
981116.11414069,200301.02427332,6636,CHAMBERS ST,NULL,170,182,173,185,G00015789,NULL,13,13
981038.66487531,200470.58434481,6637,NULL,WASHINGTON ST,288,298,287,299,NULL,NULL,13,13
981157.09196785,200524.35277402,6638,NULL,READE ST,163,171,162,172,NULL,NULL,13,32
981071.15890481,200641.80562310,6639,NULL,WASHINGTON ST,300,306,301,305,NULL,NULL,32,32
981186.47757180,200685.91019368,6640,NULL,DUANE ST,192,196,187,201,NULL,NULL,32,32
981104.72461851,200818.67419980,6641,NULL,WASHINGTON ST,308,322,307,321,NULL,NULL,32,32
981229.44664597,200920.15267139,6642,NULL,JAY ST,30,36,29,33,NULL,NULL,32,32
980682.78386135,199471.70232027,6643,BARCLAY ST,NULL,88,110,89,111,G00017917,NULL,13,13
980556.21177197,199684.95517460,6644,NULL,WEST ST,NULL,NULL,149,158,NULL,NULL,13,13
980728.72717497,199717.62702527,6645,NULL,PARK PL,90,106,91,107,NULL,NULL,13,13
980599.38392972,199919.57396390,6646,NULL,WEST ST,NULL,NULL,161,167,NULL,NULL,13,13
980770.04270913,199938.62723944,6647,MURRAY ST,NULL,96,112,97,113,G00006750,NULL,13,13
980642.62318051,200154.55676164,6648,NULL,WEST ST,NULL,NULL,170,176,NULL,NULL,13,13
980817.47666939,200192.41708618,6649,WARREN ST,NULL,107,127,108,128,G00016424,NULL,13,13
980690.06140584,200412.35808331,6650,NULL,WEST ST,NULL,NULL,177,185,NULL,NULL,13,13
980865.92834414,200451.71315552,6651,CHAMBERS ST,NULL,184,206,187,205,G00015789,NULL,13,13
980722.86908302,200590.65119785,6652,NULL,WEST ST,NULL,NULL,NULL,NULL,NULL,NULL,13,13
980895.60561419,200609.52238715,6653,NULL,READE ST,177,197,176,196,NULL,NULL,13,13
980742.23420177,200695.89098081,6654,NULL,WEST ST,NULL,NULL,187,189,NULL,NULL,13,13
980774.04434156,200868.76219019,6655,NULL,WEST ST,NULL,NULL,190,197,NULL,NULL,32,32
980817.77965435,201106.44134081,6656,NULL,WEST ST,NULL,NULL,199,206,NULL,NULL,32,32
981000.29224864,201207.04284564,6657,HARRISON ST,NULL,35,55,40,62,G00028147,NULL,32,32
980857.97379968,201343.78207348,6658,NULL,WEST ST,NULL,NULL,207,215,NULL,NULL,32,32
981033.45048285,201438.09684548,6659,NULL,FRANKLIN ST,205,217,204,216,NULL,NULL,32,32
980459.16472197,199157.55465461,6660,NULL,WEST ST,NULL,NULL,NULL,NULL,NULL,NULL,13,13
980625.91000929,199186.61061342,6661,VESEY ST,NULL,85,107,88,110,G00018264,NULL,13,13
980506.33031005,199413.87517215,6662,NULL,WEST ST,NULL,NULL,138,147,NULL,NULL,13,13
980894.37185680,201580.78110735,6663,NULL,WEST ST,NULL,NULL,216,224,NULL,NULL,32,32
981068.67962290,201683.39647227,6664,NO MOORE ST,NULL,76,108,87,109,G00013143,NULL,32,32
980931.02319426,201819.42875998,6665,NULL,WEST ST,NULL,NULL,225,234,NULL,NULL,32,32
981101.93951909,201914.96777494,6666,NULL,BEACH ST,72,82, 75,85,NULL,NULL,32,36
980967.98489855,202060.09806211,6667,NULL,WEST ST,NULL,NULL,235,242,NULL,NULL,36,36
981137.97389585,202165.99466790,6668,HUBERT ST,NULL,35,49,30,50,G00024684,NULL,36,36
981006.26500572,202309.35117252,6669,NULL,WEST ST,NULL,NULL,247,255,NULL,NULL,36,36
981173.96152072,202414.07766910,6670,LAIGHT ST,NULL,77,99,80,94,G00019357,NULL,36,36
981043.86614443,202554.18319598,6671,NULL,WEST ST,NULL,NULL,256,263,NULL,NULL,36,36
981207.62073818,202654.14805510,6672,VESTRY ST,NULL,59,69,58,70,G00009736,NULL,36,34
981080.48188484,202792.59938581,6673,NULL,WEST ST,NULL,NULL,264,271,NULL,NULL,34,34
981241.06096001,202891.53045435,6674,DESBROSSES ST,NULL,31,41,32,40,G00029207,NULL,34,34
981116.72065751,203028.56085615,6675,NULL,WEST ST,NULL,NULL,272,280,NULL,NULL,34,34
981275.58845001,203128.74257836,6676,WATTS ST,NULL,143,157,144,162,G00010359,NULL,34,34
981159.51404306,203307.20170306,6677,NULL,WEST ST,NULL,NULL,281,293,NULL,NULL,34,34
981321.51995264,203448.96651139,6678,CANAL ST,NULL,526,540,NULL,NULL,G00031282,NULL,34,34
981204.26444568,203598.58530664,6679,NULL,WEST ST,NULL,NULL,NULL,NULL,NULL,NULL,34,34
981346.29418130,203613.48028997,6680,CANAL ST,NULL,NULL,NULL,NULL,NULL,G00026206,NULL,34,105
981232.67170513,203783.55376872,6681,NULL,WEST ST,NULL,NULL,NULL,NULL,NULL,NULL,105,105
981463.54968826,203463.86149472,6682,NULL,WASHINTON ST,NULL,NULL,NULL,NULL,NULL,NULL,34,34
982484.47801962,202368.34926365,6683,VARICK ST,NULL,61,71,60,72,G00013313,NULL,35,35
982501.99577410,202503.90557344,6684,VARICK ST,NULL,NULL,NULL,NULL,NULL,G00013313,NULL,35,115
982249.97708522,202517.99166732,6685,VESTRY ST,NULL,1,25,2,26,G00000794,NULL,35,35
982846.77772889,201888.39893044,6686,W  BROADWAY,NULL,270,284,279,283,G00003435,NULL,35,30
982758.82875780,201971.52113952,6687,YORK ST,NULL,1,15,2,16,G00012569,NULL,35,35
982926.24607389,202020.46215056,6688,W  BROADWAY,NULL,286,296,285,291,G00003435,NULL,35,30
982711.24519156,201661.17776415,6689,NULL,BROADWAY,NULL,NULL,263,267,NULL,NULL,31,30
982362.58512772,198575.94016822,6690,PARK ROW,NULL,NULL,NULL,35,37,G00005850,NULL,37,10
982481.49778078,198613.33807637,6691,PARK ROW,NULL,NULL,NULL,38,41,G00005850,NULL,37,10
982138.47386335,198892.65967914,6692,BROADWAY,NULL,239,238,NULL,NULL,G00017840,NULL,12,37
982277.24425510,198751.16389914,6693,NULL,MAIL ST,NULL,NULL,NULL,NULL,NULL,NULL,37,37
982199.63843919,198987.85961998,6694,BROADWAY,NULL,240,247,NULL,NULL,G00017840,NULL,12,37
982681.25000876,198675.28823069,6695,PARK ROW,NULL,NULL,NULL,NULL,NULL,G00029657,NULL,37,14
982715.18678472,198634.57456540,6696,NULL,NASSAU ST,NULL,NULL,154,170,NULL,NULL,14,14
982760.56464672,198693.00046560,6697,NULL,NASSAU ST,NULL,NULL,NULL,NULL,NULL,NULL,37,14
984109.07629135,199970.31522996,6698,BAXTER ST,NULL,48,64,NULL,NULL,G00008143,NULL,40,1705
984183.18204426,200153.87254385,6699,BAXTER ST,NULL,66,72,NULL,NULL,G00008143,NULL,40,1705
983843.39236952,200149.45785452,6700,CENTRE ST,NULL,93,111,92,110,G00027878,NULL,38,40
984029.01650614,200178.93532181,6701,NULL,FRANKLIN ST,1,17,2,18,NULL,NULL,40,40
983790.14280409,200328.38302160,6702,NULL,FRANKLIN ST,21,39,20,38,NULL,NULL,38,38
983963.23957076,200365.42855118,6703,CENTRE ST,NULL,93,111,112,130,G00027878,NULL,39,40
983030.61610793,197654.70841489,6704,NULL,BEEKMAN ST,62,90,63,89,NULL,NULL,11,11
983164.99231555,197216.62480943,6705,NULL,PEARL ST,267,285,268,286,NULL,NULL,11,11
984069.46803284,199094.21406606,6706,PARK ROW,NULL,156,166,171,187,G00018252,NULL,41,20
983601.27310310,199252.73409022,6707,NULL,CITY HALL PL,18,44,15,39,NULL,NULL,37,37
984134.88292826,199324.34352706,6708,NULL,BAXTER ST,2,24,1,23,NULL,NULL,41,44
983888.26186638,199629.53320539,6709,NULL,MISSION PL,NULL,NULL,NULL,NULL,NULL,NULL,41,41
983978.73330618,199571.29824968,6710,NULL,PARK ST,NULL,NULL,63,75,NULL,NULL,41,41
983199.21682060,199710.35079310,6711,NULL,ELM ST,18,32,17,31,NULL,NULL,37,37
983066.73201339,199929.13808518,6712,NULL,PEARL ST,535,557,534,554,NULL,NULL,37,38
983327.47214151,199902.78167464,6713,NULL,ELM ST,34,48,33,45,NULL,NULL,38,38
984633.19968097,204194.37053239,6714,NULL,WOOSTER ST,167,193,168,194,NULL,NULL,818,818
984903.11712014,204617.08294155,6715,NULL,WOOSTER ST,195,231,196,232,NULL,NULL,818,818
985124.42737305,204958.01877543,6716,NULL,WOOSTER ST,233,249,236,250,NULL,NULL,818,818
984843.87675305,204056.80830752,6717,NULL,GREENE ST,151,181,154,182,NULL,NULL,818,818
985116.28434473,204480.05696889,6718,NULL,GREENE ST,189,215,184,214,NULL,NULL,818,818
985336.83016347,204821.98377848,6719,NULL,GREENE ST,217,229,216,224,NULL,NULL,818,818
984863.06487085,204320.89882264,6720,NULL,BLEECKER ST,108,122,107,121,NULL,NULL,818,818
985155.90860931,204775.57327418,6721,NULL,W THIRD ST,26,38,31,39,NULL,NULL,818,818
995568.38597985,233092.65099031,6722,MORNINGSIDE DR,NULL,NULL,77,NULL,NULL,G00001762,NULL,624,624
995700.93459926,233330.42134810,6723,MORNINGSIDE DR,NULL,70,77,NULL,NULL,G00001762,NULL,624,624
995099.37116985,233348.11603056,6724,AMSTERDAM AVE,NULL,NULL,NULL,NULL,NULL,G00013517,NULL,725,624
995402.18536080,233343.31239843,6725,NULL,NULL,NULL,NULL,401,437,NULL,NULL,624,624
995230.47495944,233584.83797082,6726,AMSTERDAM AVE,NULL,NULL,NULL,1161,1169,G00013517,NULL,725,624
983044.63689832,199461.61781949,6727,ELK ST,ELM ST,6,10,1,7,G00007533,NULL,37,37
982906.65113276,199481.25282610,6728,READE ST,NULL,NULL,NULL,14,34,G00013283,NULL,37,37
983105.33183777,199561.98708065,6729,ELK ST,ELM ST,12,16,9,15,G00007533,NULL,37,37
982699.20896234,199604.34181877,6730,READE ST,NULL,35,41,36,42,G00013283,NULL,37,37
982809.92084722,199605.49519573,6731,NULL,MANHATTAN AL,NULL,NULL,NULL,NULL,NULL,NULL,37,37
982957.08443085,199584.71357719,6732,NULL,REPUBLICAN AL,NULL,NULL,NULL,NULL,NULL,NULL,37,37
983299.12196855,199332.82694185,6733,CENTRE ST,NULL,NULL,NULL,24,36,G00020575,NULL,37,37
983339.84596847,199407.84057135,6734,SAINT ANDREW'S PLZ,NULL,NULL,NULL,NULL,NULL,G00004943,NULL,37,37
983329.41667901,199426.33239811,6735,DUANE ST,NULL,NULL,NULL,NULL,NULL,G00026760,NULL,37,37
983474.82125626,199442.99338818,6736,NULL,PARK ST,30,42,27,43,NULL,NULL,37,37
983698.75617585,199408.27839856,6737,PEARL ST,NULL,487,505,484,400,G00028691,NULL,37,41
983550.63836088,199545.16952793,6738,PEARL ST,NULL,507,511,502,512,G00028691,NULL,37,41
983743.72501954,199545.08675845,6739,NULL,PARK ST,44,58,45,61,NULL,NULL,41,41
983424.73368392,199489.56431629,6740,CENTRE ST,NULL,31,49,38,50,G00020575,NULL,37,37
983581.23459330,199710.69970973,6741,CENTRE ST,NULL,51,73,52,68,G00020575,NULL,38,41
982061.91266476,202983.17987735,6742,NULL,HUDSON ST,NULL,NULL,NULL,NULL,NULL,NULL,34,114
996450.44819210,234857.66091172,6743,NULL,W 124TH ST,400,498,401,499,NULL,NULL,635,637
983037.37675714,203611.49144881,6744,SPRING ST,NULL,222,230,223,229,G00025660,NULL,121,113
983165.37633710,203735.92820781,6745,NULL,MACDOUGAL ST,1,13,2,18,NULL,NULL,113,119
982963.07474039,203901.29976027,6746,VANDAM ST,NULL,2,42,1,45,G00029258,NULL,113,112
983314.48971997,203981.80304414,6747,NULL,MACDOUGAL ST,15,27,20,34,NULL,NULL,112,119
983343.23262079,199584.96993234,6748,LAFAYETTE ST,NULL,NULL,NULL,NULL,NULL,G00000581,NULL,37,37
983435.09528585,199651.95491251,6749,PEARL ST,NULL,513,519,514,520,G00014608,NULL,37,38
983317.22560689,199760.89055422,6750,PEARL ST,NULL,521,533,522,536,G00014608,NULL,37,38
983381.77485443,199852.59476714,6751,LAFAYETTE ST,NULL,NULL,NULL,NULL,NULL,G00000581,NULL,38,38
995241.04149017,235380.06472256,6752,BROADWAY,NULL,NULL,NULL,3100,NULL,G00008028,NULL,723,721
995683.35819084,235289.45302714,6753,NULL,W 124TH ST,500,450,501,559,NULL,NULL,721,722
995377.21034513,235620.46335594,6754,BROADWAY,NULL,NULL,NULL,3120,3136,G00008028,NULL,723,722
984094.03425668,199577.03757548,6755,MOSCO ST,PARK ST,NULL,NULL,NULL,NULL,G00023282,NULL,41,41
984241.69176976,199580.58530460,6756,MOSCO ST,PARK ST,NULL,NULL,83,99,G00023282,NULL,1705,1705
984473.05351176,199586.14418456,6757,MOSCO ST,PARK ST,100,112,101,111,G00023282,NULL,48,48
984112.55702148,199704.97055452,6758,BAXTER ST,NULL,26,48,NULL,NULL,G00002407,NULL,41,1705
984374.69849563,199847.41108790,6759,MULBERRY ST,NULL,NULL,NULL,30,66,G00022664,NULL,1705,48
984122.63574147,199558.32550660,6760,NULL,BAXTER ST,NULL,NULL,NULL,NULL,NULL,NULL,41,1705
984441.77486697,199162.33532090,6761,PARK ROW,NULL,186,192,209,215,G00018252,NULL,48,21
984378.28516455,199267.92172389,6762,NULL,MULBERRY ST,1,9,2,8,NULL,NULL,48,44
982601.10039873,203308.92315631,6763,NULL, VARICK ST,11,123,122,NULL,NULL,NULL,114,113
982631.85197764,203541.05802669,6764,NULL,VARICK ST,125,135,124,134,NULL,NULL,111,113
996269.42817046,235460.16650183,6765,AMSTERDAM AVE,NULL,1321,1335,1320,NULL,G00004035,NULL,720,637
996348.00384317,235601.91057152,6766,AMSTERDAM AVE,NULL,NULL,NULL,NULL,NULL,G00004035,NULL,717,638
995963.65881135,235793.33981464,6767,NULL,NULL,500,560,501,561,NULL,NULL,720,717
986901.22188377,199600.18877589,6768,NULL,NULL,158,160,NULL,NULL,NULL,NULL,184,64
983585.32661268,204871.07570785,6769,NULL,HANCOOK ST,1,33,2,32,NULL,NULL,817,135
996217.96627629,235824.04598850,6770,W  125 ST,NULL,63,99,64,NULL,G00006293,NULL,717,717
995652.85973114,236116.95497944,6771,BROADWAY,NULL,NULL,NULL,3160,3178,G00012261,NULL,1420,717
995897.80100343,236130.12194948,6772,TIEMANN PL,NULL,542,560,NULL,NULL,G00029713,NULL,717,717
995680.96597122,236250.49621660,6773,TIEMANN PL,NULL,NULL,NULL,NULL,NULL,G00029713,NULL,1420,719
995768.42150497,236324.52149506,6774,BROADWAY,NULL,NULL,NULL,3180,NULL,G00004521,NULL,719,717
996001.18006177,236146.14225864,6775,W  125 ST,NULL,101,119,110,120,G00006293,NULL,717,717
995871.80056331,236340.54180422,6776,W  125 ST,NULL,121,131,122,128,G00006293,NULL,717,719
996054.00492668,236336.97198970,6777,OLD BROADWAY,NULL,1,17,2,16,G00020176,NULL,719,717
996346.97628618,236153.73361485,6778,W  126 ST,NULL,82,122,81,121,G00021945,NULL,717,718
996223.63007618,236449.42199985,6779,OLD BROADWAY,NULL,19,21,16,22,G00020176,NULL,719,718
996484.87840539,236366.94939577,6780,W  129 ST,NULL,NULL,NULL,501,529,G00032246,NULL,718,718
996121.55498506,236510.45140535,6781,W  126 ST,NULL,124,144,NULL,NULL,G00021945,NULL,719,719
996161.83098719,236547.21593156,6782,W  129 ST,NULL,NULL,NULL,543,553,G00032246,NULL,719,719
996006.60163885,236640.02562127,6783,W  129 ST,NULL,NULL,NULL,555,559,G00032246,NULL,719,719
987132.25505031,197991.47283323,6784,NULL,SOUTH ST,NULL,NULL,NULL,NULL,NULL,NULL,70,70
996320.25881993,236607.12165164,6785,OLD BROADWAY,NULL,23,59,24,58,G00020176,NULL,719,718
996603.91802951,236601.78045498,6786,NULL,W 130TH ST,500,526,501,525,NULL,NULL,718,716
996226.48276076,236811.45834927,6787,NULL,W 130TH ST,570,580,571,579 ,NULL,NULL,719,716
996430.06010951,236842.75913969,6788,OLD BROADWAY,NULL,61,75,60,74,G00020176,NULL,716,716
996720.63088664,236830.16352840,6789,NULL,W 131ST ST,500,534,501,533,NULL,NULL,716,715
996341.57652663,237037.87964839,6790,W  131 ST,NULL,531,577,540,578,G00017210,NULL,716,715
997022.15725466,236818.48299382,6791,AMSTERDAM AVE,NULL,1438,1458,1441,1459,G00013302,NULL,715,644
997146.95448855,237044.41215044,6792,AMSTERDAM AVE,NULL,1460,1474,1461,1477,G00013302,NULL,714,644
996534.14341913,237085.22181257,6793,OLD BROADWAY,NULL,NULL,NULL,NULL,NULL,G00020176,NULL,715,715
996828.26879472,237075.99850260,6794,NULL,NULL,500,558,501,559,NULL,NULL,715,714
996597.04394115,237346.24171230,6795,OLD BROADWAY,NULL,NULL,NULL,NULL,NULL,G00020176,NULL,714,714
983686.17143202,205087.98393584,6796,NULL,BLEECKER ST,208,NULL,209,NULL,NULL,NULL,135,810
983657.94474172,205139.12946964,6797,NULL,BLEECKER ST,210,212,211,213,NULL,NULL,135,809
983835.37662961,205198.08374308,6798,MINETTA ST,NULL,2,22,1,21,G00010662,NULL,809,810
987455.69157535,198832.15455081,6799,NULL,JEFFERSON ST,35,51,40,56,NULL,NULL,79,73
987069.63624509,198092.36633223,6800,NULL,RUTGERS SLIP,NULL,NULL,82,88,NULL,NULL,70,70
997922.09995437,237546.27091271,6801,CONVENT AVE,NULL,NULL,NULL,NULL,NULL,G00008998,NULL,649,649
997796.65219259,237764.83915248,6802,NULL,W 136TH ST,480,498,NULL,NULL,NULL,NULL,649,648
998056.95695414,237782.88225944,6803,CONVENT AVE,NULL,NULL,NULL,NULL,NULL,G00008998,NULL,648,648
997673.85092901,237995.37888169,6804,AMSTERDAM AVE,NULL,NULL,NULL,NULL,NULL,G00019932,NULL,1644,648
997934.15569055,238013.42198864,6805,NULL,W 137TH ST,NULL,NULL,NULL,NULL,NULL,NULL,648,648
998187.72129235,238019.48201589,6806,CONVENT AVE,NULL,NULL,NULL,NULL,NULL,G00008998,NULL,648,648
997800.49437651,238224.12858823,6807,AMSTERDAM AVE,NULL,NULL,NULL,NULL,NULL,G00019932,NULL,1644,648
998054.05997831,238230.18861548,6808,NULL,W 138TH ST,NULL,NULL,NULL,NULL,NULL,NULL,648,651
998370.69320331,238350.54418185,6809,CONVENT AVE,NULL,NULL,NULL,NULL,NULL,G00008998,NULL,651,651
998229.59292630,237377.71357275,6810,SAINT NICHLAS TER,NULL,NULL,NULL,NULL,NULL,G00000083,NULL,649,649
998147.78403626,237564.94191448,6811,NULL,W 136TH ST,NULL,NULL,NULL,NULL,NULL,NULL,649,648
998433.38441365,237571.74986212,6812,SAINT NICHLAS TER,NULL,NULL,NULL,NULL,NULL,G00000083,NULL,648,648
998336.00675692,237796.33630077,6813,NULL,W 137TH ST,NULL,NULL,NULL,NULL,NULL,NULL,648,648
998608.01143702,237797.36869302,6814,SAINT NICHLAS TER,NULL,NULL,NULL,NULL,NULL,G00000083,NULL,648,648
998459.96943551,238020.38096423,6815,NULL,W 138TH ST,NULL,NULL,NULL,NULL,NULL,NULL,648,651
998687.33035706,238270.32514309,6816,SAINT NICHLAS TER,NULL,NULL,NULL,NULL,NULL,G00000083,NULL,651,651
982798.68596156,204904.31645502,6817,VARICK ST,NULL,211,225,218,230,G00007332,NULL,133,134
982810.30060368,205015.18385139,6818,VARICK ST,NULL,NULL,NULL,NULL,NULL,G00007332,NULL,132,134
982983.27597951,205111.19743889,6819,CARMINE ST,NULL,62,88,51,81,G00030701,NULL,134,132
987360.20406947,198027.13713198,6820,SOUTH ST,NULL,260,270,NULL,NULL,G00028950,NULL,71,71
987754.68950097,198087.20754990,6821,SOUTH ST,NULL,271,285,NULL,NULL,G00028950,NULL,71,71
987525.62122551,198159.51695252,6822,NULL,JEFFERSON ST,82,86,NULL,NULL,NULL,NULL,71,71
987913.44476089,198630.49944231,6823,CLINTON ST,NULL,234,250,231,251,G00015214,NULL,1688,80
988160.59288864,198779.57066648,6824,NULL,MONROE ST,149,183,148,182,NULL,NULL,1689,85
987883.89790397,198878.92135360,6825,CLINTON ST,NULL,218,232,219,229,G00015214,NULL,1689,79
987481.90461347,198580.01611152,6826,JEFFERSON ST,NULL,57,65,58,66,G00023067,NULL,1687,72
987683.87550218,198729.24202698,6827,NULL,MONROE ST,1,27,2,28,NULL,NULL,79,80
982765.59285189,204996.29330519,6828,CLARKSON ST,NULL,2,2,NULL,NULL,G00012073,NULL,133,132
982768.11466443,205020.36477935,6829,CARMINE ST,NULL,NULL,NULL,83,85,G00030701,NULL,133,132
982520.39321105,205026.40659798,6830,CLARKSON ST,NULL,4,24,NULL,NULL,G00012073,NULL,133,132
987010.72100860,199047.24795264,6831,RUTGERS ST,NULL,NULL,13,6,NULL,G00017573,NULL,74,66
987203.28952110,199205.01518960,6832,HENRY ST,NULL,147,177,146,176,G00018130,NULL,75,74
986982.98435147,199303.77959181,6833,RUTGERS ST,NULL,5,13,6,18,G00017573,NULL,75,65
983366.96107171,204705.50648519,6834,NULL,6 AVE,1,5,NULL,NULL,NULL,NULL,133,135
983406.89849184,204718.64507439,6835,BEDFORD ST,BEDFORT ST,NULL,NULL,170,178,G00012270,NULL,133,135
983293.63297034,204878.66132260,6836,BEDFORD ST,BEDFORT ST,7,29,2,22,G00012270,NULL,133,135
987108.21113513,198208.88365169,6837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,70
987170.82994035,198107.99015269,6838,NULL,RUTGERS SLIP,71,81,NULL,NULL,NULL,NULL,71,70
987336.24709639,198240.36997323,6839,NULL,NULL,514,534,515,535,NULL,NULL,71,71
987731.90362135,198295.00076947,6840,NULL,NULL,536,564,537,565,NULL,NULL,71,71
987960.97189680,198222.69136685,6841,CLINTON ST,NULL,NULL,NULL,257,259,G00023507,NULL,86,71
