XCoord,YCoord,OBJECTID,MN_STREET1910_FULL_STREE,MN_STREET1910_Y1910NAMESTREET,MN_STREET1910_Y1910LEFT_LOW,MN_STREET1910_Y1910LEFT_HIGH,MN_STREET1910_Y1910RIGHT_LOW,MN_STREET1910_Y1910RIGHT_HIGH,MN_STREET1910_JOINID,MN_STREET1910_Y1910NAMEALT,MN_STREET1910_MINUS_ED_ED,MN_STREET1910_PLUS_ED_ED
987927.30562556,209316.70576014,254,E  24 ST,NULL,1,35,NULL,NULL,G00001333,NULL,988,650
994124.29586332,221525.36869150,255,E  76 ST,NULL,1,29,2,28,G00001338,NULL,1159,1159
984187.23436555,204203.12674847,256,W  HOUSTON ST,NULL,87,105,86,106,G00001350,NULL,118,814
992917.22756826,227550.40518506,257,COLUMBUS AVE,NULL,678,698,681,699,G00001353,NULL,589,590
999478.33682135,223025.11305456,258,YORK AVE,Avenue A,1733,1747,1736,1744,G00001362,NULL,283,283
1000794.94688497,245206.96764089,259,W  166 ST,NULL,NULL,NULL,NULL,NULL,G00001363,NULL,685,685
1005423.63168926,254031.47525430,260,ACADEMY ST,NULL,NULL,NULL,NULL,NULL,G00001367,NULL,674,674
987559.40445847,201831.09589543,261,LUDLOW ST,NULL,133,161,132,160,G00001372,NULL,869,873
1000808.51296677,247606.90526227,262,FORT WASHINGTON AVE,NULL,NULL,NULL,NULL,NULL,G00001376,NULL,679,680
997917.69891318,231004.17958495,263,W  114 ST,NULL,NULL,NULL,NULL,NULL,G00001379,NULL,487,519
987633.15267055,203879.62362252,264,E  5 ST,NULL,301,329,300,322,G00001384,NULL,902,903
997211.52721455,234380.58870315,265,MANHATTAN AVE,NULL,NULL,NULL,NULL,NULL,G00001390,NULL,636,636
985536.04564431,201868.97147585,266,KENMARE ST,NULL,NULL,NULL,NULL,NULL,G00001391,NULL,788,788
999883.74299872,232954.17899036,267,W  124 ST,NULL,NULL,NULL,1,39,G00001413,NULL,495,495
1000615.64261760,232249.07869452,268,E  123 ST,NULL,39,73,50,76,G00001420,NULL,438,438
997796.67860331,224996.00625844,269,E  94 ST,NULL,141,181,140,180,G00001422,NULL,389,388
994801.47806484,219592.81808189,270,E  71 ST,NULL,147,189,142,178,G00001424,NULL,1146,1147
990902.80656430,203641.31061489,271,SZOLD PL,DRY DOCK ST,1,5,2,6,G00001440,NULL,270,269
993594.51476355,218919.38537364,272,PARK AVE,NULL,NULL,NULL,639,651,G00001441,NULL,1161,1138
997543.34085538,237759.83358506,273,AMSTERDAM AVE,NULL,1520,1538,1521,1533,G00001442,NULL,1644,649
989382.90802931,212974.63971723,274,E  39 ST,NULL,1,21,2,22,G00001443,NULL,1170,544
987561.42709222,207048.26049390,275,IRVING PL,NULL,15,33,14,30,G00001447,NULL,983,983
994664.77869768,220922.86262877,276,E  75 ST,NULL,NULL,NULL,NULL,NULL,G00001455,NULL,1159,1159
996792.35810539,222661.34721385,277,3 AVE,NULL,1490,1505,1491,1507,G00001459,NULL,384,373
989614.73171263,224954.26421594,278,W  79 ST,NULL,234,270,235,271,G00001460,NULL,1392,1747
989609.84986895,198630.85804118,279,JACKSON ST,NULL,NULL,NULL,47,63,G00001467,NULL,102,98
986813.73173723,201138.06102823,280,ALLEN ST,NULL,89,109,88,110,G00001476,NULL,208,211
988484.38620430,207665.50663473,281,3 AVE,NULL,224,240,225,243,G00001478,NULL,981,971
997098.03170664,237846.62967131,282,W  135 ST,NULL,500,518,501,533,G00001479,NULL,711,1644
997211.88810622,233235.98141231,283,W  120 ST,NULL,272,284,NULL,NULL,G00001485,NULL,560,559
1001305.45258968,241216.78697298,284,W  154 ST,NULL,300,312,301,313,G00001490,NULL,704,704
988957.76950094,209043.77825926,285,E  25 ST,NULL,129,161,134,162,G00001495,NULL,984,984
984253.16271138,202906.79420336,286,SPRING ST,NULL,106,124,105,123,G00001500,NULL,125,125
1003243.67049801,252344.01340614,287,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00001503,NULL,675,675
995873.49839456,231986.41370148,288,MANHATTAN AVE,NULL,NULL,NULL,310,326,G00001504,NULL,622,622
998701.14888432,232412.05644547,289,W  120 ST,NULL,NULL,NULL,NULL,NULL,G00001511,NULL,493,493
980920.02321626,197654.48859906,290,TRINITY PL,NULL,94,102,95,101,G00001520,NULL,4,4
997289.66354122,239088.94838089,291,BROADWAY,NULL,NULL,NULL,3420,3438,G00001530,NULL,705,1431
999040.95104914,243107.91344006,292,W  156 ST,NULL,600,626,601,627,G00001535,NULL,1742,1742
992512.70475526,212308.25653556,293,TUDOR CITY PL,PROSPECT PL,46,68,45,67,G00001537,NULL,1111,1111
990420.04834347,225890.20394511,294,BROADWAY,NULL,NULL,NULL,2300,2318,G00001540,NULL,1395,1396
998597.56282830,222907.63445093,295,FIRST AVE,NULL,1701,1719,1794,1716,G00001551,NULL,369,274
987295.58693110,201151.90609467,296,LUDLOW ST,NULL,NULL,NULL,NULL,NULL,G00001557,NULL,214,216
987070.18135556,209321.08895347,297,FIFTH AVE,NULL,172,186,167,185,G00001561,NULL,995,650
992656.39869359,213729.71202598,298,2 AVE,NULL,881,899,880,900,G00001565,NULL,647,1102
1000068.39797718,237698.16376089,299,W  140 ST,NULL,200,276,201,277,G00001570,NULL,525,524
992485.52633193,218044.48653290,300,MADISON AVE,NULL,672,688,673,689,G00001578,NULL,1163,1163
994445.27946622,235275.75079077,301,RIVERSIDE DR,NULL,NULL,NULL,493,498,G00001587,NULL,724,724
986359.15587472,215715.87898540,302,9 AVE,NULL,583,601,582,600,G00001590,NULL,1350,1349
990454.58059068,221255.22814289,303,C P  W,NULL,81,90,NULL,NULL,G00001592,NULL,NULL,1290
989397.18129472,224912.38109760,304,W  END AVE,NULL,381,393,NULL,NULL,G00001594,NULL,1390,1392
991915.95709705,218063.68268873,305,FIFTH AVE,NULL,NULL,NULL,789,799,G00001597,NULL,1181,1163
986852.42260472,202601.26167794,306,FORSYTH ST,NULL,193,223,194,218,G00001604,NULL,887,890
1000524.09408022,239422.47953798,307,F DOUGLAS BLVD,NULL,2741,2755,2750,2768,G00001608,NULL,661,514
989441.67267555,218042.69355748,308,W  56 ST,NULL,200,220,201,221,G00001612,NULL,1288,1287
1001142.68460522,244728.29743677,309,W  165 ST,NULL,NULL,NULL,NULL,NULL,G00001613,NULL,685,685
985260.14724597,210015.58887681,310,SEVENTH AVE,NULL,186,206,189,207,G00001615,NULL,839,834
998950.51816403,229227.04422890,311,E  110 ST,NULL,49,87,52,90,G00001634,NULL,457,459
1000060.55694956,233794.93862773,312,W  127 ST,NULL,1,84,1,83,G00001635,NULL,496,496
986354.84321930,201324.07443573,313,FORSYTH ST,NULL,111,129,112,130,G00001643,NULL,202,205
994272.11989679,220211.69326851,314,E  72 ST,NULL,NULL,NULL,NULL,NULL,G00001645,NULL,1146,1147
983747.59154405,200499.63940481,315,LAFAYETTE ST,NULL,70,84,NULL,NULL,G00001652,NULL,38,38
988919.56249931,221658.50161456,316,W  67 ST,NULL,120,150,121,143,G00001656,NULL,1310,1309
996229.78377122,217162.92513985,317,YORK AVE,Avenue A,1209,1231,1214,1232,G00001667,NULL,1727,1727
998271.04937372,235692.08361952,318,W  130 ST,NULL,300,304,301,305,G00001668,NULL,643,646
990866.36618443,210496.72062451,319,2 AVE,NULL,601,621,602,620,G00001669,NULL,1246,1245
997804.90515414,220740.19283267,320,E  80 ST,NULL,401,451,400,438,G00001671,NULL,1027,1026
986315.67663097,201827.41168364,321,CHRYSTIE ST,NULL,147,177,146,178,G00001676,NULL,200,201
995035.49416506,232601.89327760,322,W  114 ST,NULL,NULL,NULL,401,425,G00001678,NULL,622,624
1001893.61148934,233972.21152259,323,E  131 ST,NULL,NULL,NULL,NULL,NULL,G00001685,NULL,426,426
988345.52657389,223015.06550248,324,W  END AVE,NULL,221,239,220,238,G00001688,NULL,1385,1385
1004111.47043564,252568.18782656,325,ELLWOOD ST,NULL,NULL,NULL,NULL,NULL,G00001696,NULL,671,671
989249.68158972,217555.26014914,326,W  54 ST,NULL,200,214,201,215,G00001697,NULL,1282,1289
997805.43924851,222251.55931952,327,E  85 ST,NULL,301,355,300,354,G00001698,NULL,375,377
985808.27574289,209146.54730781,328,6 AVE,NULL,307,319,304,318,G00001699,NULL,835,990
996174.11016209,225746.54740828,329,FIFTH AVE,NULL,NULL,NULL,1118,1129,G00001701,NULL,507,479
995467.41160830,218031.45670331,330,E  67 ST,NULL,301,351,300,350,G00001702,NULL,1067,1067
997059.73125830,233171.08160773,331,F DOUGLAS BLVD,NULL,2211,2223,2210,2224,G00001703,NULL,633,560
1002893.16759010,249674.68967656,332,W  185 ST,NULL,600,638,601,639,G00001704,NULL,678,678
982792.07901938,196906.02093589,333,JOHN ST,NULL,1,11,2,12,G00001709,NULL,11,11
997901.55372164,241174.56920964,334,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00001713,NULL,698,698
993823.35321663,217303.07397373,335,3 AVE,NULL,1030,1048,1031,1049,G00001721,NULL,1133,1080
984406.72703680,208476.90757097,336,SEVENTH AVE,NULL,58,76,51,77,G00001730,NULL,830,829
983025.19125001,206583.51749294,337,BLEECKER ST,NULL,339,348,349,325,G00001751,NULL,151,155
994963.45389955,217118.40653928,338,E  63 ST,NULL,301,349,300,348,G00001752,NULL,1073,1074
986553.05968639,205764.45417044,339,BROADWAY,NULL,771,785,772,786,G00001758,NULL,822,822
983101.04723347,201502.16955198,340,CHURCH ST,NULL,304,322,303,319,G00001769,NULL,30,30
993113.59138450,232606.30295460,341,RIVERSIDE DR,NULL,NULL,NULL,377,386,G00001772,NULL,727,727
986765.07533848,201330.16694322,342,DELANCEY ST,NULL,NULL,NULL,55,69,G00001785,NULL,208,208
980769.77564930,197359.21376310,343,TRINITY PL,NULL,54,92,55,93,G00001793,NULL,4,4
983723.46577209,208114.45750847,344,GREENWICH AVE,NULL,103,113,88,100,G00001809,NULL,169,168
1000294.42278760,244645.64625698,345,BROADWAY,NULL,3901,3919,NULL,NULL,G00001810,NULL,686,688
993287.41465597,214873.00025777,346,2 AVE,NULL,985,1001,984,1002,G00001812,NULL,1099,1093
998663.66851869,235162.77558136,347,W  129 ST,NULL,200,270,201,269,G00001815,NULL,545,543
998870.51831914,232765.86424232,348,LENOX AVE,NULL,219,239,NULL,NULL,G00001821,NULL,558,494
989935.57424681,211333.10264598,349,LEX AVE,NULL,240,252,239,253,G00001825,NULL,1260,1260
986096.90885985,215240.39043505,350,9 AVE,NULL,541,557,544,NULL,G00001826,NULL,1205,1202
1007946.82235742,256604.83998725,351,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00001835,NULL,674,672
1002046.76557555,250294.03751922,352,W  186 ST,NULL,NULL,NULL,NULL,NULL,G00001836,NULL,678,678
983039.72862251,200307.77397489,353,BROADWAY,NULL,333,341,336,344,G00001838,NULL,30,38
995198.07815748,222940.08861831,354,MADISON AVE,NULL,1090,1110,1091,1105,G00001851,NULL,1155,1155
998338.09646917,229504.26882683,355,FRAWLEY CIR,NULL,NULL,NULL,NULL,NULL,G00001856,NULL,458,458
991853.62782539,216411.23372985,356,E  55 ST,NULL,51,85,52,82,G00001861,NULL,1166,1166
996063.65221372,223378.63088427,357,PARK AVE,NULL,NULL,NULL,1019,1039,G00001870,NULL,484,383
998043.45030200,241396.36420845,358,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00001875,NULL,696,696
999243.00747722,227082.03590367,359,3 AVE,NULL,1868,1882,1865,1881,G00001878,NULL,401,346
998165.21382350,233306.57058470,360,W  122 ST,NULL,NULL,NULL,NULL,NULL,G00001887,NULL,557,555
991294.90387722,216422.00946290,361,E  54 ST,NULL,1,29,2,30,G00001890,NULL,1167,1167
989258.44781234,212748.54600931,362,E  38 ST EXT,E 38 ST,1,19,2,20,G00001894,NULL,544,544
989613.44884974,213913.46333053,363,FIFTH AVE,NULL,504,514,503,513,G00001896,NULL,1175,1169
1001068.15171914,246348.80902518,364,BROADWAY,NULL,NULL,NULL,4040,4058,G00001898,NULL,686,686
989172.79194920,221221.12167929,365,W  66 ST,NULL,NULL,NULL,NULL,NULL,G00001899,NULL,1315,1309
993311.94544680,228265.61126777,366,COLUMBUS AVE,NULL,738,756,739,759,G00001907,NULL,595,593
997792.07887497,231694.35063731,367,W  116 ST,NULL,100,166,101,165,G00001926,NULL,570,569
999625.53813455,244125.28181214,368,FORT WASHINGTON AVE,NULL,NULL,NULL,NULL,NULL,G00001927,NULL,686,686
1001192.17706164,249341.50300698,369,W  181 ST,NULL,800,802,NULL,NULL,G00001928,NULL,679,679
1000110.54021694,234955.80099036,370,W  131 ST,NULL,NULL,NULL,NULL,NULL,G00001941,NULL,500,501
992459.95550299,227653.05903648,371,W  93 ST,NULL,100,176,101,179,G00001942,NULL,588,589
991207.96835555,227748.41200689,372,W  91 ST,NULL,250,274,251,259,G00001946,NULL,742,743
984584.75489597,201560.87678364,373,GRAND ST,NULL,152,162,155,163,G00001948,NULL,785,785
994941.39395955,222477.51867731,374,MADISON AVE,NULL,1054,1070,1049,1071,G00001955,NULL,1155,1158
981213.10760385,198844.25229564,375,VESEY ST,NULL,31,67,32,66,G00001975,NULL,12,12
982521.20095222,206725.64302889,376,HUDSON ST,NULL,519,533,520,536,G00001985,NULL,145,150
1001103.44643201,226499.31050248,377,E  105 ST,NULL,401,449,400,450,G00001994,NULL,437,437
1002030.72853414,245649.93919589,378,W  170 ST,NULL,NULL,NULL,NULL,NULL,G00001999,NULL,671,671
995354.07899377,217050.38878356,379,FIRST AVE,NULL,1153,1167,1150,1166,G00002000,NULL,1073,1000
996761.72168373,225269.44878898,380,E  93 ST,NULL,33,73,40,76,G00002001,NULL,479,480
998035.10612585,233080.14134776,381,W  121 ST,NULL,NULL,NULL,NULL,NULL,G00002003,NULL,559,557
1000971.04233330,233884.56279231,382,E  129 ST,NULL,1,33,2,32,G00002013,NULL,433,433
983607.41170630,200300.48790023,383,LAFAYETTE ST,NULL,52,68,NULL,NULL,G00002014,NULL,38,38
983263.07135168,205483.05201015,384,LEROY ST,NULL,2,34,1,37,G00002017,NULL,136,129
996985.39069176,224547.64741106,385,E  91 ST,NULL,101,135,100,128,G00002022,NULL,386,381
996919.72005539,231108.05801068,386,ADAM POWELL BLVD,NULL,1852,1862,NULL,NULL,G00002024,NULL,573,576
980931.62621143,199324.46032473,387,BARCLAY ST,NULL,74,86,75,87,G00002025,NULL,13,13
982657.58043668,210890.92505264,388,TENTH AVE,NULL,153,167,146,164,G00002028,NULL,866,859
996103.10709679,234315.70627162,389,MORNINGSIDE DR,NULL,90,102,NULL,NULL,G00002029,NULL,630,630
982413.80139668,198446.40630656,390,BEEKMAN ST,NULL,4,10,3,9,G00002033,NULL,10,10
990644.81971151,208552.45696056,391,FIRST AVE,NULL,445,461,NULL,NULL,G00002037,NULL,958,NULL
982104.98131222,200241.42076115,392,DUANE ST,NULL,126,NULL,127,149,G00002048,NULL,30,30
998684.42743527,229229.95760052,393,MADISON AVE,NULL,1630,1650,1627,1645,G00002051,NULL,458,459
993917.90716138,217995.95644622,394,E  64 ST,NULL,153,189,154,188,G00002053,NULL,1140,1140
988695.80966597,216220.02823956,395,SEVENTH AVE,NULL,722,740,NULL,NULL,G00002067,NULL,1278,1279
987084.54320347,220738.60794910,396,W  END AVE,NULL,NULL,NULL,20,NULL,G00002072,NULL,1373,1373
989965.33468597,212504.39787556,397,PARK AVE,NULL,68,80,NULL,NULL,G00002074,NULL,1171,1121
998997.84910122,232995.38806148,398,LENOX AVE,NULL,241,259,NULL,NULL,G00002075,NULL,556,494
999214.12819622,234265.95458202,399,W  127 ST,NULL,100,168,101,167,G00002077,NULL,550,548
1008135.47227311,256778.54576962,400,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00002078,NULL,673,673
1006991.06113314,253595.67920990,401,9 AVE,NULL,NULL,NULL,NULL,NULL,G00002080,NULL,672,672
985433.36868430,207417.72661848,402,W  13 ST,NULL,2,66,1,67,G00002083,NULL,824,824
987832.00076747,212801.46417338,403,6 AVE,NULL,595,609,596,612,G00002086,NULL,1192,1174
985285.58797593,212846.34076123,404,W  31 ST,NULL,300,370,301,369,G00002089,NULL,1219,1218
987655.71397482,198981.83389795,405,MADISON ST,NULL,227,251,226,258,G00002091,NULL,78,79
993660.39602943,219180.26739781,406,PARK AVE,NULL,656,678,NULL,NULL,G00002096,NULL,1161,1137
989387.00907097,205553.38996002,407,E  14 ST,NULL,401,443,402,444,G00002099,NULL,1707,924
983002.26626305,208091.97395764,408,EIGHTH AVE,NULL,13,29,22,40,G00002102,NULL,164,164
989283.76124597,221010.04982748,409,COLUMBUS AVE,NULL,NULL,NULL,121,141,G00002107,NULL,1315,1311
985572.34642472,207670.00629765,410,W  14 ST,NULL,2,62,1,63,G00002111,NULL,824,991
999095.23571748,222333.44268593,411,YORK AVE,Avenue A,1655,1671,1656,1672,G00002115,NULL,273,280
989460.03714014,226113.97301856,412,RIVERSIDE DR,NULL,NULL,NULL,100,109,G00002118,NULL,1395,1395
989216.45262024,220747.51228864,413,BROADWAY,NULL,NULL,NULL,1920,1936,G00002120,NULL,1316,1316
1003286.57067468,248599.63129519,414,W  182 ST,NULL,500,548,501,549,G00002125,NULL,677,677
998761.48146372,242951.29104990,415,W  155 ST,NULL,NULL,NULL,NULL,NULL,G00002130,NULL,692,1742
984248.62876376,206700.32155722,416,CHRISTOPHER ST,NULL,2,12,1,31,G00002133,NULL,157,158
986175.90820973,205173.17254461,417,BROADWAY,NULL,729,739,726,741,G00002134,NULL,822,819
998579.79104626,229442.25852077,418,E  110 ST,NULL,1,41,2,24,G00002139,NULL,457,458
997923.74691872,240233.56879506,419,BROADWAY,NULL,NULL,NULL,3520,3540,G00002149,NULL,703,703
995289.26891997,237403.06937077,420,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00002151,NULL,716,716
1000266.38166914,225915.32249723,421,FIRST AVE,NULL,1965,1979,1962,1978,G00002154,NULL,350,287
1006613.01234856,252913.15432823,422,9 AVE,NULL,NULL,NULL,NULL,NULL,G00002155,NULL,672,672
993317.14687997,233408.94038398,423,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00002158,NULL,727,727
999154.72870872,230606.25898147,424,E  115 ST,NULL,1,51,2,52,G00002174,NULL,449,450
1001365.81828260,232923.91018606,425,PARK AVE,NULL,NULL,NULL,1841,1859,G00002177,NULL,435,424
982271.68225835,196295.34039873,426,WATER ST,NULL,118,132,117,133,G00002184,NULL,8,9
985912.99370930,204765.27785514,427,BROADWAY,NULL,699,713,696,716,G00002186,NULL,818,819
994698.89444456,215133.65262360,428,E  56 ST,NULL,401,453,400,444,G00002187,NULL,1006,1006
990276.34612265,212921.02094116,429,PARK AVE,NULL,NULL,NULL,101,115,G00002201,NULL,1171,1123
996749.93364955,218838.31532581,430,E  72 ST,NULL,399,441,400,448,G00002207,NULL,1643,1014
983819.74166222,201094.67856906,431,CORTLANDT ALY,NULL,NULL,NULL,NULL,NULL,G00002211,NULL,38,38
994833.52344038,215379.31469789,432,E  57 ST,NULL,401,467,400,456,G00002214,NULL,1005,1006
986305.91287097,219332.70246039,433,ELEVENTH AVE,NULL,773,787,778,794,G00002222,NULL,1369,1371
1001248.72698134,231749.31443814,434,LEX AVE,NULL,2000,2016,2001,2017,G00002235,NULL,422,421
990684.90673789,228225.50931369,435,RIVERSIDE DR,NULL,NULL,NULL,191,198,G00002240,NULL,744,744
990883.75968639,207525.40422464,436,ASSER LEVY PL,NULL,382,NULL,374,NULL,G00002253,NULL,953,953
1000137.73838969,246866.12409948,437,HAVEN AVE,NULL,NULL,NULL,NULL,NULL,G00002259,NULL,686,686
988334.48328888,209535.66037472,438,PARK AVE S,FOURTH AVE,344,360,NULL,NULL,G00002264,NULL,988,984
988116.18566117,204755.07807239,439,E  9 ST,NULL,303,331,300,334,G00002271,NULL,937,899
995852.05814872,219499.18342664,440,2 AVE,NULL,1387,1401,1392,1402,G00002272,NULL,1059,1063
1000240.60744247,240767.71520052,441,SAINT NICHOLAS' PL,NULL,11,19,10,20,G00002273,NULL,665,665
991798.49816526,228317.76490971,442,W  94 ST,NULL,NULL,NULL,NULL,NULL,G00002281,NULL,743,741
987277.98228510,207054.38498952,443,E  15 ST,NULL,101,121,100,114,G00002289,NULL,983,983
986248.99861472,199541.51894572,444,DIVISION ST,NULL,106,114,107,NULL,G00002301,NULL,183,63
999998.41321072,226211.41735293,445,E  102 ST,NULL,301,341,300,340,G00002303,NULL,347,350
1003438.91483138,251580.53572019,446,FAIRVIEW AVE,NULL,NULL,NULL,NULL,NULL,G00002306,NULL,676,676
984785.63425142,216588.13527894,447,ELEVENTH AVE,NULL,553,569,554,570,G00002310,NULL,1358,1354
995239.42321914,237314.06676006,448,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00002322,NULL,719,719
997557.35653174,221028.40447365,449,FIRST AVE,NULL,1531,1555,1536,1558,G00002329,NULL,1044,1027
983541.11361055,212485.56900902,450,TENTH AVE,NULL,277,295,278,293,G00002330,NULL,1230,1224
1000112.30405734,245744.89044956,451,FORT WASHINGTON AVE,NULL,NULL,NULL,NULL,NULL,G00002331,NULL,686,686
983379.22876372,200391.65487669,452,BENSON PL,NULL,NULL,NULL,NULL,NULL,G00002346,NULL,38,38
981763.54662763,204853.34870918,453,W  HOUSTON ST,NULL,312,328,313,327,G00002348,NULL,103,139
1000646.13976789,226603.23893635,454,FIRST AVE,NULL,2019,2033,2020,2034,G00002362,NULL,344,437
986786.99261747,197927.35731185,455,SOUTH ST,NULL,241,259,NULL,NULL,G00002364,NULL,70,70
1005778.93593273,255287.75243334,456,BROADWAY,NULL,NULL,NULL,NULL,NULL,G00002365,NULL,674,674
981164.20907960,197383.89038698,457,BROADWAY,NULL,103,113,108,120,G00002366,NULL,4,7
992601.66783193,216144.12304360,458,LEX AVE,NULL,656,676,657,675,G00002368,NULL,1131,1131
999579.54251626,228737.21250910,459,LEX AVE,NULL,1752,176,1759,1773,G00002369,NULL,409,409
995048.42130455,220559.89652831,460,LEX AVE,NULL,1036,1054,1033,1055,G00002392,NULL,1144,1145
988987.71032889,207106.49200472,461,2 AVE,NULL,313,327,310,326,G00002393,NULL,976,1712
986179.27106389,219105.48178623,462,ELEVENTH AVE,NULL,758,774,NULL,NULL,G00002401,NULL,1368,1368
999845.71633593,243706.19291936,463,BROADWAY,NULL,NULL,NULL,3820,3838,G00002413,NULL,686,689
993158.20362830,216627.06974831,464,E  58 ST,NULL,135,157,140,162,G00002417,NULL,1135,1135
997272.08746088,237270.22088318,465,AMSTERDAM AVE,NULL,1476,1498,1479,1495,G00002421,NULL,713,644
983426.36211457,197379.25974690,466,PEARL ST,NULL,287,311,288,312,G00002428,NULL,11,11
985935.40376947,220468.06501906,467,TWELFTH AVE,NULL,NULL,NULL,NULL,NULL,G00002431,NULL,1369,1369
991723.08357116,199383.17979790,468,WILLIAMSBURG BR APPR,NULL,NULL,NULL,NULL,NULL,G00002438,NULL,NULL,NULL
990377.43852056,208843.54397681,469,E  27 ST,NULL,301,343,300,342,G00002445,NULL,1711,958
991168.22089569,225324.27331844,470,W  83 ST,NULL,100,176,101,177,G00002457,NULL,1294,1295
990780.75447901,203848.91502251,471,E  11 ST,NULL,701,725,700,724,G00002458,NULL,270,270
988039.00487722,201397.65368490,472,RIVINGTON ST,NULL,132,146,131,145,G00002459,NULL,1700,747
991420.16113031,227631.07412905,473,W  91 ST,NULL,NULL,NULL,NULL,NULL,G00002460,NULL,742,742
991381.43217869,212162.39416681,474,E  40 ST,NULL,201,243,200,252,G00002461,NULL,1114,1119
1006629.87419148,255468.86099502,475,W  211 ST,NULL,NULL,NULL,NULL,NULL,G00002463,NULL,674,674
987653.13458598,210944.04830597,476,W  29 ST,NULL,2,28,1,27,G00002479,NULL,1270,1270
981466.82773289,195807.72244352,477,PEARL ST,NULL,75,103,72,108,G00002480,NULL,8,8
1004213.97531593,251506.75294156,478,FT GEORGE AVE,NULL,NULL,NULL,NULL,NULL,G00002481,NULL,676,676
1000190.91708910,225199.01520281,479,E  99 ST,NULL,NULL,NULL,NULL,NULL,G00002483,NULL,287,282
989136.88818014,209533.06851639,480,E  27 ST,NULL,133,165,134,158,G00002489,NULL,986,987
995177.09558789,237202.45116965,481,RIVERSIDE DR,NULL,NULL,NULL,NULL,NULL,G00002493,NULL,719,719
982774.16140430,198191.41829947,482,WILLIAM ST,NULL,173,185,170,180,G00002496,NULL,10,10
1007610.79496585,256144.87309444,483,W  215 ST,NULL,NULL,NULL,NULL,NULL,G00002500,NULL,674,674
992924.95130610,212686.89570610,484,FIRST AVE,NULL,783,803,788,804,G00002503,NULL,1105,999
