OBJECTID,MN_STREET1880_FULL_STREE,MN_STREET1880_Y1880NAMESTREET,MN_STREET1880_Y1880LEFT_LOW,MN_STREET1880_Y1880LEFT_HIGH,MN_STREET1880_Y1880RIGHT_LOW,MN_STREET1880_Y1880RIGHT_HIGH,MN_STREET1880_JOINID,MN_STREET1880_Y1880NAMEALT,MN_STREET1880_MINUS_ED_ED,MN_STREET1880_PLUS_ED_ED
2913,Lexington Ave,Lexington Ave,296,312,293,313,G00002725,,296,477
2914,,THOMPSON ST,235,239,234,238,G00002726,,162,162
2915,,W 69 ST,2,76,1,65,G00002727,,523,523
2916,BOULEVARD,BOULEVARD,2837,2859,,,G00002728,BROADWAY,529,529
2917,EIGHTH AVE,EIGHTH AVE,2505,2531,2506,2532,G00002729,,531,536
2919,,W 113 ST,,,,,G00002731,,529,529
2920,,3 AVE,990,1008,991,1009,G00002732,,592,620
2921,,AVE C,163,177,162,176,G00002733,,325,322
2922,FOURTH AVE,FOURTH AVE,,,2383,2399,G00002734,,651,651
2924,,MADISON AVE,1534,1552,1539,1557,G00002736,,625,625
2925,,W 17 ST,200,268,201,269,G00002737,,329,330
2926,ELEVENTH AVE,ELEVENTH AVE,859,879,860,880,G00002738,WEST END AVE,528,528
2928,,W 113 ST,300,328,301,329,G00002740,,529,529
2930,,PEARL ST,237,265,238,266,G00002742,,10,10
2931,,E 57 ST,469,481,456,464,G00002743,,564,563
2932,SECOND AVE,SECOND AVE,807,823,804,820,G00002744,,543,545
2933,,WAVERLY PL,,,153,163,G00002745,,166,166
2934,,FULTON ST,70,76,73,79,G00002746,,10,10
2935,,W 185 ST,550,568,551,569,G00002747,,535,535
2937,BOULEVARD,BOULEVARD,2355,2383,,,G00002749,BROADWAY,527,527
2938,,AUDUBON AVE,,,,,G00002750,,535,535
2940,,E SECOND ST,296,314,,,G00002752,,307,307
2941,,SAINT NICHOLAS AVE,,,,,G00002753,,534,534
2942,SECOND AVE,SECOND AVE,521,541,522,540,G00002754,,499,498
2943,,W HOUSTON ST,179,237,182,238,G00002755,,114,220
2944,SECOND AVE,SECOND AVE,1317,1339,1318,1340,G00002756,,616,616
2945,,HUDSON ST,465,489,464,488,G00002757,,228,227
2946,,ST NICHOLAS AVENUE,,,218,220,G00002758,,529,536
2947,,W 106 ST,200,250,201,251,G00002759,,528,528
2949,,W 31 ST,400,460,401,459,G00002761,,383,384
2950,,MADISON AVE,690,708,691,709,G00002762,,586,586
2952,,TENTH AVE,185,199,186,200,G00002764,,326,339
2953,,E 72 ST,201,227,200,226,G00002765,,615,615
2955,,PINE ST,18,46,15,45,G00002767,,9,9
2956,,W 73 ST,100,170,101,171,G00002768,,524,524
2957,,WADSWORTH AVE,376,394,377,395,G00002769,,535,535
2958,TENTH AVE,TENTH AVE,498,520,499,521,G00002770,,526,526
2959,,E 71 ST,301,345,300,344,G00002771,,614,614
2962,,WASHINGTON ST,818,842,815,839,G00002775,,243,243
2964,,MADISON AVE,376,394,,,G00002777,,571,571
2967,,OLIVER ST,2,14,1,13,G00002780,,26,27
2968,,MERCER ST,209,249,210,248,G00002781,,157,157
2969,,CROSBY ST,22,38,21,39,G00002782,,53,53
2970,,W 103 ST,200,216,201,217,G00002783,,528,528
2971,,TIEMANN PL,60,70,59,69,G00002784,,530,530
2972,,W 36 ST,2,78,1,77,G00002785,,295,297
2973,,WOOSTER ST,57,89,56,88,G00002786,,124,124
2974,,W 142 ST,,,,,G00002787,,531,532
2975,,CHURCH ST,88,96,87,95,G00002788,,14,14
2977,,E 26 ST,201,245,200,246,G00002790,,503,431
2978,,E 94 ST,,,,,G00002791,,623,623
2979,,W 89 ST,100,174,101,175,G00002792,,527,527
2980,FOURTH AVE,FOURTH AVE,,,1143,1151,G00002793,,587,587
2982,,E 4 ST,241,297,246,300,G00002795,,311,310
2983,FOURTH AVE,FOURTH AVE,1204,1210,,,G00002796,,589,589
2984,,ASTOR PL,1,23,2,20,G00002797,,66,66
2985,,E 66 ST,201,231,200,230,G00002798,,616,616
2986,BOULEVARD,BOULEVARD,2199,2215,,,G00002799,BROADWAY,525,525
2988,,E 64 ST,401,441,400,442,G00002801,,618,618
2989,,E 127 ST,47,79,,,G00002802,,651,649
2992,,W 51 ST,400,468,401,465,G00002805,,451,450
2993,FIRST AVE,FIRST AVE,945,963,946,964,G00002806,,558,559
2995,,WATER ST,260,278,259,279,G00002808,,37,32
2996,,E 111 ST,301,341,300,340,G00002809,,633,627
2997,SECOND AVE,SECOND AVE,295,311,294,308,G00002810,,439,437
2998,,6 AVE,1,15,2,16,G00002811,,222,161
2999,,E 52 ST,201,253,200,252,G00002812,,557,557
3000,,MADISON AVE,412,430,413,423,G00002813,,576,576
3001,NINTH AVE,COLUMBUS AVE,498,516,499,517,G00002814,,526,526
3003,,RECTOR ST,5,11,6,12,G00002816,,2,8
3004,,BARCLAY ST,56,70,55,73,G00002817,,13,14
3005,FOURTH AVE,FOURTH AVE,912,928,,,G00002818,,583,583
3006,,E 53 ST,101,133,100,132,G00002819,,577,577
3007,FOURTH AVE,FOURTH AVE,,,2265,2281,G00002820,,648,648
3008,,HESTER ST,168,180,175,191,G00002821,,49,51
3009,,E 116 ST,51,79,50,78,G00002822,,638,638
3010,,SEVENTH AVE,782,796,781,799,G00002823,,467,579
3011,,E 9 ST,701,751,700,752,G00002824,,323,321
3012,TENTH AVE,TENTH AVE,620,630,621,631,G00002825,,527,527
3013,,W 118 ST,324,370,325,371,G00002826,,529,529
3015,,PLATT ST,22,38,25,41,G00002828,,11,11
3016,,W 31 ST,2,44,1,49,G00002829,,289,289
3017,,E 112 ST,201,251,200,250,G00002830,,632,632
3018,,E SEVENTH ST,15,45,16,46,G00002831,,275,274
3019,,W 28 ST,200,264,201,259,G00002832,,351,352
3022,,CHRISTOPHER ST,178,186,,177,G00002835,,229,230
3023,COLLEGE PL,COLLEGE PL,2,4,1,3,G00002836,,14,14
3024,,W 115 ST,400,420,401,423,G00002837,,529,529
3025,,FOURTH AVE,92,118,93,111,G00002838,,66,67
3026,,W 36 ST,500,566,501,565,G00002839,,389,389
3027,FOURTH AVE,FOURTH AVE,,,903,913,G00002840,,583,583
3028,,W THIRD ST,78,92,79,95,G00002841,,160,162
3029,,SOUTH ST,149,161,,,G00002842,,32,32
3030,,PIKE ST,9,21,8,24,G00002843,,86,77
3031,,WASHINGTON SQ N,,,14,28,G00002844,,0,165
3032,,MADISON AVE,1494,1512,1499,1517,G00002845,,625,625
3033,FOURTH AVE,FOURTH AVE,1273,1289,,,G00002846,,590,590
3034,,FRANKLIN ST,139,165,132,166,G00002847,,15,19
3035,BOULEVARD,BOULEVARD,2303,2315,,,G00002848,BROADWAY,526,526
3036,,TENTH AVE,81,95,78,94,G00002849,,247,247
3037,,W 52 ST,200,208,201,209,G00002850,,467,504
3038,,3 AVE,1390,1408,1391,1409,G00002851,,596,607
3039,,ELDRIDGE ST,1,27,2,28,G00002853,,194,194
3040,,9 AVE,411,429,410,426,G00002854,,386,402
3041,,W 123 ST,310,320,,,G00002855,,529,530
3042,,GREENWICH ST,380,392,385,397,G00002856,,18,18
3043,FIRST AVE,FIRST AVE,1653,1677,1654,1678,G00002857,,601,601
3044,,E 41 ST,201,249,200,248,G00002858,,479,481
3045,,E 122 ST,59,75,60,78,G00002859,,641,641
3046,,BLEECKER ST,92,106,91,105,G00002860,,127,157
3047,,BROOME ST,453,467,454,466,G00002861,,123,124
3048,,UNIVERSITY PL,12,24,13,19,G00002862,,172,172
3049,,BROADWAY,1101,1119,,,G00002863,,283,278
3050,BOULEVARD,BOULEVARD,2539,2553,,,G00002864,BROADWAY,527,527
3051,,SOUTH ST,,,,,G00002865,,10,10
3052,,W 49 ST,400,466,401,469,G00002866,,453,452
3053,S. FIFTH AVE,S. FIFTH AVE,47,71,48,72,G00002867,,128,127
3054,,W 81 ST,,,,,G00002868,,525,526
3055,,E 95 ST,101,145,100,144,G00002869,,625,623
3056,,WORTH ST,145,165,,,G00002870,,41,40
3057,SECOND AVE,SECOND AVE,19,37,20,36,G00002871,,257,256
3058,,GRAMERCY PARK N,107,121,,,G00002872,,72,71
3059,,W 58 ST,600,650,601,661,G00002873,,518,518
3060,,W 80 ST,300,328,301,329,G00002874,,525,525
3061,,BROADWAY,741,755,746,754,G00002875,,164,66
3062,,SEVENTH AVE,20,40,21,39,G00002876,,177,176
3064,,E 42 ST,55,69,40,54,G00002878,,570,570
3066,,SEVENTH AVE,150,168,153,169,G00002880,,335,189
3067,,3 AVE,146,164,147,165,G00002881,,69,439
3068,,W 108 ST,100,156,101,157,G00002882,,528,529
3069,,E 14 ST,501,545,500,546,G00002883,,417,372
3070,TENTH AVE,TENTH AVE,,,,,G00002884,,534,534
3071,,W 85 ST,300,354,301,355,G00002885,,526,526
3074,,THOMPSON ST,83,117,84,118,G00002888,,118,117
3075,,ST NICHOLAS AVENUE,757,775,,,G00002890,,532,532
3076,,MADISON AVE,,,23,37,G00002891,,278,278
3077,,SPRING ST,308,318,309,317,G00002892,,103,104
3078,,W 140 ST,500,526,501,511,G00002893,,531,531
3079,,E 93 ST,1,33,2,34,G00002894,,623,623
3080,,E 87 ST,201,249,200,248,G00002895,,598,598
3081,,W 12 ST,328,368,331,371,G00002896,,238,240
3083,,IRVING PL,35,49,36,50,G00002898,,70,70
3084,,W 176 ST,500,514,501,517,G00002899,,534,534
3085,,NASSAU ST,95,107,94,102,G00002900,,11,11
3086,,AVE A,1379,1399,1380,1400,G00002901,,610,610
3087,,3 AVE,736,754,741,755,G00002902,,538,547
3088,,LEONARD ST,1,37,2,38,G00002903,,15,15
3089,,E 12 ST,601,649,600,656,G00002904,,374,375
3090,Lexington Ave,Lexington Ave,474,496,475,495,G00002905,,571,538
3092,,W 42 ST,152,156,155,157,G00002908,,567,568
3093,FIRST AVE,FIRST AVE,361,375,358,376,G00002909,,425,425
3094,,W 133 ST,,,,,G00002910,,531,531
3095,,E 74 ST,1,29,2,28,G00002911,,588,588
3097,,MANHATTAN AVE,175,215,176,216,G00002913,,529,529
3098,FOURTH AVE,FOURTH AVE,2400,2414,,,G00002914,,653,653
3099,Avenue A,Avenue A,,,,,G00002915,,563,563
3100,SECOND AVE,SECOND AVE,2301,2319,2300,2318,G00002916,,637,636
3102,,E 59 ST,501,509,500,504,G00002918,,622,565
3103,EIGHTH AVE,EIGHTH AVE,221,229,,,G00002919,CENTRAL PARK WEST,526,0
3104,,W 129 ST,300,312,301,313,G00002920,,530,531
3105,,W 108 ST,20,74,19,73,G00002921,,528,529
3107,,W 100 ST,200,216,201,217,G00002923,,528,528
3109,,BOWERY,2,18,1,19,G00002925,,43,192
3110,COLLEGE PL,COLLEGE PL,6,10,5,9,G00002926,,14,14
3111,,TENTH AVE,469,483,466,482,G00002927,,389,391
3112,FIRST AVE,FIRST AVE,1679,1697,1680,1698,G00002928,,601,601
3113,TENTH AVE,TENTH AVE,280,298,281,299,G00002929,,524,524
3114,,9 AVE,907,925,906,924,G00002930,,517,517
3115,FIRST AVE,FIRST AVE,1259,1277,1244,1258,G00002931,,614,613
3117,,3 AVE,2144,2160,2143,2163,G00002933,,639,637
3118,,ST NICHOLAS AVENUE,,,202,216,G00002934,,536,536
3119,,E 9 ST,29,69,28,68,G00002935,,172,172
3121,NINTH AVE,COLUMBUS AVE,304,322,303,321,G00002937,,525,525
3122,S. FIFTH AVE,S. FIFTH AVE,111,143,112,140,G00002939,,117,125
3124,CONGRESS ST,CONGRESS ST,2,3,,,G00002941,,114,113
3125,EIGHTH AVE,EIGHTH AVE,2681,2709,2682,2710,G00002942,,532,536
3126,,W 98 ST,,,,,G00002943,,527,527
3127,,BROADWAY,529,567,530,566,G00002944,,125,63
3128,FIRST AVE,FIRST AVE,147,161,148,162,G00002945,,357,367
3129,,E 76 ST,101,141,100,140,G00002946,,589,589
3130,,VANDERBILT AVE,2,10,,,G00002947,,570,570
3131,,CANAL ST,470,484,,,G00002948,,23,103
3132,,GREENWICH ST,588,602,585,601,G00002949,,217,218
3133,,THAMES ST,14,28,13,29,G00002950,,8,8
3134,,N MOORE ST,16,46,17,47,G00002951,,19,19
3135,,W 81 ST,200,218,201,219,G00002952,,525,526
3136,,HANCOCK PL,2,6,,,G00002953,,530,530
3137,,BROADWAY,345,347,346,348,G00002954,,15,47
3138,,E 31 ST,201,253,200,250,G00002955,,495,495
3139,,E 111 ST,,,,,G00002956,,630,630
3140,,W 36 ST,300,370,301,371,G00002957,,401,400
3141,,WHITEHALL ST,33,41,34,42,G00002958,,1,1
3142,FRONT ST,FRONT ST,306,344,305,343,G00002959,,97,97
3143,,E 35 ST,301,349,300,344,G00002960,,488,491
3144,,DELANCEY ST,266,284,265,285,G00002961,,137,138
3145,,MADISON AVE,1634,1668,1639,1669,G00002962,,630,630
3147,,NORFOLK ST,111,135,112,136,G00002964,,213,212
3149,,CHURCH ST,2,14,1,13,G00002966,,13,13
3150,FIRST AVE,FIRST AVE,2049,2065,2050,2066,G00002967,,627,627
3151,,WASHINGTON ST,442,454,441,455,G00002968,,24,24
3152,NINTH AVE,COLUMBUS AVE,280,302,279,301,G00002969,,524,524
3153,,W 133 ST,300,314,301,315,G00002970,,531,531
3154,,FOURTH AVE,,,177,191,G00002971,,0,69
3155,,FIFTH AVE,,,1431,1439,G00002972,,0,623
3156,,E 67 ST,131,167,130,166,G00002973,,594,594
3157,,WASHINGTON ST,694,700,693,701,G00002974,,230,231
3159,WILLETT ST,WILLETT ST,1,19,2,18,G00002976,,139,139
3160,,THIRD AVE,2,22,1,21,G00002977,,67,275
3161,,W TENTH ST,256,262,251,265,G00002978,,231,236
3162,,RUTGERS ST,,,2,4,G00002979,,87,86
3163,,SHERMAN AVE,138,182,137,181,G00002980,,535,535
3164,,MADISON AVE,608,634,603,635,G00002981,,584,584
3165,,W 115 ST,600,636,601,637,G00002982,,529,529
3166,,MADISON AVE,354,374,,,G00002983,,571,571
3167,,GRAND ST,188,202,191,203,G00002984,,55,51
3168,,E 3 ST,149,199,152,198,G00002985,,264,263
3169,FRONT ST,FRONT ST,292,304,293,303,G00002986,,96,96
3170,,SAINT NICHOLAS AVE,,,,,G00002987,,535,535
3171,,CHARLES ST,28,62,23,59,G00002988,,167,168
3172,,W 95 ST,200,230,201,215,G00002989,,527,527
3173,,PLATT ST,2,20,1,23,G00002990,,10,10
3174,,W 13 ST,200,240,201,253,G00002991,,177,180
3175,,SULLIVAN ST,90,128,91,129,G00002992,,119,118
3176,,BROOME ST,503,515,504,518,G00002993,,121,124
3177,,W 116 ST,322,374,323,375,G00002994,,529,529
3178,TENTH AVE,TENTH AVE,,,845,859,G00002995,,528,528
3179,,E 14 ST,301,353,300,350,G00002996,,438,362
3180,,W 15 ST,400,458,401,463,G00002997,,247,247
3181,,W 187 ST,,,,,G00002998,,535,535
3182,,ORCHARD ST,117,143,116,144,G00002999,,210,210
3183,,E 26 ST,1,27,,,G00003000,,280,278
3184,,W 122 ST,600,618,601,619,G00003001,,529,529
3185,,E 55 ST,101,133,100,132,G00003002,,583,583
3186,,LEXINGTON AVE,1058,1078,1057,1077,G00003003,,589,595
3187,,E 15 ST,,,300,314,G00003004,,437,438
3188,,STANTON ST,60,72,61,73,G00003005,,249,215
3189,,BOWERY,20,28,21,29,G00003006,,43,192
3190,,W 140 ST,,,301,325,G00003007,,531,531
3192,,E 25 ST,101,133,100,134,G00003009,,277,277
3193,,E 77 ST,401,447,400,446,G00003010,,609,610
3194,NINTH AVE,COLUMBUS AVE,638,656,639,657,G00003011,,527,527
3195,FOURTH AVE,FOURTH AVE,,,1203,1211,G00003012,,589,589
3196,,E 22 ST,201,245,200,244,G00003013,,433,434
3197,,3 AVE,2162,2180,2163,2183,G00003014,,639,637
3198,,3 AVE,1210,1228,1213,1229,G00003015,,594,615
3199,,W 62 ST,38,48,39,63,G00003016,,520,520
3200,EIGHTH AVE,EIGHTH AVE,2065,2079,2066,2080,G00003017,,529,536
3201,,E 116 ST,1,27,2,28,G00003018,,638,638
3202,,MADISON ST,257,297,260,290,G00003019,,92,91
3203,,BROADWAY,643,663,642,662,G00003020,,157,65
3204,,EIGHTH AVE,681,699,680,698,G00003021,,463,470
3205,,W 74 ST,2,54,1,61,G00003022,,524,525
3206,,E 52 ST,101,135,100,134,G00003023,,577,576
3207,,E 14 ST,601,653,600,654,G00003024,,412,373
3208,,W 142 ST,2,66,1,67,G00003025,,654,654
3209,,E 5 ST,601,655,602,650,G00003026,,314,311
3210,,E 68 ST,201,255,200,254,G00003027,,616,616
3212,,KING ST,2,12,1,13,G00003029,,113,113
3213,,E 45 ST,201,259,200,250,G00003030,,546,544
3214,,LEXINGTON AVE,1918,1938,1919,1939,G00003032,,639,639
3215,,SEVENTH AVE,824,840,821,837,G00003033,,505,580
3216,,6 AVE,653,677,656,676,G00003034,,299,298
3218,,W 31 ST,46,58,51,61,G00003036,,289,289
3219,,W 100 ST,250,256,233,251,G00003037,,528,528
3220,,SUFFOLK ST,121,149,124,158,G00003038,,212,212
3222,,WOOSTER ST,31,55,32,54,G00003040,,123,123
3223,,FIFTH AVE,610,624,611,623,G00003041,,575,576
3224,,E TENTH ST,293,345,,,G00003042,,369,0
3225,,E 80 ST,145,185,142,186,G00003043,,596,596
3226,,W 11 ST,216,252,217,253,G00003044,,168,178
3227,,FULTON ST,126,158,135,165,G00003045,,11,11
3229,,FOURTH AVE,2,18,1,17,G00003047,,66,67
3230,,W HOUSTON ST,165,177,,,G00003048,,113,220
3231,,3 AVE,260,280,265,281,G00003049,,72,434
3232,,E 100 ST,301,343,300,342,G00003050,,624,624
3233,BOULEVARD,BOULEVARD,,,2386,2394,G00003051,BROADWAY,527,527
3236,,SPRING ST,30,46,29,45,G00003054,,55,61
3237,,W 32 ST,100,174,101,173,G00003055,,288,293
3238,,W 38 ST,200,278,201,277,G00003056,,404,403
3239,,PECK SLIP,21,33,18,30,G00003057,,10,10
3240,,PIKE ST,39,57,42,58,G00003058,,84,78
3241,,PRINCE ST,2,14,1,15,G00003059,,58,58
3242,TENTH AVE,TENTH AVE,140,160,141,161,G00003060,,524,522
3243,SECOND AVE,SECOND AVE,685,705,686,704,G00003061,,485,486
3244,FOURTH AVE,FOURTH AVE,,,1512,1526,G00003062,,625,625
3245,,LEXINGTON AVE,1212,1222,1211,1221,G00003063,,590,597
3246,BLOOMINGDALE ROAD,BLOOMINGDALE ROAD,32,58,33,59,G00003064,,531,531
3247,,GREENWICH ST,684,700,679,695,G00003065,,231,231
3248,,W 76 ST,2,58,1,59,G00003066,,525,525
3250,,E 42 ST,201,245,200,238,G00003068,,542,479
3251,,E 82 ST,201,251,200,250,G00003069,,605,605
3252,,CHRYSTIE ST,101,121,100,120,G00003070,,201,201
3253,,ELEVENTH AVE,455,469,456,470,G00003071,,393,393
3254,,EIGHTH AVE,501,519,500,518,G00003072,,401,405
3256,,ASTOR PL,,,,,G00003074,,67,67
3257,EIGHTH AVE,EIGHTH AVE,411,418,,,G00003075,CENTRAL PARK WEST,528,0
3258,,E 68 ST,301,357,300,356,G00003076,,616,616
3259,,PRINCE ST,94,108,93,107,G00003077,,125,126
3260,,W THIRD ST,42,60,43,57,G00003078,,159,162
3262,,GREENE ST,219,227,220,228,G00003081,,158,164
3266,,FULTON ST,2,16,1,13,G00003085,,10,10
3267,,WOOSTER ST,1,29,2,30,G00003086,,123,123
3268,,BROADWAY,4275,4295,4276,4296,G00003087,,535,535
3269,,BROADWAY,1571,1589,1572,1590,G00003089,,468,468
3270,,W TENTH ST,2,72,1,73,G00003090,,174,174
3271,,FIFTH AVE,,,1401,1409,G00003091,,0,623
3272,,TENTH AVE,169,183,164,184,G00003092,,326,337
3273,,W 104 ST,100,132,101,133,G00003093,,528,528
3274,,3 AVE,894,910,897,913,G00003094,,540,560
3275,,GRAND ST,36,50,35,49,G00003095,,121,122
3276,,BOWERY,,,,,G00003096,,43,26
3277,,W 175 ST,600,610,601,611,G00003097,,534,534
3278,TENTH AVE,TENTH AVE,440,458,441,459,G00003098,,526,526
3281,,MADISON AVE,962,998,963,999,G00003101,,589,589
3282,,TENTH AVE,555,573,556,574,G00003102,,440,459
3283,,E 93 ST,301,345,300,340,G00003103,,624,624
3284,,AVE A,1177,1201,1178,1202,G00003104,,618,618
3285,BURLING SLIP,BURLING SLIP,25,41,26,40,G00003105,,10,10
3286,TENTH AVE,TENTH AVE,402,416,403,417,G00003106,,525,525
3287,,FOURTH AVE,206,220,207,219,G00003107,,186,70
3288,,3 AVE,2126,2142,2125,2141,G00003108,,638,637
3290,,MANHATTAN AVE,73,93,74,94,G00003111,,528,528
3291,,W 46 ST,200,266,201,253,G00003112,,469,469
3292,,E 23 ST,2,2,,,G00003113,,283,191
3293,COLLEGE PL,COLLEGE PL,122,122,119,123,G00003114,,19,20
3296,,E BROADWAY,16,72,17,73,G00003118,,74,75
3297,,LUDLOW ST,61,79,60,80,G00003119,,202,203
3298,,W 11 ST,288,300,287,297,G00003120,,234,235
3299,,CANAL ST,72,84,73,87,G00003121,,194,195
3300,,MANHATTAN ST,414,472,415,473,G00003122,,530,530
3301,,FIFTH AVE,34,46,35,41,G00003124,,174,173
3302,,MADISON AVE,152,170,153,167,G00003125,,292,291
3304,,E 68 ST,101,149,100,148,G00003127,,587,587
3305,,DELANCEY ST,100,114,99,113,G00003128,,211,204
3307,,E 57 ST,141,161,136,166,G00003130,,541,541
3308,,WAVERLY PL,154,170,,,G00003131,,166,166
3309,,W 114 ST,100,122,101,123,G00003132,,631,638
3310,,GRAND ST,174,186,173,189,G00003133,,54,51
3311,,BOWERY,214,230,215,231,G00003134,,58,216
3312,TENTH AVE,TENTH AVE,1956,1972,1957,1973,G00003135,,533,533
3313,,BROADWAY,1121,1137,1122,1138,G00003136,,283,278
3314,,W 43 ST,200,278,201,271,G00003137,,471,470
3315,,E 30 ST,201,253,200,250,G00003138,,495,499
3317,,E 87 ST,501,559,500,558,G00003140,,601,601
3318,,E 28 ST,201,251,202,244,G00003142,,500,500
3319,,W 163 ST,500,518,501,519,G00003143,,534,534
3320,,E 90 ST,39,63,36,62,G00003144,,600,600
3321,,E 91 ST,401,445,400,444,G00003145,,624,601
3322,,6 AVE,269,287,268,286,G00003146,,187,186
3323,,WALKER ST,110,126,111,125,G00003147,,46,46
3324,,PINE ST,48,78,47,79,G00003148,,9,9
3325,TENTH AVE,TENTH AVE,,,1881,1895,G00003149,,532,532
3326,,W TENTH ST,186,214,185,213,G00003150,,232,233
3330,,COOPER ST,78,110,79,111,G00003154,,535,535
3331,,W 88 ST,300,352,301,353,G00003155,,527,527
3332,,9 AVE,199,209,198,210,G00003156,,340,341
3333,,E 71 ST,23,75,24,76,G00003157,,588,588
3334,,CARLISLE ST,2,8,1,7,G00003158,,6,6
3336,,W 53 ST,100,164,101,169,G00003160,,580,580
3337,,E 83 ST,401,439,400,438,G00003161,,604,604
3338,FOURTH AVE,FOURTH AVE,2191,2194,,,G00003162,,641,641
3339,,W 18 ST,2,60,1,61,G00003163,,186,188
3340,,W 145 ST,340,356,341,357,G00003165,,532,532
3341,,E SIXTH ST,601,645,600,654,G00003166,,315,314
3343,,9 AVE,665,681,662,680,G00003168,,454,464
3344,,3 AVE,720,734,727,739,G00003169,,538,546
3345,,E 73 ST,31,61,24,60,G00003170,,588,588
3347,,HUDSON ST,151,163,152,164,G00003172,,22,21
3348,,W 24 ST,200,270,201,267,G00003173,,342,344
3349,,TENTH AVE,131,147,130,144,G00003174,,326,333
3350,,MADISON AVE,1254,1272,1259,1277,G00003175,,623,623
3351,SECOND AVE,SECOND AVE,1853,1871,1854,1872,G00003176,,624,624
3352,,LAIGHT ST,1,11,10,12,G00003177,,20,21
3353,,E 108 ST,51,87,52,88,G00003178,,630,630
3354,,E EIGHTH ST,291,345,290,344,G00003179,,320,319
3355,,E 40 ST,1,21,2,20,G00003180,,570,298
3356,,WILLIAM ST,111,141,110,140,G00003181,,11,11
3357,Lexington Ave,Lexington Ave,160,178,161,177,G00003182,,290,475
3358,,BRADHURST AVE,,,240,250,G00003183,,532,532
3359,,E 69 ST,201,235,200,234,G00003184,,616,616
3360,,EIGHTH AVE,559,601,570,600,G00003185,,398,403
3361,BOULEVARD,BOULEVARD,,,1812,1820,G00003186,BROADWAY,517,517
3363,,TENTH AVE,97,111,96,112,G00003188,,326,327
3364,FIRST AVE,FIRST AVE,313,327,306,326,G00003189,,436,422
3365,,FIFTH AVE,284,300,285,301,G00003190,,289,290
3366,,E 115 ST,201,247,200,248,G00003191,,637,637
3367,,W 83 ST,250,262,233,243,G00003192,,526,526
3368,,FIFTH AVE,,,1381,1389,G00003193,,0,600
3369,,WATTS ST,77,85,78,86,G00003194,,24,24
3370,,WASHINGTON ST,414,424,413,425,G00003195,,22,22
3372,ELEVENTH AVE,ELEVENTH AVE,901,919,902,920,G00003197,WEST END AVE,528,528
3373,,MADISON AVE,1514,1532,1519,1537,G00003198,,625,625
3374,,W 141 ST,400,422,401,423,G00003199,,531,531
3376,,W 16 ST,2,56,1,59,G00003201,,182,186
3377,,CEDAR ST,108,118,109,127,G00003202,,8,8
3378,,E SEVENTH ST,47,87,48,88,G00003203,,275,274
3379,,E 26 ST,135,153,132,154,G00003204,,474,473
3380,,DELANCEY ST,72,84,71,83,G00003205,,210,205
3382,,FIFTH AVE,2020,2036,2023,2043,G00003207,,649,649
3383,,LUDLOW ST,105,131,106,130,G00003208,,210,211
3385,,E 116 ST,145,187,148,188,G00003211,,638,638
3386,FIRST AVE,FIRST AVE,1523,1535,1550,1570,G00003212,,606,604
3387,,W 26 ST,100,168,101,169,G00003213,,284,285
3388,,MORNINGSIDE DR,34,38,,,G00003214,,529,529
3389,,MADISON AVE,,,11,21,G00003215,,278,278
3390,,3 AVE,1010,1028,1011,1029,G00003216,,592,620
3392,FOURTH AVE,FOURTH AVE,,,1814,1848,G00003218,,630,630
3393,,3 AVE,450,468,451,467,G00003219,,475,495
3394,,E 77 ST,29,77,30,78,G00003220,,589,589
3396,,SEVENTH AVE,502,514,501,519,G00003222,,404,299
3398,,GREENWICH ST,130,134,133,139,G00003225,,7,8
3400,,W 183 ST,,,,,G00003227,,535,535
3401,,W 94 ST,200,210,201,215,G00003228,,527,527
3402,,W 43 ST,2,74,1,75,G00003229,,569,569
3404,FOURTH AVE,FOURTH AVE,,,1354,1374,G00003231,,599,599
3405,TENTH AVE,TENTH AVE,480,496,481,497,G00003232,,526,526
3406,,W 43 ST,300,364,301,363,G00003233,,463,463
3407,,SEVENTH AVE,382,398,383,399,G00003234,,409,288
3408,,9 AVE,603,621,602,620,G00003236,,457,463
3409,,HUDSON ST,491,499,490,500,G00003237,,228,227
3410,,FIFTH AVE,,,1361,1379,G00003238,,0,599
3411,EIGHTH AVE,EIGHTH AVE,41,49,,,G00003239,CENTRAL PARK WEST,521,0
3412,,E 13 ST,301,351,300,356,G00003240,,362,360
3413,,TENTH AVE,593,609,596,612,G00003241,,442,457
3414,SECOND AVE,SECOND AVE,585,601,582,600,G00003242,,493,494
3415,,GREENE ST,239,269,240,268,G00003243,,164,164
3416,,W 84 ST,,,,,G00003244,,526,526
3418,,PEARL ST,123,141,122,150,G00003246,,9,9
3419,WORTH ST,WORTH ST,191,205,184,202,G00003247,,42,40
3420,TENTH AVE,TENTH AVE,,,1661,1675,G00003248,,532,532
3421,,AVE C,1,13,2,12,G00003249,,305,307
3422,,E 41 ST,,,,,G00003250,,570,570
3424,,E SEVENTH ST,231,285,230,284,G00003252,,318,316
3426,,STAPLE ST,2,8,1,7,G00003254,,16,16
3427,,W 83 ST,2,70,1,73,G00003255,,526,526
3428,,BROOME ST,49,63,52,66,G00003256,,135,135
3429,,WARREN ST,65,93,66,96,G00003257,,14,14
