OBJECTID,MN_STREET1880_FULL_STREE,MN_STREET1880_Y1880NAMESTREET,MN_STREET1880_Y1880LEFT_LOW,MN_STREET1880_Y1880LEFT_HIGH,MN_STREET1880_Y1880RIGHT_LOW,MN_STREET1880_Y1880RIGHT_HIGH,MN_STREET1880_JOINID,MN_STREET1880_Y1880NAMEALT,MN_STREET1880_MINUS_ED_ED,MN_STREET1880_PLUS_ED_ED
7020,,FERRY ST,1,19,2,16,G00006933,,37,10
7021,,WATER ST,280,324,281,323,G00006934,,32,32
7022,,ROOSEVELT ST,116,130,119,131,G00006935,,31,32
7023,,WATER ST,326,362,325,361,G00006936,,30,31
7024,,CHERRY ST,2,44,1,45,G00006937,,33,32
7025,,ROOSEVELT ST,102,114,103,117,G00006938,,30,32
7026,,CHERRY ST,46,78,47,79,G00006939,,30,30
7027,,FRANKFORT ST,38,44,37,43,G00006940,,34,37
7028,,WILLIAM ST,187,205,182,198,G00006941,,37,37
7029,,FRANKFORT ST,20,36,21,35,G00006942,,36,37
7030,,ROSE ST,2,40,1,39,G00006943,,36,34
7031,,FRANKFORT ST,2,18,1,19,G00006944,,36,37
7032,,JACOB ST,1,25,2,22,G00006945,,37,37
7033,,ROSE ST,42,62,41,67,G00006946,,36,34
7034,,WILLIAM ST,207,241,200,238,G00006947,,36,36
7035,Duane St,Duane St,2,10,1,9,G00006948,,36,36
7036,,WILLIAM ST,,,240,242,G00006949,,36,36
7037,NEW CHAMBERS ST,NEW CHAMBERS ST,13,25,12,36,G00006950,,36,36
7038,Duane St,Duane St,12,14,,,G00006951,,36,36
7039,NEW CHAMBERS ST,NEW CHAMBERS ST,1,11,,,G00006952,,35,36
7040,,DUANE ST,,,,,G00006953,,35,35
7041,,FRANKFORT ST,60,64,59,63,G00006954,,34,37
7042,,FRANKFORT ST,46,58,45,57,G00006955,,34,37
7043,,VANDEWATER ST,1,45,2,44,G00006956,,34,34
7044,,PEARL ST,389,399,394,400,G00006957,,34,34
7045,,PEARL ST,401,419,402,416,G00006958,,34,34
7046,,CLIFF ST,103,119,104,118,G00006959,,34,34
7047,,HAGUE ST,,,,,G00006960,,34,34
7049,,PEARL ST,369,385,376,392,G00006962,,34,33
7050,,ROOSEVELT ST,80,100,81,101,G00006963,,30,33
7051,,BATAVIA ST,2,12,1,9,G00006964,,29,30
7052,NEW CHAMBERS ST,NEW CHAMBERS ST,75,89,68,90,G00006965,,30,30
7053,,BATAVIA ST,14,28,19,29,G00006966,,29,30
7054,,JAMES ST,84,104,87,101,G00006967,,31,30
7055,,OAK ST,2,8,1,7,G00006968,,34,33
7056,,OAK ST,10,16,9,17,G00006969,,34,33
7057,,ROOSEVELT ST,68,78,65,79,G00006970,,29,33
7058,,OAK ST,,,,,G00006971,,29,29
7059,NEW CHAMBERS ST,NEW CHAMBERS ST,61,73,58,64,G00006972,,29,29
7060,,ROOSEVELT ST,,,,,G00006973,,29,34
7061,NEW CHAMBERS ST,NEW CHAMBERS ST,57,59,,,G00006974,,29,29
7062,,OAK ST,18,36,19,35,G00006975,,29,29
7063,,JAMES ST,74,82,73,85,G00006976,,31,29
7064,,NEW BOWERY ,2,10,1,3,G00006977,,34,34
7065,,CHESTNUT ST,,,,,G00006978,,34,34
7066,,NEW BOWERY ,,,5,9,G00006979,,34,34
7067,NEW CHAMBERS ST,NEW CHAMBERS ST,51,55,50,56,G00006980,,34,34
7068,,CHESTNUT ST,,,,,G00006981,,34,34
7069,NEW CHAMBERS ST,NEW CHAMBERS ST,,,,,G00006982,,34,34
7070,NEW BOWERY ST,NEW BOWERY ST,12,26,11,17,G00006983,,34,34
7071,,ROOSEVELT ST,48,66,51,63,G00006984,,29,34
7072,NEW CHAMBERS ST,NEW CHAMBERS ST,27,33,38,48,G00006985,,34,34
7073,,MADISON ST,1,3,2,6,G00006986,,35,34
7074,,CHESTNUT ST,,,,,G00006987,,34,34
7075,NEW BOWERY ST,NEW BOWERY ST,,,19,25,G00006988,,29,29
7076,,MADISON ST,5,15,8,16,G00006989,,35,34
7077,,ROOSEVELT ST,,,,,G00006990,,29,34
7078,,MADISON ST,,,,,G00006991,,28,29
7079,,WILLIAM ST,247,279,244,276,G00006992,,35,36
7080,,PEARL ST,427,447,426,446,G00006993,,36,35
7081,,PEARL ST,449,463,448,464,G00006994,,35,35
7082,,ROOSEVELT ST,2,42,1,45,G00006995,,28,35
7084,,E 40 ST,337,343,340,350,G00006997,,480,483
7085,,E 41 ST,349,353,,,G00006998,,479,480
7086,FIRST AVE,FIRST AVE,701,717,704,722,G00006999,,480,480
7087,FIRST AVE,FIRST AVE,741,761,740,768,G00007000,,542,542
7094,,E 100 ST,201,225,200,224,G00007007,,624,624
7095,,E 101 ST,201,231,200,230,G00007008,,624,624
7096,,E 107 ST,201,235,200,234,G00007009,,629,629
7097,,E 108 ST,201,247,200,246,G00007010,,629,629
7098,,E 107 ST,301,335,300,334,G00007011,,627,627
7099,,BROADWAY,4379,4399,4380,4400,G00007012,,535,535
7101,,BROADWAY,,,,,G00007014,,535,535
7102,,BROADWAY,,,,,G00007015,,535,535
7104,,BROADWAY,,,,,G00007017,,535,535
7105,SECOND AVE,SECOND AVE,1873,1891,1874,1892,G00007018,,624,624
7106,SECOND AVE,SECOND AVE,1893,1911,1894,1912,G00007019,,624,624
7107,,E 98 ST,201,219,200,218,G00007020,,624,624
7108,FIRST AVE,FIRST AVE,1869,1889,,,G00007021,,624,624
7109,FIRST AVE,FIRST AVE,1891,1911,1892,1912,G00007022,,624,624
7110,,E 98 ST,301,339,300,338,G00007023,,624,624
7111,,AVE A,1771,1787,,,G00007024,,624,624
7149,BOULEVARD,BOULEVARD,,,,,G00007062,BROADWAY,528,528
7150,,W 107 ST,,,,,G00007063,,528,528
7151,,W 107 ST,,,,,G00007064,,528,528
7152,BOULEVARD,BOULEVARD,,,,,G00007065,BROADWAY,528,528
7153,FIRST AVE,FIRST AVE,843,859,844,858,G00007066,,549,551
7154,,E 47 ST,401,447,400,448,G00007067,,551,548
7155,,E 64 ST,501,541,500,540,G00007068,,618,618
7156,,E 67 ST,501,545,500,544,G00007069,,616,616
7157,,E 69 ST,501,541,500,540,G00007070,,616,616
7169,,3 AVE,2044,2062,2043,2063,G00007082,,631,632
7170,,E 113 ST,201,247,200,248,G00007083,,632,632
7171,,LEXINGTON AVE,1808,1826,1809,1827,G00007084,,631,631
7172,SECOND AVE,SECOND AVE,2201,2219,2200,2220,G00007085,,632,634
7173,,E 114 ST,401,455,400,454,G00007086,,633,633
7182,FOURTH AVE,FOURTH AVE,1953,1985,,,G00007096,,631,631
7184,,E 113 ST,57,87,56,86,G00007098,,631,631
7185,,FIFTH AVE,,,1631,1639,G00007099,,631,631
7186,,E 113 ST,1,25,2,26,G00007100,,631,631
7187,,FIFTH AVE,,,1641,1649,G00007101,,631,631
7188,,W 113 ST,2,58,1,55,G00007102,,631,631
7189,FIRST AVE,FIRST AVE,2165,2187,2164,2186,G00007103,,633,633
7190,,LEXINGTON AVE,1850,1856,1851,1857,G00007104,,638,638
7191,FOURTH AVE,FOURTH AVE,,,2022,2054,G00007105,,638,638
7192,,FIFTH AVE,,,1651,1659,G00007106,,638,638
7193,,E 127 ST,101,131,100,138,G00007107,,651,648
7194,FOURTH AVE,FOURTH AVE,,,1954,1986,G00007108,,631,631
7195,,E 113 ST,101,139,100,140,G00007109,,631,631
7196,,W 113 ST,,,,,G00007110,,631,631
7197,FOURTH AVE,FOURTH AVE,,,1988,2020,G00007111,,631,631
7198,SECOND AVE,SECOND AVE,2483,2501,2484,2502,G00007112,,652,646
7199,,E 128 ST,,,300,318,G00007113,,646,646
7200,,MADISON AVE,2102,2120,2101,2119,G00007114,,653,653
7201,,FIFTH AVE,2162,2178,2163,2179,G00007115,,654,653
7202,,E 133 ST,1,33,2,34,G00007116,,653,653
7203,,E 134 ST,1,33,2,34,G00007117,,653,653
7204,,FIFTH AVE,2180,2184,2181,2185,G00007118,,654,653
7205,,MADISON AVE,2122,2146,2121,2145,G00007119,,653,653
7206,,E 135 ST,1,41,2,42,G00007120,,653,653
7207,,3 AVE,2064,2082,2065,2083,G00007121,,631,632
7208,,E 114 ST,201,249,200,252,G00007122,,637,632
7209,,MANHATTAN AVE,1,21,2,22,G00007124,,528,528
7210,,W 101 ST,2,26,1,25,G00007125,,528,528
7211,NINTH AVE,COLUMBUS AVE,820,828,821,829,G00007126,,528,528
7212,,W 101 ST,28,50,27,49,G00007127,,528,528
7213,,MANHATTAN AVE,23,47,24,48,G00007128,,528,528
7214,,W 102 ST,2,20,1,19,G00007129,,528,528
7215,NINTH AVE,COLUMBUS AVE,830,840,831,841,G00007130,,528,528
7216,,W 102 ST,22,50,21,49,G00007131,,528,528
7217,,MANHATTAN AVE,49,71,50,72,G00007132,,528,528
7218,,W 101 ST,100,160,101,161,G00007133,,528,528
7219,,W 102 ST,100,160,101,161,G00007135,,528,528
7220,NINTH AVE,COLUMBUS AVE,762,784,763,785,G00007136,,527,527
7221,NINTH AVE,COLUMBUS AVE,786,808,787,809,G00007137,,527,527
7222,TENTH AVE,TENTH AVE,760,776,761,777,G00007138,,527,527
7223,,W 98 ST,100,160,101,161,G00007139,,527,527
7224,NINTH AVE,COLUMBUS AVE,810,818,811,819,G00007140,,528,528
7225,,W 98 ST,200,220,201,215,G00007141,,527,527
7226,TENTH AVE,TENTH AVE,778,796,779,797,G00007142,,527,527
7227,,W 99 ST,100,170,101,171,G00007143,,527,528
7228,,W 99 ST,200,230,201,237,G00007144,,527,528
7229,TENTH AVE,TENTH AVE,798,816,799,817,G00007145,,528,528
7230,,W 97 ST,2,50,1,49,G00007146,,527,527
7231,,W 98 ST,2,50,1,49,G00007147,,527,527
7232,,W 99 ST,2,50,1,49,G00007148,,527,528
7233,EIGHTH AVE,EIGHTH AVE,361,370,,,G00007149,CENTRAL PARK WEST,527,0
7234,EIGHTH AVE,EIGHTH AVE,372,380,,,G00007150,CENTRAL PARK WEST,527,0
7235,EIGHTH AVE,EIGHTH AVE,382,390,,,G00007151,CENTRAL PARK WEST,527,0
7236,EIGHTH AVE,EIGHTH AVE,392,400,,,G00007152,CENTRAL PARK WEST,528,0
7237,TENTH AVE,TENTH AVE,360,374,361,375,G00007153,,525,525
7238,,W 78 ST,100,172,101,173,G00007154,,525,525
7239,,W 78 ST,200,238,201,229,G00007155,,525,525
7240,TENTH AVE,TENTH AVE,376,400,377,401,G00007156,,525,525
7241,BOULEVARD,BOULEVARD,,,2032,2054,G00007157,BROADWAY,523,523
7242,,W 71 ST,100,166,101,167,G00007158,,523,524
7243,TENTH AVE,TENTH AVE,222,228,,,G00007159,,524,523
7244,BOULEVARD,BOULEVARD,,,,,G00007160,BROADWAY,523,523
7245,,W 71 ST,,,,,G00007161,,523,524
7246,TENTH AVE,TENTH AVE,,,,,G00007162,,524,524
7247,BOULEVARD,BOULEVARD,,,2056,2070,G00007163,BROADWAY,524,524
7248,TENTH AVE,TENTH AVE,,,229,249,G00007164,,524,524
7249,BOULEVARD,BOULEVARD,,,,,G00007165,BROADWAY,524,524
7250,,W 72 ST,,,,,G00007166,,524,524
7251,BOULEVARD,BOULEVARD,2061,2081,,,G00007167,BROADWAY,524,524
7252,,W 72 ST,,,,,G00007168,,524,524
7253,BOULEVARD,BOULEVARD,,,2072,2094,G00007169,BROADWAY,524,524
7254,BOULEVARD,BOULEVARD,2083,2093,,,G00007170,BROADWAY,524,524
7255,,E 120 ST,161,181,160,182,G00007171,,641,641
7256,,E 120 ST,141,159,140,158,G00007172,,641,641
7257,,SYLVAN PL,2,6,1,5,G00007173,,641,641
7258,,E 121 ST,163,197,182,198,G00007174,,641,641
7263,,EDGECOMB AVE,345,433,346,434,G00007179,,532,532
7280,,JACKSON ST,78,88,79,87,G00007198,,130,97
7281,,SOUTH ST,362,371,,,G00007199,,96,96
7282,,SOUTH ST,,,,,G00007200,,97,97
7283,,SOUTH ST,372,386,,,G00007201,,97,97
7284,GOUVERNEUR SLIP W,GOUVERNEUR SLIP W,2,4,,,G00007202,,96,96
7285,,GOUVERNEUR SLIP,,,1,3,G00007203,,97,97
7286,,9 AVE,4000,4034,4001,4035,G00007204,,535,535
7288,,W 216 ST,400,440,401,441,G00007206,,535,535
7293,,JACKSON ST,26,44,29,45,G00007211,,131,98
7294,,JACKSON ST,14,24,15,27,G00007212,,131,99
7295,,GRAND ST,608,620,601,625,G00007213,,132,130
7296,,9 AVE,3868,3884,3869,3885,G00007214,,535,535
7298,,9 AVE,3886,3900,3887,3901,G00007216,,535,535
7300,,W 208 ST,400,440,401,441,G00007218,,535,535
7301,,9 AVE,3902,3916,3903,3917,G00007219,,535,535
7303,,9 AVE,3918,3932,3919,3933,G00007221,,535,535
7305,,9 AVE,3934,3948,3935,3949,G00007223,,535,535
7307,,W 211 ST,400,440,401,441,G00007225,,535,535
7308,,9 AVE,3950,3964,3951,3965,G00007226,,535,535
7310,,W 212 ST,400,440,401,441,G00007228,,535,535
7311,,9 AVE,3966,3980,3967,3981,G00007229,,535,535
7313,,W 213 ST,400,440,401,441,G00007231,,535,535
7314,,9 AVE,3982,3998,3983,3999,G00007232,,535,535
7315,,W 214 ST,400,440,401,441,G00007233,,535,535
7316,,MONTGOMERY ST,1,5,2,4,G00007234,,93,92
7317,,TENTH AVE,,,,,G00007235,,535,535
7318,,W 209 ST,400,440,401,441,G00007236,,535,535
7319,,TENTH AVE,3912,3930,3913,3931,G00007237,,535,535
7320,,W 210 ST,400,440,401,441,G00007238,,535,535
7321,,TENTH AVE,3932,3944,3933,3945,G00007239,,535,535
7325,,SUFFOLK ST,7,37,8,38,G00007243,,148,147
7326,,HESTER ST,2,10,1,15,G00007244,,148,147
7327,,NORFOLK ST,41,61,42,58,G00007245,,203,149
7328,,DIVISION ST,196,202,181,189,G00007246,,148,88
7329,,DIVISION ST,204,216,191,207,G00007247,,148,88
7330,,CLINTON ST,190,198,191,199,G00007248,,92,88
7331,,SUFFOLK ST,1,5,2,6,G00007249,,148,148
7332,,CLINTON ST,162,188,163,189,G00007250,,146,147
7333,,DIVISION ST,218,236,209,227,G00007251,,146,92
7334,,DIVISION ST,238,254,229,247,G00007252,,146,92
7335,,ATTORNEY ST,21,43,20,44,G00007253,,145,145
7336,,ATTORNEY ST,1,19,2,18,G00007254,,146,146
7340,,NAGLE AVE,166,222,167,215,G00007259,,535,535
7341,,DYCKMAN ST,100,120,101,121,G00007260,,535,535
7342,,E BROADWAY,262,286,263,285,G00007261,,93,93
7343,,GOUVERNEUR ST,8,20,7,19,G00007262,,93,93
7344,,DIVISION ST,256,276,249,275,G00007263,,146,93
7345,,GOUVERNEUR ST,2,6,1,5,G00007264,,93,93
7346,,GOUVERNEUR ST,,,,,G00007265,,146,146
7347,,DIVISION ST,,,277,279,G00007266,,139,93
7348,,GRAND ST,464,482,,,G00007267,,139,146
7349,,BROOME ST,115,129,116,124,G00007268,,139,140
7350,,SHERIFF ST,1,15,2,16,G00007269,,139,139
7351,,BROOME ST,83,97,84,98,G00007270,,139,138
7352,,BROOME ST,99,113,100,114,G00007271,,139,140
7355,,GRAND ST,592,606,591,599,G00007274,,132,130
7356,,GRAND ST,572,574,569,571,G00007275,,134,131
7357,TOMPKINS ST,TOMPKINS ST,1,11,2,12,G00007276,,132,132
7358,,MANGIN ST,1,15,2,14,G00007277,,132,132
7359,,BROOME ST,5,17,6,16,G00007278,,132,133
7360,,GOERICK ST,1,19,2,18,G00007279,,134,132
7361,,BROOME ST,19,31,18,34,G00007280,,132,132
7363,,BROOME ST,33,47,36,50,G00007282,,134,134
7364,,CANNON ST,1,19,2,20,G00007283,,139,135
7365,,WATER ST,628,630,627,629,G00007284,,96,97
7366,,WATER ST,632,684,631,685,G00007285,,97,97
7367,,SCAMMEL ST,52,58,53,59,G00007286,,97,96
7368,,CHERRY ST,386,438,385,435,G00007287,,98,97
7369,,MONROE ST,215,223,212,220,G00007288,,94,95
7370,,SCAMMEL ST,40,50,37,51,G00007289,,98,95
7371,,MONROE ST,225,273,222,274,G00007290,,99,98
7372,,CHERRY ST,350,374,351,373,G00007291,,95,96
7373,,GOUVERNEUR ST,66,74,67,75,G00007292,,96,96
7374,,CHERRY ST,376,384,375,383,G00007293,,95,96
7375,,GOUVERNEUR ST,50,64,51,65,G00007294,,95,95
7376,,RIDGE ST,1,11,2,12,G00007295,,146,146
7377,,GRAND ST,444,462,443,459,G00007296,,144,146
7378,,GRAND ST,426,442,425,441,G00007297,,145,146
7379,,RIDGE ST,13,37,14,38,G00007298,,145,144
7380,,MADISON ST,321,333,318,328,G00007299,,93,94
7381,,SCAMMEL ST,24,38,25,35,G00007300,,99,94
7382,,MADISON ST,335,387,330,384,G00007301,,100,99
7383,,HENRY ST,277,285,274,284,G00007302,,93,93
7384,,SCAMMEL ST,10,22,9,23,G00007303,,100,93
7385,,HENRY ST,287,325,286,338,G00007304,,100,100
7386,,SCAMMEL ST,2,8,1,7,G00007305,,100,93
7387,,CHERRY ST,440,486,437,483,G00007306,,131,130
7388,,MONROE ST,275,315,274,312,G00007307,,131,131
7389,,CORLEARS ST,12,24,13,23,G00007308,,130,131
7390,,MONROE ST,317,327,314,334,G00007309,,130,130
7391,,CORLEARS ST,2,10,1,11,G00007310,,130,131
7392,,GRAND ST,588,590,587,589,G00007311,,132,130
7393,,GRAND ST,576,586,573,587,G00007312,,132,131
7395,,CORLEARS ST,26,38,25,39,G00007314,,130,130
7396,,HESTER ST,12,24,17,31,G00007315,,148,148
7397,,HESTER ST,26,40,33,41,G00007316,,197,203
7398,,NORFOLK ST,15,39,16,40,G00007317,,203,148
7399,,HESTER ST,110,120,121,129,G00007318,,193,200
7400,,WATER ST,738,756,,,G00007319,,130,130
7401,,CHERRY ST,488,526,485,525,G00007320,,130,130
7402,,EAST ST,,,,,G00007321,,130,130
7403,,EAST ST,,,,,G00007322,,130,130
7404,,EAST ST,1,15,,,G00007323,,132,132
7405,,BROOME ST,1,3,2,4,G00007324,,132,133
7406,,WEST ST,,,300,321,G00007325,,101,101
7407,,WEST ST,,,322,331,G00007326,,101,101
7408,,WEST ST,,,332,342,G00007327,,101,101
7409,,W HOUSTON ST,329,351,330,350,G00007328,,101,217
7410,,WEST ST,,,343,352,G00007329,,217,217
7411,,CLARKSON ST,62,82,63,81,G00007330,,217,217
7412,,WEST ST,,,353,361,G00007331,,217,217
7413,,LEROY ST,146,162,145,163,G00007332,,217,229
7414,,WEST ST,,,362,370,G00007333,,229,229
7415,,MORTON ST,100,114,99,115,G00007334,,229,229
7416,,WEST ST,,,371,383,G00007335,,229,229
7417,,BARROW ST,123,143,114,142,G00007336,,229,229
7418,,WEST ST,,,384,387,G00007337,,229,229
7419,,WASHINGTON ST,498,532,495,531,G00007338,,101,102
7420,,CHARLTON ST,114,128,113,119,G00007339,,102,101
7421,,CHARLTON ST,130,138,121,139,G00007340,,101,101
7422,,WASHINGTON ST,534,548,533,549,G00007341,,101,101
7423,,KING ST,124,130,123,137,G00007342,,101,101
7424,,KING ST,132,142,139,149,G00007343,,101,101
7425,,WASHINGTON ST,550,566,551,565,G00007344,,101,101
7426,,SHERMAN AVE,,,,,G00007345,,535,535
7427,,ELLWOOD ST,40,106,41,107,G00007346,,535,535
7434,,WEST ST,,,388,395,G00007353,,230,230
7435,,W TENTH ST,,,305,307,G00007354,,230,230
7436,,WEST ST,,,396,404,G00007355,,230,230
7437,,HORATIO ST,94,118,89,117,G00007356,,240,243
7439,,JANE ST,100,140,97,141,G00007358,,240,240
7440,,WEST ST,,,405,411,G00007359,,230,230
7441,,CHARLES LN,,,,,G00007360,,230,230
7442,,WEST ST,,,412,416,G00007361,,230,230
7443,,PERRY ST,150,178,151,177,G00007362,,230,239
7444,,WEST ST,,,417,425,G00007363,,239,239
7445,,W 11 ST,346,374,347,375,G00007364,,239,239
7446,,WEST ST,427,445,426,444,G00007365,,239,239
7447,,BANK ST,140,168,139,169,G00007366,,239,239
7448,,WEST ST,447,471,446,470,G00007367,,239,239
7449,,BETHUNE ST,33,61,38,64,G00007368,,239,239
7450,,WEST ST,473,491,472,490,G00007369,,239,239
7451,,W 12 ST,370,402,373,401,G00007370,,239,240
7452,,WEST ST,493,507,492,506,G00007371,,240,240
7453,,TENTH AVE,9,19,8,18,G00007372,,243,243
7454,,ISHAM ST,,,,,G00007373,,535,535
7455,,W 32 ST,500,552,501,561,G00007374,,384,388
7457,,W 30 ST,600,642,601,647,G00007376,,382,384
7459,,THIRTEENTH AVE,,,57,64,G00007379,,326,326
7460,,W 24 ST,600,630,601,631,G00007380,,326,346
7461,,THIRTEENTH AVE,,,65,72,G00007381,,346,346
7462,,W 25 ST,600,630,601,635,G00007382,,346,347
7463,,THIRTEENTH AVE,,,73,80,G00007383,,347,347
7464,,W 26 ST,600,640,601,639,G00007384,,347,377
7465,,THIRTEENTH AVE,,,81,85,G00007385,,377,377
7468,,W 28 ST,600,628,601,635,G00007388,,381,381
7491,,W 22 ST,500,560,501,561,G00007411,,326,326
7495,,W 60 ST,300,350,301,351,G00007415,,518,519
7497,HIGH BRIDGE,HIGH BRIDGE,,,,,G00007418,,None,None
7501,,TWELFTH AVE,,,,,G00007423,,518,518
7503,,W 48 ST,600,650,601,649,G00007425,,446,446
7504,,W 49 ST,600,650,601,651,G00007426,,446,448
7505,,W 50 ST,600,652,601,655,G00007427,,448,448
7506,,W 47 ST,600,650,601,649,G00007428,,446,446
7508,,W 48 ST,600,650,601,649,G00007430,,446,446
7511,TWELFTH AVE,TWELFTH AVE,,,,,G00007433,,None,None
7513,TWELFTH AVE,TWELFTH AVE,,,,,G00007435,,None,None
7514,,W 51 ST,600,660,601,659,G00007436,,448,449
7515,TWELFTH AVE,TWELFTH AVE,,,,,G00007437,,None,None
7516,,W 52 ST,600,650,601,651,G00007438,,449,509
7518,,W 54 ST,600,660,601,659,G00007440,,509,513
7520,,W 55 ST,600,660,601,661,G00007442,,513,514
7524,,W 57 ST,600,650,601,651,G00007446,,514,518
7530,,E 109 ST,401,441,400,440,G00007452,,627,627
7531,,PLEASANT AVE,201,211,,,G00007453,,627,627
7532,,E 110 ST,401,441,400,440,G00007454,,627,627
7533,,E 111 ST,401,445,400,444,G00007455,,633,627
7535,,W 41 ST,600,652,601,653,G00007457,,440,440
7537,,W 42 ST,600,652,601,661,G00007459,,440,443
7546,,E 127 ST,301,329,300,328,G00007468,,646,646
7547,,W 33 ST,600,646,601,659,G00007469,,388,388
7549,,W 34 ST,600,662,601,663,G00007471,,388,388
7550,TWELFTH AVE,TWELFTH AVE,,,,,G00007472,,388,388
7551,,W 35 ST,600,660,601,661,G00007473,,388,389
7552,TWELFTH AVE,TWELFTH AVE,,,,,G00007474,,389,389
7553,,W 36 ST,600,660,601,661,G00007475,,389,393
7554,TWELFTH AVE,TWELFTH AVE,,,,,G00007476,,393,393
7555,,W 37 ST,600,660,601,661,G00007477,,393,393
7557,,W 38 ST,600,658,601,661,G00007479,,393,394
7558,,FIRST AVE,,,,,G00007480,,646,646
7559,,E 126 ST,,,,,G00007481,,646,646
7560,,FIRST AVE,,,,,G00007482,,646,646
7561,,E 126 ST,301,341,300,340,G00007483,,646,646
7564,,THIRD AVE,2364,2380,2361,2379,G00007486,,652,652
7566,,E 129 ST,141,171,140,172,G00007488,,652,652
7567,,THIRD AVE,2382,2398,2381,2399,G00007489,,652,652
7571,,THIRD AVE,,,,,G00007493,,653,653
7573,HARLEM BRIDGE,HARLEM BRIDGE,,,,,G00007495,,None,None
7574,,EAST ST,17,21,,,G00007496,,133,133
7575,TOMPKINS ST,TOMPKINS ST,13,29,14,28,G00007497,,133,133
7576,,DELANCEY ST,340,348,339,347,G00007498,,133,133
7577,,EAST ST,23,45,,,G00007499,,133,133
7578,TOMPKINS ST,TOMPKINS ST,31,55,30,56,G00007500,,133,133
7579,,RIVINGTON ST,,,357,371,G00007501,,156,133
7580,,RIVINGTON ST,20,34,19,35,G00007502,,216,208
7581,,STANTON ST,28,40,23,39,G00007503,,248,216
7587,,DELANCEY ST,286,302,285,303,G00007509,,136,135
7588,,CANNON ST,45,75,46,74,G00007510,,137,136
7592,,DELANCEY ST,132,146,133,147,G00007514,,149,149
7594,,DELANCEY ST,148,164,149,163,G00007516,,151,150
7595,,SUFFOLK ST,91,119,90,122,G00007517,,149,151
7596,,STANTON ST,240,256,241,255,G00007518,,302,154
7597,,STANTON ST,222,238,223,239,G00007519,,303,153
7598,TOMPKINS ST,TOMPKINS ST,57,89,58,90,G00007520,,156,156
7599,,STANTON ST,342,350,343,351,G00007521,,300,156
7600,,SHERIFF ST,131,133,130,132,G00007522,,307,307
7601,,E HOUSTON ST,,,445,463,G00007523,,308,301
7602,,CANNON ST,,,,,G00007524,,308,300
7603,,E HOUSTON ST,,,423,443,G00007525,,308,301
7604,,SHERIFF ST,101,129,102,128,G00007526,,302,302
7605,,E HOUSTON ST,,,403,421,G00007527,,307,302
7606,WILLETT ST,WILLETT ST,107,133,106,132,G00007528,,303,302
7607,,E HOUSTON ST,382,406,381,401,G00007529,,307,302
7608,,E HOUSTON ST,360,380,357,379,G00007530,,307,303
7610,,E HOUSTON ST,510,522,511,523,G00007532,,300,300
7611,TOMPKINS ST,TOMPKINS ST,,,,,G00007533,,300,300
7612,,GOERICK ST,147,163,150,160,G00007534,,300,300
7613,,E 3 ST,389,435,396,424,G00007535,,300,300
7614,,LEWIS ST,129,147,130,148,G00007536,,308,300
7615,,E 3 ST,381,387,380,394,G00007537,,300,300
7616,,MANHATTAN ST,,,,,G00007538,,308,308
7617,,E 3 ST,359,371,358,370,G00007539,,308,308
7618,,E 3 ST,341,357,340,356,G00007540,,308,308
7619,,SHERIFF ST,43,71,44,72,G00007541,,141,137
7620,,RIVINGTON ST,252,266,253,267,G00007542,,154,137
7621,WILLETT ST,WILLETT ST,45,75,48,74,G00007543,,142,141
7622,,RIVINGTON ST,236,250,233,251,G00007544,,154,141
7623,,RIVINGTON ST,216,234,217,231,G00007545,,153,142
7624,,SHERIFF ST,73,99,74,100,G00007546,,154,154
7625,WILLETT ST,WILLETT ST,77,105,76,104,G00007547,,153,154
7626,,STANTON ST,304,320,305,321,G00007548,,300,156
7627,,CANNON ST,77,107,76,106,G00007549,,155,155
7628,,STANTON ST,286,302,287,303,G00007550,,301,155
7629,,STANTON ST,272,284,273,285,G00007551,,301,155
7630,LEWIS ST,LEWIS ST,101,127,100,128,G00007552,,301,300
7631,,CANNON ST,109,137,108,138,G00007553,,301,301
7632,,MANGIN ST,45,75,44,76,G00007554,,133,133
7633,,RIVINGTON ST,338,356,339,355,G00007555,,156,133
7634,,GOERICK ST,51,79,52,78,G00007556,,136,133
7635,,RIVINGTON ST,322,336,323,337,G00007557,,156,133
7636,LEWIS ST,LEWIS ST,45,69,46,70,G00007558,,136,136
7637,,RIVINGTON ST,308,320,307,321,G00007559,,156,136
7638,,RIVINGTON ST,290,306,291,305,G00007560,,155,136
7639,,MANGIN ST,77,105,78,106,G00007561,,156,156
7640,,GOERICK ST,81,117,80,116,G00007562,,156,156
7641,LEWIS ST,LEWIS ST,71,99,72,98,G00007563,,155,156
7642,,E 114 ST,151,179,152,180,G00007564,,638,631
7643,,LEXINGTON AVE,1828,1848,1829,1849,G00007565,,631,631
7644,,E 114 ST,101,147,94,132,G00007566,,638,631
7645,,FIFTH AVE,2286,2310,2287,2311,G00007568,,654,653
7653,,CORBIN PL,,,,,G00007577,,535,535
7659,,BROADWAY,,,4642,4646,G00007583,,535,535
7660,,FORT WASHINGTON AVE,,,,,G00007584,,535,535
7661,,NICHOLS PL,,,,,G00007585,,535,535
7663,,NICHOLS PL,,,,,G00007587,,535,535
7664,,PRESCOTT AVE,,,,,G00007588,,535,535
7667,,EMERSON ST,,,,,G00007591,,535,535
