ED,Street1,Street2,Street3,Street4,Street5,Street6,Street7,Street8,Street9,Street10,Street11,Street12,Street13,Street14,Street15,Street16,Street17,Street18,Street19,Street20,Street21,Street22,Street23,Street24,Street25,Street26,Street27,Street28,Street29,Street30,Street31,Street32,Street33,Street34,Street35,Street36,Street37,Street38,Street39,Street40,Street41,Street42,Street43,Street44,Street45,Street46,Street47,Street48,Street49,Street50,Street51,Street52,Street53,Street54,Street55,Street56,Street57,Street58,Street59,Street60,Street61,Street62,Street63,Street64,Street65,Street66,Street67,Street68,Street69,Street70,Street71,Street72
906,CENTRAL AVENUE,COVERT,ELDERT,EVERGREEN AVENUE,HALSEY,JEFFERSON AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,CENTRAL AVENUE,COVERT,ELDERT,EVERGREEN AVENUE,HALSEY,HAMBURG AVENUE,SCHAEFFER,WEIRFIELD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,CORNELIA,HALSEY,HAMBURG AVENUE,HANCOCK,IRVING AVENUE,IRVING SQUARE,JEFFERSON AVENUE,KNICKERBOCKER AVENUE,WEIRFIELD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,COVERT,ELDERT,HALSEY,HAMBURG AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,BOROUGH LINE,COOPER,COVERT,DECATUR,HAMBURG AVENUE,KNICKERBOCKER AVENUE,SCHAEFFER,VAN VOORHIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,BOROUGH LINE,CHAUNCEY,COOPER,DECATUR,HAMBURG AVENUE,HICKORY,KNICKERBOCKER AVENUE,LYON,MOFFAT,MONMOUTH AVENUE,PILLING,VAN VOORHIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,CENTRAL AVENUE,CHAUNCEY,COOPER,DECATUR,GRANITE,HAMBURG AVENUE,HICKORY,MOFFAT,MONMOUTH AVENUE,PILLING,SCHAEFFER,VAN VOORHIES,VERMONT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,CENTRAL AVENUE,CHAUNCEY,COOPER,DECATUR,EVERGREEN AVENUE,EVERGREEN PLACE,GRANITE,HIGHLAND BOULEVARD,MOFFAT,PILLING,SCHAEFFER,VAN VOORHIES,VERMONT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,BROADWAY,BUSHWICK AVENUE,COOPER,DECATUR,EVERGREEN AVENUE,VAN VOORHIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,BROADWAY,BUSHWICK AVENUE,CHAUNCEY,COOPER,EVERGREEN AVENUE,MOFFAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,BROADWAY,BUSHWICK AVENUE,CHAUNCEY,EVERGREEN AVENUE,GRANITE,PILLING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,BROADWAY,BUSHWICK AVENUE,DE SALES PLACE,EVERGREEN AVENUE,FURMAN AVENUE,GRANITE,LOURDES PLACE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,BROADWAY,BUSHWICK AVENUE,CONWAY,DE SALES PLACE,EASTERN PARKWAY,HIGHLAND BOULEVARD,PELLINGTON PLACE,ROSE PLACE,VANDERVEER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,NINETEENTH,20,22,2 ST EAST,3 ST EAST,GRAVESEND AVENUE,GREENWOOD AVENUE,NATRON,SEELEY,TERRACE PLACE,VANDERBILT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,SEVENTEENTH,EIGHTEENTH,NINETEENTH,3 ST EAST,4 ST EAST,5 ST EAST,ADAMS PLACE,CONEY ISLAND AVENUE,GREENWOOD AVENUE,PROSPECT AVENUE,PROSPECT PARK SOUTH,REEVE PLACE,SEELEY,SHERMAN,TERRACE PLACE,VANDERBILT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,7 ST EAST,8 ST EAST,CATON AVENUE,CATON PLACE,CONEY ISLAND AVENUE,GREENWOOD AVENUE,HENRY,JOHNSON,KERMET PLACE,OCEAN PARKWAY,PROSPECT AVENUE,SHERMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,2 ST EAST,3 ST EAST,4 ST EAST,5 ST EAST,CATON AVENUE,FORT HAMILTON PARKWAY,GRAVESEND AVENUE,GREENWOOD AVENUE,OCEAN PARKWAY,PROSPECT AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,TWELFTH AVENUE,THIRTEENTH AVENUE,2 ST EAST,36,37,38,39,ALBEMARLE ROAD,BUTLER,CATON AVENUE,CHESTER AVENUE,DAHILL ROAD,FORT HAMILTON PARKWAY,GRAVESEND AVENUE,MINNA,NATRON,TEHAMA,WEST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,2 ST EAST,36,ALBEMARLE ROAD,BEVERLY ROAD,BUTLER,CHESTER AVENUE,CHRISTOPHER AVENUE,CHURCH AVENUE,CLARA,DAHILL ROAD,GRAVESEND AVENUE,LOUISA,STORY,TEHAMA,WASHINGTON AVENUE,WEST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,2 ST EAST,3 ST EAST,4 ST EAST,5 ST EAST,ALBEMARLE ROAD,BERGEN\'SOUTH LANE,BUTLER,CATON AVENUE,CHURCH AVENUE,OCEAN PARKWAY,WASHINGTON AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,TENTH ST EAST,7 ST EAST,8 ST EAST,ALBEMARLE ROAD,ARGYLE ROAD,BUTLER,CATON AVENUE,CHURCH AVENUE,CONEY ISLAND AVENUE,FRIEL PLACE,HENRY,JOHNSON,KERMET PLACE,OCEAN PARKWAY,STRATFORD ROAD,WESTMINSTER ROAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,FORTEENTH ST EAST,SIXTEENTH ST EAST,SEVENTEENTH ST EAST,EIGHTEENTH ST EAST,ARGYLE ROAD,CATON AVENUE,CHURCH AVENUE,FLATBUSH AVENUE,IRVING PLACE,MAPLE COURT,MARLBOROUGH ROAD,OCEAN AVENUE,RUGBY ROAD,SAINT PAULS COURT,SAINT PAULS PLACE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,CATON AVENUE,CONEY ISLAND AVENUE,CROOKE AVENUE,DALTON AVENUE,FLATBUSH AVENUE,IRVING PLACE,KENMORE PLACE,OCEAN AVENUE,PARADE GROUND,PARADE PLACE,PARKSIDE AVENUE,SILVER,SAINT PAULS PLACE,STEWART,WOODRUFF AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,BEDFORD AVENUE,CATON AVENUE,CHURCH AVENUE,CLARKSON AVENUE,FLATBUSH AVENUE,LENOX ROAD,LINDEN,MARTENSE,MARTENSE COURT,RIDGEWOOD AVENUE,ROBINSON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,BEDFORD AVENUE,FENIMORE,FLATBUSH AVENUE,HAWTHORNE,ROBINSON,WESTBURY COURT,WILSON,WINTHROP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,BEDFORD AVENUE,BEEKMAN PLACE,CHESTER COURT,FENIMORE,FLATBUSH AVENUE,LEFFERTS AVENUE,LINCOLN ROAD,MAPLE,MIDWOOD,OCEAN AVENUE,PARKSIDE AVENUE,RUTLAND ROAD,WASHINGTON AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,BEDFORD AVENUE,LEFFERTS AVENUE,LINCOLN ROAD,MAPLE,NOSTRAND AVENUE,ROGERS AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,BEDFORD AVENUE,FENIMORE,HAWTHORNE,LENOX ROAD,MAPLE,MIDWOOD,NOSTRAND AVENUE,ROBINSON,ROGERS AVENUE,RUTLAND ROAD,WILSON,WINTHROP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,BEDFORD AVENUE,CLARKSON AVENUE,LENOX ROAD,NOSTRAND AVENUE,ROBINSON,ROGERS AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,BEDFORD AVENUE,CHURCH AVENUE,LENOX ROAD,LINDEN,MARTENSE,NOSTRAND AVENUE,RIDGEWOOD AVENUE,ROGERS AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,34 ST EAST,CHURCH AVENUE,CLARKSON AVENUE,FAIR VIEW PLACE,FAIRVIEW PLACE,LENOX ROAD,LINDEN,MARTENSE,NEW YORK AVENUE,NOSTRAND AVENUE,RALEIGH PLACE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,34 ST EAST,35 ST EAST,37 ST EAST,38 ST EAST,BROOKLYN AVENUE,CHURCH AVENUE,CLARKSON AVENUE,LENOX ROAD,LINDEN,MARTENSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,34 ST EAST,37 ST EAST,BROOKLYN AVENUE,CLARKSON AVENUE,FENIMORE,HAWTHORNE,NEW YORK AVENUE,NOSTRAND AVENUE,ROBINSON,WILSON,WINTHROP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,NY CITY HOME AGED  AMP; INFIRM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,BROOKLYN AVENUE,FENIMORE,LEFFERTS AVENUE,LINCOLN ROAD,MAPLE,MIDWOOD,NEW YORK AVENUE,NEW YORK AVENUE EAST,NOSTRAND AVENUE,RUTLAND ROAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,ALBANY AVENUE,BROOKLYN AVENUE,FENIMORE,KINGSTON AVENUE,LEFFERTS AVENUE,MAPLE,MIDWOOD,NEW YORK AVENUE EAST,RUTLAND ROAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,37 ST EAST,38 ST EAST,39 ST EAST,ALBANY AVENUE,BROOKLYN AVENUE,CLARKSON AVENUE,FENIMORE,HAWTHORNE,KINGSTON AVENUE,WILSON,WINTHROP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,KINGS CO HOSPITAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,38 ST EAST,39 ST EAST,40 ST EAST,42 ST EAST,ALBANY AVENUE,CHURCH AVENUE,CLARKSON AVENUE,LENOX ROAD,LINDEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,42 ST EAST,43,44 ST EAST,45 ST EAST,46 ST EAST,CHURCH AVENUE,CLARKSON AVENUE,COLTON,LENOX ROAD,LINDEN,TROY AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,44 ST EAST,45 ST EAST,46 ST EAST,ALBANY AVENUE,CLARKSON AVENUE,COLTON,FENIMORE,HAWTHORNE,RUTLAND ROAD,SCHENECTADY AVENUE,TROY AVENUE,WILSON,WINTHROP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,LONG ISLAND STATE INSANE HOSPITAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,44 ST EAST,45 ST EAST,46 ST EAST,ALBANY AVENUE,LEFFERTS AVENUE,MAPLE,MIDWOOD,NEW YORK AVENUE EAST,RUTLAND ROAD,SCHENECTADY AVENUE,TROY AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,48 ST EAST,51 ST EAST,52 ST EAST,91 ST EAST,EARL,FURNELL,LEFFERTS AVENUE,MAPLE,MIDWOOD,NEW YORK AVENUE EAST,REMSEN AVENUE,RUTLAND ROAD,SCHENECTADY AVENUE,UTICA AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,48 ST EAST,51 ST EAST,52 ST EAST,CLARKSON AVENUE,RUTLAND ROAD,SCHENECTADY AVENUE,UTICA AVENUE,WILSON,WINTHROP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,46 ST EAST,48 ST EAST,CHURCH AVENUE,CLARKSON AVENUE,LENOX ROAD,LINDEN,SCHENECTADY AVENUE,UTICA AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
952,51 ST EAST,52 ST EAST,53 ST EAST,CHURCH AVENUE,CLARKSON AVENUE,LENOX ROAD,LINDEN,LIVONIA AVENUE,UTICA AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,54 ST EAST,55 ST EAST,56 ST EAST,57 ST EAST,58 ST EAST,59 ST EAST,CHURCH AVENUE,CLARKSON AVENUE,KINGS HIGHWAY,LENOX ROAD,LINDEN,RALPH AVENUE,REMSEN AVENUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
