ED,Street1,Street2,Street3,Street4,Street5,Street6,Street7,Street8,Street9,Street10,Street11,Street12,Street13,Street14,Street15,Street16,Street17,Street18,Street19,Street20,Street21,Street22,Street23,Street24,Street25,Street26,Street27,Street28,Street29,Street30,Street31,Street32,Street33,Street34,Street35,Street36,Street37,Street38,Street39,Street40,Street41,Street42,Street43,Street44,Street45,Street46,Street47,Street48,Street49,Street50,Street51,Street52,Street53,Street54,Street55,Street56,Street57,Street58,Street59,Street60,Street61,Street62,Street63,Street64,Street65,Street66,Street67,Street68,Street69,Street70,Street71,Street72,Street1.y,Street2.y,Street3.y,Street4.y,Street5.y,Street6.y,Street7.y,Street8.y,Street9.y,Street10.y,Street11.y,Street12.y,Street13.y,Street14.y,Street15.y,Street16.y,Street17.y,Street18.y,Street19.y,Street20.y,Street21.y,Street22.y,Street23.y,Street24.y,Street25.y,Street26.y,Street27.y,Street28.y,Street29.y,Street30.y,Street31.y,Street32.y,Street33.y,Street34.y,Street35.y,Street36.y,Street37.y,Street38.y,Street39.y,Street40.y,Street41.y,Street42.y,Street43.y,Street44.y,Street45.y,Street46.y,Street47.y,Street48.y,Street49.y,Street50.y,Street51.y,Street52.y,Street53.y,Street54.y,Street55.y,Street56.y,Street57.y,Street58.y,Street59.y,Street60.y,Street61.y,Street62.y,Street63.y,Street64.y,Street65.y,Street66.y,Street67.y,Street68.y,Street69.y,Street70.y,Street71.y,Street72.y,Street73,Street74,Street75,Street76,Street77,Street78,Street79,Street80,Street81,Street82,Street83,Street84,Street85,Street86,Street87,Street88,Street89,Street90,Street91,Street92,Street93
1065,TWELFTH AVENUE [M],THIRTEENTH AVENUE [M],FORTEENTH AVENUE [M],36 [M],37 [M],38 [M],39 [M],40 [M],41 [M],BAY 6 [M],NEW UTRECHT AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TWELFTH AVENUE [G],THIRTEENTH AVENUE [G],37 [G],38 [G],39 [G],40 [G],41 [G],CHURCH AVENUE [G],OLD   NORTHWEST UTRECHT ROAD [G],FORTEENTH AVENUE [G],36 [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,ELEVENTH AVENUE [M],TWELFTH [M],TWELFTH AVENUE [M],THIRTEENTH AVENUE [M],39 [M],40 [M],41 [M],42 [M],43 [M],44 [M],66 [M],FORT HAMILTON PARKWAY [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TWELFTH AVENUE [G],40 [G],41 [G],42 [G],43 [G],44 [G],FORT HAMILTN PARKWAY [G],THIRTEENTH AVENUE [G],39 [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,ELEVENTH AVENUE [M],TWELFTH [M],TWELFTH AVENUE [M],45 [M],46 [M],47 [M],48 [M],49 [M],50 [M],51 [M],52 [M],53 [M],ALBEN SQ [M],BAY SIXTEENTH [M],FORT HAMILTON PARKWAY [M],NEW UTRECHT AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELEVENTH AVENUE [G],TWELFTH AVENUE [G],45 [G],46 [G],47 [G],48 [G],49 [G],50 [G],51 [G],52 [G],53 [G],FORT HAMILTN PARKWAY [G],NEW UTRECHT AVENUE [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,TENTH AVENUE [M],ELEVENTH AVENUE [M],TWELFTH [M],TWELFTH AVENUE [M],58 [M],59 [M],60 [M],61 [M],62 [M],63 [M],64 [M],65 [M],66 [M],67 [M],68 [M],FORT HAMILTON PARKWAY [M],OVINGTON AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELEVENTH AVENUE [G],59 [G],60 [G],61 [G],62 [G],63 [G],64 [G],65 [G],66 [G],67 [G],68 [G],FORT HAMILTN PARKWAY [G],OVINGTON AVENUE [G],TENTH AVENUE [G],TWELFTH AVENUE [G],58 [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1069,TWELFTH AVENUE [M],THIRTEENTH AVENUE [M],FORTEENTH AVENUE [M],56 [M],58 [M],60 [M],61 [M],62 [M],63 [M],64 [M],65 [M],BAY SIXTEENTH [M],BAY 6 [M],NEW UTRECHT AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TWELFTH AVENUE [G],THIRTEENTH AVENUE [G],FORTEENTH AVENUE [G],59 [G],60 [G],61 [G],62 [G],63 [G],64 [G],65 [G],58 [G],NEW UTRECHT AVENUE [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1070,TWELFTH AVENUE [M],THIRTEENTH AVENUE [M],FORTEENTH AVENUE [M],65 [M],66 [M],67 [M],68 [M],70 [M],71 [M],72 [M],BAY 6 [M],BAY RIDGE AVENUE [M],OVINGTON AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TWELFTH AVENUE [G],THIRTEENTH AVENUE [G],66 [G],67 [G],70 AVENUE [G],71 [G],72 [G],BAY RIDGE AVENUE [G],OVINGTON AVENUE [G],FORTEENTH AVENUE [G],65 [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1071,TENTH AVENUE [M],ELEVENTH AVENUE [M],TWELFTH [M],TWELFTH AVENUE [M],68 [M],70 [M],71 [M],72 [M],73 [M],74 [M],75 [M],76 [M],77 [M],78 [M],79 [M],7 AVENUE [M],BAY RIDGE AVENUE [M],BAY RIDGE PARKWAY [M],FORT HAMILTON PARKWAY [M],OVINGTON AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELEVENTH AVENUE [G],70 AVENUE [G],71 [G],72 [G],73 [G],74 [G],76 [G],77 [G],78 [G],79 [G],BAY RIDGE AVENUE [G],BAY RIDGE PARKWAY [G],FORT HAMILTN PARKWAY [G],7 AVENUE [G],TENTH AVENUE [G],TWELFTH AVENUE [G],68 [G],OVINGTON AVENUE [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,TWELFTH AVENUE [M],THIRTEENTH AVENUE [M],FORTEENTH AVENUE [M],72 [M],73 [M],74 [M],75 [M],76 [M],77 [M],78 [M],79 [M],BAY 6 [M],BAY RIDGE PARKWAY [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TWELFTH AVENUE [G],THIRTEENTH AVENUE [G],73 [G],74 [G],76 [G],77 [G],78 [G],79 [G],BAY RIDGE PARKWAY [G],FORTEENTH AVENUE [G],72 [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1073,FORTEENTH AVENUE [M],FIFTEENTH AVENUE [M],65 [M],66 [M],67 [M],68 [M],69 [M],BAY SIXTEENTH [M],BAY 6 [M],BAY 9 [M],BAY RIDGE AVENUE [M],NEW UTRECHT AVENUE [M],OVINGTON AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FORTEENTH AVENUE [G],FIFTEENTH AVENUE [G],66 [G],67 [G],BAY RIDGE AVENUE [G],OVINGTON AVENUE [G],65 [G],NEW UTRECHT AVENUE [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,FORTEENTH AVENUE [M],FIFTEENTH AVENUE [M],SIXTEENTH AVENUE [M],SEVENTEENTH AVENUE [M],54 [M],76 [M],77 [M],78 [M],79 [M],80 [M],80 ST EAST [M],81 [M],82 [M],83 [M],84 [M],BAY TWELFTH [M],BAY FIFTEENTH [M],BAY SIXTEENTH [M],BAY 6 [M],BAY 9 [M],BEATTIE [M],NEW UTRECHT AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FORTEENTH AVENUE [G],FIFTEENTH AVENUE [G],SIXTEENTH AVENUE [G],SEVENTEENTH AVENUE [G],77 [G],78 [G],79 [G],80 [G],81 [G],82 [G],83 [G],84 [G],BAY SIXTEENTH   JACKSON [G],KINGS HGWY [G],MAIN [G],NEW UTRECHT AVENUE [G],76 [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1075,SIXTEENTH AVENUE [M],SEVENTEENTH AVENUE [M],84 [M],85 [M],86 [M],BATH AVENUE [M],BAY TWELFTH [M],BAY THIRTEENTH [M],BAY FORTEENTH [M],BAY FIFTEENTH [M],BENSON AVENUE [M],CROPSEY AVENUE [M],CROPSEY LANE [M],GRAVESEND BAY [M],WAREHOUSE AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SIXTEENTH AVENUE [G],85 [G],86 [G],BATH AVENUE [G],BAY THIRTEENTH [G],BAY FORTEENTH [G],BENNETTS LANE [G],BENSON AVENUE [G],CROPSEY AVENUE [G],THE BAY LANE [G],WAREHOUSE AVENUE [G],SEVENTEENTH AVENUE [G],84 [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,FIFTEENTH AVENUE [M],SIXTEENTH AVENUE [M],84 [M],85 [M],86 [M],BATH AVENUE [M],BAY TENTH [M],BAY ELEVENTH [M],BAY TWELFTH [M],BAY 9 [M],BENNETT\'SOUTH LANE [M],BENSON AVENUE [M],CROPSEY AVENUE [M],CROPSEY LANE [M],GRAVESEND BAY [M],WAREHOUSE AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIFTEENTH AVENUE [G],FIFTEENTH AVENUE [G],85 [G],86 [G],BATH AVENUE [G],BAY TENTH [G],BAY ELEVENTH [G],BENSON AVENUE [G],CROPSEY AVENUE [G],WAREHOUSE AVENUE [G],SIXTEENTH AVENUE [G],84 [G],BENNETTS LANE [G],MAIN [G],THE BAY LANE [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,FORTEENTH AVENUE [M],FIFTEENTH AVENUE [M],84 [M],85 [M],86 [M],BATH AVENUE [M],BAY 6 [M],BAY 7 [M],BAY 8 [M],BAY 9 [M],BENSON AVENUE [M],CROPSEY AVENUE [M],GRAVESEND BAY [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FORTEENTH AVENUE [G],85 [G],86 [G],BATH AVENUE [G],BAY 7 [G],BAY 8 [G],BENSON AVENUE [G],CROPSEY AVENUE [G],INDEPENDENCE AVENUE [G],SHARP AVENUE [G],FIFTEENTH AVENUE [G],FIFTEENTH AVENUE [G],84 [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,TENTH AVENUE [M],ELEVENTH AVENUE [M],TWELFTH [M],TWELFTH AVENUE [M],THIRTEENTH AVENUE [M],FORTEENTH AVENUE [M],79 [M],7 AVENUE [M],80 [M],81 [M],82 [M],84 [M],85 [M],86 [M],ATLANTIC AVENUE [M],BAY 1 [M],BAY 2 [M],BAY 5 [M],BAY 6 [M],BEATTIE [M],BENSON AVENUE [M],DE LAPLAINE [M],DE RUSSEY [M],DYKER BEACH PARK [M],FRANKLIN [M],GRAVESEND BAY [M],GROVE [M],GUBNER [M],LAFAYETTE AVENUE [M],LEXINGTON AVENUE [M],MORRISON [M],NEW UTRECHT AVENUE [M],OCEAN AVENUE [M],PROPOSED [M],SHARP AVENUE [M],WAREHOUSE AVENUE [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELEVENTH AVENUE [G],TWELFTH AVENUE [G],THIRTEENTH AVENUE [G],THIRTEENTH AVENUE [G],80 [G],81 [G],82 [G],83 [G],84 [G],85 [G],86 [G],ATLANTIC AVENUE [G],BAY 5 [G],BAY 1 [G],BAY 4 [G],BAY 2 [G],BENSON AVENUE [G],CUBNER [G],DELAPLAINE [G],DERUSSEY [G],ELEVENTH AVENUE [G],GROVE AVENUE [G],LAFAYETTE AVENUE [G],LEXINGTON AVENUE [G],MORRISON [G],NEW UTRECHT AVENUE [G],OCEAN AVENUE [G],PARROTT PLACE [G],7 AVENUE [G],TENTH AVENUE [G],TWELFTH AVENUE [G],WATERS AVENUE [G],FORTEENTH AVENUE [G],79 [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,BATTERY AVENUE [M],FORT HAMILTON [M],FORT HAMILTON PARK [M],US GOVERNMENT RESERVATION [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FORT HAMILTN PARKWAY [G],FORT HAMILTON AVENUE [G],SMITH AVENUE [G],92 [G],BATTERY AVENUE [G],DAHLGREEN PLACE [G],POLY PLACE [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1080,100 [M],101 [M],102 [M],104 [M],105 [M],4 AVENUE [M],5 AVENUE [M],7 AVENUE [M],86 [M],87 [M],88 [M],89 [M],90 [M],92 [M],93 [M],94 [M],95 [M],97 [M],98 [M],99 [M],BATTERY AVENUE [M],DAHLGREEN PLACE [M],FORT HAMILTON PARKWAY [M],FORT HILL PLACE [M],GALSTON AVENUE [M],GATLING PLACE [M],GELSTON AVENUE [M],MARINE AVENUE [M],NARROWS [M],PARROTT PLACE [M],POLY PLACE [M],QUEEN [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100 [G],101 [G],BATH AVENUE [G],102 [G],103 [G],105 [G],87 [G],88 [G],89 [G],90 [G],92 [G],94 [G],95 [G],97 [G],99 [G],BATTERY AVENUE [G],CATHERINE [G],CLARKE [G],CONCOR [G],CROPSEY AVENUE [G],DAHLGREEN PLACE [G],DENYSE [G],EVANS PLACE [G],5 AVENUE [G],FOREST PLACE [G],FORT HAMILTN PARKWAY [G],FORT HILL PLACE [G],4 AVENUE [G],GATLING PLACE [G],GELSTON AVENUE [G],JEFFERSON [G],LAFAYETTE [G],MARINE AVENUE [G],MONTGOMERY [G],LEXINGTON AVENUE [G],PARROTT PLACE [G],POLY PLACE [G],SHORE ROAD [G],WAREHOUSE [G],WARREN [G],WASHINGTON AVENUE [G],WAVERLEY PLACE [G],86 [G],CUBNER [G],FORT HAMILTON AVENUE [G],7 AVENUE [G],SMITH AVENUE [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,100 [M],101 [M],2 AVENUE [M],3 AVENUE [M],4 AVENUE [M],5 AVENUE [M],89 [M],90 [M],91 [M],92 [M],93 [M],94 [M],95 [M],96 [M],97 [M],98 [M],99 [M],FOREST PLACE [M],MARINE AVENUE [M],NARROWS [M],STATIPN [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100 [G],3 AVENUE [G],90 [G],91 [G],92 [G],93 [G],94 [G],95 [G],96 [G],97 [G],99 [G],CLINTON AVENUE [G],FOREST AVENUE [G],FOREST PLACE [G],4 AVENUE [G],LEXINGTON AVENUE [G],MARINE AVENUE [G],RIDGE BOULEVARD [G],SHORE ROAD [G],TOMPKINS [G],UNION [G],89 [G],5 AVENUE [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082,1 AVENUE [M],2 AVENUE [M],89 [M],91 [M],92 [M],93 [M],94 [M],MARINE AVENUE [M],NARROWS [M],NARROWS AVENUE [M],OLIVER [M],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91 [G],92 [G],93 [G],94 [G],95 [G],COLONIAL ROAD [G],MARINE AVENUE [G],NARROWS AVENUE [G],OLIVER [G],RIDGE BOULEVARD [G],SHORE ROAD [G],89 [G],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
