Name,Name1850,AltName,Ward_Left,Left_Low,Left_High,Right_Low,Right_High,ObjectID,JoinId,Full_Name,Ward_Right
E 70,E 70,NA,19,NA,NA,NA,NA,2600,G00002400,NA,19
PARK AVE,PARK AVE,NA,18,460,476,465,477,2603,G00002404,NA,18
E 109,E 109,NA,12,NA,NA,NA,NA,2606,G00002407,NA,12
E 21,E 21,NA,18,174,222,175,223,2608,G00002409,NA,18
9 AVE,9 AVE,NA,16,77,91,78,92,2609,G00002410,NA,16
W 22,W 22,NA,16,80,142,81,143,2612,G00002413,NA,16
BLEECKER,BLEECKER,NA,9,282,298,281,299,2613,G00002414,NA,9
WILLIAM,WILLIAM,NA,1,43,53,46,54,2614,G00002415,NA,1
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,2615,G00002416,10 AVE,12
COLLISTER,COLLISTER,NA,5,NA,NA,NA,NA,2616,G00002417,NA,5
GREENWICH,GREENWICH,NA,9,620,634,619,635,2618,G00002419,NA,9
W BROADWAY,W BROADWAY,NA,8,1,29,2,28,2619,G00002420,W BROADWAY PL,8
AVE A,AVE A,NA,17,119,129,NA,NA,2620,G00002421,NA,17
PITT,PITT,NA,11,113,141,114,142,2624,G00002426,NA,11
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,2625,G00002427,NA,19
WAVERLY PL,WAVERLY PL,NA,9,NA,NA,181,209,2626,G00002428,NA,9
HUDSON,HUDSON,NA,8,341,361,346,364,2628,G00002430,NA,8
5 AVE,5 AVE,NA,12,NA,NA,NA,NA,2629,G00002431,NA,12
MONTGOMERY,MONTGOMERY,NA,7,81,87,82,86,2630,G00002432,NA,7
DELANCEY,DELANCEY,NA,10,56,70,55,69,2631,G00002433,NA,10
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,2633,G00002436,NA,12
LENOX AVE,LENOX AVE,NA,12,NA,NA,NA,NA,2634,G00002437,NA,12
10 AVE,10 AVE,NA,19,685,701,686,702,2635,G00002438,NA,19
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,2639,G00002442,NA,12
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,816,832,2640,G00002443,NA,19
9 AVE,9 AVE,NA,16,123,141,126,140,2643,G00002446,NA,16
JEFFERSON,JEFFERSON,NA,7,7,19,8,20,2644,G00002447,NA,7
PRINCE,PRINCE,NA,8,190,206,189,205,2645,G00002448,NA,8
W 35,W 35,NA,16,500,550,501,551,2646,G00002449,NA,16
E 123,E 123,NA,12,NA,NA,NA,NA,2649,G00002452,NA,12
AVE A,AVE A,NA,17,191,205,188,202,2650,G00002453,NA,17
MINETTA LN,MINETTA LN,MINNETA,15,1,5,2,4,2652,G00002456,MINETTO LN,15
E 83,E 83,NA,19,NA,NA,NA,NA,2653,G00002457,NA,19
HUDSON,HUDSON,NA,5,95,101,94,100,2654,G00002458,NA,5
GREENE,GREENE,NA,8,119,147,118,146,2655,G00002459,NA,8
E 43,E 43,NA,19,121,125,116,126,2656,G00002460,NA,19
LEONARD,LEONARD,NA,6,NA,NA,122,140,2657,G00002461,NA,6
W END AVE,W END AVE,NA,12,NA,NA,NA,NA,2658,G00002462,NA,12
GREENE,GREENE,NA,8,1,35,2,34,2659,G00002463,NA,8
NATHAN D PERLMAN PL,NATHAN D PERLMAN PL,NA,18,NA,NA,1,9,2660,G00002464,LIVINGSTON PL,18
W 57,W 57,NA,19,NA,NA,NA,NA,2664,G00002468,NA,19
W 19,W 19,NA,16,70,126,69,127,2665,G00002469,NA,16
LEX AVE,LEX AVE,NA,18,90,108,89,105,2666,G00002470,NA,18
7 AVE,7 AVE,NA,16,210,226,209,225,2668,G00002472,NA,16
GRAND,GRAND,NA,10,236,252,237,253,2669,G00002473,NA,10
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,2671,G00002475,10 AVE,12
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,2672,G00002476,NA,12
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,2673,G00002477,10 AVE,12
ALLEN,ALLEN,NA,17,179,213,180,214,2674,G00002478,NA,17
W 175,W 175,NA,12,NA,NA,NA,NA,2677,G00002481,NA,12
E 3,E 3,NA,11,181,253,182,254,2678,G00002482,NA,11
9 AVE,9 AVE,NA,16,459,473,444,470,2681,G00002486,NA,16
MONROE,MONROE,NA,7,1,43,2,44,2682,G00002487,NA,7
GREENWICH,GREENWICH,NA,1,94,112,91,111,2683,G00002488,NA,1
E 38,E 38,NA,18,33,57,34,56,2684,G00002489,NA,18
E 90,E 90,NA,12,NA,NA,NA,NA,2687,G00002492,NA,12
W 179,W 179,NA,12,NA,NA,NA,NA,2688,G00002493,NA,12
E 118,E 118,NA,12,NA,NA,NA,NA,2689,G00002494,NA,12
W 51,W 51,NA,19,68,132,67,131,2690,G00002495,NA,19
W 48,W 48,NA,19,2,60,1,59,2692,G00002497,NA,19
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,2694,G00002499,NA,12
MORNINGSIDE AVE,MORNINGSIDE AVE,NA,12,NA,NA,NA,NA,2697,G00002502,NA,12
10 AVE,10 AVE,NA,16,215,229,214,230,2699,G00002504,NA,16
STONE,STONE,NA,1,41,61,42,60,2700,G00002505,NA,1
CANAL,CANAL,NA,5,63,79,68,86,2701,G00002506,NA,8
8 AVE,8 AVE,NA,16,541,557,538,556,2702,G00002507,NA,16
RIVINGTON,RIVINGTON,NA,17,138,162,147,163,2703,G00002508,NA,13
E 45,E 45,NA,19,NA,NA,NA,NA,2706,G00002512,NA,19
CHERRY,CHERRY,NA,7,118,168,117,167,2707,G00002513,NA,7
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,2708,G00002514,NA,12
GOLD,GOLD,NA,2,37,51,38,52,2709,G00002515,NA,2
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,2711,G00002517,NA,19
DONNELLON SQ,DONNELLON SQ,NA,12,NA,NA,NA,NA,2712,G00002518,NA,12
MONTGOMERY,MONTGOMERY,NA,7,35,51,36,50,2714,G00002520,NA,7
E 18,E 18,NA,18,28,58,29,59,2715,G00002521,NA,18
W END AVE,W END AVE,NA,19,NA,NA,NA,NA,2716,G00002522,NA,19
JEFFERSON,JEFFERSON,NA,7,21,25,22,26,2717,G00002523,NA,7
E 53,E 53,NA,19,NA,NA,NA,NA,2718,G00002524,NA,19
9 AVE,9 AVE,NA,19,NA,NA,NA,NA,2719,G00002525,NA,19
WATER,WATER,NA,1,76,96,75,95,2720,G00002526,NA,1
W 59,W 59,NA,19,NA,NA,305,313,2723,G00002529,NA,19
2 AVE,2 AVE,NA,17,37,51,36,52,2728,G00002534,NA,17
W END AVE,W END AVE,NA,12,NA,NA,NA,NA,2729,G00002535,NA,12
SPRUCE,SPRUCE,NA,4,NA,NA,NA,NA,2730,G00002536,NA,2
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,2731,G00002537,KINGS BRG RD,12
MAIDEN LN,MAIDEN LN,NA,2,1,19,2,18,2733,G00002540,NA,2
AMSTERDAM AVE,AMSTERDAM AVE,NA,19,NA,NA,978,994,2734,G00002541,NA,19
E 28,E 28,NA,18,21,47,22,48,2735,G00002542,NA,18
1 AVE,1 AVE,NA,18,357,385,374,382,2736,G00002543,NA,18
E 6,E 6,NA,17,64,104,63,85,2739,G00002546,NA,17
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,2741,G00002549,NA,19
BROADWAY,BROADWAY,NA,18,873,887,872,886,2742,G00002550,NA,18
STUYVESANT,STUYVESANT,NA,17,13,45,16,46,2743,G00002551,NA,17
E 13,E 13,NA,17,259,301,260,304,2744,G00002552,NA,17
SAINT MARKS PL,SAINT MARKS PL,NA,17,1,35,2,36,2745,G00002553,NA,17
HUDSON,HUDSON,NA,9,405,421,NA,NA,2746,G00002554,NA,9
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,2747,G00002555,NA,19
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,2750,G00002558,NA,12
E 75,E 75,NA,19,NA,NA,NA,NA,2753,G00002561,NA,19
10 AVE,10 AVE,NA,16,199,213,200,212,2755,G00002563,NA,16
E 49,E 49,NA,19,NA,NA,NA,NA,2756,G00002564,NA,19
IRVING PL,IRVING PL,NA,18,51,63,52,64,2757,G00002565,NA,18
PEARL,PEARL,NA,4,313,339,314,340,2758,G00002566,NA,4
E 34,E 34,NA,18,39,65,40,66,2760,G00002568,NA,18
E 117,E 117,NA,12,NA,NA,NA,NA,2761,G00002569,NA,12
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,2762,G00002570,NA,12
GANSEVOORT,GANSEVOORT,NA,9,50,76,NA,NA,2763,G00002571,NA,9
8 AVE,8 AVE,NA,19,741,749,742,748,2764,G00002572,NA,19
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,2765,G00002573,NA,12
5 AVE,5 AVE,NA,12,NA,NA,NA,NA,2766,G00002574,NA,12
7 AVE,7 AVE,NA,19,794,810,795,811,2771,G00002579,NA,19
6 AVE,6 AVE,NA,16,411,427,414,428,2772,G00002580,NA,18
AVE D,AVE D,NA,11,NA,NA,NA,NA,2773,G00002581,NA,11
E 12,E 12,NA,15,29,47,34,54,2774,G00002582,NA,15
GREENE,GREENE,NA,8,37,53,36,56,2775,G00002583,NA,8
E 73,E 73,NA,19,NA,NA,NA,NA,2778,G00002586,NA,19
AVE B,AVE B,NA,17,72,88,73,91,2783,G00002591,NA,11
CORTLANDT ALY,CORTLANDT ALY,NA,6,2,10,1,9,2784,G00002592,NA,6
W 4,W 4,NA,9,51,67,52,68,2785,G00002593,NA,9
LEX AVE,LEX AVE,NA,19,NA,NA,NA,NA,2786,G00002594,NA,19
GREENWICH,GREENWICH,NA,5,296,306,301,305,2787,G00002595,NA,5
6 AVE,6 AVE,NA,16,253,267,250,266,2788,G00002596,NA,18
HUDSON,HUDSON,NA,5,53,61,52,60,2791,G00002599,NA,5
HUDSON,HUDSON,NA,8,219,243,214,230,2792,G00002600,NA,8
6 AVE,6 AVE,NA,16,449,461,446,462,2793,G00002601,NA,18
W 177,W 177,NA,12,NA,NA,NA,NA,2794,G00002602,NA,12
BROAD,BROAD,NA,1,107,111,110,122,2795,G00002603,NA,1
5 AVE,5 AVE,NA,19,NA,NA,NA,NA,2796,G00002604,NA,19
5 AVE,5 AVE,NA,12,NA,NA,NA,NA,2797,G00002605,NA,12
E 125,E 125,NA,12,NA,NA,NA,NA,2799,G00002607,NA,12
MOTT,MOTT,NA,14,243,291,242,290,2801,G00002609,NA,14
E 61,E 61,NA,19,NA,NA,NA,NA,2802,G00002610,NA,19
BROADWAY,BROADWAY,NA,8,461,487,460,486,2803,G00002611,NA,14
SULLIVAN,SULLIVAN,NA,8,2,20,1,19,2804,G00002612,NA,8
10 AVE,10 AVE,NA,19,509,525,510,528,2806,G00002614,NA,19
BROOME,BROOME,NA,13,195,209,192,210,2807,G00002615,NA,13
W 34,W 34,NA,18,1,12,49,65,2808,G00002616,NA,18
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,2810,G00002618,NA,12
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,2813,G00002621,NA,12
W 183,W 183,NA,12,NA,NA,NA,NA,2814,G00002622,NA,12
E 24,E 24,NA,18,59,89,58,88,2816,G00002625,NA,18
AVE B,AVE B,NA,17,160,174,159,173,2819,G00002628,NA,11
5 AVE,5 AVE,NA,18,130,138,127,137,2821,G00002630,NA,18
AVE A,AVE A,NA,17,157,173,156,170,2823,G00002633,NA,17
YORK AVE,YORK AVE,NA,19,NA,NA,NA,NA,2824,G00002634,NA,19
W 18,W 18,NA,16,64,120,65,119,2825,G00002635,NA,16
1 AVE,1 AVE,NA,18,267,281,274,288,2826,G00002636,NA,18
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,2827,G00002637,NA,12
W 36,W 36,NA,16,80,116,79,123,2828,G00002638,NA,16
HUDSON,HUDSON,NA,9,445,463,438,462,2829,G00002639,NA,9
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,2831,G00002641,NA,12
W 12,W 12,NA,9,46,58,45,57,2833,G00002643,TROY,9
W 28,W 28,NA,18,18,46,27,43,2834,G00002644,NA,18
E 10,E 10,NA,15,63,97,64,98,2836,G00002646,NA,15
2 AVE,2 AVE,NA,19,941,961,940,960,2837,G00002647,NA,19
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,2838,G00002648,NA,19
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,2840,G00002650,NA,12
PARK AVE S,PARK AVE S,NA,18,306,314,305,315,2843,G00002653,NA,18
STANTON,STANTON,NA,17,40,58,41,59,2845,G00002655,NA,17
SPRING,SPRING,NA,8,88,104,89,105,2848,G00002658,NA,8
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,2850,G00002660,NA,12
E 11,E 11,NA,15,34,60,35,59,2851,G00002661,NA,15
E 62,E 62,NA,19,NA,NA,NA,NA,2853,G00002663,NA,19
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,2854,G00002664,NA,19
WASHINGTON,WASHINGTON,NA,9,568,582,569,583,2855,G00002665,NA,9
LIBERTY,LIBERTY,NA,2,2,12,1,15,2856,G00002666,NA,1
10 AVE,10 AVE,NA,16,393,409,392,408,2858,G00002668,NA,16
DELANCEY,DELANCEY,NA,13,304,314,305,319,2859,G00002669,NA,13
E 127,E 127,NA,12,NA,NA,NA,NA,2861,G00002671,NA,12
E 71,E 71,NA,19,NA,NA,NA,NA,2862,G00002672,NA,19
E 17,E 17,NA,18,70,96,71,97,2863,G00002673,NA,18
BROADWAY,BROADWAY,NA,5,289,301,290,302,2864,G00002674,NA,6
BROADWAY,BROADWAY,NA,5,415,417,414,416,2865,G00002675,NA,6
8 AVE,8 AVE,NA,9,65,67,NA,NA,2868,G00002678,NA,9
BROADWAY,BROADWAY,NA,15,715,727,714,726,2869,G00002679,NA,15
E 19,E 19,NA,18,109,155,108,156,2873,G00002683,NA,18
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,2875,G00002685,NA,12
7 AVE,7 AVE,NA,19,506,522,507,519,2877,G00002687,NA,19
E 64,E 64,NA,19,NA,NA,NA,NA,2882,G00002692,NA,19
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,2883,G00002694,10 AVE,12
FRONT,FRONT,NA,1,116,134,115,131,2884,G00002695,NA,1
DIVISION,DIVISION,NA,10,NA,NA,137,147,2885,G00002696,NA,7
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,2886,G00002697,NA,12
DOWNING,DOWNING,NA,9,34,70,35,71,2887,G00002698,NA,9
LEX AVE,LEX AVE,NA,18,70,88,69,87,2888,G00002699,NA,18
BROADWAY,BROADWAY,NA,12,NA,NA,NA,NA,2890,G00002701,KINGS BRG RD,12
W HOUSTON,W HOUSTON,NA,8,612,640,611,639,2891,G00002702,NA,15
LEROY,LEROY,NA,9,130,144,129,143,2894,G00002705,NA,9
E 46,E 46,NA,19,NA,NA,NA,NA,2900,G00002711,NA,19
HESTER,HESTER,NA,14,162,174,161,175,2904,G00002715,NA,14
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,2906,G00002717,NA,12
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,2908,G00002719,NA,12
PECK SLIP,PECK SLIP,NA,4,1,19,2,18,2911,G00002722,NA,2
COLLISTER,COLLISTER,NA,5,NA,NA,NA,NA,2912,G00002724,NA,5
LEX AVE,LEX AVE,NA,18,256,270,257,271,2913,G00002725,NA,18
THOMPSON,THOMPSON,NA,15,235,247,236,248,2914,G00002726,NA,15
W 69,W 69,NA,19,NA,NA,NA,NA,2915,G00002727,NA,19
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,2917,G00002729,NA,12
3 AVE,3 AVE,NA,19,922,940,919,937,2920,G00002732,NA,19
AVE C,AVE C,NA,11,159,167,158,166,2921,G00002733,NA,11
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,2922,G00002734,NA,12
W 17,W 17,NA,16,130,200,131,201,2925,G00002737,NA,16
W END AVE,W END AVE,NA,12,NA,NA,NA,NA,2926,G00002738,NA,12
PEARL,PEARL,NA,2,237,265,238,266,2930,G00002742,NA,2
E 57,E 57,NA,19,NA,NA,NA,NA,2931,G00002743,NA,19
2 AVE,2 AVE,NA,19,NA,NA,810,822,2932,G00002744,NA,19
WAVERLY PL,WAVERLY PL,NA,9,NA,NA,153,161,2933,G00002745,NA,9
FULTON,FULTON,NA,2,72,76,73,79,2934,G00002746,NA,2
W 185,W 185,NA,12,NA,NA,NA,NA,2935,G00002747,NA,12
E HOUSTON,E HOUSTON,NA,11,300,314,299,315,2940,G00002752,2,11
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,2941,G00002753,NA,12
2 AVE,2 AVE,NA,18,469,477,464,478,2942,G00002754,NA,18
W HOUSTON,W HOUSTON,NA,8,16,62,1,63,2943,G00002755,HAMMERSLEY,9
2 AVE,2 AVE,NA,19,NA,NA,NA,NA,2944,G00002756,NA,19
HUDSON,HUDSON,NA,9,465,487,464,488,2945,G00002757,NA,9
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,2946,G00002758,NA,12
W 31,W 31,NA,16,260,320,271,321,2949,G00002761,NA,16
10 AVE,10 AVE,NA,16,167,181,168,180,2952,G00002764,NA,16
E 72,E 72,NA,19,NA,NA,NA,NA,2953,G00002765,NA,19
PINE,PINE,NA,1,16,46,17,45,2955,G00002767,NA,1
W 73,W 73,NA,19,NA,NA,NA,NA,2956,G00002768,NA,19
AMSTERDAM AVE,AMSTERDAM AVE,NA,19,NA,NA,NA,NA,2958,G00002770,NA,19
E 71,E 71,NA,19,NA,NA,NA,NA,2959,G00002771,NA,19
WASHINGTON,WASHINGTON,NA,9,816,830,815,829,2962,G00002775,NA,9
OLIVER,OLIVER,NA,4,2,14,1,11,2967,G00002780,NA,4
MERCER,MERCER,NA,15,179,217,180,216,2968,G00002781,NA,15
CROSBY,CROSBY,NA,14,26,46,27,47,2969,G00002782,NA,14
W 36,W 36,NA,18,2,74,1,67,2972,G00002785,NA,18
WOOSTER,WOOSTER,NA,8,57,89,56,90,2973,G00002786,NA,8
CHURCH,CHURCH,NA,3,88,94,87,93,2975,G00002788,NA,3
E 26,E 26,NA,18,115,159,118,160,2977,G00002790,NA,18
E 94,E 94,NA,12,NA,NA,NA,NA,2978,G00002791,NA,12
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,2980,G00002793,NA,19
E 4,E 4,NA,11,575,619,576,620,2982,G00002795,NA,11
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,2983,G00002796,NA,19
ASTOR PL,ASTOR PL,NA,15,2,14,1,13,2984,G00002797,NA,15
BROADWAY,BROADWAY,NA,19,NA,NA,NA,NA,2986,G00002799,BLOOMINGDALE RD,19
E 64,E 64,NA,19,NA,NA,NA,NA,2988,G00002801,NA,19
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,2990,G00002803,NA,19
W 51,W 51,NA,19,258,292,257,293,2992,G00002805,NA,19
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,2993,G00002806,NA,19
WATER,WATER,NA,4,260,278,259,279,2995,G00002808,NA,4
E 111,E 111,NA,12,NA,NA,NA,NA,2996,G00002809,NA,12
2 AVE,2 AVE,NA,18,281,283,280,286,2997,G00002810,NA,18
6 AVE,6 AVE,NA,9,1,21,2,16,2998,G00002811,NA,15
E 52,E 52,NA,19,NA,NA,NA,NA,2999,G00002812,NA,19
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,NA,NA,3001,G00002814,NA,19
RECTOR,RECTOR,NA,1,3,11,2,10,3003,G00002816,NA,1
BARCLAY,BARCLAY,NA,3,58,74,57,73,3004,G00002817,NA,3
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,3005,G00002818,NA,19
E 53,E 53,NA,19,67,79,70,80,3006,G00002819,NA,19
HESTER,HESTER,NA,14,176,190,177,191,3008,G00002821,NA,14
7 AVE,7 AVE,NA,19,704,720,705,721,3010,G00002823,NA,19
E 9,E 9,NA,11,350,400,349,401,3011,G00002824,NA,11
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,3012,G00002825,NA,12
PLATT,PLATT,NA,2,22,40,25,41,3015,G00002828,NA,2
W 31,W 31,NA,18,2,44,1,45,3016,G00002829,NA,18
E 112,E 112,NA,12,NA,NA,NA,NA,3017,G00002830,NA,12
E 7,E 7,NA,17,15,47,16,46,3018,G00002831,NA,17
W 28,W 28,NA,16,110,168,115,169,3019,G00002832,NA,16
CHRISTOPHER,CHRISTOPHER,NA,9,184,186,185,187,3022,G00002835,NA,9
W BROADWAY,W BROADWAY,NA,3,1,4,NA,NA,3023,G00002836,COLLEGE PL,3
4 AVE,4 AVE,NA,15,92,108,93,109,3025,G00002838,NA,17
W 36,W 36,NA,16,306,364,307,363,3026,G00002839,NA,16
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,3027,G00002840,NA,19
W 3,W 3,NA,15,78,96,79,93,3028,G00002841,AMITY,15
SOUTH,SOUTH,NA,4,151,160,NA,NA,3029,G00002842,NA,4
PIKE,PIKE,NA,7,9,21,8,22,3030,G00002843,NA,7
WASHINGTON N SQ,WASHINGTON N SQ,NA,15,NA,NA,14,29,3031,G00002844,WASHINGTON SQ,15
PARK AVE,PARK AVE,NA,19,NA,NA,NA,NA,3033,G00002846,NA,19
FRANKLIN,FRANKLIN,NA,5,131,165,132,166,3034,G00002847,NA,5
BROADWAY,BROADWAY,NA,19,NA,NA,NA,NA,3035,G00002848,BLOOMINGDALE RD,19
10 AVE,10 AVE,NA,16,67,81,68,82,3036,G00002849,NA,16
3 AVE,3 AVE,NA,19,NA,NA,NA,NA,3038,G00002851,NA,19
ELDRIDGE,ELDRIDGE,NA,10,1,27,2,28,3039,G00002853,NA,10
9 AVE,9 AVE,NA,16,373,391,374,390,3040,G00002854,NA,16
GREENWICH,GREENWICH,NA,5,370,380,369,379,3042,G00002856,NA,5
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,3043,G00002857,NA,12
E 41,E 41,NA,19,123,165,124,166,3044,G00002858,NA,19
E 122,E 122,NA,12,NA,NA,NA,NA,3045,G00002859,NA,12
BLEECKER,BLEECKER,NA,15,NA,NA,NA,NA,3046,G00002860,LEROY PL,15
BROOME,BROOME,NA,8,451,465,452,466,3047,G00002861,NA,8
UNIVERSITY PL,UNIVERSITY PL,NA,15,10,24,11,23,3048,G00002862,NA,15
BROADWAY,BROADWAY,NA,18,955,965,NA,NA,3049,G00002863,NA,18
SOUTH,SOUTH,NA,2,NA,NA,NA,NA,3051,G00002865,NA,2
W 49,W 49,NA,19,224,274,225,275,3052,G00002866,NA,19
LAGUARDIA PL,LAGUARDIA PL,NA,15,169,199,166,196,3053,G00002867,LAURENS,15
WORTH,WORTH,NA,6,149,168,NA,NA,3056,G00002870,NA,6
2 AVE,2 AVE,NA,17,17,35,18,34,3057,G00002871,NA,17
GRAMERCY N PARK,GRAMERCY N PARK,NA,18,70,82,NA,NA,3058,G00002872,NA,18
BROADWAY,BROADWAY,NA,15,745,755,746,754,3061,G00002875,NA,15
7 AVE,7 AVE,NA,9,12,32,17,33,3062,G00002876,NA,9
7 AVE,7 AVE,NA,16,128,142,127,141,3066,G00002880,NA,16
3 AVE,3 AVE,NA,18,152,170,151,169,3067,G00002881,NA,18
W 108,W 108,NA,12,NA,NA,NA,NA,3068,G00002882,NA,12
E 14,E 14,NA,18,241,287,240,284,3069,G00002883,NA,17
AMSTERDAM AVE,AMSTERDAM AVE,NA,12,NA,NA,NA,NA,3070,G00002884,10 AVE,12
THOMPSON,THOMPSON,NA,8,83,121,82,118,3074,G00002888,NA,8
MADISON AVE,MADISON AVE,NA,18,NA,NA,25,37,3076,G00002891,NA,18
SPRING,SPRING,NA,8,308,318,305,317,3077,G00002892,NA,8
W 140,W 140,NA,12,NA,NA,NA,NA,3078,G00002893,NA,12
E 87,E 87,NA,12,NA,NA,NA,NA,3080,G00002895,NA,12
W 12,W 12,NA,9,92,128,91,127,3081,G00002896,TROY,9
IRVING PL,IRVING PL,NA,18,35,49,36,50,3083,G00002898,NA,18
W 176,W 176,NA,12,NA,NA,NA,NA,3084,G00002899,NA,12
NASSAU,NASSAU,NA,2,93,105,94,102,3085,G00002900,NA,2
YORK AVE,YORK AVE,NA,19,NA,NA,NA,NA,3086,G00002901,NA,19
3 AVE,3 AVE,NA,19,676,692,677,689,3087,G00002902,NA,19
LEONARD,LEONARD,NA,5,1,35,2,34,3088,G00002903,NA,5
E 12,E 12,NA,11,285,327,280,326,3089,G00002904,NA,11
LEX AVE,LEX AVE,NA,19,NA,NA,NA,NA,3090,G00002905,NA,19
W 42,W 42,NA,19,NA,NA,NA,NA,3092,G00002908,NA,19
1 AVE,1 AVE,NA,18,349,355,356,372,3093,G00002909,NA,18
PARK AVE,PARK AVE,NA,12,NA,NA,NA,NA,3098,G00002914,NA,12
SUTTON S PL,SUTTON S PL,NA,19,NA,NA,NA,NA,3099,G00002915,NA,19
2 AVE,2 AVE,NA,12,NA,NA,NA,NA,3100,G00002916,NA,12
E 59,E 59,NA,19,NA,NA,NA,NA,3102,G00002918,NA,19
C W P,C W P,NA,19,NA,NA,NA,NA,3103,G00002919,NA,19
BOWERY,BOWERY,NA,6,2,18,1,17,3109,G00002925,NA,10
W BROADWAY,W BROADWAY,NA,3,5,11,NA,NA,3110,G00002926,COLLEGE PL,3
10 AVE,10 AVE,NA,16,411,425,410,422,3111,G00002927,NA,16
1 AVE,1 AVE,NA,12,NA,NA,NA,NA,3112,G00002928,NA,12
AMSTERDAM AVE,AMSTERDAM AVE,NA,19,NA,NA,NA,NA,3113,G00002929,NA,19
9 AVE,9 AVE,NA,19,NA,NA,NA,NA,3114,G00002930,NA,19
1 AVE,1 AVE,NA,19,NA,NA,NA,NA,3115,G00002931,NA,19
3 AVE,3 AVE,NA,12,NA,NA,NA,NA,3117,G00002933,NA,12
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,KINGSBRIDGE RD,12,NA,NA,NA,NA,3118,G00002934,POST RD,12
E 9,E 9,NA,15,88,130,87,131,3119,G00002935,NA,15
COLUMBUS AVE,COLUMBUS AVE,NA,19,NA,NA,NA,NA,3121,G00002937,NA,19
W BROADWAY,W BROADWAY,NA,8,93,125,92,124,3122,G00002939,LAURENS,8
F DOUGLAS BLVD,F DOUGLAS BLVD,NA,12,NA,NA,NA,NA,3125,G00002942,NA,12
BROADWAY,BROADWAY,NA,8,531,567,530,566,3127,G00002944,NA,14
1 AVE,1 AVE,NA,17,137,151,148,162,3128,G00002945,NA,17
CANAL,CANAL,NA,5,203,217,NA,NA,3131,G00002948,NA,8
GREENWICH,GREENWICH,NA,9,588,600,587,599,3132,G00002949,NA,9
THAMES,THAMES,NA,1,12,30,13,31,3133,G00002950,NA,1
N MOORE,N MOORE,NA,5,16,48,19,47,3134,G00002951,NA,5
BROADWAY,BROADWAY,NA,5,345,347,346,348,3137,G00002954,NA,6
E 31,E 31,NA,18,111,147,108,146,3138,G00002955,NA,18
E 111,E 111,NA,12,NA,NA,NA,NA,3139,G00002956,NA,12
W 36,W 36,NA,16,182,250,185,243,3140,G00002957,NA,16
WHITEHALL,WHITEHALL,NA,1,33,41,34,44,3141,G00002958,NA,1
