Name,Name1850,AltName,Ward_Left,Left_Low,Left_High,Right_Low,Right_High,ObjectID,JoinId,Full_Name,Ward_Right
NA,NA,NA,12,NA,NA,NA,NA,8576,G00018576,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8577,G00018577,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8578,G00018578,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8579,G00018579,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8580,G00018580,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8581,G00018581,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8582,G00018582,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8584,G00018584,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8585,G00018585,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8588,G00018588,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8589,G00018589,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8590,G00018590,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8591,G00018591,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8592,G00018592,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8593,G00018593,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8597,G00018597,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8598,G00018598,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8600,G00018600,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8601,G00018601,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8603,G00018603,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8605,G00018605,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8610,G00018610,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8611,G00018611,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8612,G00018612,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8617,G00018617,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8618,G00018618,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8619,G00018619,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8620,G00018620,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8628,G00018628,KINGS BRG RD,12
NA,NA,NA,12,NA,NA,NA,NA,8629,G00018629,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8630,G00018630,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8631,G00018631,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8633,G00018633,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8634,G00018634,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8636,G00018636,KINGS BRG RD,12
NA,NA,NA,12,NA,NA,NA,NA,8637,G00018637,10 AVE,12
SAINT NICHOLAS AVE,SAINT NICHOLAS AVE,NA,12,NA,NA,NA,NA,8638,G00006855,KINGS BRG RD,12
W 157,W 157,NA,12,NA,NA,NA,NA,8639,G00003210,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8640,G00018640,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8642,G00018642,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8643,G00018643,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8645,G00018645,NA,12
W 157,W 157,NA,12,NA,NA,NA,NA,8647,G00018647,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8648,G00018648,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8651,G00018651,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8652,G00018652,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8653,G00018653,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8654,G00018654,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8655,G00018655,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8656,G00018656,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8657,G00018657,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8658,G00018658,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8659,G00018659,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8660,G00018660,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8661,G00018661,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8662,G00018662,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8663,G00018663,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8664,G00018664,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8665,G00018665,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8666,G00018666,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8667,G00018667,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8668,G00018668,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8669,G00018669,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8670,G00018670,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8671,G00018671,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8672,G00018672,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8673,G00018673,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8674,G00018674,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8675,G00018675,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8676,G00018676,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8677,G00018677,KINGS BRG RD,12
NA,NA,NA,12,NA,NA,NA,NA,8681,G00018681,10 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,8682,G00018682,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8683,G00018683,10 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,8684,G00018684,10 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,8686,G00018686,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8688,G00018688,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8689,G00018689,KINGS BRG RD,12
NA,NA,NA,12,NA,NA,NA,NA,8695,G00018695,NA,NA
NA,NA,NA,12,NA,NA,NA,NA,8697,G00018697,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8699,G00018699,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,8700,G00018700,NA,NA
NA,NA,NA,12,NA,NA,NA,NA,8701,G00018701,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,8702,G00018702,NA,NA
NA,NA,NA,12,NA,NA,NA,NA,8703,G00018703,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8704,G00018704,NA,12
NA,NA,NA,NA,NA,NA,NA,NA,8705,G00018705,NA,NA
NA,NA,NA,12,NA,NA,NA,NA,8706,G00018706,NA,NA
NA,NA,NA,12,NA,NA,NA,NA,8707,G00018707,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8710,G00018710,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8712,G00018712,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8713,G00018713,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8714,G00018714,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8715,G00018715,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8716,G00018716,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8717,G00018717,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8718,G00018718,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8719,G00018719,NA,12
NA,NA,NA,NA,NA,NA,NA,NA,8720,G00018720,NA,NA
NA,NA,NA,12,NA,NA,NA,NA,8722,G00018722,10 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,8723,G00018723,NA,NA
NA,NA,NA,12,NA,NA,NA,NA,8730,G00018730,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8731,G00018731,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8732,G00018732,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8733,G00018733,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8734,G00018734,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8738,G00018738,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8739,G00018739,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8740,G00018740,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8741,G00018741,10 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,8746,G00018746,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8748,G00018748,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8759,G00018759,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8761,G00018761,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8762,G00018762,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8763,G00018763,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8764,G00018764,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8774,G00018774,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8775,G00018775,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8776,G00018776,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8777,G00018777,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8779,G00018779,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8781,G00018781,KINGS BRG RD,12
NA,NA,NA,12,NA,NA,NA,NA,8782,G00018782,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8783,G00018783,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8785,G00018785,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8787,G00018787,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8788,G00018788,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8789,G00018789,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8792,G00018792,KINGS BRG RD,12
NA,NA,NA,12,NA,NA,NA,NA,8800,G00018800,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8802,G00018802,KINGS BRG RD,12
NA,NA,NA,12,NA,NA,NA,NA,8803,G00018803,KINGS BRG RD,12
NA,NA,NA,12,NA,NA,NA,NA,8808,G00018808,KINGS BRG RD,12
NA,NA,NA,12,NA,NA,NA,NA,8810,G00018810,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8811,G00018811,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8812,G00018812,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8813,G00018813,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8814,G00018814,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8815,G00018815,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8816,G00018816,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8820,G00018820,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8821,G00018821,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8823,G00018823,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8824,G00018824,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8825,G00018825,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8827,G00018827,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8829,G00018829,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8830,G00018830,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8832,G00018832,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8833,G00018833,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8835,G00018835,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8836,G00018836,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8837,G00018837,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8838,G00018838,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8840,G00018840,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8841,G00018841,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8843,G00018843,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8845,G00018845,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8848,G00018848,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8849,G00018849,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8850,G00018850,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8852,G00018852,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8854,G00018854,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8855,G00018855,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8857,G00018857,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8859,G00018859,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8861,G00018861,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8862,G00018862,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8863,G00018863,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8864,G00018864,KINGS BRG RD,12
NA,NA,NA,12,NA,NA,NA,NA,8867,G00018867,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8868,G00018868,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8870,G00018870,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8872,G00018872,NA,12
NA,NA,NA,19,NA,NA,NA,NA,8879,G00018879,BLOOMINGDALE RD,19
NA,NA,NA,19,NA,NA,NA,NA,8880,G00018880,BLOOMINGDALE RD,19
NA,NA,NA,12,NA,NA,NA,NA,8882,G00018882,NA,12
NA,NA,NA,19,NA,NA,NA,NA,8883,G00018883,W 86,12
NA,NA,NA,12,NA,NA,NA,NA,8884,G00018884,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,8885,G00018885,W 87,12
NA,NA,NA,12,NA,NA,NA,NA,8886,G00018886,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,8887,G00018887,W 88,12
NA,NA,NA,12,NA,NA,NA,NA,8888,G00018888,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,8889,G00018889,W 89,12
NA,NA,NA,12,NA,NA,NA,NA,8890,G00018890,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,8891,G00018891,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8892,G00018892,12 AVE,12
NA,NA,NA,19,NA,NA,NA,NA,8893,G00018893,W 80,19
NA,NA,NA,19,NA,NA,NA,NA,8894,G00018894,W 81,19
NA,NA,NA,19,NA,NA,NA,NA,8895,G00018895,W 82,19
NA,NA,NA,19,NA,NA,NA,NA,8897,G00018897,W 83,19
NA,NA,NA,19,NA,NA,NA,NA,8898,G00018898,W 84,19
NA,NA,NA,19,NA,NA,NA,NA,8899,G00018899,W 85,19
NA,NA,NA,12,NA,NA,NA,NA,8903,G00018903,NA,12
NA,NA,NA,19,NA,NA,NA,NA,8904,G00018904,W 79,19
NA,NA,NA,19,NA,NA,NA,NA,8905,G00018905,W 78,19
NA,NA,NA,19,NA,NA,NA,NA,8906,G00018906,W 77,19
NA,NA,NA,12,NA,NA,NA,NA,8907,G00018907,NA,12
NA,NA,NA,19,NA,NA,NA,NA,8908,G00018908,W 76,19
NA,NA,NA,19,NA,NA,NA,NA,8909,G00018909,W 75,19
NA,NA,NA,19,NA,NA,NA,NA,8910,G00018910,W 74,19
NA,NA,NA,12,NA,NA,NA,NA,8911,G00018911,W 206,12
NA,NA,NA,19,NA,NA,NA,NA,8912,G00018912,W 73,19
NA,NA,NA,12,NA,NA,NA,NA,8913,G00018913,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8915,G00018915,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8916,G00018916,NA,12
NA,NA,NA,12,NA,NA,NA,NA,8919,G00018919,W 96,12
NA,NA,NA,12,NA,NA,NA,NA,8921,G00018921,W 94,12
NA,NA,NA,12,NA,NA,NA,NA,8922,G00018922,W 93,12
NA,NA,NA,12,NA,NA,NA,NA,8923,G00018923,W 92,12
NA,NA,NA,19,NA,NA,NA,NA,8925,G00018925,W 84,19
NA,NA,NA,19,NA,NA,NA,NA,8926,G00018926,W 84,19
NA,NA,NA,12,NA,NA,NA,NA,8927,G00018927,W 105,12
NA,NA,NA,12,NA,NA,NA,NA,8928,G00018928,W 105,12
NA,NA,NA,12,NA,NA,NA,NA,8930,G00018930,NA,12
NA,NA,NA,19,NA,NA,NA,NA,8931,G00018931,BLOOMINGDALE RD,19
NA,NA,NA,19,NA,NA,NA,NA,8932,G00018932,W 85,19
NA,NA,NA,19,NA,NA,NA,NA,8933,G00018933,W 85,19
NA,NA,NA,19,NA,NA,NA,NA,8934,G00018934,BLOOMINGDALE RD,19
NA,NA,NA,19,NA,NA,NA,NA,8935,G00018935,W 86,12
NA,NA,NA,12,NA,NA,NA,NA,8936,G00018936,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8937,G00018937,W 87,12
NA,NA,NA,19,NA,NA,NA,NA,8938,G00018938,W 86,12
NA,NA,NA,12,NA,NA,NA,NA,8939,G00018939,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8940,G00018940,W 88,12
NA,NA,NA,12,NA,NA,NA,NA,8941,G00018941,W 87,12
NA,NA,NA,12,NA,NA,NA,NA,8942,G00018942,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8943,G00018943,W 89,12
NA,NA,NA,12,NA,NA,NA,NA,8944,G00018944,W 88,12
NA,NA,NA,12,NA,NA,NA,NA,8945,G00018945,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8946,G00018946,W 90,12
NA,NA,NA,12,NA,NA,NA,NA,8947,G00018947,W 89,12
NA,NA,NA,12,NA,NA,NA,NA,8948,G00018948,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8949,G00018949,W 91,12
NA,NA,NA,12,NA,NA,NA,NA,8950,G00018950,W 90,12
NA,NA,NA,12,NA,NA,NA,NA,8952,G00018952,W 92,12
NA,NA,NA,12,NA,NA,NA,NA,8953,G00018953,W 91,12
NA,NA,NA,12,NA,NA,NA,NA,8954,G00018954,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8955,G00018955,W 93,12
NA,NA,NA,12,NA,NA,NA,NA,8956,G00018956,W 92,12
NA,NA,NA,12,NA,NA,NA,NA,8958,G00018958,W 94,12
NA,NA,NA,12,NA,NA,NA,NA,8959,G00018959,W 93,12
NA,NA,NA,12,NA,NA,NA,NA,8960,G00018960,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8961,G00018961,W 95,12
NA,NA,NA,12,NA,NA,NA,NA,8963,G00018963,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8964,G00018964,W 96,12
NA,NA,NA,12,NA,NA,NA,NA,8965,G00018965,W 95,12
NA,NA,NA,12,NA,NA,NA,NA,8966,G00018966,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8967,G00018967,W 97,12
NA,NA,NA,12,NA,NA,NA,NA,8968,G00018968,W 96,12
NA,NA,NA,12,NA,NA,NA,NA,8969,G00018969,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8970,G00018970,W 98,12
NA,NA,NA,12,NA,NA,NA,NA,8971,G00018971,W 97,12
NA,NA,NA,12,NA,NA,NA,NA,8972,G00018972,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8973,G00018973,W 99,12
NA,NA,NA,12,NA,NA,NA,NA,8974,G00018974,W 98,12
NA,NA,NA,12,NA,NA,NA,NA,8975,G00018975,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8976,G00018976,W 100,12
NA,NA,NA,12,NA,NA,NA,NA,8977,G00018977,W 99,12
NA,NA,NA,12,NA,NA,NA,NA,8978,G00018978,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8979,G00018979,W 101,12
NA,NA,NA,12,NA,NA,NA,NA,8980,G00018980,W 100,12
NA,NA,NA,12,NA,NA,NA,NA,8981,G00018981,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8982,G00018982,W 102,12
NA,NA,NA,12,NA,NA,NA,NA,8983,G00018983,W 101,12
NA,NA,NA,12,NA,NA,NA,NA,8985,G00018985,W 103,12
NA,NA,NA,12,NA,NA,NA,NA,8986,G00018986,W 102,12
NA,NA,NA,12,NA,NA,NA,NA,8987,G00018987,W 103,12
NA,NA,NA,12,NA,NA,NA,NA,8988,G00018988,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8989,G00018989,W 104,12
NA,NA,NA,12,NA,NA,NA,NA,8990,G00018990,W 104,12
NA,NA,NA,12,NA,NA,NA,NA,8991,G00018991,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,8994,G00018994,W 108,12
NA,NA,NA,12,NA,NA,NA,NA,8995,G00018995,W 109,12
NA,NA,NA,12,NA,NA,NA,NA,8996,G00018996,9 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,8997,G00018997,W 110,12
NA,NA,NA,12,NA,NA,NA,NA,8998,G00018998,W 110,12
NA,NA,NA,12,NA,NA,NA,NA,8999,G00018999,9 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9003,G00019003,W 110,12
NA,NA,NA,12,NA,NA,NA,NA,9004,G00019004,W 107,12
NA,NA,NA,12,NA,NA,NA,NA,9007,G00019007,W 108,12
NA,NA,NA,12,NA,NA,NA,NA,9008,G00019008,W 109,12
NA,NA,NA,12,NA,NA,NA,NA,9011,G00019011,W 106,12
NA,NA,NA,12,NA,NA,NA,NA,9012,G00019012,W 105,12
NA,NA,NA,12,NA,NA,NA,NA,9015,G00019015,W 104,12
NA,NA,NA,12,NA,NA,NA,NA,9018,G00019018,W 103,12
NA,NA,NA,12,NA,NA,NA,NA,9020,G00019020,W 102,12
NA,NA,NA,12,NA,NA,NA,NA,9022,G00019022,W 101,12
NA,NA,NA,12,NA,NA,NA,NA,9024,G00019024,W 100,12
NA,NA,NA,12,NA,NA,NA,NA,9040,G00019040,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,9041,G00019041,W 106,12
NA,NA,NA,12,NA,NA,NA,NA,9042,G00019042,W 106,12
NA,NA,NA,12,NA,NA,NA,NA,9043,G00019043,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,9044,G00019044,W 107,12
NA,NA,NA,12,NA,NA,NA,NA,9045,G00019045,W 107,12
NA,NA,NA,12,NA,NA,NA,NA,9047,G00019047,11 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9048,G00019048,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,9049,G00019049,11 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9064,G00019064,W 97,12
NA,NA,NA,12,NA,NA,NA,NA,9065,G00019065,W 98,12
NA,NA,NA,12,NA,NA,NA,NA,9078,G00019078,W 99,12
NA,NA,NA,12,NA,NA,NA,NA,9079,G00019079,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9080,G00019080,W 100,12
NA,NA,NA,12,NA,NA,NA,NA,9082,G00019082,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9083,G00019083,W 101,12
NA,NA,NA,12,NA,NA,NA,NA,9085,G00019085,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9086,G00019086,W 102,12
NA,NA,NA,12,NA,NA,NA,NA,9091,G00019091,W 105,12
NA,NA,NA,12,NA,NA,NA,NA,9093,G00019093,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9094,G00019094,W 106,12
NA,NA,NA,12,NA,NA,NA,NA,9096,G00019096,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,9097,G00019097,W 108,12
NA,NA,NA,12,NA,NA,NA,NA,9098,G00019098,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9099,G00019099,W 107,12
NA,NA,NA,12,NA,NA,NA,NA,9101,G00019101,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,9102,G00019102,W 109,12
NA,NA,NA,12,NA,NA,NA,NA,9103,G00019103,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9104,G00019104,W 108,12
NA,NA,NA,12,NA,NA,NA,NA,9106,G00019106,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,9107,G00019107,W 110,12
NA,NA,NA,12,NA,NA,NA,NA,9108,G00019108,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9109,G00019109,W 109,12
NA,NA,NA,12,NA,NA,NA,NA,9111,G00019111,12 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9112,G00019112,W 110,12
NA,NA,NA,12,NA,NA,NA,NA,9113,G00019113,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,9115,G00019115,8 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9116,G00019116,8 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9117,G00019117,9 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9118,G00019118,NA,12
NA,NA,NA,12,NA,NA,NA,NA,9120,G00019120,W 93,12
NA,NA,NA,12,NA,NA,NA,NA,9121,G00019121,CROTON AQUEDUCT,12
NA,NA,NA,12,NA,NA,NA,NA,9122,G00019122,NA,12
NA,NA,NA,12,NA,NA,NA,NA,9123,G00019123,9 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9124,G00019124,CROTON AQUEDUCT,12
NA,NA,NA,12,NA,NA,NA,NA,9125,G00019125,W 94,12
NA,NA,NA,12,NA,NA,NA,NA,9126,G00019126,W 93,12
NA,NA,NA,12,NA,NA,NA,NA,9127,G00019127,10 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9128,G00019128,NA,12
NA,NA,NA,12,NA,NA,NA,NA,9129,G00019129,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,9130,G00019130,NA,12
NA,NA,NA,12,NA,NA,NA,NA,9131,G00019131,10 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9132,G00019132,W 94,12
NA,NA,NA,12,NA,NA,NA,NA,9133,G00019133,BLOOMINGDALE RD,12
NA,NA,NA,12,NA,NA,NA,NA,9135,G00019135,W 95,12
NA,NA,NA,12,NA,NA,NA,NA,9136,G00019136,W 95,12
NA,NA,NA,12,NA,NA,NA,NA,9137,G00019137,NA,12
NA,NA,NA,19,NA,NA,NA,NA,9139,G00019139,CROTON AQUEDUCT,19
NA,NA,NA,19,NA,NA,NA,NA,9141,G00019141,CROTON AQUEDUCT,19
NA,NA,NA,19,NA,NA,NA,NA,9142,G00019142,W 86,12
NA,NA,NA,19,NA,NA,NA,NA,9143,G00019143,W 86,12
NA,NA,NA,12,NA,NA,NA,NA,9144,G00019144,CROTON AQUEDUCT,12
NA,NA,NA,12,NA,NA,NA,NA,9145,G00019145,W 87,12
NA,NA,NA,12,NA,NA,NA,NA,9146,G00019146,W 87,12
NA,NA,NA,19,NA,NA,NA,NA,9148,G00019148,W 86,12
NA,NA,NA,12,NA,NA,NA,NA,9149,G00019149,9 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9150,G00019150,CROTON AQUEDUCT,12
NA,NA,NA,19,NA,NA,NA,NA,9151,G00019151,W 86,12
NA,NA,NA,12,NA,NA,NA,NA,9152,G00019152,9 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9153,G00019153,CROTON AQUEDUCT,12
NA,NA,NA,12,NA,NA,NA,NA,9154,G00019154,W 88,12
NA,NA,NA,12,NA,NA,NA,NA,9155,G00019155,10 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9156,G00019156,NA,12
NA,NA,NA,12,NA,NA,NA,NA,9157,G00019157,10 AVE,12
NA,NA,NA,12,NA,NA,NA,NA,9158,G00019158,CROTON AQUEDUCT,12
NA,NA,NA,12,NA,NA,NA,NA,9159,G00019159,W 88,12
NA,NA,NA,12,NA,NA,NA,NA,9160,G00019160,NA,12
