OBJECTID,MN_STREET1850_FULL_STREE,MN_STREET1850_Y1850NAMESTREET,MN_STREET1850_Y1850LEFT_LOW,MN_STREET1850_Y1850LEFT_HIGH,MN_STREET1850_Y1850RIGHT_LOW,MN_STREET1850_Y1850RIGHT_HIGH,MN_STREET1850_JOINID,MN_STREET1850_Y1850NAMEALT,Ward_Right_1850,Ward Left 1850
8215,DIVISION ST,,,,63,67,G00018215,,7,10
8216,,,,,,,G00018216,,10,10
8224,,,,,,,G00018224,,19,19
8225,,,,,,,G00018225,,19,19
8226,,,,,,,G00018226,,19,19
8227,,,,,,,G00018227,,19,19
8228,,,,,,,G00018228,,19,19
8229,E 43 ST,,,,,,G00018229,,19,19
8230,E 44 ST,,,,,,G00018230,,19,19
8231,4 AVE,,,,,,G00018231,,19,19
8232,4 AVE,,,,,,G00018232,,19,19
8234,4 AVE,,,,,,G00018234,,19,19
8236,W 35 ST,,,,,,G00018236,,16,16
8237,E 43 ST,,,,,,G00018237,,19,19
8238,E 44 ST,,,,,,G00018238,,19,19
8239,E 45 ST,,1,79,2,76,G00018239,,19,19
8240,E 46 ST,,,,,,G00018240,,19,19
8241,E 47 ST,,,,,,G00018241,,19,19
8242,E 48 ST,,1,41,2,42,G00018242,,19,19
8243,E 49 ST,,1,41,2,42,G00018243,,19,19
8244,E 50 ST,,2,54,1,57,G00018244,,19,19
8245,E 51 ST,,,,,,G00018245,,19,19
8246,E 52 ST,,1,65,,,G00018246,,19,19
8247,E 53 ST,,1,65,2,68,G00018247,Pouillon Row,19,19
8248,E 54 ST,,,,,,G00018248,,19,19
8249,E 55 ST,,,,,,G00018249,,19,19
8250,E 56 ST,,,,,,G00018250,,19,19
8251,E 57 ST,,,,,,G00018251,,19,19
8252,E 58 ST,,,,,,G00018252,,19,19
8253,E 59 ST,,,,,,G00018253,,19,19
8254,E 60 ST,,,,,,G00018254,,19,19
8255,E 61 ST,,,,,,G00018255,,19,19
8256,E 62 ST,,,,,,G00018256,,19,19
8257,E 63 ST,,,,,,G00018257,,19,19
8258,E 64 ST,,,,,,G00018258,,19,19
8259,E 65 ST,,,,,,G00018259,,19,19
8260,E 66 ST,,,,,,G00018260,,19,19
8262,E 68 ST,,,,,,G00018262,,19,19
8263,E 69 ST,,,,,,G00018263,,19,19
8264,E 70 ST,,,,,,G00018264,,19,19
8265,HARSENS RD,,,,,,G00018265,HARSEN'S RD,19,19
8266,E 72 ST,,,,,,G00018266,,19,19
8313,,,,,,,G00018313,,12,12
8314,,,,,,,G00018314,,12,12
8315,,,,,,,G00018315,,12,12
8316,,,,,,,G00018316,,12,12
8317,,,,,,,G00018317,,12,12
8318,,,,,,,G00018318,,12,12
8319,,,,,,,G00018319,,12,12
8320,,,,,,,G00018320,,12,12
8321,,,,,,,G00018321,,12,12
8322,,,,,,,G00018322,,12,12
8323,,,,,,,G00018323,,12,12
8324,,,,,,,G00018324,,12,12
8325,,,,,,,G00018325,,12,12
8326,,,,,,,G00018326,,12,12
8327,,,,,,,G00018327,,12,12
8328,,,,,,,G00018328,,12,12
8329,,,,,,,G00018329,,12,12
8330,,,,,,,G00018330,,12,12
8331,,,,,,,G00018331,,12,12
8332,,,,,,,G00018332,,12,12
8333,,,,,,,G00018333,,12,12
8334,,,,,,,G00018334,,12,12
8335,,,,,,,G00018335,,12,12
8336,,,,,,,G00018336,,12,12
8337,,,,,,,G00018337,,12,12
8338,,,,,,,G00018338,,12,12
8339,,,,,,,G00018339,,12,12
8340,,,,,,,G00018340,,12,12
8341,,,,,,,G00018341,,12,12
8342,,,,,,,G00018342,,12,12
8344,,,,,,,G00018344,,12,12
8345,,,,,,,G00018345,,12,12
8347,,,,,,,G00018347,,12,12
8348,,,,,,,G00018348,,12,12
8349,,,,,,,G00018349,,12,12
8350,,,,,,,G00018350,,12,12
8351,,,,,,,G00018351,,12,12
8352,,,,,,,G00018352,,12,12
8353,,,,,,,G00018353,,12,12
8354,,,,,,,G00018354,,12,12
8355,,,,,,,G00018355,,12,12
8356,,,,,,,G00018356,,12,12
8357,,,,,,,G00018357,,12,12
8358,,,,,,,G00018358,,12,12
8359,,,,,,,G00018359,,12,12
8360,,,,,,,G00018360,,12,12
8361,,,,,,,G00018361,,12,12
8362,,,,,,,G00018362,,12,12
8363,,,,,,,G00018363,,12,12
8364,,,,,,,G00018364,,12,12
8365,,,,,,,G00018365,,12,12
8366,,,,,,,G00018366,,12,12
8367,,,,,,,G00018367,,12,12
8368,,,,,,,G00018368,,12,12
8369,,,,,,,G00018369,,12,12
8370,,,,,,,G00018370,,12,12
8371,,,,,,,G00018371,,12,12
8372,,,,,,,G00018372,,12,12
8373,,,,,,,G00018373,,12,12
8374,,,,,,,G00018374,,12,12
8375,,,,,,,G00018375,,12,12
8376,,,,,,,G00018376,,12,12
8377,,,,,,,G00018377,,12,12
8379,,,,,,,G00018379,,12,12
8380,,,,,,,G00018380,,12,12
8381,,,,,,,G00018381,,12,12
8382,,,,,,,G00018382,,12,12
8383,,,,,,,G00018383,,12,12
8384,,,,,,,G00018384,,12,12
8385,,,,,,,G00018385,,12,12
8386,,,,,,,G00018386,,12,12
8387,,,,,,,G00018387,,12,12
8388,,,,,,,G00018388,,12,12
8389,,,,,,,G00018389,,12,12
8390,,,,,,,G00018390,,12,12
8391,,,,,,,G00018391,,12,12
8392,,,,,,,G00018392,,12,12
8393,,,,,,,G00018393,,12,12
8394,,,,,,,G00018394,,12,12
8395,,,,,,,G00018395,,12,12
8396,,,,,,,G00018396,,12,12
8397,,,,,,,G00018397,,12,12
8398,POST RD,,,,,,G00018398,KINGSBRIDGE RD,12,12
8399,,,,,,,G00018399,,12,12
8400,,,,,,,G00018400,,12,12
8401,,,,,,,G00018401,,12,12
8402,,,,,,,G00018402,,12,12
8403,,,,,,,G00018403,,12,12
8404,,,,,,,G00018404,,12,12
8405,,,,,,,G00018405,,12,12
8406,,,,,,,G00018406,,12,12
8407,,,,,,,G00018407,,12,12
8408,,,,,,,G00018408,,12,12
8409,,,,,,,G00018409,,12,12
8410,,,,,,,G00018410,,12,12
8411,,,,,,,G00018411,,12,12
8412,,,,,,,G00018412,,12,12
8413,,,,,,,G00018413,,12,12
8414,,,,,,,G00018414,,12,12
8415,,,,,,,G00018415,,12,12
8416,,,,,,,G00018416,,12,12
8417,,,,,,,G00018417,,12,12
8418,,,,,,,G00018418,,12,12
8419,,,,,,,G00018419,,12,12
8420,,,,,,,G00018420,,12,12
8421,,,,,,,G00018421,,12,12
8422,,,,,,,G00018422,,12,12
8423,,,,,,,G00018423,,12,12
8424,,,,,,,G00018424,,12,12
8425,,,,,,,G00018425,,12,12
8426,,,,,,,G00018426,,12,12
8427,,,,,,,G00018427,,12,12
8428,,,,,,,G00018428,,12,12
8429,,,,,,,G00018429,,12,12
8430,,,,,,,G00018430,,12,12
8431,,,,,,,G00018431,,12,12
8432,,,,,,,G00018432,,12,12
8433,,,,,,,G00018433,,12,12
8434,,,,,,,G00018434,,12,12
8435,,,,,,,G00018435,,12,12
8436,,,,,,,G00018436,,12,12
8437,,,,,,,G00018437,,12,12
8438,,,,,,,G00018438,,12,12
8439,,,,,,,G00018439,,12,12
8440,,,,,,,G00018440,,12,12
8441,,,,,,,G00018441,,12,12
8442,,,,,,,G00018442,,12,12
8459,,W 130 ST,,,,,G00018459,,12,12
8472,,,,,,,G00018472,,12,12
8473,,,,,,,G00018473,,12,12
8474,,,,,,,G00018474,,12,12
8476,,,,,,,G00018476,,12,12
8477,,,,,,,G00018477,,12,12
8478,,,,,,,G00018478,,12,12
8480,,,,,,,G00018480,,12,12
8481,,,,,,,G00018481,,12,12
8485,,,,,,,G00018485,,12,12
8486,,,,,,,G00018486,,12,12
8496,,,,,,,G00018496,,12,12
8497,,,,,,,G00018497,,12,12
8498,,,,,,,G00018498,,12,12
8499,,,,,,,G00018499,,12,12
8500,,,,,,,G00018500,,12,12
8501,,,,,,,G00018501,,12,12
8502,,,,,,,G00018502,,12,12
8506,,,,,,,G00018506,,12,12
8507,,,,,,,G00018507,,12,12
8509,,,,,,,G00018509,,12,12
8510,,,,,,,G00018510,,12,12
8512,,,,,,,G00018512,,12,12
8513,,,,,,,G00018513,,12,12
8516,,,,,,,G00018516,,12,12
8522,,,,,,,G00018522,,12,12
8523,,,,,,,G00018523,,12,12
8524,,,,,,,G00018524,,12,12
8525,,,,,,,G00018525,,12,12
8526,,,,,,,G00018526,,12,12
8527,,,,,,,G00018527,,12,12
8528,,,,,,,G00018528,,12,12
8529,,,,,,,G00018529,,12,12
8530,,,,,,,G00018530,,12,12
8531,,,,,,,G00018531,,12,12
8532,,,,,,,G00018532,,12,12
8533,,,,,,,G00018533,,12,12
8534,,,,,,,G00018534,,12,12
8535,,,,,,,G00018535,,12,12
8536,,,,,,,G00018536,,12,12
8537,,,,,,,G00018537,,12,12
8538,,,,,,,G00018538,,12,12
8539,,,,,,,G00018539,,12,12
8540,,,,,,,G00018540,,12,12
8541,,,,,,,G00018541,,12,12
8542,,,,,,,G00018542,,12,12
8547,,,,,,,G00018547,,12,12
8548,,,,,,,G00018548,,12,12
8549,,,,,,,G00018549,,12,12
8550,,,,,,,G00018550,,12,12
8551,,,,,,,G00018551,,12,12
8552,,,,,,,G00018552,,12,12
8554,,,,,,,G00018554,,12,12
8555,,,,,,,G00018555,,12,12
8556,,,,,,,G00018556,,12,12
8557,,,,,,,G00018557,,12,12
8558,,,,,,,G00018558,,12,12
8559,,,,,,,G00018559,,12,12
8560,,,,,,,G00018560,,12,12
8561,,,,,,,G00018561,,12,12
8562,,,,,,,G00018562,,12,12
8563,,,,,,,G00018563,,12,12
8564,,,,,,,G00018564,,12,12
8565,,,,,,,G00018565,,12,12
8566,,,,,,,G00018566,,12,12
8567,,,,,,,G00018567,,12,12
8568,,,,,,,G00018568,,12,12
8569,,,,,,,G00018569,,12,12
8570,,,,,,,G00018570,,12,12
8571,,,,,,,G00018571,,12,12
8573,KINGS BRIDGE RD,SAINT NICHOLAS AVE,,,,,G00005053,,12,12
8574,,W 161 ST,,,,,G00018574,,12,12
8575,KINGS BRIDGE RD,SAINT NICHOLAS AVE,,,,,G00018575,,12,12
8576,,,,,,,G00018576,,12,12
8577,,,,,,,G00018577,,12,12
8578,,,,,,,G00018578,,12,12
8579,,,,,,,G00018579,,12,12
8580,,,,,,,G00018580,,12,12
8581,,,,,,,G00018581,,12,12
8582,,,,,,,G00018582,,12,12
8584,,,,,,,G00018584,,12,12
8585,,,,,,,G00018585,,12,12
8588,,,,,,,G00018588,,12,12
8589,,,,,,,G00018589,,12,12
8590,,,,,,,G00018590,,12,12
8591,,,,,,,G00018591,,12,12
8592,,,,,,,G00018592,,12,12
8593,,,,,,,G00018593,,12,12
8597,,,,,,,G00018597,,12,12
8598,,,,,,,G00018598,,12,12
8600,,,,,,,G00018600,,12,12
8601,,,,,,,G00018601,,12,12
8603,,,,,,,G00018603,,12,12
8605,,,,,,,G00018605,,12,12
8610,,,,,,,G00018610,,12,12
8611,,,,,,,G00018611,,12,12
8612,,,,,,,G00018612,,12,12
8617,,,,,,,G00018617,,12,12
8618,,,,,,,G00018618,,12,12
8619,,,,,,,G00018619,,12,12
8620,,,,,,,G00018620,,12,12
8628,KINGS BRIDGE RD,,,,,,G00018628,,12,12
8629,,,,,,,G00018629,,12,12
8630,,,,,,,G00018630,,12,12
8631,,,,,,,G00018631,,12,12
8633,,,,,,,G00018633,,12,12
8634,,,,,,,G00018634,,12,12
8636,KINGS BRIDGE RD,,,,,,G00018636,,12,12
8637,TENTH AVE ,,,,,,G00018637,,12,12
8638,KINGS BRIDGE RD,SAINT NICHOLAS AVE,,,,,G00006855,,12,12
8639,,W 157 ST,,,,,G00003210,,12,12
8640,,,,,,,G00018640,,12,12
8642,,,,,,,G00018642,,12,12
8643,,,,,,,G00018643,,12,12
8645,,,,,,,G00018645,,12,12
8647,,W 157 ST,,,,,G00018647,,12,12
8648,,,,,,,G00018648,,12,12
8651,,,,,,,G00018651,,12,12
8652,,,,,,,G00018652,,12,12
8653,,,,,,,G00018653,,12,12
8654,,,,,,,G00018654,,12,12
8655,,,,,,,G00018655,,12,12
8656,,,,,,,G00018656,,12,12
8657,,,,,,,G00018657,,12,12
8658,,,,,,,G00018658,,12,12
8659,,,,,,,G00018659,,12,12
8660,,,,,,,G00018660,,12,12
8661,,,,,,,G00018661,,12,12
8662,,,,,,,G00018662,,12,12
8663,,,,,,,G00018663,,12,12
8664,,,,,,,G00018664,,12,12
8665,,,,,,,G00018665,,12,12
8666,,,,,,,G00018666,,12,12
8667,,,,,,,G00018667,,12,12
8668,,,,,,,G00018668,,12,12
8669,,,,,,,G00018669,,12,12
8670,,,,,,,G00018670,,12,12
8671,,,,,,,G00018671,,12,12
8672,,,,,,,G00018672,,12,12
8673,,,,,,,G00018673,,12,12
8674,,,,,,,G00018674,,12,12
8675,,,,,,,G00018675,,12,12
8676,,,,,,,G00018676,,12,12
8677,KINGS BRIDGE RD,,,,,,G00018677,,12,12
8681,TENTH AVE ,,,,,,G00018681,,12,12
8682,,,,,,,G00018682,,12,12
8683,TENTH AVE ,,,,,,G00018683,,12,12
8684,TENTH AVE ,,,,,,G00018684,,12,12
8686,,,,,,,G00018686,,12,12
8688,,,,,,,G00018688,,12,12
8689,KINGS BRIDGE RD,,,,,,G00018689,,12,12
8695,,,,,,,G00018695,,None,12
8697,,,,,,,G00018697,,12,12
8699,,,,,,,G00018699,,None,12
8700,,,,,,,G00018700,,None,None
8701,,,,,,,G00018701,,None,12
8702,,,,,,,G00018702,,None,None
8703,,,,,,,G00018703,,12,12
8704,,,,,,,G00018704,,12,12
8705,,,,,,,G00018705,,None,None
8706,,,,,,,G00018706,,None,12
8707,,,,,,,G00018707,,12,12
8710,,,,,,,G00018710,,12,12
8712,,,,,,,G00018712,,12,12
8713,,,,,,,G00018713,,12,12
8714,,,,,,,G00018714,,12,12
8715,,,,,,,G00018715,,12,12
8716,,,,,,,G00018716,,12,12
8717,,,,,,,G00018717,,12,12
8718,,,,,,,G00018718,,12,12
8719,,,,,,,G00018719,,12,12
8720,,,,,,,G00018720,,None,None
8722,TENTH AVE ,,,,,,G00018722,,12,12
8723,,,,,,,G00018723,,None,12
8730,,,,,,,G00018730,,12,12
8731,,,,,,,G00018731,,12,12
8732,,,,,,,G00018732,,12,12
8733,,,,,,,G00018733,,12,12
8734,,,,,,,G00018734,,12,12
8738,,,,,,,G00018738,,12,12
8739,,,,,,,G00018739,,12,12
8740,,,,,,,G00018740,,12,12
8741,TENTH AVE ,,,,,,G00018741,,12,12
8746,,,,,,,G00018746,,12,12
8748,,,,,,,G00018748,,12,12
8759,,,,,,,G00018759,,12,12
8761,,,,,,,G00018761,,12,12
8762,,,,,,,G00018762,,12,12
8763,,,,,,,G00018763,,12,12
8764,,,,,,,G00018764,,12,12
8774,,,,,,,G00018774,,12,12
8775,,,,,,,G00018775,,12,12
8776,,,,,,,G00018776,,12,12
8777,,,,,,,G00018777,,12,12
8779,,,,,,,G00018779,,12,12
8781,KINGS BRIDGE RD,,,,,,G00018781,,12,12
8782,,,,,,,G00018782,,12,12
8783,,,,,,,G00018783,,12,12
8785,,,,,,,G00018785,,12,12
8787,,,,,,,G00018787,,12,12
8788,,,,,,,G00018788,,12,12
8789,,,,,,,G00018789,,12,12
8792,KINGS BRIDGE RD,,,,,,G00018792,,12,12
8800,,,,,,,G00018800,,12,12
8802,KINGS BRIDGE RD,,,,,,G00018802,,12,12
8803,KINGS BRIDGE RD,,,,,,G00018803,,12,12
8808,KINGS BRIDGE RD,,,,,,G00018808,,12,12
8810,,,,,,,G00018810,,12,12
8811,,,,,,,G00018811,,12,12
8812,,,,,,,G00018812,,12,12
8813,,,,,,,G00018813,,12,12
8814,,,,,,,G00018814,,12,12
8815,,,,,,,G00018815,,12,12
8816,,,,,,,G00018816,,12,12
8820,,,,,,,G00018820,,12,12
8821,,,,,,,G00018821,,12,12
8823,,,,,,,G00018823,,12,12
8824,,,,,,,G00018824,,12,12
8825,,,,,,,G00018825,,12,12
8827,,,,,,,G00018827,,12,12
8829,,,,,,,G00018829,,12,12
8830,,,,,,,G00018830,,12,12
8832,,,,,,,G00018832,,12,12
8833,,,,,,,G00018833,,12,12
8835,,,,,,,G00018835,,12,12
8836,,,,,,,G00018836,,12,12
8837,,,,,,,G00018837,,12,12
8838,,,,,,,G00018838,,12,12
8840,,,,,,,G00018840,,12,12
8841,,,,,,,G00018841,,12,12
8843,,,,,,,G00018843,,12,12
8845,,,,,,,G00018845,,12,12
8848,,,,,,,G00018848,,12,12
8849,,,,,,,G00018849,,12,12
8850,,,,,,,G00018850,,12,12
8852,,,,,,,G00018852,,12,12
8854,,,,,,,G00018854,,12,12
8855,,,,,,,G00018855,,12,12
8857,,,,,,,G00018857,,12,12
8859,,,,,,,G00018859,,12,12
8861,,,,,,,G00018861,,12,12
8862,,,,,,,G00018862,,12,12
8863,,,,,,,G00018863,,12,12
8864,KINGS BRIDGE RD,,,,,,G00018864,,12,12
8867,,,,,,,G00018867,,12,12
8868,,,,,,,G00018868,,12,12
8870,,,,,,,G00018870,,12,12
8872,,,,,,,G00018872,,12,12
8879,BLOOMINGDALE RD,,,,,,G00018879,,19,19
8880,BLOOMINGDALE RD,,,,,,G00018880,,19,19
8882,,,,,,,G00018882,,12,12
8883,W 86 ST,,,,,,G00018883,,12,19
8884,TWELFTH AVE,,,,,,G00018884,,12,12
8885,W 87 ST,,,,,,G00018885,,12,12
8886,TWELFTH AVE,,,,,,G00018886,,12,12
8887,W 88 ST,,,,,,G00018887,,12,12
8888,TWELFTH AVE,,,,,,G00018888,,12,12
8889,W 89 ST,,,,,,G00018889,,12,12
8890,TWELFTH AVE,,,,,,G00018890,,12,12
8891,,,,,,,G00018891,,12,12
8892,TWELFTH AVE,,,,,,G00018892,,12,12
8893,W 80 ST,,,,,,G00018893,,19,19
8894,W 81 ST,,,,,,G00018894,,19,19
8895,W 82 ST,,,,,,G00018895,,19,19
8897,W 83 ST,,,,,,G00018897,,19,19
8898,W 84 ST,,,,,,G00018898,,19,19
8899,W 85 ST,,,,,,G00018899,,19,19
8903,,,,,,,G00018903,,12,12
8904,W 79 ST,,,,,,G00018904,,19,19
8905,W 78 ST,,,,,,G00018905,,19,19
8906,W 77 ST,,,,,,G00018906,,19,19
8907,,,,,,,G00018907,,12,12
8908,W 76 ST,,,,,,G00018908,,19,19
8909,W 75 ST,,,,,,G00018909,,19,19
8910,W 74 ST,,,,,,G00018910,,19,19
8911,W 206 ST ,,,,,,G00018911,,12,12
8912,W 73 ST,,,,,,G00018912,,19,19
8913,,,,,,,G00018913,,12,12
8915,,,,,,,G00018915,,12,12
8916,,,,,,,G00018916,,12,12
8919,W 96 ST,,,,,,G00018919,,12,12
8921,W 94 ST,,,,,,G00018921,,12,12
8922,W 93 ST,,,,,,G00018922,,12,12
8923,W 92 ST,,,,,,G00018923,,12,12
8925,W 84 ST,,,,,,G00018925,,19,19
8926,W 84 ST,,,,,,G00018926,,19,19
8927,W 105 ST,,,,,,G00018927,,12,12
8928,W 105 ST,,,,,,G00018928,,12,12
8930,,,,,,,G00018930,,12,12
8931,BLOOMINGDALE RD,,,,,,G00018931,,19,19
8932,W 85 ST,,,,,,G00018932,,19,19
8933,W 85 ST,,,,,,G00018933,,19,19
8934,BLOOMINGDALE RD,,,,,,G00018934,,19,19
8935,W 86 ST,,,,,,G00018935,,12,19
8936,BLOOMINGDALE RD,,,,,,G00018936,,12,12
8937,W 87 ST,,,,,,G00018937,,12,12
8938,W 86 ST,,,,,,G00018938,,12,19
8939,BLOOMINGDALE RD,,,,,,G00018939,,12,12
8940,W 88 ST,,,,,,G00018940,,12,12
8941,W 87 ST,,,,,,G00018941,,12,12
8942,BLOOMINGDALE RD,,,,,,G00018942,,12,12
8943,W 89 ST,,,,,,G00018943,,12,12
8944,W 88 ST,,,,,,G00018944,,12,12
8945,BLOOMINGDALE RD,,,,,,G00018945,,12,12
8946,W 90 ST,,,,,,G00018946,,12,12
8947,W 89 ST,,,,,,G00018947,,12,12
8948,BLOOMINGDALE RD,,,,,,G00018948,,12,12
8949,W 91 ST,,,,,,G00018949,,12,12
8950,W 90 ST,,,,,,G00018950,,12,12
8952,W 92 ST,,,,,,G00018952,,12,12
8953,W 91 ST,,,,,,G00018953,,12,12
8954,BLOOMINGDALE RD,,,,,,G00018954,,12,12
8955,W 93 ST,,,,,,G00018955,,12,12
8956,W 92 ST,,,,,,G00018956,,12,12
8958,W 94 ST,,,,,,G00018958,,12,12
8959,W 93 ST,,,,,,G00018959,,12,12
8960,BLOOMINGDALE RD,,,,,,G00018960,,12,12
8961,W 95 ST,,,,,,G00018961,,12,12
8963,BLOOMINGDALE RD,,,,,,G00018963,,12,12
8964,W 96 ST,,,,,,G00018964,,12,12
8965,W 95 ST,,,,,,G00018965,,12,12
8966,BLOOMINGDALE RD,,,,,,G00018966,,12,12
8967,W 97 ST,,,,,,G00018967,,12,12
8968,W 96 ST,,,,,,G00018968,,12,12
8969,BLOOMINGDALE RD,,,,,,G00018969,,12,12
8970,W 98 ST,,,,,,G00018970,,12,12
8971,W 97 ST,,,,,,G00018971,,12,12
8972,BLOOMINGDALE RD,,,,,,G00018972,,12,12
8973,W 99 ST,,,,,,G00018973,,12,12
8974,W 98 ST,,,,,,G00018974,,12,12
8975,BLOOMINGDALE RD,,,,,,G00018975,,12,12
8976,W 100 ST,,,,,,G00018976,,12,12
8977,W 99 ST,,,,,,G00018977,,12,12
8978,BLOOMINGDALE RD,,,,,,G00018978,,12,12
8979,W 101 ST,,,,,,G00018979,,12,12
8980,W 100 ST,,,,,,G00018980,,12,12
8981,BLOOMINGDALE RD,,,,,,G00018981,,12,12
8982,W 102 ST,,,,,,G00018982,,12,12
8983,W 101 ST,,,,,,G00018983,,12,12
8985,W 103 ST,,,,,,G00018985,,12,12
8986,W 102 ST,,,,,,G00018986,,12,12
8987,W 103 ST,,,,,,G00018987,,12,12
8988,BLOOMINGDALE RD,,,,,,G00018988,,12,12
8989,W 104 ST,,,,,,G00018989,,12,12
8990,W 104 ST,,,,,,G00018990,,12,12
8991,BLOOMINGDALE RD,,,,,,G00018991,,12,12
8994,W 108 ST,,,,,,G00018994,,12,12
8995,W 109 ST,,,,,,G00018995,,12,12
8996,NINTH AVE,,,,,,G00018996,,12,12
8997,W 110 ST,,,,,,G00018997,,12,12
8998,W 110 ST,,,,,,G00018998,,12,12
8999,NINTH AVE,,,,,,G00018999,,12,12
9003,W 110 ST,,,,,,G00019003,,12,12
9004,W 107 ST,,,,,,G00019004,,12,12
9007,W 108 ST,,,,,,G00019007,,12,12
9008,W 109 ST,,,,,,G00019008,,12,12
9011,W 106 ST,,,,,,G00019011,,12,12
9012,W 105 ST,,,,,,G00019012,,12,12
9015,W 104 ST,,,,,,G00019015,,12,12
9018,W 103 ST,,,,,,G00019018,,12,12
9020,W 102 ST,,,,,,G00019020,,12,12
9022,W 101 ST,,,,,,G00019022,,12,12
9024,W 100 ST,,,,,,G00019024,,12,12
9040,BLOOMINGDALE RD,,,,,,G00019040,,12,12
9041,W 106 ST,,,,,,G00019041,,12,12
9042,W 106 ST,,,,,,G00019042,,12,12
9043,BLOOMINGDALE RD,,,,,,G00019043,,12,12
9044,W 107 ST,,,,,,G00019044,,12,12
9045,W 107 ST,,,,,,G00019045,,12,12
9047,ELEVENTH AVE,,,,,,G00019047,,12,12
9048,BLOOMINGDALE RD,,,,,,G00019048,,12,12
9049,ELEVENTH AVE,,,,,,G00019049,,12,12
9064,W 97 ST,,,,,,G00019064,,12,12
9065,W 98 ST,,,,,,G00019065,,12,12
9078,W 99 ST,,,,,,G00019078,,12,12
9079,TWELFTH AVE,,,,,,G00019079,,12,12
9080,W 100 ST,,,,,,G00019080,,12,12
9082,TWELFTH AVE,,,,,,G00019082,,12,12
9083,W 101 ST,,,,,,G00019083,,12,12
9085,TWELFTH AVE,,,,,,G00019085,,12,12
9086,W 102 ST,,,,,,G00019086,,12,12
9091,W 105 ST,,,,,,G00019091,,12,12
9093,TWELFTH AVE,,,,,,G00019093,,12,12
9094,W 106 ST,,,,,,G00019094,,12,12
9096,BLOOMINGDALE RD,,,,,,G00019096,,12,12
9097,W 108 ST,,,,,,G00019097,,12,12
9098,TWELFTH AVE,,,,,,G00019098,,12,12
9099,W 107 ST,,,,,,G00019099,,12,12
9101,BLOOMINGDALE RD,,,,,,G00019101,,12,12
9102,W 109 ST,,,,,,G00019102,,12,12
9103,TWELFTH AVE,,,,,,G00019103,,12,12
9104,W 108 ST,,,,,,G00019104,,12,12
9106,BLOOMINGDALE RD,,,,,,G00019106,,12,12
9107,W 110 ST,,,,,,G00019107,,12,12
9108,TWELFTH AVE,,,,,,G00019108,,12,12
9109,W 109 ST,,,,,,G00019109,,12,12
9111,TWELFTH AVE,,,,,,G00019111,,12,12
9112,W 110 ST,,,,,,G00019112,,12,12
9113,BLOOMINGDALE RD,,,,,,G00019113,,12,12
9115,EIGHTH AVE,,,,,,G00019115,,12,12
9116,EIGHTH AVE,,,,,,G00019116,,12,12
9117,NINTH AVE,,,,,,G00019117,,12,12
9118,,,,,,,G00019118,,12,12
9120,W 93 ST,,,,,,G00019120,,12,12
9121,CROTON AQUEDUCT,,,,,,G00019121,,12,12
9122,,,,,,,G00019122,,12,12
9123,NINTH AVE,,,,,,G00019123,,12,12
9124,CROTON AQUEDUCT,,,,,,G00019124,,12,12
9125,W 94 ST,,,,,,G00019125,,12,12
9126,W 93 ST,,,,,,G00019126,,12,12
9127,TENTH AVE,,,,,,G00019127,,12,12
9128,,,,,,,G00019128,,12,12
9129,BLOOMINGDALE RD,,,,,,G00019129,,12,12
9130,,,,,,,G00019130,,12,12
9131,TENTH AVE,,,,,,G00019131,,12,12
9132,W 94 ST,,,,,,G00019132,,12,12
9133,BLOOMINGDALE RD,,,,,,G00019133,,12,12
9135,W 95 ST,,,,,,G00019135,,12,12
9136,W 95 ST,,,,,,G00019136,,12,12
9137,,,,,,,G00019137,,12,12
9139,CROTON AQUEDUCT,,,,,,G00019139,,19,19
9141,CROTON AQUEDUCT,,,,,,G00019141,,19,19
9142,W 86 ST,,,,,,G00019142,,12,19
9143,W 86 ST,,,,,,G00019143,,12,19
9144,CROTON AQUEDUCT,,,,,,G00019144,,12,12
9145,W 87 ST,,,,,,G00019145,,12,12
9146,W 87 ST,,,,,,G00019146,,12,12
9148,W 86 ST,,,,,,G00019148,,12,19
9149,NINTH AVE,,,,,,G00019149,,12,12
9150,CROTON AQUEDUCT,,,,,,G00019150,,12,12
9151,W 86 ST,,,,,,G00019151,,12,19
9152,NINTH AVE,,,,,,G00019152,,12,12
9153,CROTON AQUEDUCT,,,,,,G00019153,,12,12
9154,W 88 ST,,,,,,G00019154,,12,12
9155,TENTH AVE,,,,,,G00019155,,12,12
9156,,,,,,,G00019156,,12,12
9157,TENTH AVE,,,,,,G00019157,,12,12
9158,CROTON AQUEDUCT,,,,,,G00019158,,12,12
9159,W 88 ST,,,,,,G00019159,,12,12
9160,,,,,,,G00019160,,12,12
9161,W 88 ST,,,,,,G00019161,,12,12
9162,CROTON AQUEDUCT,,,,,,G00019162,,12,12
9163,W 90 ST,,,,,,G00019163,,12,12
9164,W 88 ST,,,,,,G00019164,,12,12
9165,CROTON AQUEDUCT,,,,,,G00019165,,12,12
9166,W 91 ST,,,,,,G00019166,,12,12
9167,W 90 ST,,,,,,G00019167,,12,12
9168,CROTON AQUEDUCT,,,,,,G00019168,,12,12
9169,W 92 ST,,,,,,G00019169,,12,12
9170,W 91 ST,,,,,,G00019170,,12,12
9171,CROTON AQUEDUCT,,,,,,G00019171,,12,12
9172,W 92 ST,,,,,,G00019172,,12,12
9176,NINTH AVE,,,,,,G00019176,,19,19
