OBJECTID,MN_STREET1850_FULL_STREE,MN_STREET1850_Y1850NAMESTREET,MN_STREET1850_Y1850LEFT_LOW,MN_STREET1850_Y1850LEFT_HIGH,MN_STREET1850_Y1850RIGHT_LOW,MN_STREET1850_Y1850RIGHT_HIGH,MN_STREET1850_JOINID,MN_STREET1850_Y1850NAMEALT,Ward_Right_1850,Ward Left 1850
3370,,WASHINGTON ST,414,424,413,425,G00003195,,5,5
3372,,W END AVE,,,,,G00003197,,12,12
3376,,W 16 ST,2,78,1,77,G00003201,,18,18
3377,,CEDAR ST,104,118,105,127,G00003202,,1,1
3378,,E SEVENTH ST,49,87,48,86,G00003203,,17,17
3379,,E 26 ST,85,105,86,108,G00003204,,18,18
3380,,DELANCEY ST,72,84,71,83,G00003205,,10,10
3382,,FIFTH AVE,,,,,G00003207,,12,12
3383,,LUDLOW ST,105,131,106,132,G00003208,,10,10
3386,,FIRST AVE,,,,,G00003212,,19,19
3387,,W 26 ST,58,118,55,105,G00003213,,16,16
3389,,MADISON AVE,,,17,23,G00003215,,18,18
3390,,3 AVE,942,954,939,951,G00003216,,19,19
3392,,PARK AVE,,,,,G00003218,,12,12
3393,,3 AVE,414,430,425,441,G00003219,,18,18
3396,,SEVENTH AVE,442,450,441,451,G00003222,,16,16
3398,,GREENWICH ST,128,134,129,135,G00003225,,1,1
3400,,W 183 ST,,,,,G00003227,,12,12
3402,,W 43 ST,2,70,1,69,G00003229,,19,19
3404,,PARK AVE,,,,,G00003231,,12,12
3405,,AMSTERDAM AVE,,,,,G00003232,,19,19
3406,,W 43 ST,194,248,201,255,G00003233,,19,19
3407,,SEVENTH AVE,334,348,333,347,G00003234,,16,16
3408,,9 AVE,543,555,532,548,G00003236,,19,19
3409,,HUDSON ST,489,499,490,498,G00003237,,9,9
3410,,FIFTH AVE,,,,,G00003238,,12,12
3411,,C P W,,,,,G00003239,,19,19
3412,,E 13 ST,159,209,160,210,G00003240,,17,17
3413,,TENTH AVE,527,541,530,542,G00003241,,19,19
3414,,2 AVE,517,531,516,532,G00003242,,18,18
3415,,GREENE ST,253,267,254,268,G00003243,,15,15
3418,,PEARL ST,123,147,122,150,G00003246,,1,1
3420,TENTH AVE ,AMSTERDAM AVE,,,,,G00003248,,12,12
3421,,C AVE,1,9,2,8,G00003249,,11,11
3422,,E 41 ST,,,,,G00003250,,19,19
3424,,E SEVENTH ST,231,285,230,286,G00003252,,11,11
3426,,STAPLE ST,2,8,1,7,G00003254,,5,5
3427,,W 83 ST,,,,,G00003255,,19,19
3428,,BROOME ST,51,65,52,66,G00003256,,13,13
3429,,WARREN ST,65,95,64,96,G00003257,,3,3
3432,,W END AVE,,,,,G00003260,,12,12
3433,,SAINT NICHOLAS' PL,,,,,G00003261,,12,12
3434,,PARK AVE,,,,,G00003262,,12,12
3435,,E 50 ST,57,107,56,102,G00003263,,19,19
3438,,E 63 ST,,,,,G00003266,,19,19
3441,,EIGHTH AVE,597,613,596,608,G00003269,,19,19
3442,,DELANCEY ST,86,98,85,97,G00003270,,10,10
3443,,B AVE,,,127,141,G00003271,,11,17
3444,,W 25 ST,174,236,175,237,G00003272,,16,16
3445,,W 44 ST,130,184,129,185,G00003273,,19,19
3446,,MARKET SLIP,92,104,91,103,G00003274,,7,7
3450,,CANAL ST,43,61,52,66,G00003278,,8,5
3451,,E 53 ST,,,,,G00003279,,19,19
3452,,SPRING ST,294,306,293,303,G00003280,,8,8
3453,,DELANCEY ST,116,130,115,131,G00003281,,10,10
3454,,BLEECKER ST,246,256,249,255,G00003282,,9,9
3459,,NORFOLK ST,137,167,136,162,G00003287,,17,17
3461,,WHITEHALL ST,47,49,,,G00003289,,1,1
3462,,BOWERY,250,284,241,283,G00003290,,17,14
3465,CATHARINE ST,CATHERINE ST,1,11,2,12,G00003293,,4,7
3467,,BROADWAY,419,431,418,428,G00003295,,14,8
3468,,SPRUCE ST,25,43,26,44,G00003296,,2,4
3469,ELEVENTH AVE ,SAINT NICHOLAS AVE,,,,,G00003297,,12,12
3470,,LUDLOW ST,,,,,G00003298,,10,10
3475,,RUTGERS PL,,,2,10,G00003303,,7,7
3477,,BROADWAY,,,,,G00003305,,12,12
3479,,BEACH ST,12,12,15,15,G00003307,,5,5
3480,,W 40 ST,120,174,121,175,G00003308,,19,16
3481,,MOUNT MORRIS PARK W,,,,,G00003309,,12,12
3482,,BEDFORD ST,51,65,52,64,G00003310,,9,9
3485,,6 AVE,781,785,766,784,G00003314,,19,19
3486,,BROOME ST,259,273,260,274,G00003315,,10,10
3488,,STONE ST,1,21,2,20,G00003317,,1,1
3490,,WAVERLY PL,132,142,133,141,G00003319,,9,9
3491,COLUMBIA ST,ABRAHAM KAZAN ST,1,19,2,20,G00003320,,13,13
3492,,W 109 ST,,,,,G00003321,,12,12
3493,,W 172 ST,,,,,G00003322,,12,12
3494,,3 AVE,,,,,G00003323,,19,19
3497,,FIFTH AVE,,,,,G00003326,,12,12
3498,,W 4 ST,183,217,184,216,G00003327,,15,15
3499,,E 70 ST,,,,,G00003328,,19,19
3504,,WORTH ST,63,81,64,80,G00003334,,5,5
3505,,W 181 ST,,,,,G00003335,,12,12
3507,,CHURCH ST,144,160,145,161,G00003337,,5,5
3509,,E 31 ST,23,49,24,48,G00003339,,18,18
3511,,PRINCE ST,62,70,63,67,G00003341,,14,14
3512,,W 120 ST,,,,,G00003342,,12,12
3513,TENTH AVE ,TENTH AVE,,,,,G00003343,,12,12
3514,,9 AVE,427,439,414,426,G00003344,,16,16
3515,,W 125 ST,,,,,G00003345,,12,12
3516,,LIBERTY ST,14,52,17,51,G00003346,,2,1
3517,,WORTH ST,,,,,G00003347,,4,4
3518,,FIFTH AVE,,,,,G00003348,,19,19
3520,,W 181 ST,,,,,G00003350,,12,12
3521,,3 AVE,,,,,G00003351,,12,12
3522,,JACKSON ST,2,12,1,13,G00003352,,7,7
3523,,GREENWICH ST,124,126,123,127,G00003353,,1,1
3525,,CHARLES ST,86,114,87,115,G00003355,,9,9
3528,,LENOX AVE,,,,,G00003358,,12,12
3529,,E 16 ST,89,119,88,118,G00003359,,18,18
3530,,CHAMBERS ST,104,132,101,133,G00003360,,3,3
3532,,9 AVE,,,,,G00003362,,19,19
3533,,LEX AVE,110,128,107,123,G00003363,,18,18
3534,,FIRST AVE,805,817,,,G00003364,,19,19
3535,,PIKE ST,1,7,2,6,G00003365,,7,7
3536,,C P W,,,,,G00003366,,12,12
3537,,BROOME ST,275,289,276,290,G00003367,,10,10
3538,,GREENWICH AVE,61,77,62,74,G00003368,,9,9
3539,,E 29 ST,1,19,2,20,G00003369,,18,18
3540,,W 33 ST,192,254,193,255,G00003370,,16,16
3542,KINGS BRIDGE RD,BROADWAY,,,,,G00003372,,12,12
3543,,COLUMBUS AVE,,,,,G00003373,,19,19
3544,,FIFTH AVE,,,,,G00003374,,19,19
3545,,COLUMBIA ST,43,67,44,72,G00003375,,13,13
3548,,E 30 ST,25,51,24,50,G00003378,,18,18
3549,,LAIGHT ST,69,75,70,76,G00003379,,5,5
3550,,3 AVE,,,,,G00003380,,19,19
3552,,WASHINGTON ST,426,438,427,439,G00003382,,5,5
3553,,2 AVE,,,,,G00003384,,19,19
3554,,W 4 ST,,,,,G00003385,,9,9
3557,,FIFTH AVE,,,,,G00003388,,12,12
3558,,E 55 ST,,,,,G00003389,,19,19
3559,,GRAND ST,18,32,19,33,G00003390,,8,8
3560,,E TENTH ST,243,279,244,278,G00003391,,17,17
3561,,PARK AVE,,,,,G00003392,,19,19
3562,,E TENTH ST,181,187,182,188,G00003393,,17,17
3565,,MERCER ST,7,31,8,30,G00003396,,8,8
3567,,W 19 ST,184,246,185,247,G00003398,,16,16
3568,,W 77 ST,,,,,G00003399,,19,19
3569,,W 126 ST,,,,,G00003400,,12,12
3570,,F DOUGLAS BLVD,,,,,G00003401,,12,12
3573,,6 AVE,,,,,G00003404,,19,19
3574,,BANK ST,8,40,7,39,G00003405,,9,9
3575,,GREENWICH ST,136,142,137,141,G00003406,,1,1
3576,,3 AVE,,,,,G00003407,,12,12
3577,,COLUMBUS AVE,,,,,G00003408,,19,19
3583,,6 AVE,23,39,18,36,G00003414,,15,9
3586,,6 AVE,101,113,96,112,G00003417,,15,9
3588,,E 23 ST,87,123,88,124,G00003419,,18,18
3589,,3 AVE,,,,,G00003420,,12,12
3590,,E 84 ST,,,,,G00003421,,19,19
3591,,3 AVE,52,68,51,67,G00003422,,17,17
3592,,2 AVE,,,,,G00003423,,12,12
3593,,KING ST,66,92,59,91,G00003424,,8,8
3594,,E 13 ST,303,329,306,330,G00003425,,11,11
3595,,RIVINGTON ST,70,84,69,83,G00003426,,10,17
3597,,W 16 ST,128,180,127,181,G00003428,,16,16
3600,,FRANKLIN ST,99,125,98,124,G00003431,,5,5
3601,,2 AVE,,,,,G00003432,,19,19
3603,,HUDSON ST,637,649,638,650,G00003434,,9,9
3605,,PARK AVE,,,,,G00003436,,19,19
3606,,W 56 ST,,,,,G00003437,,19,19
3607,,TENTH AVE,,,,,G00003438,,19,19
3608,,FIFTH AVE,426,448,427,449,G00003439,,19,19
3609,,C P W,,,,,G00003440,,12,12
3610,,BROAD ST,1,23,2,28,G00003441,,1,1
3613,,C AVE,103,121,102,120,G00003444,,11,11
3616,,E 58 ST,98,148,97,147,G00003447,,19,19
3617,,6 AVE,429,447,430,444,G00003448,,18,16
3618,,BEDFORD ST,111,129,108,130,G00003449,,9,9
3619,,W 211 ST,,,,,G00003450,,12,12
3620,,E 39 ST,135,185,132,186,G00003451,,18,18
3621,,C P W,,,,,G00003452,,12,12
3622,,READE ST,122,158,121,159,G00003453,,5,3
3624,,E 95 ST,,,,,G00003455,,12,12
3625,,BROADWAY,,,1114,1120,G00003456,,18,18
3627,,YORK AVE,,,,,G00003458,,12,12
3628,,GOLD ST,85,103,86,102,G00003459,,4,4
3630,,FIRST AVE,,,,,G00003461,,19,19
3632,,W 54 ST,272,298,271,297,G00003463,,19,19
3633,,MADISON AVE,104,118,105,117,G00003464,,18,18
3635,MACDOUGAL ST,WASHINGTON SQ W,159,171,160,170,G00003466,,15,15
3637,,3 AVE,,,,,G00003468,,12,12
3639,,E 39 ST,61,99,62,98,G00003470,,18,18
3640,,MADISON AVE,168,180,167,179,G00003471,,18,18
3641,,SOUTH ST,104,118,,,G00003472,,2,2
3644,,FIFTH AVE,238,248,235,247,G00003476,,18,18
3647,,2 AVE,417,433,414,428,G00003479,,18,18
3648,,SAINT NICHOLAS AVE,,,,,G00003480,,12,12
3651,,W 18 ST,122,188,121,191,G00003483,,16,16
3652,,2 AVE,217,235,220,236,G00003484,,18,18
3654,,F DOUGLAS BLVD,,,,,G00003486,,12,12
3655,,SAINT NICHOLAS AVE,,,,,G00003487,,12,12
3656,,WAVERLY PL,144,154,143,151,G00003488,,9,9
3657,,EXCHANGE PL,64,66,61,69,G00003489,,1,1
3659,,W END AVE,,,,,G00003491,,12,12
3663,,SPRING ST,64,78,63,77,G00003495,,14,14
3665,,E 3 ST,95,135,94,136,G00003497,,17,17
3666,,F DOUGLAS BLVD,,,,,G00003498,,12,12
3667,,W 53 ST,152,188,149,189,G00003499,,19,19
3669,,WASHINGTON ST,584,598,585,597,G00003501,,9,9
3670,,SPRING ST,260,292,261,291,G00003502,,8,8
3671,,AMSTERDAM AVE,,,,,G00003503,,12,12
3673,,VARICK ST,189,205,188,204,G00003505,,8,8
3675,,PARK AVE,518,536,,,G00003507,,18,18
3676,,E 27 ST,105,109,102,106,G00003508,,18,18
3677,,W 24 ST,2,70,1,69,G00003509,,18,18
3679,,CARMINE ST,18,46,17,47,G00003511,,9,9
3685,,FIRST AVE,,,,,G00003518,,12,12
3686,,BROADWAY,227,237,,,G00003519,,6,3
3688,,E 33 ST,127,137,122,158,G00003521,,18,18
3690,,E 27 ST,23,49,22,48,G00003523,,18,18
3693,,W 164 ST,,,,,G00003526,,12,12
3694,,WASHINGTON ST,120,130,123,131,G00003527,,1,1
3695,,W 184 ST,,,,,G00003528,,12,12
3696,,B AVE,176,198,175,193,G00003530,,11,17
3697,,MADISON AVE,212,224,211,225,G00003531,,18,18
3698,,W 43 ST,114,116,121,123,G00003532,,19,19
3699,,E 11 ST,2,32,1,33,G00003533,,15,15
3703,,E 89 ST,,,,,G00003538,,12,12
3704,,E 71 ST,,,,,G00003539,,19,19
3705,,EIGHTH AVE,667,673,662,674,G00003540,,19,19
3721,,W 42 ST,222,280,221,283,G00003556,,19,19
3723,,MACOMBS PL,,,,,G00003558,,12,12
3728,,COOPER SQ,366,376,367,377,G00003563,,17,15
3729,,F DOUGLAS BLVD,,,,,G00003564,,12,12
3731,,SEVENTH AVE,452,472,453,471,G00003566,,16,16
3734,,HANOVER ST,7,9,8,10,G00003569,,1,1
3735,TENTH AVE ,AMSTERDAM AVE,,,,,G00003570,,12,12
3738,,SULLIVAN ST,22,44,21,43,G00003573,,8,8
3740,,WATER ST,154,158,155,159,G00003575,,2,2
3742,,BAXTER ST,72,82,73,75,G00003577,,6,6
3743,,FIFTH AVE,,,,,G00003578,,12,12
3744,KINGS BRIDGE RD,BROADWAY,,,,,G00003579,,12,12
3745,,3 AVE,,,,,G00003580,,12,12
3746,TENTH AVE ,AMSTERDAM AVE,,,,,G00003581,,12,12
3747,,E 44 ST,,,,,G00003582,,19,19
3748,,9 AVE,227,245,222,242,G00003583,,16,16
3752,,C AVE,205,217,204,216,G00003587,,None,11
3754,,FIFTH AVE,,,,,G00003589,,19,19
3755,,VARICK ST,13,23,12,22,G00003590,,5,5
3756,,ELIZABETH ST,33,63,30,62,G00003591,,14,14
3757,,E 63 ST,,,,,G00003592,,19,19
3758,,PARK AVE,,,,,G00003593,,19,19
3759,,MULBERRY ST,257,271,256,270,G00003594,,14,14
3763,OLD SLIP,HANOVER SQ,,,1,3,G00003598,,1,1
3765,,PARK AVE,,,,,G00003600,,19,19
3766,,LIBERTY ST,54,56,53,57,G00003601,,2,1
3768,,STANTON ST,2,22,1,23,G00003603,,17,17
3769,,E 63 ST,,,,,G00003604,,19,19
3770,,PARK AVE,,,,,G00003605,,19,19
3773,,PARK AVE,,,,,G00003608,,19,19
3774,,F DOUGLAS BLVD,,,,,G00003609,,12,12
3775,,E 41 ST,19,31,20,32,G00003610,,19,19
3778,,STANTON ST,148,168,153,169,G00003613,,17,17
3779,,FRONT ST,212,236,211,235,G00003614,,2,2
3780,TENTH AVE ,AMSTERDAM AVE,,,,,G00003615,,12,12
3781,,PEARL ST,1,23,2,24,G00003616,,1,1
3782,,WATER ST,228,258,229,251,G00003617,,2,2
3783,,CHARLES ST,56,84,55,85,G00003618,,9,9
3785,,HUDSON ST,45,51,46,50,G00003621,,5,5
3787,,EIGHTH AVE,315,331,308,324,G00003623,,16,16
3788,,RIDGE ST,43,77,46,76,G00003624,,13,13
3790,TENTH AVE ,AMSTERDAM AVE,,,,,G00003626,,12,12
3791,,TENTH AVE,17,31,18,32,G00003627,,9,9
3792,,E 115 ST,,,,,G00003628,,12,12
3793,,E 11 ST,64,114,63,113,G00003629,,17,17
3796,,FIRST AVE,127,135,134,146,G00003634,,17,17
3800,,3 AVE,,,969,985,G00003638,,19,19
3801,,E 66 ST,,,,,G00003639,,19,19
3803,,W 187 ST,,,,,G00003641,,12,12
3804,,RUTHERFORD PL,,,1,4,G00003642,,18,18
3805,,AVE D,57,73,56,74,G00003643,,11,11
3806,,E 73 ST,,,,,G00003644,,19,19
3809,,6 AVE,,,932,950,G00003647,,19,19
3810,,FIRST AVE,,,,,G00003648,,12,12
3813,,ELEVENTH AVE,343,361,344,362,G00003651,,16,16
3818,,E 27 ST,1,21,2,20,G00003656,,18,18
3820,,TWELFTH AVE,,,,,G00003658,,12,12
3821,,6 AVE,,,580,594,G00003660,,18,16
3822,,E TENTH ST,441,443,442,444,G00003661,,None,None
3823,,E 12 ST,49,61,56,70,G00003662,,15,15
3825,,MANGIN ST,89,99,90,100,G00003665,,11,11
3826,,BROOME ST,181,193,190,194,G00003666,,13,13
3827,WALKER ST,CANAL ST,170,192,173,193,G00003667,,14,6
3828,,CHURCH ST,174,192,175,191,G00003668,,5,5
3829,,W 4 ST,,,138,150,G00003669,,9,9
3830,,2 AVE,,,,,G00003670,,19,19
3831,,W 67 ST,,,,,G00003671,,19,19
3832,,CHERRY ST,318,348,319,349,G00003672,,7,7
3834,,3 AVE,,,,,G00003674,,12,12
3836,,FRANKLIN ST,127,129,,,G00003676,,5,5
3837,,BROADWAY,,,1308,1324,G00003677,,19,19
3838,WALKER ST,CANAL ST,158,168,159,171,G00003678,,14,6
3840,,SEVENTH AVE,776,792,777,793,G00003680,,19,19
3841,,W 26 ST,120,176,115,175,G00003681,,16,16
3842,,PELL ST,19,33,16,36,G00003682,,6,6
3845,,ORCHARD ST,1,5,2,6,G00003685,,10,10
3846,,BLEECKER ST,66,72,65,71,G00003686,,15,15
3847,,GANSEVOORT ST,,,17,17,G00003687,,9,9
3849,,TWELFTH AVE,,,,,G00003689,,12,12
3851,TENTH AVE ,AMSTERDAM AVE,,,,,G00003691,,12,12
3852,,E 66 ST,,,,,G00003692,,19,19
3855,,BARROW ST,141,153,144,154,G00003695,,9,9
3857,,LEX AVE,,,,,G00003697,,19,19
3860,,ELEVENTH AVE,425,441,426,442,G00003700,,16,16
3861,,EIGHTH AVE,177,193,178,194,G00003701,,16,16
3862,,RIVINGTON ST,98,114,99,113,G00003702,,10,17
3865,,W WASHINGTON PL,29,61,30,60,G00003705,,9,9
3867,,HAMILTON PL,,,,,G00003707,,12,12
3868,,PARK AVE,,,519,537,G00003708,,18,18
3869,,W 173 ST,,,,,G00003709,,12,12
3871,,YORK AVE,,,,,G00003711,,19,19
3877,,B AVE,,,111,125,G00003717,,11,17
3878,,CHRISTOPHER ST,92,124,95,125,G00003718,,9,9
3879,,E 60 ST,,,,,G00003719,,19,19
3880,,W 45 ST,1,79,2,70,G00003720,,19,19
3882,,SOUTH ST,15,22,,,G00003722,,1,1
3884,,W 39 ST,300,350,301,351,G00003724,,16,16
3886,,AMSTERDAM AVE,,,,,G00003726,,19,19
3887,,FIRST AVE,225,243,236,256,G00003727,,18,18
3888,,PARK AVE,622,626,,,G00003729,,19,19
3889,,E 76 ST,,,,,G00003730,,19,19
3892,,SAINT NICHOLAS AVE,,,,,G00003733,,12,12
3893,,ANN ST,71,93,70,94,G00003734,,2,2
3894,,2 AVE,,,1116,1132,G00003735,,19,19
3896,,CHERRY ST,170,208,169,205,G00003737,,7,7
3897,,E 94 ST,,,,,G00003738,,12,12
3898,,BROADWAY,,,,,G00003739,,18,18
3899,,E 105 ST,,,,,G00003740,,12,12
3900,,FIFTH AVE,,,,,G00003741,,19,19
3901,,6 AVE,151,169,150,168,G00003742,,15,9
3903,JONES ALY,GREAT JONES ALY,,,,,G00003744,,15,15
3905,,W 182 ST,,,,,G00003746,,12,12
3906,,LISPENARD ST,1,31,2,30,G00003747,,5,5
3907,,W 35 ST,238,296,235,285,G00003748,,16,16
3909,,BROADWAY,209,217,212,222,G00003750,,2,3
3910,,E 12 ST,329,359,328,358,G00003751,,11,11
3912,,EIGHTH AVE,391,407,380,394,G00003753,,16,16
3913,,E SECOND ST,2,36,1,35,G00003754,,17,17
3914,,VANDAM ST,46,74,47,77,G00003755,,8,8
3916,,SAINT NICHOLAS AVE,,,,,G00003758,,12,12
3917,,E 86 ST,,,,,G00003759,,19,12
3918,,W 47 ST,56,120,55,121,G00003760,,19,19
3920,,A AVE,145,155,146,154,G00003762,,17,17
3921,,GANSEVOORT ST,,,19,19,G00003763,,9,9
3922,,E 29 ST,53,75,52,74,G00003764,,18,18
3923,,CHARLES ST,148,172,147,171,G00003765,,9,9
3926,,2 AVE,781,795,,,G00003768,,19,19
3928,,E 25 ST,87,135,88,134,G00003770,,18,18
3929,,E 102 ST,,,,,G00003771,,12,12
3930,,W 39 ST,238,290,239,291,G00003772,,16,16
3932,LEROY ST,SAINT LUKES PL,1,17,,,G00003774,,9,9
3933,,2 AVE,,,,,G00003775,,19,19
3934,,E 9 ST,174,178,173,177,G00003776,,17,17
3936,,E 81 ST,,,,,G00003778,,19,19
3937,,W 152 ST,,,,,G00003779,,12,12
3938,,3 AVE,,,,,G00003780,,12,12
3940,,BROADWAY,173,189,174,186,G00003782,,2,3
3941,,E 17 ST,136,144,,,G00003783,,18,18
3943,,UNIVERSITY PL,64,84,63,85,G00003785,,15,15
3944,,FIRST AVE,209,223,206,230,G00003786,,17,17
3946,,W 33 ST,256,312,257,313,G00003788,,16,16
3948,,AVE D,111,125,110,126,G00003790,,11,11
3951,ELEVENTH AVE,W END AVE,,,,,G00003793,,12,12
3952,,BROADWAY,681,697,682,696,G00003794,,15,15
3954,,SULLIVAN ST,132,164,131,165,G00003796,,8,8
3955,,AMSTERDAM AVE,,,,,G00003797,,12,12
3957,,MORNINGSIDE AVE,,,,,G00003799,,12,12
3958,,E 125 ST,,,,,G00003800,,12,12
3959,,W 79 ST,,,,,G00003801,,19,19
3962,,E 103 ST,,,,,G00003804,,12,12
3963,,E FIRST ST,26,74,27,75,G00003805,,17,17
3966,,W 54 ST,2,60,1,59,G00003808,,19,19
3967,,W HOUSTON ST,686,698,685,699,G00003809,,15,8
3968,,GOLD ST,53,59,54,60,G00003810,,2,2
3969,,3 AVE,,,,,G00003811,,12,12
3970,,W 39 ST,74,98,75,99,G00003812,,16,16
3971,,FIFTH AVE,,,,,G00003813,,19,19
3972,,HANOVER ST,4,6,,,G00003814,,1,1
3975,,GRAMERCY PARK W,,,1,7,G00003817,,18,18
3976,,PARK AVE,,,,,G00003818,,19,19
3979,,W 16 ST,236,296,235,297,G00003821,,16,16
3980,,EIGHTH AVE,293,313,290,306,G00003822,,16,16
3982,,BROOME ST,127,145,128,144,G00003824,,13,13
3984,,W END AVE,,,,,G00003826,,12,12
3985,,W END AVE,,,,,G00003827,,19,19
3986,,WASHINGTON ST,600,616,599,615,G00003828,,9,9
3989,,RIVINGTON ST,116,126,115,127,G00003831,,10,17
3990,HAMMOND ST,W 11 ST,52,80,51,79,G00003832,,9,9
3991,,F DOUGLAS BLVD,,,,,G00003833,,12,12
3993,,THOMAS ST,33,53,34,54,G00003835,,5,5
3994,,GREENWICH ST,410,426,409,427,G00003836,,5,5
3995,,MULBERRY ST,129,153,128,152,G00003837,,14,14
3996,,BROOME ST,563,591,564,590,G00003839,,8,8
3997,,W 49 ST,276,330,277,337,G00003840,,19,19
3998,,LENOX AVE,,,,,G00003841,,12,12
4000,,W 29 ST,242,300,243,301,G00003843,,16,16
4001,,MADISON AVE,182,196,181,197,G00003844,,18,18
4005,,TENTH AVE,,,722,738,G00003848,,19,19
4006,,2 AVE,923,939,922,938,G00003849,,19,19
4008,,MERCER ST,257,265,258,266,G00003851,NELSON PL,15,15
4009,,E 14 ST,1,37,2,36,G00003853,,15,18
4012,,W 151 ST,,,,,G00003856,,12,12
4013,,W 158 ST,,,,,G00003857,,12,12
4014,,BROADWAY,,,1290,1306,G00003858,,19,19
4016,,PARK AVE S,322,332,317,333,G00003860,,18,18
4017,,3 AVE,,,19,25,G00003861,,17,17
4018,,EIGHTH AVE,751,753,750,756,G00003862,,19,19
4019,,HUDSON ST,119,133,118,134,G00003863,,5,5
4021,,FIFTH AVE,,,,,G00003865,,12,12
4022,,UNIVERSITY PL,86,94,87,93,G00003866,,15,15
4023,,MAIDEN LN,111,133,112,132,G00003867,,1,2
4024,,PLEASANT AVE,,,,,G00003868,,12,12
4025,,E 84 ST,,,,,G00003869,,19,19
4026,TENTH AVE ,TENTH AVE,,,,,G00003870,,12,12
4027,,SEVENTH AVE,758,774,759,775,G00003871,,19,19
4028,,ELEVENTH AVE,,,,,G00003872,,19,19
4029,,E 51 ST,,,,,G00003873,,19,19
4030,,GREENWICH ST,230,250,237,251,G00003874,,3,3
4032,,FIRST AVE,,,,,G00003876,,18,18
4033,,E 56 ST,,,,,G00003877,,19,19
4034,,COLUMBUS AVE,,,,,G00003878,,12,12
4036,,FIFTH AVE,,,,,G00003880,,19,19
4037,,9 AVE,159,171,156,172,G00003881,,16,16
4038,,WOOSTER ST,91,129,92,126,G00003882,,8,8
4039,,MORTON ST,2,28,1,29,G00003883,,9,9
4040,,WASHINGTON ST,720,732,721,731,G00003884,,9,9
4041,,LEX AVE,168,184,165,181,G00003885,,18,18
4042,,E 24 ST,29,57,30,56,G00003886,,18,18
4043,ELM ST,LAFAYETTE ST,154,176,151,179,G00003887,,14,14
4044,,STANTON ST,202,216,203,217,G00003888,,11,11
4047,,MORRIS ST,17,27,16,26,G00003891,,1,1
4050,,W 183 ST,,,,,G00003894,,12,12
4053,,MADISON AVE,58,70,61,69,G00003897,,18,18
4055,,E 21 ST,126,172,125,173,G00003899,,18,18
4057,,BROADWAY,399,413,400,412,G00003901,,6,5
4058,,SAINT NICHOLAS AVE,,,,,G00003902,,12,12
4059,,FIFTH AVE,,,,,G00003903,,12,12
4060,,SOUTH ST,59,68,,,G00003904,,1,1
4061,,6 AVE,,,,,G00003905,,19,19
4062,,F DOUGLAS BLVD,,,,,G00003906,,12,12
4064,,COOPER SQ,,,379,379,G00003909,THIRD AV,17,15
4065,,CANAL ST,161,201,176,222,G00003910,,8,5
4066,,2 AVE,,,,,G00003912,,19,19
4067,,EIGHTH AVE,195,213,196,210,G00003913,,16,16
4070,,MOTT ST,55,85,54,84,G00003917,,6,6
4071,,WEEHAWKEN ST,1,11,2,10,G00003918,,9,9
4072,,E EIGHTH ST,2,10,1,11,G00003919,CLINTON PL,15,15
4073,,MORNINGSIDE AVE,,,,,G00003920,,12,12
4074,,E HOUSTON ST,,,67,89,G00003921,,11,11
4076,,LEX AVE,32,48,31,49,G00003923,,18,18
4080,,W 56 ST,,,,,G00003927,,19,19
4081,,HUDSON ST,165,179,166,180,G00003928,,5,5
4082,,ELEVENTH AVE,,,,,G00003929,,19,19
4083,,UNIVERSITY PL,26,26,25,27,G00003930,,15,15
4084,,E 62 ST,,,,,G00003931,,19,19
4085,,WARREN ST,35,63,34,62,G00003932,,3,3
4086,KINGS BRIDGE RD,SAINT NICHOLAS AVE,,,,,G00003934,,12,12
4087,,W HOUSTON ST,,,733,737,G00003935,,15,8
4089,,2 AVE,,,,,G00003937,,19,19
4090,,W 66 ST,,,,,G00003938,,19,19
4091,,LENOX AVE,,,,,G00003939,,12,12
4092,,ELDRIDGE ST,29,55,30,54,G00003940,,10,10
4094,,PARK AVE S,286,304,283,303,G00003942,,18,18
4095,,W 52 ST,322,382,321,381,G00003943,,19,19
4096,,W 19 ST,128,182,129,183,G00003944,,16,16
4097,,FIRST AVE,,,,,G00003945,,12,12
4098,,SEVENTH AVE,144,158,143,157,G00003946,,16,16
4099,OYSTER PASTIE LANE,EXCHANGE ALY,,,,,G00003947,,1,1
4100,LAURENS ST,W BROADWAY,31,57,30,56,G00003948,,8,8
4101,,FIRST AVE,,,,,G00003949,,12,12
4102,,E 76 ST,,,,,G00003950,,19,19
4103,TENTH AVE ,AMSTERDAM AVE,,,,,G00003952,,12,12
4104,,BROADWAY,903,921,904,920,G00003953,,18,18
4106,,LENOX AVE,,,,,G00003956,,12,12
4107,,FIFTH AVE,,,,,G00003957,,12,12
4112,,E 62 ST,,,,,G00003962,,19,19
4113,,MORNINGSIDE AVE,,,,,G00003963,,12,12
4114,,HORATIO ST,22,58,21,59,G00003964,,9,9
4116,,EIGHTH AVE,579,595,574,594,G00003966,,19,19
4118,,DELANCEY ST,36,54,37,53,G00003968,,10,10
4119,,W 118 ST,,,,,G00003969,,12,12
4122,,E 18 ST,60,96,61,99,G00003972,,18,18
4125,,PARK AVE,,,,,G00003975,,12,12
4126,,W 21 ST,2,74,1,73,G00003976,,18,18
4128,,PARK AVE,,,,,G00003978,,12,12
