OBJECTID,BK_STREET1850_FULL_STREE,BK_STREET1850_Y1850NAMESTREET,BK_STREET1850_Y1850LEFT_LOW,BK_STREET1850_Y1850LEFT_HIGH,BK_STREET1850_Y1850RIGHT_LOW,BK_STREET1850_Y1850RIGHT_HIGH,BK_STREET1850_JOINID,BK_STREET1850_Y1850NAMEALT,Ward Left 1850,Ward Right 1850
12491,48 ST,,,,,,G00012380,,8,8
12495,FRANKLIN AVE,,,,,,G00012384,,7,7
12499,SCHNECTADY AVE,,,,,,G00012388,,,9
12502,RICHARD ST,,,,,,G00012391,,6,6
12505,ADELPHI ST,,,,,,G00012394,,11,11
12509,57 ST,,,,,,G00012398,,8,8
12510,6 AVE,,,,,,G00012399,,8,8
12513,HENRY ST,,,,,,G00012402,,6,6
12514,THOMAS BOYLAND ST,,,,,,G00012403,,9,9
12516,BALTIC ST,,,,,,G00012405,,6,6
12517,PINEAPPLE WALK,,,,,,G00012406,,3,3
12522,FOURTH AVE,,,,,,G00012411,,8,8
12528,DE GRAW ST,,,,,,G00012417,,10,10
12529,20 ST,,,,,,G00012418,,8,8
12543,CREAMER ST,,,,,,G00012430,,6,6
12548,JEFFERSON AVE,,,,,,G00012435,,9,9
12549,BEDFORD AVE,,,,,,G00012436,,7,7
12551,VAN BRUNT ST,,,,,,G00012438,,6,6
12554,SPENCER ST,,,,,,G00012441,,7,7
12572,S  1 ST,,,,,,G00012458,,,
12576,11 AVE,,,,,,G00012462,,8,8
12577,LEE AVE,,,,,,G00012463,,7,7
12578,HAVEMEYER ST,,,,,,G00012464,,,
12584,S  5 ST,,,,,,G00012470,,,
12590,DE KALB AVE,,,,,,G00012476,,11,11
12591,FLEET ST,,,,,,G00012477,,11,11
12592,S  PORTLAND AVE,,,,,,G00012478,,11,11
12594,BOND ST,,,,,,G00012480,,10,10
12595,CARLTON AVE,,,,,,G00012481,,11,11
12600,KEAP ST,,,,,,G00012486,,,
12604,RUTLEDGE AVE,,,,,,G00012490,,7,7
12611,NOSTRAND AVE,,,,,,G00012497,,9,9
12614,HANOVER PL,,,,,,G00012500,,10,10
12620,CLYMER ST,,,,,,G00012506,,7,7
12621,GLENMORE AVE,,,,,,G00012507,,,
12622,BROADWAY,,,,,,G00012508,,,7
12625,FOURTH AVE,STEWARD AVE,,,,,G00012511,,,
12627,REED ST,,,,,,G00012513,,6,6
12631,WAVERLY AVE,,,,,,G00012517,,11,11
12633,GARVEY BLVD,,,,,,G00012519,,9,9
12635,N  10 ST,,,,,,G00012521,,,
12636,HANOVER PL,,,,,,G00012522,,10,10
12643,LINCOLN PL,,,,,,G00012529,,9,9
12646,AMITY ST,,,,,,G00012532,,6,6
12648,12 ST,,,,,,G00012534,,8,8
12649,VAN BRUNT ST,,,,,,G00012535,,6,6
12652,GATES AVE,,,,,,G00012538,,9,9
12653,WITHERS ST,,,,,,G00012539,,,
12656,14 ST,,,,,,G00012542,,8,8
12659,18 ST,,,,,,G00012545,,8,8
12660,WITHERS ST,,,,,,G00012546,,,
12669,EVANS ST,,,,,,G00012555,,5,5
12672,SACKETT ST,,,,,,G00012558,,10,10
12687,SEVENTH AVE,,,,,,G00012572,,8,8
12688,CONGRESS ST,,,,,,G00012573,,6,6
12689,GARFIELD PL,,,,,,G00012574,,8,8
12696,PARK AVE,,,,,,G00012581,,7,7
12700,2 AVE,,,,,,G00012585,,8,8
12703,ELLERY ST,,,,,,G00012588,,7,7
12713,CARLTON AVE,,,,,,G00012598,,11,11
12722,MYRTLE AVE,,,,,,G00012607,,7,7
12738,EIGHTH AVE,,,,,,G00012623,,8,8
12742,S  2 ST,,,,,,G00012627,,,
12751,GLENMORE AVE,,,,,,G00012636,,,
12753,3 AVE,,,,,,G00012638,,8,8
12760,3 AVE,,,,,,G00012645,,8,8
12763,2 AVE,,,,,,G00012648,,8,8
12764,BUFFALO AVE,,,,,,G00012649,,9,9
12769,FIFTH AVE,,,,,,G00012654,,8,8
12772,,,,,,,G00012657,,7,7
12774,S  6 ST,,,,,,G00012659,,,
12776,MALCOLM X BLVD,REED AVE ,,,,,G00012661,,9,9
12777,GLENMORE AVE,,,,,,G00012662,,,
12778,S  ELLIOTT PL,,,,,,G00012663,,11,11
12779,CARROLL ST,,,,,,G00012664,,6,6
12783,FOURTH AVE,,,,,,G00012668,,8,8
12784,PROSPECT ST,,,,,,G00012669,,2,3
12787,RODNEY ST,,,,,,G00012672,,,
12792,BEDFORD AVE,,,,,,G00012677,,7,7
12793,LAFAYETTE AVE,,,,,,G00012678,,11,11
12794,BROADWAY,,,,,,G00012679,,,7
12801,MACON ST,,,,,,G00012685,,9,9
12803,QUINCY ST,,,,,,G00012687,,9,9
12806,COLUMBIA ST,,,,,,G00012690,,6,6
12809,MARCY AVE,,,,,,G00012693,,9,9
12815,CROWN ST,,,,,,G00012699,,9,9
12818,FERRIS ST,,,,,,G00012702,,6,6
12819,6 AVE,,,,,,G00012703,,8,8
12822,NEVINS ST,,,,,,G00012705,,10,10
12824,CARROLL ST,,,,,,G00012707,,9,9
12835,2 AVE,,,,,,G00012718,,8,8
12841,FLUSHING AVE,,,,,,G00012723,,7,7
12843,CONOVER ST,,,,,,G00012725,,6,6
12847,MADISON ST,,,,,,G00012729,,9,9
12859,FIRST AVE,,,,,,G00012741,,8,8
12861,FOURTH AVE,,,,,,G00012743,,10,10
12865,48 ST,,,,,,G00012747,,8,8
12869,WASHINGTON AVE,,,,,,G00012751,,7,11
12871,GREENE AVE,,,,,,G00012753,,7,7
12886,JAY ST,,,,,,G00012767,,4,4
12888,DE GRAW ST,,,,,,G00012769,,6,6
12889,FLUSHING AVE,,,,,,G00012770,,,11
12896,,,,,,,G00012776,,9,9
12897,MARCY AVE,,,,,,G00012777,,9,9
12901,UNDERHILL AVE,,,,,,G00012781,,9,9
12903,PARK PL,,,,,,G00012783,,9,9
12907,BUSHWICK AVE,MORRELL ST ,,,,,G00012787,,,
12909,13 ST,,,,,,G00012789,,8,8
12912,56 ST,,,,,,G00012792,,8,8
12914,FOURTH AVE,,,,,,G00012793,,8,8
12915,CARLTON AVE,,,,,,G00012794,,11,11
12917,MACON ST,,,,,,G00012796,,9,9
12919,MALCOLM X BLVD,REED AVE ,,,,,G00012798,,9,9
12934,13 ST,,,,,,G00012813,,8,8
12935,BUTLER ST,,,,,,G00012814,,10,10
12937,57 ST,,,,,,G00012816,,8,8
12938,ATLANTIC AVE,,,,,,G00012817,,10,10
12951,17 ST,,,,,,G00012830,,8,8
12954,ROGERS AVE,,,,,,G00012833,,9,9
12956,HALSEY ST,,,,,,G00012835,,9,9
12960,GREENE AVE,,,,,,G00012839,,9,9
12962,MONTROSE AVE,,,,,,G00012841,,,
12973,UNION ST,,,,,,G00012851,,9,9
12974,UNDERHILL AVE,,,,,,G00012852,,9,9
12975,HOWARD AVE,,,,,,G00012853,,9,9
12991,S  8 ST,,,,,,G00012869,,,
12993,PROSPECT PL,,,,,,G00012871,,9,9
12996,UNION AVE,,,,,,G00012874,,,
13004,VAN BRUNT ST,,,,,,G00012882,,6,6
13010,BERRY ST,,,,,,G00012888,,,
13023,LEXINGTON AVE,HICKORY ST ,,,,,G00012901,,9,9
13025,MARCY AVE,,,,,,G00012903,,7,7
13028,S  3 ST,,,,,,G00012906,,,
13030,GARVEY BLVD,,,,,,G00012908,,9,9
13039,CLARK ST,,,,,,G00012917,,3,3
13053,HENRY ST,,,,,,G00012931,,6,6
13055,SEVENTH AVE,,,,,,G00012933,,8,8
13060,UNION ST,,,,,,G00012938,,6,6
13062,GARVEY BLVD,,,,,,G00012940,,9,9
13065,STUYVESANT AVE,,,,,,G00012943,,9,9
13067,STERLING PL,,,,,,G00012945,,9,9
13068,DE GRAW ST,,,,,,G00012946,,10,10
13069,55 ST,,,,,,G00012947,,8,8
13070,RALPH AVE,,,,,,G00012948,,9,9
13071,S  PORTLAND AVE,,,,,,G00012949,,11,11
13083,PATCHEN AVE,,,,,,G00012961,,9,9
13088,COLUMBIA HTS,,,,,,G00012966,,1,1
13089,VANDYKE ST,,,,,,G00012967,,6,6
13095,CARROLL ST,,,,,,G00012973,,10,10
13101,EIGHTH AVE,,,,,,G00012979,,8,8
13103,WAVERLY AVE,,,,,,G00012981,,11,11
13109,STUYVESANT AVE,,,,,,G00012986,,9,9
13111,WASHINGTON AVE,,,,,,G00012988,,9,9
13114,LEONARD ST,,,,,,G00012991,,,
13118,RALPH AVE,,,,,,G00012995,,9,9
13124,12 ST,,,,,,G00013001,,8,8
13127,2 ST,,,,,,G00013004,,8,8
13128,VANDERBILT AVE,,,,,,G00013005,,11,11
13129,SCHERMERHORN ST,,,,,,G00013006,,3,3
13136,UNION ST,,,,,,G00013013,,8,8
13140,6 AVE,,,,,,G00013017,,8,8
13143,MAUJER ST,,,,,,G00013020,,,
13149,JOHNSON ST,,,,,,G00013026,,4,4
13153,WAVERLY AVE,,,,,,G00013030,,11,11
13157,YORK ST,,,,,,G00013034,,2,2
13163,FIFTH AVE,,,,,,G00013040,,8,10
13164,8 ST,,,,,,G00013041,,8,8
13170,GRAHAM AVE,,,,,,G00013047,,,
13175,ALBANY AVE,,,,,,G00013052,,9,9
13177,WYCKOFF ST,,,,,,G00013054,,10,10
13179,BOERUM ST,,,,,,G00013056,,,
13185,WASHINGTON AVE,,,,,,G00013062,,7,11
13188,33 ST,,,,,,G00013065,,8,8
13189,ST JAMES'S PL,,,,,,G00013066,,7,7
13196,3 ST,,,,,,G00013073,,8,8
13199,VARET ST,,,,,,G00013076,,,
13202,BEDFORD AVE,,,,,,G00013079,,9,7
13205,BUSHWICK AVE,,,,,,G00013082,,,
13206,VAN BUREN ST,,,,,,G00013083,,9,9
13207,S  5 ST,,,,,,G00013084,,,
13216,MARCY AVE,,,,,,G00013093,,9,9
13221,LAFAYETTE AVE,,,,,,G00013098,,7,7
13237,STATE ST,,,,,,G00013114,,1,1
13243,JOHN ST,,,,,,G00013120,,5,5
13245,23 ST,,,,,,G00013122,,8,8
13256,SARATOGA AVE,,,,,,G00013133,,9,9
13259,BUSH ST,,,,,,G00013136,,6,6
13261,HOWARD AVE,,,,,,G00013138,,9,9
13262,HART ST,,,,,,G00013139,,9,9
13263,BEDFORD AVE,,,,,,G00013140,,7,7
13264,TEN EYCK WALK,,,,,,G00013141,,,
13266,CARROLL ST,,,,,,G00013143,,9,9
13267,DE GRAW ST,,,,,,G00013144,,6,6
13270,RALPH AVE,,,,,,G00013147,,9,9
13272,GRAHAM AVE,,,,,,G00013149,,,
13274,,,,,,,G00013151,,9,9
13276,SKILLMAN AVE,,,,,,G00013153,,,
13277,HEYWARD ST,,,,,,G00013154,,7,7
13278,NOSTRAND AVE,,,,,,G00013155,,9,9
13280,FERRIS ST,,,,,,G00013157,,6,6
13287,MESEROLE ST,,,,,,G00013164,,,
13289,ATLANTIC AVE,SCHUYLER ST ,,,,,G00013166,,9,9
13294,WINDSOR PL,BRAXTON ST,,,,,G00013171,,8,8
13296,HENRY ST,,,,,,G00013173,,6,6
13299,PROSPECT PL,,,,,,G00013176,,9,9
13302,FOURTH AVE,,,,,,G00013179,,8,8
13306,FIFTH AVE,,,,,,G00013183,,8,8
13307,LAWRENCE ST,,,,,,G00013184,,4,4
13311,CHAUNCEY ST,,,,,,G00013188,,9,9
13317,6 ST,,,,,,G00013193,,8,8
13323,CHEEVER PL,,,,,,G00013199,,6,6
13331,6 AVE,,,,,,G00013207,,8,8
13333,SANDFORD ST,,,,,,G00013209,,7,7
13336,STAGG ST,,,,,,G00013212,,,
13343,CHAUNCEY ST,,,,,,G00013219,,9,9
13345,LEONARD ST,,,,,,G00013221,,,
13352,FOURTH AVE,,,,,,G00013228,,8,8
13353,BROADWAY,,,,,,G00013229,,,
13356,,,,,,,G00013232,,9,9
13361,WILLOUGHBY AVE,,,,,,G00013237,,7,7
13365,TROY AVE,,,,,,G00013241,,9,9
13371,SACKETT ST,,,,,,G00013247,,10,10
13373,SARATOGA AVE,,,,,,G00013249,,9,9
13377,RUTLEDGE AVE,,,,,,G00013253,,7,7
13385,GLENMORE AVE,,,,,,G00013261,,,
13388,6 AVE,,,,,,G00013264,,8,8
13390,HAVEMEYER ST,,,,,,G00013266,,,
13394,BEDFORD AVE,,,,,,G00013270,,9,7
13396,SEVENTH AVE,,,,,,G00013272,,8,8
13399,NOSTRAND AVE,,,,,,G00013275,,9,9
13400,46 ST,,,,,,G00013276,,8,8
13408,GRAHAM AVE,,,,,,G00013284,,,
13412,15 ST,,,,,,G00013288,,8,8
13413,VERONA ST,,,,,,G00013289,,6,6
13418,DE KALB AVE,,,,,,G00013294,,11,11
13431,S  FOURTH ST,,,,,,G00013307,,,
13432,BOND ST,,,,,,G00013308,,10,10
13433,METROPOLITAN AVE,,,,,,G00013309,,,
13436,JEFFERSON AVE,,,,,,G00013312,,9,9
13439,SEIGEL ST,MARSHALL ST ,,,,,G00013315,,,
13447,FIRST AVE,,,,,,G00013323,,8,8
13450,6 AVE,,,,,,G00013326,,8,8
13452,MACON ST,,,,,,G00013328,,9,9
13453,TEN EYCK WALK,,,,,,G00013329,,,
13454,SIDNEY PL,,,,,,G00013330,,3,3
13457,PARK PL,,,,,,G00013333,,9,9
13459,SEIGEL ST,MARSHALL ST ,,,,,G00013335,,,
13460,CROWN ST,,,,,,G00013336,,9,9
13473,COLUMBIA ST,,,,,,G00013349,,6,6
13477,LEXINGTON AVE,HICKORY ST ,,,,,G00013353,,9,9
13478,N  11 ST,,,,,,G00013354,,,
13479,FRONT ST,,,,,,G00013355,,2,2
13487,18 AVE,,,,,,G00013363,,,
13489,GRAND ST,,,,,,G00013365,,,
13490,FIFTH AVE,,,,,,G00013366,,8,8
13496,FLATBUSH AVE,,,,,,G00013372,,11,10
13499,BOND ST,,,,,,G00013375,,10,10
13508,TENTH AVE,,,,,,G00013384,,8,8
13511,DE KALB AVE,,,,,,G00013387,,7,7
13513,PROSPECT ST,,,,,,G00013389,,2,2
13519,SCHERMERHORN ST,,,,,,G00013394,,3,3
13526,LEWIS AVE,,,,,,G00013401,,9,9
13527,BUTLER ST,,,,,,G00013402,,10,10
13528,KOSCIUSZKO ST,,,,,,G00013403,,9,9
13550,HENRY ST,,,,,,G00013425,,3,3
13551,SAINT MARK'S AVE,,,,,,G00013426,,9,9
13555,49 ST,,,,,,G00013430,,8,8
13556,WATER ST,,,,,,G00013431,,5,5
13559,17 ST,,,,,,G00013434,,8,8
13564,FOURTH AVE,,,,,,G00013439,,8,8
13566,6 AVE,,,,,,G00013441,,8,8
13572,BERRY ST,,,,,,G00013447,,,
13574,KENT AVE,,,,,,G00013449,,,
13576,2 AVE,,,,,,G00013451,,8,8
13579,MALBONE ST,,,,,,G00013454,,9,9
13582,BRIDGE ST,,,,,,G00013457,,5,4
13599,3 AVE,,,,,,G00013474,,10,10
13606,FIRST AVE,,,,,,G00013481,,8,8
13610,COURT ST,,,,,,G00013485,,10,6
13614,FERRIS ST,,,,,,G00013489,,6,6
13618,45 ST,,,,,,G00013493,,8,8
13620,2 AVE,,,,,,G00013495,,8,8
13623,LINCOLN PL,,,,,,G00013498,,8,8
13634,EIGHTH AVE,,,,,,G00013509,,8,8
13643,HICKS ST,,,,,,G00013518,,6,6
13646,LIVINGSTON ST,,,,,,G00013521,,10,10
13648,RYERSON WALK,,,,,,G00013523,,7,7
13650,MYRTLE AVE,,,,,,G00013525,,11,11
13651,NAVY ST,,,,,,G00013526,,11,5
13652,SMITH ST,,,,,,G00013527,,10,10
13656,DEAN ST,,,,,,G00013531,,10,10
13661,TENTH AVE,,,,,,G00013534,,8,8
13666,LAFAYETTE AVE,,,,,,G00013539,,9,9
13673,LYNCH ST,,,,,,G00013546,,7,7
13674,BUSHWICK AVE,MORRELL ST ,,,,,G00013547,,,
13677,THROOP AVE,,,,,,G00013550,,9,9
13682,BOND ST,,,,,,G00013555,,10,10
13687,PRESIDENT ST,,,,,,G00013560,,9,9
13689,CLINTON AVE,,,,,,G00013562,,11,11
13690,41 ST,,,,,,G00013563,,8,8
13691,PRESIDENT ST,,,,,,G00013564,,6,6
13692,WYTHE AVE,,,,,,G00013565,,,
13699,FOURTH AVE,,,,,,G00013572,,8,8
13704,DEAN ST,,,,,,G00013577,,9,9
13707,FORT HAMILTN PKWY,,,,,,G00013580,,,
13708,BAINBRIDGE ST,,,,,,G00013581,,9,9
13709,HOWARD AVE,,,,,,G00013582,,9,9
13713,UNION ST,,,,,,G00013586,,10,10
13725,LORIMER ST,,,,,,G00013598,,7,7
13726,WOLCOTT ST,,,,,,G00013599,,6,6
13729,RICHARD ST,,,,,,G00013602,,6,6
13730,FLATBUSH AVE,,,,,,G00013603,,8,8
13732,FIFTH AVE,,,,,,G00013605,,8,8
13739,MANHATTAN AVE,,,,,,G00013612,,,
13743,STATE ST,,,,,,G00013616,,3,3
13748,NEVINS ST,,,,,,G00013621,,10,10
13749,DE GRAW ST,,,,,,G00013622,,6,6
13752,PARK PL,,,,,,G00013625,,9,9
13754,BARTLETT ST,,,,,,G00013627,,7,7
13755,HUNTINGTON ST,,,,,,G00013628,,6,6
13759,VAN BRUNT ST,,,,,,G00013632,,6,6
13761,JOHNSON ST,,,,,,G00013634,,5,11
13764,BUSH ST,,,,,,G00013637,,6,6
13768,NOSTRAND AVE,,,,,,G00013641,,9,9
13772,SARATOGA AVE,,,,,,G00013645,,9,9
13773,SCHNECTADY AVE,,,,,,G00013646,,9,9
13777,SAND ST,,,,,,G00013650,,2,4
13781,UNION AVE,,,,,,G00013654,,,
13782,15 ST,,,,,,G00013655,,8,8
13787,KENT AVE,,,,,,G00013660,,,
13799,VANDERBILT AVE,,,,,,G00013671,,11,11
13800,WILLOUGHBY AVE,,,,,,G00013672,,9,9
13808,DE KALB AVE,,,,,,G00013680,,11,11
13814,ROCHESTER AVE,,,,,,G00013686,,9,9
13816,HICKS ST,,,,,,G00013688,,3,1
13819,S  2 ST,,,,,,G00013691,,,
13826,WINDSOR PL,BRAXTON ST,,,,,G00013698,,8,8
13828,SMITH ST,,,,,,G00013700,,10,10
13829,MESEROLE ST,,,,,,G00013701,,,
13830,W  9 ST,,,,,,G00013702,,6,6
13832,WINDSOR PL,,,,,,G00013704,,8,8
13834,GATES AVE,,,,,,G00013706,,9,9
13836,LORIMER ST,,,,,,G00013708,,,
13849,PROSPECT  W,,,,,,G00013721,,8,8
13853,SEVENTH AVE,,,,,,G00013725,,8,8
13858,RALPH AVE,,,,,,G00013730,,9,9
13859,CONOVER ST,,,,,,G00013731,,6,6
13860,LORIMER ST,,,,,,G00013732,,,
13862,SEVENTH AVE,,,,,,G00013734,,8,8
13864,HUDSON AVE,,,,,,G00013736,,5,5
13869,DIVISION AVE,,,,,,G00013741,,,7
13875,97 ST,,,,,,G00013747,,,
13880,WYONA ST,,,,,,G00013752,,,
13885,VAN BRUNT ST,,,,,,G00013757,,6,6
13893,VERMONT ST,,,,,,G00013764,,,
13896,ATLANTIC AVE,,,,,,G00013767,,,
13900,PARK AVE,,,,,,G00013770,,7,7
13901,HARRISON AVE,,,,,,G00013771,,7,7
13903,RUTLEDGE AVE,,,,,,G00013773,,7,7
13904,DOUGLAS ST,,,,,,G00013774,,10,10
13908,LAFAYETTE AVE,,,,,,G00013778,,9,9
13911,6 AVE,,,,,,G00013781,,8,8
13914,MADISON ST,,,,,,G00013784,,9,9
13917,51 ST,,,,,,G00013786,,8,8
13920,NEVINS ST,,,,,,G00013789,,10,10
13932,CARLTON AVE,,,,,,G00013801,,8,8
13934,95 ST,,,,,,G00013803,,,
13936,CARLTON AVE,,,,,,G00013805,,11,11
13940,BKLYN AVE,BROOKLYN AVE ,,,,,G00013809,,9,9
13942,TENTH AVE,,,,,,G00013811,,8,8
13943,DEAN ST,,,,,,G00013812,,9,9
13944,SACKETT ST,,,,,,G00013813,,10,10
13947,SUMMIT ST,,,,,,G00013816,,6,6
13952,STERLING PL,,,,,,G00013821,,9,9
13963,6 AVE,,,,,,G00013832,,8,8
13964,SAINT MARK'S AVE,,,,,,G00013833,,9,9
13966,TROY AVE,,,,,,G00013835,,9,9
13973,GARVEY BLVD,,,,,,G00013842,,9,9
13975,DE GRAW ST,,,,,,G00013844,,10,10
13977,SEVENTH AVE,,,,,,G00013846,,8,8
13979,SULLIVAN ST,,,,,,G00013848,,6,6
13990,BUSHWICK AVE,,,,,,G00013859,,,
13991,FLEET ALY,FLEET ALLEY,,,,,G00013860,,2,2
13994,PROSPECT  W,,,,,,G00013863,,8,8
13996,WASHINGTON AVE,,,,,,G00013865,,7,11
14000,AINSLIE ST,,,,,,G00013869,,,
14010,WYTHE AVE,,,,,,G00013877,,,
14016,MARCY AVE,,,,,,G00013883,,9,9
14024,CLINTON AVE,,,,,,G00013891,,11,11
14027,MONTROSE AVE,,,,,,G00013894,,,
14034,MANHATTAN AVE,,,,,,G00013900,,,
14036,FOURTH AVE,,,,,,G00013902,,8,8
14042,DE KALB AVE,,,,,,G00013907,,7,7
14048,FRANKLIN AVE,,,,,,G00013913,,7,7
14051,BRIDGE ST,,,,,,G00013916,,5,2
14053,BROADWAY,,,,,,G00013918,,,7
14055,BKLYN AVE,BROOKLYN AVE ,,,,,G00013920,,9,9
14058,THROOP AVE,,,,,,G00013923,,9,9
14060,FIFTH AVE,,,,,,G00013925,,8,10
14068,BERGEN ST,,,,,,G00013933,,9,9
14073,JAY ST,,,,,,G00013937,,4,4
14078,CONGRESS ST,,,,,,G00013942,,6,6
14082,UNION ST,,,,,,G00013946,,10,10
14088,HICKS ST,,,,,,G00013952,,3,1
14101,HEWES ST,,,,,,G00013965,,7,7
14106,MIDDLETON ST,,,,,,G00013970,,7,7
14111,HENRY ST,,,,,,G00013975,,6,6
14124,COLUMBIA ST,,,,,,G00013988,,6,6
14125,KENT AVE,,,,,,G00013989,,7,7
14131,PACIFIC ST,,,,,,G00013995,,9,9
14135,S  11 ST,,,,,,G00013999,,,
14136,PENN ST,,,,,,G00014000,,7,7
14144,MARCY AVE,,,,,,G00014008,,7,7
14148,HANSON PL,,,,,,G00014012,,11,11
14149,BAINBRIDGE ST,,,,,,G00014013,,9,9
14158,UNION AVE,,,,,,G00014022,,,
14159,HANCOCK ST,,,,,,G00014023,,9,9
14162,QUINCY ST,,,,,,G00014026,,9,9
14167,BROADWAY,,,,,,G00014031,,,
14169,BERGEN ST,,,,,,G00014033,,9,9
14177,HERKIMER ST,,,,,,G00014041,,9,9
14179,PARK PL,,,,,,G00014043,,9,9
14181,THROOP AVE,,,,,,G00014045,,9,9
14185,GRAND ST,,,,,,G00014049,,,
14186,PIERREPONT ST,,,,,,G00014050,,1,1
14200,BERKLEY PL,,,,,,G00014064,,8,8
14201,FOURTH AVE,,,,,,G00014065,,8,8
14202,6 AVE,,,,,,G00014066,,8,8
14208,TOMPKINS AVE,,,,,,G00014072,,9,9
14213,LEWIS AVE,,,,,,G00014077,,9,9
14215,LORIMER ST,,,,,,G00014079,,,
14217,PROSPECT PL,,,,,,G00014081,,9,9
14219,FOURTH AVE,,,,,,G00014083,,8,8
14224,TAAFFE PL,,,,,,G00014088,,7,7
14225,PEARL ST,,,,,,G00014089,,2,2
14228,THROOP AVE,,,,,,G00014092,,9,9
14233,ATLANTIC AVE,,,,,,G00014097,,10,10
14236,ATLANTIC AVE,SCHUYLER ST ,,,,,G00014100,,9,9
14239,MYRTLE AVE,,,,,,G00014103,,11,11
14241,GREENE AVE,,,,,,G00014105,,9,9
14244,HOPE ST,,,,,,G00014108,,,
14247,TOMPKINS AVE,,,,,,G00014111,,9,9
14250,HAVEMEYER ST,,,,,,G00014114,,,
14253,BERGEN ST,,,,,,G00014117,,9,9
14258,SAINT MARK'S AVE,,,,,,G00014122,,9,9
14259,GEORGIA AVE,,,,,,G00014123,,,
14261,BUSHWICK AVE,MORRELL ST ,,,,,G00014125,,,
14262,WILLIAMS AVE,,,,,,G00014126,,,
14264,SEVENTH AVE,,,,,,G00014128,,8,8
14265,METROPOLITAN AVE,,,,,,G00014129,,,
14273,S  9 ST,,,,,,G00014137,,,
14285,RODNEY ST,,,,,,G00014149,,7,7
14292,DRIGGS AVE,,,,,,G00014156,,,
14293,HENRY ST,,,,,,G00014157,,6,6
14294,FIFTH AVE,,,,,,G00014158,,8,8
14299,WILLOUGHBY ST,,,,,,G00014163,,4,4
14301,HARRISON AVE,,,,,,G00014165,,7,7
14307,3 AVE,,,,,,G00014171,,10,10
14313,THIRD PL,,,,,,G00014177,,6,6
14316,N  FOURTH ST,,,,,,G00014180,,,
14321,FIFTH AVE,,,,,,G00014185,,8,8
14325,LEE AVE,,,,,,G00014189,,7,7
14329,FOURTH AVE,,,,,,G00014193,,8,8
14334,BROADWAY,,,,,,G00014198,,,7
14336,BEDFORD AVE,,,,,,G00014200,,,
14341,MARCY AVE,,,,,,G00014205,,,
14346,FULTON ST,,,,,,G00014209,,4,10
14351,BOWNE ST,,,,,,G00014214,,6,6
14352,DEVOE ST,,,,,,G00014215,,,
14353,FRANKLIN AVE,,,,,,G00014216,,7,7
14360,EIGHTH AVE,,,,,,G00014223,,8,8
14364,CONSELYEA ST,,,,,,G00014227,,,
14368,LAFAYETTE AVE,,,,,,G00014231,,9,9
14376,HOWARD AVE,,,,,,G00014239,,9,9
14379,ALBANY AVE,,,,,,G00014242,,9,9
14381,BEDFORD AVE,PERRY AVE ,,,,,G00014244,,9,9
14388,TAYLOR ST,,,,,,G00014251,,7,7
14395,BAYARD ST,,,,,,G00014258,,,
14396,SACKETT ST,,,,,,G00014259,,10,10
14404,TROY AVE,,,,,,G00014267,,9,9
14405,GERRY ST,,,,,,G00014268,,7,7
14410,3 AVE,,,,,,G00014273,,8,8
14429,PIERREPONT ST,,,,,,G00014292,,3,3
14438,LIBERTY AVE,,,,,,G00014301,,,
14448,KENT AVE,,,,,,G00014311,,,
14450,HUDSON AVE,,,,,,G00014313,,5,5
14451,CARLTON AVE,,,,,,G00014314,,11,11
14457,N  13 ST,,,,,,G00014320,,,
14458,CONOVER ST,,,,,,G00014321,,6,6
14462,N  THIRD ST,,,,,,G00014325,,,
14463,MANHATTAN AVE,,,,,,G00014326,,,
14467,VANDERBILT AVE,,,,,,G00014330,,11,11
14469,PUTNAM AVE,,,,,,G00014332,,9,9
14477,CLINTON ST,,,,,,G00014340,,6,6
14478,DE GRAW ST,,,,,,G00014341,,10,10
14482,UTICA AVE,,,,,,G00014345,,9,9
14485,SMITH ST,,,,,,G00014348,,10,10
14492,CRANBERRY ST,,,,,,G00014355,,3,3
14500,STUYVESANT AVE,,,,,,G00014363,,9,9
14504,FOURTH AVE,,,,,,G00014367,,8,8
14508,BERGEN ST,,,,,,G00014371,,9,9
14512,N  7 ST,,,,,,G00014375,,,
14515,MYRTLE AVE,,,,,,G00014378,,7,7
14517,BAINBRIDGE ST,,,,,,G00014380,,9,9
14519,MIDDAGH ST,,,,,,G00014382,,3,3
14523,KINGSTON AVE,,,,,,G00014386,,9,9
14528,FIRST AVE,,,,,,G00014391,,8,8
14534,SAINT MARK'S AVE,,,,,,G00014397,,9,9
14539,FOURTH AVE,STEWARD AVE,,,,,G00014402,,,
14541,SEVENTH AVE,,,,,,G00014404,,8,8
14544,FIRST AVE,,,,,,G00014407,,8,8
14546,30 ST,,,,,,G00014409,,8,8
14551,GATES AVE,,,,,,G00014414,,9,9
14556,BROADWAY,,,,,,G00014419,,,7
14564,QUINCY ST,,,,,,G00014427,,9,9
14569,CONSELYEA ST,,,,,,G00014432,,,
14574,KEAP ST,,,,,,G00014437,,,
14575,ROEBLING ST,,,,,,G00014438,,,
14577,HOOPER ST,,,,,,G00014440,,,
14579,HEWES ST,,,,,,G00014442,,7,7
14582,HANCOCK ST,,,,,,G00014445,,9,9
14587,HINSDALE ST,,,,,,G00014450,,,
14588,HEWES ST,,,,,,G00014451,,7,7
