OBJECTID,BK_STREET1850_FULL_STREE,BK_STREET1850_Y1850NAMESTREET,BK_STREET1850_Y1850LEFT_LOW,BK_STREET1850_Y1850LEFT_HIGH,BK_STREET1850_Y1850RIGHT_LOW,BK_STREET1850_Y1850RIGHT_HIGH,BK_STREET1850_JOINID,BK_STREET1850_Y1850NAMEALT,Ward Left 1850,Ward Right 1850
2312,CLINTON ST,,,,,,G00002296,,3,3
2313,PROSPECT  W,,,,,,G00002297,,8,8
2317,STUYVESANT AVE,,,,,,G00002301,,9,9
2322,MACON ST,,,,,,G00002306,,9,9
2328,WILLOUGHBY AVE,,,,,,G00002312,,7,7
2338,PROSPECT PL,,,,,,G00002322,,9,9
2340,20 ST,,,,,,G00002324,,8,8
2341,HUMBOLDT ST,,,,,,G00002325,,,
2346,BEDFORD AVE,,,,,,G00002330,,,
2347,GREENE AVE,,,,,,G00002331,,9,9
2348,WASHINGTON AVE,,,,,,G00002332,,9,9
2355,SEVENTH AVE,,,,,,G00002339,,8,8
2372,HAVEMEYER ST,,,,,,G00002356,,,
2373,DOWNING ST,,,,,,G00002357,,7,7
2376,WINDSOR PL,,,,,,G00002360,,8,8
2380,FULTON ST,,,,,,G00002364,,11,11
2382,DEAN ST,,,,,,G00002366,,10,10
2388,KEAP ST,,,,,,G00002372,,,
2390,HOPKINS ST,,,,,,G00002374,,7,7
2391,UNION ST,,,,,,G00002375,,6,6
2397,FULTON ST,,,,,,G00002381,,11,11
2399,PROSPECT  W,,,,,,G00002383,,8,8
2405,SUMPTER ST,,,,,,G00002389,,9,9
2407,11 AVE,,,,,,G00002391,,8,8
2409,RICHARD ST,,,,,,G00002393,,6,6
2426,LAFAYETTE AVE,,,,,,G00002409,,11,11
2444,PATCHEN AVE,,,,,,G00002426,,9,9
2445,STUYVESANT AVE,,,,,,G00002427,,9,9
2446,N  8 ST,,,,,,G00002428,,,
2449,WYTHE AVE,,,,,,G00002431,,,
2450,BKLYN AVE,BROOKLYN AVE ,,,,,G00002432,,9,9
2451,JORALEMON ST,,,,,,G00002433,,1,1
2452,LINCOLN PL,,,,,,G00002434,,9,9
2454,40 ST,,,,,,G00002436,,8,8
2457,DEAN ST,,,,,,G00002439,,9,9
2468,FULTON ST,,,,,,G00002450,,9,9
2469,HARRISON AVE,,,,,,G00002451,,7,7
2478,STUYVESANT AVE,,,,,,G00002460,,9,9
2485,FRANKLIN AVE,,,,,,G00002467,,7,7
2488,11 ST,,,,,,G00002470,,8,8
2493,LEONARD ST,,,,,,G00002475,,,
2499,TOMPKINS AVE,,,,,,G00002481,,9,9
2507,TRUXTON ST,,,,,,G00002489,,9,9
2508,GRAND AVE,,,,,,G00002490,,7,7
2518,GARFIELD PL,,,,,,G00002500,,8,8
2520,FOURTH AVE,,,,,,G00002502,,10,10
2529,LEXINGTON AVE,HICKORY ST ,,,,,G00002511,,9,9
2530,WILLOUGHBY AVE,,,,,,G00002512,,7,7
2531,BARTLETT ST,,,,,,G00002513,,7,7
2537,KENT AVE,,,,,,G00002519,,,
2547,3 ST,,,,,,G00002529,,8,8
2549,SARATOGA AVE,,,,,,G00002531,,9,9
2554,THROOP AVE,,,,,,G00002536,,9,9
2560,PRESIDENT ST,,,,,,G00002542,,8,8
2561,WARREN ST,,,,,,G00002543,,6,6
2562,HENRY ST,,,,,,G00002544,,3,3
2564,2 AVE,,,,,,G00002546,,8,8
2569,FRANKLIN AVE,,,,,,G00002551,,7,7
2570,WYTHE AVE,,,,,,G00002552,,,
2579,HALSEY ST,,,,,,G00002561,,9,9
2580,EIGHTH AVE,,,,,,G00002562,,8,8
2584,BROADWAY,,,,,,G00002566,,,
2586,LEFFERTS PL,,,,,,G00002568,,7,7
2588,GRAND ST,,,,,,G00002570,,,
2592,PARK PL,,,,,,G00002574,,9,9
2599,BUSHWICK AVE,MORRELL ST ,,,,,G00002581,,,
2601,ALBANY AVE,,,,,,G00002583,,9,9
2602,VAN BRUNT ST,,,,,,G00002584,,6,6
2604,ROGERS AVE,,,,,,G00002586,,9,9
2610,18 ST,,,,,,G00002592,,8,8
2611,20 ST,,,,,,G00002593,,8,8
2612,FIRST AVE,,,,,,G00002594,,8,8
2613,CLINTON ST,,,,,,G00002595,,6,6
2615,MYRTLE AVE,,,,,,G00002597,,9,9
2617,BROADWAY,,,,,,G00002599,,,
2618,UNION ST,,,,,,G00002600,,9,9
2620,TENTH AVE,,,,,,G00002602,,8,8
2622,MARCY AVE,,,,,,G00002604,,9,9
2625,S  ELLIOTT PL,,,,,,G00002607,,11,11
2626,BAINBRIDGE ST,,,,,,G00002608,,9,9
2627,WILLOUGHBY AVE,,,,,,G00002609,,7,7
2630,FLATBUSH AVE,,,,,,G00002612,,8,8
2637,NELSON ST,,,,,,G00002619,,6,6
2638,MADISON ST,,,,,,G00002620,,9,9
2649,SEVENTH AVE,,,,,,G00002630,,8,8
2666,DRIGGS AVE,,,,,,G00002647,,,
2667,N  11 ST,,,,,,G00002648,,,
2669,BERGEN ST,,,,,,G00002650,,9,9
2671,DE KALB AVE,,,,,,G00002652,,11,11
2672,YORK ST,,,,,,G00002653,,2,2
2675,MACDONOUGH ST,,,,,,G00002656,,9,9
2677,PITKIN AVE,,,,,,G00002658,,,
2687,RODNEY ST,,,,,,G00002668,,,
2695,NEW YORK AVE,,,,,,G00002676,,9,9
2708,ROEBLING ST,,,,,,G00002689,,,
2716,ROGERS AVE,,,,,,G00002697,,9,9
2718,PARK AVE,,,,,,G00002699,,7,7
2719,NASSAU ST,,,,,,G00002700,,5,5
2721,THROOP AVE,,,,,,G00002702,,9,9
2722,ROCKAWAY AVE,,,,,,G00002703,,9,9
2732,UNION ST,,,,,,G00002713,,9,9
2734,N  SIXTH ST,,,,,,G00002715,,,
2735,LORRAINE ST,,,,,,G00002716,,6,
2736,HUMBOLDT ST,,,,,,G00002717,,,
2749,ALBANY AVE,,,,,,G00002730,,9,9
2756,CLINTON ST,,,,,,G00002736,,6,6
2760,FIRST AVE,,,,,,G00002740,,8,8
2761,ADELPHI ST,,,,,,G00002741,,11,11
2769,17 ST,,,,,,G00002749,,8,8
2771,MARCY AVE,,,,,,G00002751,,9,9
2779,N  SIXTH ST,,,,,,G00002759,,,
2780,PULASKI ST,PULASKY ST ,,,,,G00002760,,9,9
2782,NINTH ST,,,,,,G00002762,,8,8
2787,COLUMBIA ST,,,,,,G00002767,,6,6
2790,BEDFORD AVE,PERRY AVE ,,,,,G00002770,,9,9
2795,DRIGGS AVE,,,,,,G00002774,,,
2799,HICKS ST,,,,,,G00002778,,6,6
2801,TENTH AVE,,,,,,G00002780,,8,8
2804,DRIGGS AVE,,,,,,G00002783,,,
2816,29 ST,,,,,,G00002795,,8,8
2820,11 AVE,,,,,,G00002799,,8,8
2822,VANDERBILT AVE,,,,,,G00002801,,9,8
2827,ST JAMES'S PL,,,,,,G00002806,,7,7
2831,43 ST,,,,,,G00002810,,8,8
2832,DOUGHTY ST,,,,,,G00002811,,1,1
2836,S  9 ST,,,,,,G00002815,,,
2844,ROCHESTER AVE,,,,,,G00002823,,9,9
2849,ATLANTIC AVE,,,,,,G00002828,,11,11
2852,11 AVE,,,,,,G00002831,,8,8
2854,PATCHEN AVE,,,,,,G00002833,,9,9
2856,PINEAPPLE ST,,,,,,G00002835,,1,1
2859,MANHATTAN AVE,,,,,,G00002838,,,
2879,UNION ST,,,,,,G00002858,,9,9
2880,RODNEY ST,,,,,,G00002859,,,
2884,STUYVESANT AVE,,,,,,G00002863,,9,9
2886,15 ST,,,,,,G00002865,,8,8
2892,,,,,,,G00002871,,7,7
2895,COURT ST,,,,,,G00002874,,10,6
2901,MOORE ST,,,,,,G00002878,,,
2915,2 AVE,,,,,,G00002892,,8,8
2918,6 AVE,,,,,,G00002895,,8,8
2919,FRONT ST,,,,,,G00002896,,2,2
2923,KEAP ST,,,,,,G00002900,,,
2926,BROADWAY,,,,,,G00002903,,,7
2935,PACIFIC ST,,,,,,G00002912,,10,10
2938,FIFTH AVE,,,,,,G00002915,,8,8
2939,THOMAS BOYLAND ST,,,,,,G00002916,,9,9
2942,MONROE ST,,,,,,G00002919,,9,9
2943,SKILLMAN AVE,,,,,,G00002920,,,
2944,DE KALB AVE,,,,,,G00002921,,7,7
2948,MANHATTAN AVE,,,,,,G00002925,,,
2949,STAGG WALK,,,,,,G00002926,,,
2954,MALCOLM X BLVD,REED AVE,,,,,G00002931,,9,9
2955,DE GRAW ST,,,,,,G00002932,,6,6
2956,GRAHAM AVE,,,,,,G00002933,,,
2957,GATES AVE,,,,,,G00002934,,7,7
2960,GARVEY BLVD,,,,,,G00002937,,9,9
2962,N  8 ST,,,,,,G00002939,,,
2972,ATLANTIC AVE,SCHUYLER ST ,,,,,G00002949,,9,9
2973,AITKEN PL,,,,,,G00002950,,3,3
2975,KOSCIUSZKO ST,,,,,,G00002952,,9,9
2980,HUDSON AVE,,,,,,G00002957,,5,5
2985,DE KALB AVE,,,,,,G00002962,,7,7
2986,2 AVE,,,,,,G00002963,,8,8
2987,3 AVE,,,,,,G00002964,,10,10
2999,BROADWAY,,,,,,G00002976,,,7
3001,ROCKAWAY AVE,,,,,,G00002978,,9,9
3003,55 ST,,,,,,G00002980,,8,8
3009,LIBERTY AVE,,,,,,G00002986,,,
3021,FULTON ST,,,,,,G00002998,,7,7
3025,MYRTLE AVE,,,,,,G00003002,,7,7
3028,SEVENTH AVE,,,,,,G00003005,,8,8
3029,UNION ST,,,,,,G00003006,,9,9
3032,BEDFORD AVE,PERRY AVE ,,,,,G00003009,,9,9
3040,SEVENTH AVE,,,,,,G00003017,,8,8
3048,STERLING PL,,,,,,G00003025,,9,9
3053,COMMERCE ST,,,,,,G00003030,,6,6
3054,6 AVE,,,,,,G00003031,,8,8
3059,PUTNAM AVE,,,,,,G00003036,,7,7
3060,GATES AVE,,,,,,G00003037,,9,9
3061,PARK PL,,,,,,G00003038,,9,9
3064,LOVE LN,,,,,,G00003041,,3,3
3076,MIDDAGH ST,,,,,,G00003053,,3,3
3077,ATLANTIC AVE,SCHUYLER ST ,,,,,G00003054,,9,9
3078,FIFTH AVE,,,,,,G00003055,,8,8
3089,LEWIS AVE,,,,,,G00003066,,9,9
3093,FOURTH AVE,,,,,,G00003070,,8,8
3095,FOURTH AVE,,,,,,G00003072,,8,8
3103,FIRST ST,,,,,,G00003080,,10,8
3106,EMERSON PL,,,,,,G00003083,,7,7
3110,54 ST,,,,,,G00003087,,8,8
3115,FIFTH AVE,,,,,,G00003092,,8,8
3117,FOURTH AVE,,,,,,G00003094,,8,8
3122,SAINT JOHNS PL,,,,,,G00003099,,9,9
3138,UNION ST,,,,,,G00003115,,10,10
3141,22 ST,,,,,,G00003118,,8,8
3148,CLERMONT AVE,,,,,,G00003125,,11,11
3157,BKLYN AVE,BROOKLYN AVE ,,,,,G00003134,,9,9
3164,PARK PL,,,,,,G00003141,,9,9
3170,PULASKI ST,PULASKY ST ,,,,,G00003147,,9,9
3178,NASSAU ST,,,,,,G00003155,,5,5
3180,HENRY ST,,,,,,G00003157,,3,3
3183,HOWARD AVE,,,,,,G00003160,,9,9
3186,HICKS ST,,,,,,G00003163,,3,1
3189,SEVENTH AVE,,,,,,G00003166,,8,8
3192,COURT ST,,,,,,G00003169,,10,6
3195,NOSTRAND AVE,,,,,,G00003172,,9,9
3200,PROSPECT  W,,,,,,G00003177,,8,8
3208,PACIFIC ST,,,,,,G00003185,,9,9
3211,PATCHEN AVE,,,,,,G00003188,,9,9
3214,,,,,,,G00003191,,9,9
3217,FOURTH AVE,,,,,,G00003194,,10,10
3218,SMITH ST,,,,,,G00003195,,10,10
3225,6 AVE,,,,,,G00003202,,8,8
3228,SCHNECTADY AVE,,,,,,G00003205,,9,9
3229,BEDFORD AVE,,,,,,G00003206,,,
3235,MACDONOUGH ST,,,,,,G00003212,,9,9
3241,DEAN ST,,,,,,G00003218,,10,10
3244,WOODHULL ST,,,,,,G00003221,,6,6
3257,16 ST,,,,,,G00003234,,8,8
3261,FULTON ST,,,,,,G00003238,,,
3265,ROCKAWAY AVE,,,,,,G00003242,,9,9
3266,BERRY ST,,,,,,G00003243,,,
3268,DECATUR ST,,,,,,G00003245,,9,9
3274,HIGH ST,,,,,,G00003251,,4,4
3284,WYONA ST,,,,,,G00003260,,,
3287,SNEDIKER AVE,,,,,,G00003262,,,
3288,MIDDLETON ST,,,,,,G00003263,,7,7
3294,COLUMBIA ST,,,,,,G00003269,,6,6
3299,MARCY AVE,,,,,,G00003274,,9,9
3304,FLUSHING AVE,,,,,,G00003279,,,11
3311,FRANKLIN AVE,,,,,,G00003286,,9,9
3315,SAINT JOHNS PL,,,,,,G00003290,,9,9
3318,DRIGGS AVE,,,,,,G00003293,,,
3325,JOHN ST,,,,,,G00003299,,5,5
3326,17 ST,,,,,,G00003300,,8,8
3331,PARK PL,,,,,,G00003305,,9,9
3333,SAINT MARK'S AVE,,,,,,G00003307,,9,9
3340,NOSTRAND AVE,,,,,,G00003314,,9,9
3343,NEW YORK AVE,,,,,,G00003317,,9,9
3347,PARK PL,,,,,,G00003321,,9,9
3348,18 ST,,,,,,G00003322,,8,8
3350,DIKEMAN ST,,,,,,G00003324,,6,6
3354,KENT AVE,,,,,,G00003328,,7,7
3365,EIGHTH AVE,,,,,,G00003339,,8,8
3366,DEAN ST,,,,,,G00003340,,9,9
3372,QUINCY ST,,,,,,G00003346,,7,7
3381,MARCY AVE,,,,,,G00003355,,9,9
3384,56 ST,,,,,,G00003358,,8,8
3387,LINCOLN PL,,,,,,G00003361,,9,9
3388,DECATUR ST,,,,,,G00003362,,9,9
3389,S  FOURTH ST,,,,,,G00003363,,,
3394,JAY ST,,,,,,G00003368,,2,2
3396,BEDFORD AVE,PERRY AVE ,,,,,G00003370,,9,9
3408,STATE ST,,,,,,G00003382,,10,10
3411,S  FOURTH ST,,,,,,G00003385,,,
3412,WILLOUGHBY AVE,,,,,,G00003386,,7,7
3415,HOYT ST,,,,,,G00003389,,10,10
3418,VAN BRUNT ST,,,,,,G00003392,,6,6
3421,JAY ST,,,,,,G00003395,,4,4
3422,THROOP AVE,,,,,,G00003396,,9,9
3429,N  12 ST,,,,,,G00003403,,,
3438,FOURTH AVE,,,,,,G00003412,,8,8
3440,6 ST,,,,,,G00003414,,8,8
3442,JOHN ST,,,,,,G00003416,,2,2
3443,RUTLEDGE AVE,,,,,,G00003417,,7,7
3444,FULTON ST,,,,,,G00003418,,9,9
3448,45 ST,,,,,,G00003422,,8,8
3450,MARCY AVE,,,,,,G00003424,,7,7
3452,SMITH ST,,,,,,G00003426,,10,10
3454,6 AVE,,,,,,G00003428,,8,8
3457,MONTAGUE ST,,,,,,G00003431,,3,3
3471,FULTON ST,,,,,,G00003444,,9,9
3478,MADISON ST,,,,,,G00003451,,9,9
3479,SEVENTH AVE,,,,,,G00003452,,8,8
3487,BOERUM PL,,,,,,G00003460,,10,3
3489,BOND ST,,,,,,G00003462,,10,10
3490,OTSEGO ST,,,,,,G00003463,,6,6
3503,BAINBRIDGE ST,,,,,,G00003475,,9,9
3504,HOYT ST,,,,,,G00003476,,10,10
3507,LEE AVE,,,,,,G00003479,,7,7
3514,NOSTRAND AVE,,,,,,G00003486,,7,7
3526,SEVENTH AVE,,,,,,G00003498,,8,8
3531,MACDONOUGH ST,,,,,,G00003503,,9,9
3536,BOERUM PL,,,,,,G00003508,,10,3
3538,UNION ST,,,,,,G00003510,,9,9
3544,HOWARD AVE,,,,,,G00003516,,9,9
3547,COURT ST,,,,,,G00003519,,10,6
3556,PRESIDENT ST,,,,,,G00003528,,10,10
3563,UNION PL,,,,,,G00003534,,9,9
3589,EIGHTH AVE,,,,,,G00003560,,,
3600,FIFTH ST,,,,,,G00003570,,8,8
3607,54 ST,,,,,,G00003577,,8,8
3613,FULTON ST,,,,,,G00003583,,11,10
3622,COURT ST,,,,,,G00003591,,3,3
3628,METROPOLITAN AVE,,,,,,G00003597,,,
3632,43 ST,,,,,,G00003601,,8,8
3633,WATER ST,,,,,,G00003602,,5,5
3640,FLUSHING AVE,,,,,,G00003609,,,11
3648,TEN EYCK WALK,,,,,,G00003617,,,
3656,BERRY ST,,,,,,G00003625,,,
3657,ALBANY AVE,,,,,,G00003626,,9,9
3665,EIGHTH AVE,,,,,,G00003634,,8,8
3668,RICHARD ST,,,,,,G00003637,,6,6
3669,BOND ST,,,,,,G00003638,,10,10
3670,GLENMORE AVE,,,,,,G00003639,,,
3674,BOND ST,,,,,,G00003643,,10,10
3675,GRAND ST,,,,,,G00003644,,,
3678,GATES AVE,,,,,,G00003647,,7,7
3687,WYTHE AVE,,,,,,G00003656,,,
3688,TOMPKINS AVE,,,,,,G00003657,,9,9
3689,FIFTH AVE,,,,,,G00003658,,8,8
3695,16 ST,,,,,,G00003664,,8,8
3697,NEW YORK AVE,,,,,,G00003666,,9,9
3699,BROADWAY,,,,,,G00003668,,,7
3702,PROSPECT  W,,,,,,G00003671,,8,8
3703,SAINT MARK'S AVE,,,,,,G00003672,,9,9
3707,DECATUR ST,,,,,,G00003676,,9,9
3710,RODNEY ST,,,,,,G00003679,,,
3715,DE GRAW ST,,,,,,G00003684,,10,10
3716,BEDFORD AVE,,,,,,G00003685,,7,7
3723,JOHN ST,,,,,,G00003692,,2,2
3731,MARCY AVE,,,,,,G00003700,,9,9
3734,FULTON ST,,,,,,G00003703,,,
3738,DOUGLAS ST,,,,,,G00003707,,10,10
3739,SARATOGA AVE,,,,,,G00003708,,9,9
3742,QUINCY ST,,,,,,G00003711,,7,7
3746,SACKETT ST,,,,,,G00003715,,6,6
3747,FIFTH AVE,,,,,,G00003716,,10,10
3748,MONTROSE AVE,,,,,,G00003717,,,
3752,SEVENTH AVE,,,,,,G00003721,,8,8
3753,CLINTON ST,,,,,,G00003722,,6,6
3770,SKILLMAN AVE,,,,,,G00003739,,,
3782,HOYT ST,,,,,,G00003751,,10,10
3783,DE KALB AVE,,,,,,G00003752,,11,11
3787,SHEFFIELD AVE,,,,,,G00003756,,,
3788,WALWORTH ST,,,,,,G00003757,,7,7
3800,GRAND AVE,,,,,,G00003769,,7,7
3802,LEONARD ST,,,,,,G00003771,,,
3804,WOLCOTT ST,,,,,,G00003773,,6,6
3806,STATE ST,,,,,,G00003775,,10,10
3807,PATCHEN AVE,,,,,,G00003776,,9,9
3814,7 ST,,,,,,G00003783,,8,8
3821,FIFTH AVE,,,,,,G00003790,,8,10
3822,WILLOUGHBY AVE,,,,,,G00003791,,9,9
3823,SEVENTH AVE,,,,,,G00003792,,8,8
3824,LITTLE ST,,,,,,G00003793,,,5
3826,HAVEMEYER ST,,,,,,G00003795,,,
3832,MARCY AVE,,,,,,G00003801,,,
3838,STOCKTON ST,,,,,,G00003807,,9,9
3839,WYCKOFF ST,,,,,,G00003808,,10,10
3842,47 ST,,,,,,G00003811,,8,8
3846,EIGHTH AVE,,,,,,G00003815,,8,8
3851,SCHNECTADY AVE,,,,,,G00003820,,9,9
3852,DIVISION AVE,,,,,,G00003821,,,7
3854,HANCOCK ST,,,,,,G00003823,,9,9
3855,44 ST,,,,,,G00003824,,8,8
3858,PUTNAM AVE,,,,,,G00003827,,9,9
3859,PARK AVE,,,,,,G00003828,,11,11
3862,COURT ST,,,,,,G00003831,,10,6
3868,SEVENTH AVE,,,,,,G00003836,,8,8
3870,PROSPECT  W,,,,,,G00003838,,8,8
3874,S  FOURTH ST,,,,,,G00003842,,,
3877,PATCHEN AVE,,,,,,G00003845,,9,9
3881,S  6 ST,,,,,,G00003849,,,
3885,ROEBLING ST,,,,,,G00003853,,,
3892,51 ST,,,,,,G00003860,,8,8
3898,SAINT JOHNS PL,,,,,,G00003866,,9,9
3902,VAN BRUNT ST,,,,,,G00003870,,6,6
3904,HUDSON AVE,,,,,,G00003872,,11,11
3905,KINGSTON AVE,,,,,,G00003873,,9,9
3907,42 ST,,,,,,G00003875,,8,8
3909,MARCY AVE,,,,,,G00003877,,9,9
3911,FULTON ST,,,,,,G00003879,,11,11
3921,STAGG ST,,,,,,G00003889,,,
3926,FULTON ST,,,,,,G00003894,,9,9
3927,WASHINGTON AVE,,,,,,G00003895,,7,11
3930,FOURTH AVE,,,,,,G00003898,,8,8
3934,PROSPECT  W,,,,,,G00003902,,8,8
3936,HENRY ST,,,,,,G00003904,,3,3
3940,3 AVE,,,,,,G00003908,,8,8
3945,HAVEMEYER ST,,,,,,G00003913,,,
3947,HOOPER ST,,,,,,G00003915,,,
3949,METROPOLITAN AVE,,,,,,G00003917,,,
3950,SCHNECTADY AVE,,,,,,G00003918,,9,9
3956,MONTROSE AVE,,,,,,G00003924,,,
3959,SKILLMAN AVE,,,,,,G00003927,,,
3964,MACDONOUGH ST,,,,,,G00003932,,9,9
3966,CLIFTON PL,,,,,,G00003934,,9,9
3976,FIFTH AVE,,,,,,G00003944,,8,8
3984,MALCOLM X BLVD,REED AVE,,,,,G00003952,,9,9
3988,59 ST,,,,,,G00003956,,8,8
3993,MOTHER GASTON BLVD,,,,,,G00003961,,9,9
4002,MARCY AVE,,,,,,G00003970,,9,9
4014,PROSPECT AVE,,,,,,G00003982,,8,8
4017,SEVENTH AVE,,,,,,G00003985,,8,8
4019,WILLOUGHBY AVE,,,,,,G00003987,,7,7
4021,SANDFORD ST,,,,,,G00003989,,7,7
4031,6 AVE,,,,,,G00003999,,8,8
4033,MARCY AVE,,,,,,G00004001,,9,9
4044,WYTHE AVE,,,,,,G00004012,,7,7
4049,UNION AVE,,,,,,G00004017,,,
4052,HENRY ST,,,,,,G00004020,,3,3
4054,WARREN ST,,,,,,G00004022,,6,6
4057,BEDFORD AVE,,,,,,G00004025,,9,7
4060,IMLAY ST,,,,,,G00004028,,6,6
4062,BROADWAY,,,,,,G00004030,,,7
4068,STATE ST,,,,,,G00004036,,3,3
4071,BEDFORD AVE,,,,,,G00004039,,,
4079,UTICA AVE,,,,,,G00004047,,9,9
4081,LEWIS AVE,,,,,,G00004049,,9,9
4085,44 ST,,,,,,G00004053,,8,8
4086,S  9 ST,,,,,,G00004054,,,
4087,13 ST,,,,,,G00004055,,8,8
4088,HAVEMEYER ST,,,,,,G00004056,,,
4095,GREENE AVE,,,,,,G00004062,,11,11
4112,FULTON ST,,,,,,G00004079,,7,7
4114,HOPE ST,,,,,,G00004081,,,
4120,LAFAYETTE AVE,,,,,,G00004087,,9,9
4121,WOLCOTT ST,,,,,,G00004088,,6,6
4132,MONROE ST,,,,,,G00004099,,9,9
4135,SEVENTH AVE,,,,,,G00004102,,8,8
4138,SIDNEY PL,,,,,,G00004105,,3,3
4140,FIFTH AVE,,,,,,G00004107,,8,8
4141,S  FOURTH ST,,,,,,G00004108,,,
4142,58 ST,,,,,,G00004109,,8,8
4143,HOWARD AVE,,,,,,G00004110,,9,9
4148,CARLTON AVE,,,,,,G00004115,,9,9
4150,N  FIFTH ST,,,,,,G00004117,,,
4160,CLINTON ST,,,,,,G00004127,,6,6
4167,JEFFERSON AVE,,,,,,G00004134,,9,9
4168,PENNSYLVAN AVE,,,,,,G00004135,,,
4181,FLUSHING AVE,,,,,,G00004148,,7,7
4182,CONGRESS ST,,,,,,G00004149,,6,6
4192,NEWJERSEY AVE,,,,,,G00004159,,,
4198,YORK ST,,,,,,G00004165,,2,2
4199,WYTHE AVE,,,,,,G00004166,,,
4202,UNION AVE,,,,,,G00004169,,,
4204,GRAHAM AVE,,,,,,G00004171,,,
4210,S  5 ST,,,,,,G00004177,,,
4212,THOMAS BOYLAND ST,,,,,,G00004179,,9,9
4218,CUMBERLAND ST,,,,,,G00004185,,11,11
4220,CARLTON AVE,,,,,,G00004187,,8,8
4223,HARRISON AVE,,,,,,G00004190,,7,7
4225,MONTGOMERY ST,,,,,,G00004192,,9,9
4231,MARCY AVE,,,,,,G00004198,,7,7
4233,VERONA ST,,,,,,G00004200,,6,6
4235,COLUMBIA ST,,,,,,G00004202,,6,6
4240,OTSEGO ST,,,,,,G00004207,,6,6
4243,FOURTH AVE,,,,,,G00004210,,8,8
4244,20 ST,,,,,,G00004211,,8,8
4247,STUYVESANT AVE,,,,,,G00004214,,9,9
4249,KENT AVE,,,,,,G00004216,,,
4251,N  7 ST,,,,,,G00004218,,,
4254,21 ST,,,,,,G00004221,,8,8
4255,PUTNAM AVE,,,,,,G00004222,,9,9
4256,SARATOGA AVE,,,,,,G00004223,,9,9
4258,MARCY AVE,,,,,,G00004225,,7,7
4260,CLINTON ST,,,,,,G00004227,,6,6
4263,FOURTH AVE,,,,,,G00004230,,8,8
4270,FRONT ST,,,,,,G00004236,,5,5
4273,6 AVE,,,,,,G00004239,,8,8
4280,LEE AVE,,,,,,G00004246,,7,7
4285,CROWN ST,,,,,,G00004251,,9,9
4286,HOYT ST,,,,,,G00004252,,10,10
4294,PUTNAM AVE,,,,,,G00004260,,9,9
4297,ORANGE ST,,,,,,G00004263,,3,3
4304,BROADWAY,,,,,,G00004270,,,7
4305,GRAND ST,,,,,,G00004271,,,
4307,RODNEY ST,,,,,,G00004273,,,
4310,CONOVER ST,,,,,,G00004276,,6,6
4311,19 ST,,,,,,G00004277,,8,8
4318,39 ST,,,,,,G00004284,,8,8
4325,HICKS ST,,,,,,G00004291,,3,1
4326,HEWES ST,,,,,,G00004292,,,
4330,3 AVE,,,,,,G00004296,,8,8
4333,THOMAS BOYLAND ST,,,,,,G00004299,,9,9
4335,ALBANY AVE,,,,,,G00004301,,9,9
4336,47 ST,,,,,,G00004302,,8,8
4337,47 ST,BERGEN LN,,,,,G00004303,,,
4346,NOSTRAND AVE,,,,,,G00004312,,9,9
4347,SUMPTER ST,,,,,,G00004313,,9,9
4356,HENRY ST,,,,,,G00004322,,6,6
4358,PRESIDENT ST,,,,,,G00004324,,6,6
4361,BERRY ST,,,,,,G00004327,,,
4371,HAVEMEYER ST,,,,,,G00004337,,,
4372,ROEBLING ST,,,,,,G00004338,,,
4376,BROADWAY,,,,,,G00004342,,,7
4382,BEDFORD AVE,,,,,,G00004348,,,
4396,BEDFORD AVE,,,,,,G00004362,,9,7
4399,BROADWAY,,,,,,G00004365,,,7
4404,MONTGOMERY ST,,,,,,G00004370,,9,9
4411,FLUSHING AVE,,,,,,G00004377,,7,7
4418,,,,,,,G00004384,,7,7
4423,HANSON PL,,,,,,G00004389,,11,11
4425,13 ST,,,,,,G00004391,,8,8
4427,MADISON ST,,,,,,G00004393,,7,7
4437,LEONARD ST,,,,,,G00004403,,,
4450,NOSTRAND AVE,,,,,,G00004416,,9,9
4459,2 AVE,,,,,,G00004425,,8,8
4464,HOYT ST,,,,,,G00004430,,10,10
4468,FIFTH AVE,,,,,,G00004434,,10,10
4470,FIFTH AVE,,,,,,G00004436,,8,8
4476,PROSPECT PL,,,,,,G00004442,,9,9
4493,MONTGOMERY ST,,,,,,G00004459,,9,9
4498,15 ST,,,,,,G00004464,,8,8
4500,EIGHTH AVE,,,,,,G00004466,,8,8
4502,SEVENTH AVE,,,,,,G00004468,,8,8
4509,MYRTLE AVE,,,,,,G00004475,,7,7
4518,POWERS ST,,,,,,G00004484,,,
4526,RALPH AVE,,,,,,G00004491,,9,9
4531,ASHLAND PL,,,,,,G00004496,,11,11
4532,GATES AVE,,,,,,G00004497,,9,9
4536,BOND ST,,,,,,G00004501,,10,10
4538,HEWES ST,,,,,,G00004502,,,
4548,FORT HAMILTN PKWY,,,,,,G00004511,,,
4549,3 AVE,,,,,,G00004512,,8,8
4557,2 AVE,,,,,,G00004520,,8,8
4563,PRESIDENT ST,,,,,,G00004526,,9,9
4564,BERGEN ST,,,,,,G00004527,,9,9
4574,HICKS ST,,,,,,G00004537,,6,6
4580,FIFTH AVE,,,,,,G00004543,,8,8
4582,STERLING PL,,,,,,G00004545,,9,9
4585,THOMAS BOYLAND ST,,,,,,G00004548,,9,9
